flow,family,mode,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,phase_binding_rate,macro_window_rate,admission_band_rate,pollution,phase_lock_resistance,score
golden,phi,moderate_band,0.8681592039800995,0.4647137150466045,0.002258610954263128,0.14963297571993225,0.849971477467199,0.46035367940673133,0.849971477467199,0.0775812892184826,0.0,0.1500285225328009,3.45703125,0.576171875,0.5198567708333334,0.3330078125,0.0986649299902312,0.49460140968706,0.8231771506985186
golden,phi,wide_band,0.8391521197007481,0.456271186440678,0.002258610954263128,0.16487859966120835,0.8805714285714286,0.48,0.8805714285714286,0.07371428571428572,0.0,0.11942857142857143,3.45703125,0.576171875,0.5185546875,0.4850260416666667,0.09573428850537284,0.4937775988105805,0.8155331911703145
golden,phi,wrong_center,0.8582089552238806,0.46184738955823296,0.002258610954263128,0.1541501976284585,0.863169897377423,0.4771949828962372,0.863169897377423,0.07354618015963511,0.0,0.13683010262257697,3.45703125,0.576171875,0.51953125,0.17610677083333334,0.10126994464343862,0.4933977278976933,0.8068915348760217
golden,phi,no_band,0.9029850746268657,0.4745098039215686,0.002258610954263128,0.13382269904009034,0.7996585088218554,0.4359704040978941,0.7996585088218554,0.07683551508252703,0.0,0.20034149117814457,3.45703125,0.576171875,0.521484375,0.0,0.10615434711820254,0.4919818998309248,0.8090790036243615
golden,phi,inverse_center,0.869837296620776,0.46519410977242304,0.002258610954263128,0.1541501976284585,0.856980056980057,0.4740740740740741,0.856980056980057,0.07692307692307693,0.0,0.14301994301994303,3.45703125,0.576171875,0.5198567708333334,0.19563802083333334,0.10354933246499512,0.4928255885275473,0.8103608716880377
golden,phi,razor_band,0.9041095890410958,0.4748201438848921,0.002258610954263128,0.13438735177865613,0.8076266363118952,0.43938531587933977,0.8076266363118952,0.07683551508252703,0.0,0.19237336368810473,3.45703125,0.576171875,0.521484375,0.044270833333333336,0.10582872028655162,0.49163614888568363,0.8116453523918478
silver,metallic,moderate_band,0.8402625820568927,0.45659928656361476,0.014973262032085561,0.0855614973262032,0.9681372549019608,0.3137254901960784,0.9681372549019608,0.04656862745098039,0.0,0.031862745098039214,1.81640625,0.302734375,0.18880208333333334,0.14811197916666666,0.04168023445131879,0.5988607674052802,0.7861998083717562
silver,metallic,wide_band,0.8315098468271335,0.4540023894862604,0.012834224598930482,0.09197860962566845,0.9878345498783455,0.30413625304136255,0.9878345498783455,0.049878345498783457,0.0,0.012165450121654502,1.81640625,0.302734375,0.18977864583333334,0.22884114583333334,0.04265711494627157,0.5991527760170869,0.7860688913387256
silver,metallic,wrong_center,0.8219780219780219,0.451145958986731,0.019251336898395723,0.09411764705882353,0.971709717097171,0.3062730627306273,0.971709717097171,0.05166051660516605,0.0,0.028290282902829027,1.81640625,0.302734375,0.19010416666666666,0.09049479166666667,0.04363399544122436,0.6000312960695255,0.7751112419363493
silver,metallic,no_band,0.8217391304347826,0.4510739856801909,0.019251336898395723,0.08449197860962566,0.9533169533169533,0.3108108108108108,0.9533169533169533,0.04791154791154791,0.0,0.04668304668304668,1.81640625,0.302734375,0.18977864583333334,0.0,0.042005861282969716,0.5996151059515549,0.7722750084093009
