name,family,alpha,window_size,phase,balance_score,balance_spread,complexity_ratio,complexity_deviation,periodicity_match,best_period,compression_score,tradeoff_score
control_1_3,rational_control,0.3333333333333333,0.2,0.17,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,45.010989010989015,3.6279042674497215
control_1_3,rational_control,0.3333333333333333,0.2,0.31,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,45.010989010989015,3.6279042674497215
control_1_3,rational_control,0.3333333333333333,0.34,0.0,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,26.425806451612903,3.4046053936288536
control_1_3,rational_control,0.3333333333333333,0.34,0.17,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,26.425806451612903,3.4046053936288536
control_1_3,rational_control,0.3333333333333333,0.34,0.31,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,26.425806451612903,3.4046053936288536
control_1_3,rational_control,0.3333333333333333,0.47,0.0,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,26.425806451612903,3.4046053936288536
control_1_3,rational_control,0.3333333333333333,0.47,0.17,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,26.425806451612903,3.4046053936288536
control_1_3,rational_control,0.3333333333333333,0.47,0.31,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,26.425806451612903,3.4046053936288536
control_1_4,rational_control,0.25,0.2,0.0,1.0,1.0,0.1590023697424057,0.41934530116348295,0.25,4,11.562136535070092,3.6290867468625683
control_1_4,rational_control,0.25,0.2,0.17,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,45.010989010989015,3.6279042674497215
control_1_4,rational_control,0.25,0.2,0.31,1.0,1.0,0.1590023697424057,0.41934530116348295,0.25,4,11.562136535070092,3.6290867468625683
control_1_4,rational_control,0.25,0.34,0.0,0.7272727272727273,2.0,0.1817296424696784,0.4496483314665133,0.25,4,23.01123595505618,3.029611116950239
control_1_4,rational_control,0.25,0.34,0.17,1.0,1.0,0.1590023697424057,0.41934530116348295,0.25,4,11.567793157641066,3.6291715962011333
control_1_4,rational_control,0.25,0.34,0.31,0.7272727272727273,2.0,0.1817296424696784,0.4496483314665133,0.25,4,23.01123595505618,3.029611116950239
control_1_4,rational_control,0.25,0.47,0.0,0.7272727272727273,2.0,0.1817296424696784,0.4496483314665133,0.25,4,23.01123595505618,3.029611116950239
control_1_4,rational_control,0.25,0.47,0.17,1.0,1.0,0.1590023697424057,0.41934530116348295,0.25,4,11.567793157641066,3.6291715962011333
control_1_4,rational_control,0.25,0.47,0.31,0.7272727272727273,2.0,0.1817296424696784,0.4496483314665133,0.25,4,23.01123595505618,3.029611116950239
