flow,family,mode,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,phase_binding_rate,macro_window_rate,admission_band_rate,pollution,phase_lock_resistance,score
golden,phi,real_moderate,0.8681592039800995,0.4647137150466045,0.002258610954263128,0.14963297571993225,0.849971477467199,0.46035367940673133,0.849971477467199,0.0775812892184826,0.0,0.1500285225328009,3.45703125,0.576171875,0.5198567708333334,0.3330078125,0.0986649299902312,0.49460140968706,0.8231771506985186
golden,phi,real_exact,0.9041095890410958,0.4748201438848921,0.002258610954263128,0.13438735177865613,0.8321001707455891,0.45475241889584517,0.8321001707455891,0.07683551508252703,0.0,0.16789982925441094,3.45703125,0.576171875,0.521484375,0.16048177083333334,0.10582872028655162,0.49163614888568363,0.8174108268460718
golden,phi,real_no_band,0.9029850746268657,0.4745098039215686,0.002258610954263128,0.13382269904009034,0.7996585088218554,0.4359704040978941,0.7996585088218554,0.07683551508252703,0.0,0.20034149117814457,3.45703125,0.576171875,0.521484375,0.0,0.10615434711820254,0.4919818998309248,0.8090790036243615
golden,phi,no_binding_moderate,0.9312796208530806,0.4822085889570552,0.003952569169960474,0.0756634669678148,0.43141718838929993,0.21172453044963005,0.43141718838929993,0.07398975526465566,0.0,0.5685828116107,3.45703125,0.0,0.5234375,0.23079427083333334,0.10745685444480625,0.48285531357706546,0.8099681876904467
golden,phi,no_binding_exact,0.8600682593856656,0.46238532110091746,0.004517221908526256,0.0722755505364201,0.4028490028490028,0.17663817663817663,0.4028490028490028,0.07236467236467237,0.0,0.5971509971509972,3.45703125,0.0,0.5263671875,0.004557291666666667,0.10680560078150439,0.47415611688108805,0.7625482225260559
golden,phi,no_binding_no_band,0.832026875699888,0.45415647921760394,0.004517221908526256,0.07171089779785432,0.4012521343198634,0.16676152532726238,0.4012521343198634,0.07171314741035857,0.0,0.5987478656801366,3.45703125,0.0,0.5266927083333334,0.0,0.10354933246499512,0.4733836876346754,0.7555757403571801
silver,metallic,real_moderate,0.8402625820568927,0.45659928656361476,0.014973262032085561,0.0855614973262032,0.9681372549019608,0.3137254901960784,0.9681372549019608,0.04656862745098039,0.0,0.031862745098039214,1.81640625,0.302734375,0.18880208333333334,0.14811197916666666,0.04168023445131879,0.5988607674052802,0.7861998083717562
silver,metallic,real_exact,0.8402625820568927,0.45659928656361476,0.014973262032085561,0.0855614973262032,0.9671132764920828,0.3105968331303289,0.9671132764920828,0.048721071863580996,0.0,0.03288672350791717,1.81640625,0.302734375,0.18912760416666666,0.07096354166666667,0.042005861282969716,0.6001838416766405,0.778884023757335
silver,metallic,real_no_band,0.8217391304347826,0.4510739856801909,0.019251336898395723,0.08449197860962566,0.9533169533169533,0.3108108108108108,0.9533169533169533,0.04791154791154791,0.0,0.04668304668304668,1.81640625,0.302734375,0.18977864583333334,0.0,0.042005861282969716,0.5996151059515549,0.7722750084093009
silver,metallic,no_binding_moderate,0.6346555323590815,0.388250319284802,0.1358288770053476,0.026737967914438502,0.4689119170984456,0.12694300518134716,0.4689119170984456,0.03238341968911917,0.0,0.5310880829015544,1.81640625,0.0,0.18815104166666666,0.08072916666666667,0.0475415174210355,0.5881855984430826,0.7620575889737982
silver,metallic,no_binding_exact,0.6490066225165563,0.39357429718875503,0.17647058823529413,0.02459893048128342,0.3700787401574803,0.09580052493438321,0.3700787401574803,0.030183727034120734,0.0,0.6299212598425197,1.81640625,0.0,0.18912760416666666,0.0,0.046890263757733634,0.5869342672532205,0.7183426508009055
silver,metallic,no_binding_no_band,0.6430155210643016,0.3913630229419703,0.18502673796791444,0.022459893048128343,0.3576158940397351,0.09271523178807947,0.3576158940397351,0.02781456953642384,0.0,0.6423841059602649,1.81640625,0.0,0.189453125,0.0,0.04656463692608271,0.5845895578104015,0.7107838870582526
bounded_cf_2,bounded_cf,real_moderate,0.8492239467849224,0.4592326139088729,0.01714898177920686,0.08896034297963558,0.9445114595898673,0.2738238841978287,0.9445114595898673,0.06755126658624849,0.0,0.05548854041013269,1.8203125,0.3033854166666667,0.2776692708333333,0.14485677083333334,0.11787691305763595,0.5508108203252511,0.7763900941916941
bounded_cf_2,bounded_cf,real_exact,0.838495575221239,0.45607701564380265,0.01929260450160772,0.09003215434083602,0.9350180505415162,0.2719614921780987,0.9350180505415162,0.06859205776173286,0.0,0.06498194945848375,1.8203125,0.3033854166666667,0.2770182291666667,0.0693359375,0.11722565939433409,0.550899915748525,0.7691463470147143
bounded_cf_2,bounded_cf,real_no_band,0.7987012987012987,0.44404332129963897,0.02572347266881029,0.08360128617363344,0.9229843561973526,0.2611311672683514,0.9229843561973526,0.06257521058965103,0.0,0.07701564380264742,1.8203125,0.3033854166666667,0.2760416666666667,0.0,0.11429501790947574,0.5491848214483477,0.7590695809632801
