mode,anchor,family,alpha,offset,window_width,beta,learning_rate,model_rate,surprise_high,revision_threshold,coherence_limit,write_threshold,instability_penalty,write_count,witness_count,admission_rate,write_rate,witness_rate,revision_rate,mean_revision_size,instability,embodied_cost,delayed_retention,pollution,phase_lock_resistance,composite_score
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.007,0.11,0.17,0.36,0.1,0.32,0.58,0.75,96.0,25.0,0.4782608695652174,0.7933884297520661,0.2066115702479339,0.4782608695652174,0.08013601820252314,0.06563039626594248,0.049222797199456866,0.7933884297520661,0.04689789936492428,0.5891886228601964,0.7831780269605929
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.007,0.11,0.17,0.36,0.1,0.32,0.58,0.75,97.0,27.0,0.484375,0.782258064516129,0.21774193548387097,0.484375,0.08183131972234534,0.06604038754305154,0.04953029065728866,0.782258064516129,0.04738641914997557,0.5804068599398289,0.7808260935193364
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.007,0.11,0.17,0.36,0.1,0.32,0.58,0.75,94.0,23.0,0.45703125,0.8034188034188035,0.19658119658119658,0.45703125,0.07982629775988598,0.06454045883186633,0.048405344123899754,0.8034188034188035,0.04592085979482169,0.8285252721806922,0.8295258908454796
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.007,0.11,0.17,0.36,0.1,0.32,0.58,0.75,96.0,25.0,0.47265625,0.7933884297520661,0.2066115702479339,0.47265625,0.07975713851037584,0.06517772321301148,0.04888329240975861,0.7933884297520661,0.04689789936492428,0.8096865678204416,0.8223099605367501
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.007,0.11,0.17,0.36,0.1,0.32,0.58,0.75,96.0,23.0,0.5265486725663717,0.8067226890756303,0.19327731092436976,0.5265486725663717,0.08179292368202645,0.06432984724037583,0.04824738543028187,0.8067226890756303,0.04689789936492428,0.8942311516514657,0.8188531473612172
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.025,0.035,0.36,0.1,0.55,0.58,0.55,107.0,0.0,0.4037735849056604,1.0,0.0,0.4037735849056604,0.019751648642480378,0.051841635722012634,0.028512899647106953,1.0,0.05227161700048852,0.752182308288299,0.7746459032505769
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.025,0.035,0.36,0.1,0.55,0.58,0.55,112.0,0.0,0.42585551330798477,1.0,0.0,0.42585551330798477,0.019334765971700932,0.05171711539656516,0.02844441346811084,1.0,0.05471421592574499,0.8567284400934518,0.795182934076547
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.025,0.035,0.36,0.1,0.55,0.58,0.55,102.0,0.0,0.3968871595330739,1.0,0.0,0.3968871595330739,0.01897510628948006,0.05170877621699184,0.028439826919345514,1.0,0.049829018075232046,0.8676181873572476,0.7908344708906782
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.025,0.035,0.36,0.1,0.55,0.58,0.55,84.0,0.0,0.34146341463414637,1.0,0.0,0.34146341463414637,0.018754327261366374,0.05165089193824687,0.028407990566035782,1.0,0.04103566194430874,0.8618738389700037,0.7526911884029235
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.025,0.035,0.36,0.1,0.55,0.58,0.55,95.0,0.0,0.38306451612903225,1.0,0.0,0.38306451612903225,0.01933871185711194,0.05174240944303673,0.028458325193670204,1.0,0.046409379579872984,0.8723721992840813,0.7827026412035355
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.025,0.08,0.24,0.055,0.18,0.7,0.55,111.0,0.0,0.42528735632183906,1.0,0.0,0.42528735632183906,0.0413452676249131,0.0538297621618601,0.029606369189023055,1.0,0.0542256961406937,0.7526228026091706,0.7885987410519986
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.025,0.08,0.24,0.055,0.18,0.7,0.55,109.0,0.0,0.4560669456066946,1.0,0.0,0.4560669456066946,0.04139704061232701,0.054134786026540815,0.02977413231459745,1.0,0.05324865657059111,0.8284385084389655,0.7920672094501966
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.025,0.08,0.24,0.055,0.18,0.7,0.55,95.0,0.0,0.38934426229508196,1.0,0.0,0.38934426229508196,0.04276801476764619,0.05359009134808927,0.029474550241449102,1.0,0.046409379579872984,0.8684213784671411,0.7979426663835718
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.025,0.08,0.24,0.055,0.18,0.7,0.55,99.0,0.0,0.43043478260869567,1.0,0.0,0.43043478260869567,0.04073394270888063,0.053759963676098914,0.029567980021854404,1.0,0.04836345872007816,0.8750347394476367,0.8080999195217491
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.025,0.08,0.24,0.055,0.18,0.7,0.55,96.0,0.0,0.4067796610169492,1.0,0.0,0.4067796610169492,0.042228031591416956,0.05356798179349646,0.029462389986423053,1.0,0.04689789936492428,0.8614647046265492,0.8058349769618572
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.025,0.08,0.24,0.1,0.32,0.58,0.35,94.0,0.0,0.3900414937759336,1.0,0.0,0.3900414937759336,0.04270230762941106,0.0537100915326591,0.018798532036430685,1.0,0.04592085979482169,0.8841687456251563,0.8021805905797162
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.025,0.08,0.24,0.1,0.32,0.58,0.35,112.0,0.0,0.46473029045643155,1.0,0.0,0.46473029045643155,0.04407109061402664,0.05375092446794585,0.018812823563781046,1.0,0.05471421592574499,0.7953712982932296,0.7860508721647287
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.025,0.08,0.24,0.1,0.32,0.58,0.35,125.0,0.0,0.4752851711026616,1.0,0.0,0.4752851711026616,0.04275374601899586,0.054245743841503255,0.018986010344526138,1.0,0.06106497313141182,0.5816356576401711,0.7451377596908618
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.025,0.08,0.24,0.1,0.32,0.58,0.35,101.0,0.0,0.4156378600823045,1.0,0.0,0.4156378600823045,0.04331255376391596,0.0536064758547904,0.018762266549176638,1.0,0.04934049829018075,0.7646075831152191,0.7934791033626086
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.025,0.08,0.24,0.1,0.32,0.58,0.35,120.0,0.0,0.4444444444444444,1.0,0.0,0.4444444444444444,0.04343253529410189,0.054044631285378605,0.01891562094988251,1.0,0.05862237420615535,0.8124648188215067,0.7945153497649657
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.06,0.17,0.36,0.025,0.55,0.58,0.75,95.0,104.0,0.8223140495867769,0.47738693467336685,0.5226130653266332,0.8223140495867769,0.06016161307378847,0.07017874556873308,0.052634059176549806,0.47738693467336685,0.046409379579872984,0.7492074504810837,0.6962320323919964
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.06,0.17,0.36,0.025,0.55,0.58,0.75,108.0,117.0,0.8302583025830258,0.48,0.52,0.8302583025830258,0.058265603586523024,0.07069423461233315,0.05302067595924986,0.48,0.05276013678553981,0.7425116628774253,0.6917969905036748
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.06,0.17,0.36,0.025,0.55,0.58,0.75,95.0,120.0,0.8704453441295547,0.4418604651162791,0.5581395348837209,0.8704453441295547,0.0571444506528276,0.07126369136077253,0.05344776852057939,0.4418604651162791,0.046409379579872984,0.7134287099559358,0.6724275307437614
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.06,0.17,0.36,0.025,0.55,0.58,0.75,101.0,101.0,0.8706896551724138,0.5,0.5,0.8706896551724138,0.0596873437291383,0.07068566872410284,0.05301425154307713,0.5,0.04934049829018075,0.8417593268423522,0.7127072824444434
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.06,0.17,0.36,0.025,0.55,0.58,0.75,82.0,110.0,0.8384279475982532,0.4270833333333333,0.5729166666666666,0.8384279475982532,0.056580808957739315,0.07046703403479387,0.052850275526095405,0.4270833333333333,0.040058622374206154,0.5524132215510988,0.641521350000686
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.06,0.17,0.52,0.1,0.55,0.44,0.55,60.0,22.0,0.31297709923664124,0.7317073170731707,0.2682926829268293,0.31297709923664124,0.078635053221303,0.0643147083231427,0.03537308957772849,0.7317073170731707,0.029311187103077674,0.7309813372008735,0.7681854708225794
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.06,0.17,0.52,0.1,0.55,0.44,0.55,67.0,21.0,0.352,0.7613636363636364,0.23863636363636365,0.352,0.0809431452540862,0.06413138293211075,0.035272260612660915,0.7613636363636364,0.032730825598436736,0.7835184501907716,0.8012138452273387
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.06,0.17,0.52,0.1,0.55,0.44,0.55,71.0,23.0,0.40869565217391307,0.7553191489361702,0.24468085106382978,0.40869565217391307,0.0796981705263524,0.06481181919135269,0.03564650055524398,0.7553191489361702,0.034684904738641914,0.8268454773891326,0.8443487961930106
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.06,0.17,0.52,0.1,0.55,0.44,0.55,62.0,21.0,0.32677165354330706,0.7469879518072289,0.25301204819277107,0.32677165354330706,0.07877504770084552,0.06405163831055248,0.03522840107080387,0.7469879518072289,0.030288226673180263,0.6389202621566739,0.7604364875897951
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.06,0.17,0.52,0.1,0.55,0.44,0.55,76.0,27.0,0.4327731092436975,0.7378640776699029,0.2621359223300971,0.4327731092436975,0.08076424405757152,0.06551201690561709,0.0360316092980894,0.7378640776699029,0.03712750366389839,0.7479664634027442,0.8320983982827045
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.11,0.035,0.36,0.055,0.18,0.44,0.35,82.0,0.0,0.3215686274509804,1.0,0.0,0.3215686274509804,0.017891962655527303,0.05150776738912081,0.01802771858619228,1.0,0.040058622374206154,0.8131130241752098,0.7314879432275972
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.11,0.035,0.36,0.055,0.18,0.44,0.35,89.0,0.0,0.3371212121212121,1.0,0.0,0.3371212121212121,0.01839809106200519,0.05160276514332921,0.018060967800165223,1.0,0.043478260869565216,0.8797859085794583,0.7533762235150339
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.11,0.035,0.36,0.055,0.18,0.44,0.35,85.0,0.0,0.36796536796536794,1.0,0.0,0.36796536796536794,0.018372763556047514,0.051776819556659956,0.018121886844830983,1.0,0.04152418172936004,0.787346208946527,0.7589516858939983
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.11,0.035,0.36,0.055,0.18,0.44,0.35,76.0,0.0,0.3247863247863248,1.0,0.0,0.3247863247863248,0.018833899614279257,0.051565508318069296,0.018047927911324254,1.0,0.03712750366389839,0.8270790479968999,0.7368268171330626
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.11,0.035,0.36,0.055,0.18,0.44,0.35,89.0,0.0,0.35039370078740156,1.0,0.0,0.35039370078740156,0.01887526914912327,0.051694511331039035,0.018093078965863662,1.0,0.043478260869565216,0.7989804892384773,0.7489600146576979
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.11,0.08,0.36,0.1,0.18,0.7,0.75,82.0,0.0,0.36283185840707965,1.0,0.0,0.36283185840707965,0.042781201364792965,0.0530540311446046,0.03979052335845345,1.0,0.040058622374206154,0.8736400912079026,0.7802915475478917
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.11,0.08,0.36,0.1,0.18,0.7,0.75,77.0,0.0,0.3515981735159817,1.0,0.0,0.3515981735159817,0.04278284241907674,0.05300148574660188,0.03975111430995141,1.0,0.03761602344894968,0.8759590599563523,0.7732450687830014
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.11,0.08,0.36,0.1,0.18,0.7,0.75,78.0,0.0,0.2756183745583039,1.0,0.0,0.2756183745583039,0.04307805573708928,0.05298121500947598,0.03973591125710699,1.0,0.038104543234000976,0.8110266361163225,0.710296850286619
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.11,0.08,0.36,0.1,0.18,0.7,0.75,78.0,0.0,0.319672131147541,1.0,0.0,0.319672131147541,0.042921923934436695,0.052939028326125084,0.03970427124459382,1.0,0.038104543234000976,0.6062708134977,0.7055693038256775
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.11,0.08,0.36,0.1,0.18,0.7,0.75,74.0,0.0,0.3217391304347826,1.0,0.0,0.3217391304347826,0.042989275116653916,0.05294789095432745,0.039710918215745586,1.0,0.0361504640937958,0.6142614873832544,0.7085710474206214
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.11,0.17,0.36,0.025,0.18,0.58,0.55,99.0,76.0,0.7415254237288136,0.5657142857142857,0.4342857142857143,0.7415254237288136,0.06657702117705525,0.0693180838576213,0.03812494612169172,0.5657142857142857,0.04836345872007816,0.7390241848845449,0.7441825789519952
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.11,0.17,0.36,0.025,0.18,0.58,0.55,107.0,87.0,0.7698412698412699,0.5515463917525774,0.4484536082474227,0.7698412698412699,0.06638351652740153,0.07046315470171546,0.03875473508594351,0.5515463917525774,0.05227161700048852,0.6092117985050287,0.714216287055738
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.11,0.17,0.36,0.025,0.18,0.58,0.55,83.0,73.0,0.6638297872340425,0.532051282051282,0.46794871794871795,0.6638297872340425,0.06332614452437924,0.06811476597394503,0.03746312128566977,0.532051282051282,0.04054714215925745,0.8338034867706052,0.7797528986640236
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.11,0.17,0.36,0.025,0.18,0.58,0.55,106.0,80.0,0.7322834645669292,0.5698924731182796,0.43010752688172044,0.7322834645669292,0.06414580229485917,0.06944243529934427,0.03819333941463935,0.5698924731182796,0.051783097215437224,0.8574850789143816,0.7651993059839893
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.11,0.17,0.36,0.025,0.18,0.58,0.55,81.0,66.0,0.6391304347826087,0.5510204081632653,0.4489795918367347,0.6391304347826087,0.060802553446220306,0.0675228282746852,0.03713755555107686,0.5510204081632653,0.03957010258915486,0.5712001970698548,0.746906416638114
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.11,0.17,0.36,0.055,0.55,0.58,0.35,90.0,73.0,0.5927272727272728,0.5521472392638037,0.44785276073619634,0.5927272727272728,0.05938914726591382,0.06916468050380428,0.024207638176331498,0.5521472392638037,0.04396678065461651,0.6293086888552908,0.7711816814656777
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.11,0.17,0.36,0.055,0.55,0.58,0.35,97.0,69.0,0.7033898305084746,0.5843373493975904,0.41566265060240964,0.7033898305084746,0.06556326644118941,0.069568707238078,0.024349047533327298,0.5843373493975904,0.04738641914997557,0.606152927622132,0.7325044493889782
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.11,0.17,0.36,0.055,0.55,0.58,0.35,101.0,77.0,0.712,0.5674157303370787,0.43258426966292135,0.712,0.06030862410820843,0.07014115889053446,0.02454940561168706,0.5674157303370787,0.04934049829018075,0.6365001676601532,0.7338478247514832
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.11,0.17,0.36,0.055,0.55,0.58,0.35,83.0,65.0,0.6727272727272727,0.5608108108108109,0.4391891891891892,0.6727272727272727,0.061583440900674,0.06870759177941102,0.024047657122793855,0.5608108108108109,0.04054714215925745,0.6354490007233118,0.7480523813389055
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.11,0.17,0.36,0.055,0.55,0.58,0.35,91.0,70.0,0.6625514403292181,0.5652173913043478,0.43478260869565216,0.6625514403292181,0.06335017519076858,0.06947668829607766,0.02431684090362718,0.5652173913043478,0.044455300439667805,0.7851800402640332,0.7766812953593192
random_projection,golden,phi,0.5940339887498948,-0.024,0.3,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,71.0,64.0,0.5232558139534884,0.5259259259259259,0.4740740740740741,0.5232558139534884,0.060887547740081996,0.06878363462204475,0.05158772596653356,0.5259259259259259,0.034684904738641914,0.8442274669567306,0.82115282506958
random_projection,golden,phi,0.6060339887498948,-0.012,0.3,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,79.0,76.0,0.6007751937984496,0.5096774193548387,0.49032258064516127,0.6007751937984496,0.06081615157699229,0.07029163640174452,0.05271872730130839,0.5096774193548387,0.03859306301905227,0.8572522993373972,0.7939587867983681
random_projection,golden,phi,0.6180339887498948,0.0,0.3,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,71.0,71.0,0.5482625482625483,0.5,0.5,0.5482625482625483,0.06110736433825351,0.0692904988036129,0.05196787410270968,0.5,0.034684904738641914,0.7073528836211738,0.7824380819431358
random_projection,golden,phi,0.6300339887498948,0.012,0.3,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,75.0,71.0,0.6293103448275862,0.5136986301369864,0.4863013698630137,0.6293103448275862,0.0622707237652401,0.06966777473906885,0.05225083105430164,0.5136986301369864,0.03663898387884709,0.7677920505012545,0.7720940827118375
random_projection,golden,phi,0.6420339887498948,0.024,0.3,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,68.0,65.0,0.5859030837004405,0.5112781954887218,0.48872180451127817,0.5859030837004405,0.061597104112755624,0.06889969046259428,0.05167476784694571,0.5112781954887218,0.03321934538348803,0.5896312769479914,0.7545789619824017
random_projection,silver,metallic,0.3902135623730951,-0.024,0.16,0.0,0.025,0.035,0.24,0.1,0.32,0.58,0.75,45.0,0.0,0.5625,1.0,0.0,0.5625,0.017705757954019102,0.05158326436630728,0.03868744827473046,1.0,0.021983390327308255,0.7860680845158736,0.7423102266273613
random_projection,silver,metallic,0.40221356237309513,-0.012,0.16,0.0,0.025,0.035,0.24,0.1,0.32,0.58,0.75,31.0,0.0,0.5254237288135594,1.0,0.0,0.5254237288135594,0.016994470681802033,0.05143016326937561,0.03857262245203171,1.0,0.015144113336590131,0.6092166823264475,0.7240612436009569
random_projection,silver,metallic,0.41421356237309515,0.0,0.16,0.0,0.025,0.035,0.24,0.1,0.32,0.58,0.75,36.0,0.0,0.5070422535211268,1.0,0.0,0.5070422535211268,0.016807304980810144,0.0515756606744649,0.03868174550584868,1.0,0.017586712261846604,0.839732069092686,0.7685896085599958
random_projection,silver,metallic,0.42621356237309516,0.012,0.16,0.0,0.025,0.035,0.24,0.1,0.32,0.58,0.75,35.0,0.0,0.5072463768115942,1.0,0.0,0.5072463768115942,0.01677271938058068,0.05142339494421751,0.038567546208163134,1.0,0.01709819247679531,0.6136150463775305,0.7301295127881002
random_projection,silver,metallic,0.43821356237309517,0.024,0.16,0.0,0.025,0.035,0.24,0.1,0.32,0.58,0.75,41.0,0.0,0.5394736842105263,1.0,0.0,0.5394736842105263,0.016456336497743227,0.05150560236857189,0.03862920177642892,1.0,0.020029311187103077,0.8734847358000455,0.7638747721638394
random_projection,silver,metallic,0.3902135623730951,-0.024,0.16,0.0,0.025,0.08,0.24,0.025,0.55,0.44,0.55,38.0,25.0,0.8181818181818182,0.6031746031746031,0.3968253968253968,0.8181818181818182,0.02985863326979179,0.055589606632896464,0.03057428364809306,0.6031746031746031,0.018563751831949193,0.6012901992658448,0.6786706333978718
random_projection,silver,metallic,0.40221356237309513,-0.012,0.16,0.0,0.025,0.08,0.24,0.025,0.55,0.44,0.55,42.0,24.0,0.8048780487804879,0.6363636363636364,0.36363636363636365,0.8048780487804879,0.03152005166101106,0.05580064399288552,0.03069035419608704,0.6363636363636364,0.02051783097215437,0.7576072342803886,0.7066671536443566
random_projection,silver,metallic,0.41421356237309515,0.0,0.16,0.0,0.025,0.08,0.24,0.025,0.55,0.44,0.55,45.0,22.0,0.9178082191780822,0.6716417910447762,0.3283582089552239,0.9178082191780822,0.03367000551096144,0.055318610302109446,0.0304252356661602,0.6716417910447762,0.021983390327308255,0.59596579082056,0.6657441454911515
random_projection,silver,metallic,0.42621356237309516,0.012,0.16,0.0,0.025,0.08,0.24,0.025,0.55,0.44,0.55,29.0,21.0,0.7575757575757576,0.58,0.42,0.7575757575757576,0.0279497039997573,0.055085453133119716,0.030296999223215847,0.58,0.014167073766487542,0.8856534463562464,0.7476017960937358
random_projection,silver,metallic,0.43821356237309517,0.024,0.16,0.0,0.025,0.08,0.24,0.025,0.55,0.44,0.55,22.0,22.0,0.7457627118644068,0.5,0.5,0.7457627118644068,0.026036158068437044,0.054850093793483504,0.03016755158641593,0.5,0.01074743527112848,0.5970651018187163,0.6895963320805676
random_projection,silver,metallic,0.3902135623730951,-0.024,0.16,0.0,0.025,0.08,0.52,0.055,0.18,0.58,0.35,22.0,0.0,0.3188405797101449,1.0,0.0,0.3188405797101449,0.03848462938036557,0.05253013637256033,0.018385547730396114,1.0,0.01074743527112848,0.8083068633624618,0.7419951514156171
random_projection,silver,metallic,0.40221356237309513,-0.012,0.16,0.0,0.025,0.08,0.52,0.055,0.18,0.58,0.35,22.0,0.0,0.3548387096774194,1.0,0.0,0.3548387096774194,0.042258905616772556,0.05260135910028982,0.018410475685101436,1.0,0.01074743527112848,0.891666585795808,0.7826925266129509
random_projection,silver,metallic,0.41421356237309515,0.0,0.16,0.0,0.025,0.08,0.52,0.055,0.18,0.58,0.35,21.0,0.0,0.25925925925925924,1.0,0.0,0.25925925925925924,0.03891232286241221,0.05252982054149102,0.018385437189521854,1.0,0.010258915486077186,0.617551084379651,0.669044546310656
random_projection,silver,metallic,0.42621356237309516,0.012,0.16,0.0,0.025,0.08,0.52,0.055,0.18,0.58,0.35,26.0,0.0,0.34210526315789475,1.0,0.0,0.34210526315789475,0.04264241155636561,0.052801010289993434,0.0184803536014977,1.0,0.012701514411333659,0.735022662746676,0.747336069638822
random_projection,silver,metallic,0.43821356237309517,0.024,0.16,0.0,0.025,0.08,0.52,0.055,0.18,0.58,0.35,22.0,0.0,0.3013698630136986,1.0,0.0,0.3013698630136986,0.04019631708526455,0.052648258469692066,0.01842689046439222,1.0,0.01074743527112848,0.6192612347288615,0.6987499825787924
random_projection,silver,metallic,0.3902135623730951,-0.024,0.16,0.0,0.025,0.08,0.52,0.1,0.32,0.7,0.75,21.0,0.0,0.2876712328767123,1.0,0.0,0.2876712328767123,0.0417413551955861,0.052678902103426704,0.03950917657757003,1.0,0.010258915486077186,0.6163938424496771,0.6875986298270516
random_projection,silver,metallic,0.40221356237309513,-0.012,0.16,0.0,0.025,0.08,0.52,0.1,0.32,0.7,0.75,25.0,0.0,0.390625,1.0,0.0,0.390625,0.04131815102000419,0.0526572116483125,0.03949290873623438,1.0,0.012212994626282364,0.664084890118952,0.7657750295892105
random_projection,silver,metallic,0.41421356237309515,0.0,0.16,0.0,0.025,0.08,0.52,0.1,0.32,0.7,0.75,24.0,0.0,0.2891566265060241,1.0,0.0,0.2891566265060241,0.039134411521977525,0.05273992803052632,0.03955494602289474,1.0,0.01172447484123107,0.840959103110857,0.725336906728379
random_projection,silver,metallic,0.42621356237309516,0.012,0.16,0.0,0.025,0.08,0.52,0.1,0.32,0.7,0.75,26.0,0.0,0.4406779661016949,1.0,0.0,0.4406779661016949,0.042559947429384265,0.052747318297025815,0.03956048872276936,1.0,0.012701514411333659,0.6376185446649996,0.768048603153331
random_projection,silver,metallic,0.43821356237309517,0.024,0.16,0.0,0.025,0.08,0.52,0.1,0.32,0.7,0.75,16.0,0.0,0.2318840579710145,1.0,0.0,0.2318840579710145,0.038379336771378475,0.052341481877067636,0.03925611140780073,1.0,0.007816316560820713,0.8129286847096425,0.6814104607196251
random_projection,silver,metallic,0.3902135623730951,-0.024,0.16,0.0,0.025,0.17,0.24,0.025,0.18,0.7,0.35,20.0,10.0,0.5357142857142857,0.6666666666666666,0.3333333333333333,0.5357142857142857,0.058010493088097276,0.057414661329198764,0.020095131465219566,0.6666666666666666,0.009770395701025891,0.852709408335301,0.8184963000471465
random_projection,silver,metallic,0.40221356237309513,-0.012,0.16,0.0,0.025,0.17,0.24,0.025,0.18,0.7,0.35,22.0,12.0,0.5573770491803278,0.6470588235294118,0.35294117647058826,0.5573770491803278,0.06053052160982498,0.058113370299340064,0.020339679604769022,0.6470588235294118,0.01074743527112848,0.8812632783212563,0.8197439566755605
random_projection,silver,metallic,0.41421356237309515,0.0,0.16,0.0,0.025,0.17,0.24,0.025,0.18,0.7,0.35,29.0,13.0,0.6268656716417911,0.6904761904761905,0.30952380952380953,0.6268656716417911,0.05833629524808581,0.05806146747462367,0.020321513616118284,0.6904761904761905,0.014167073766487542,0.8626347859750775,0.7892897327076578
random_projection,silver,metallic,0.42621356237309516,0.012,0.16,0.0,0.025,0.17,0.24,0.025,0.18,0.7,0.35,26.0,14.0,0.6153846153846154,0.65,0.35,0.6153846153846154,0.06372844011679651,0.0593781486301798,0.02078235202056293,0.65,0.012701514411333659,0.7874623166404818,0.7869082367679
random_projection,silver,metallic,0.43821356237309517,0.024,0.16,0.0,0.025,0.17,0.24,0.025,0.18,0.7,0.35,39.0,20.0,0.7375,0.6610169491525424,0.3389830508474576,0.7375,0.06335357117471263,0.060290473577434917,0.02110166575210222,0.6610169491525424,0.019052271617000488,0.7955301336750584,0.7485260101361421
random_projection,silver,metallic,0.3902135623730951,-0.024,0.16,0.0,0.025,0.17,0.36,0.1,0.18,0.44,0.55,23.0,0.0,0.41818181818181815,1.0,0.0,0.41818181818181815,0.07834608664694938,0.05473016747951182,0.030101592113731503,1.0,0.011235955056179775,0.6264632463779083,0.7909752699279575
random_projection,silver,metallic,0.40221356237309513,-0.012,0.16,0.0,0.025,0.17,0.36,0.1,0.18,0.44,0.55,24.0,2.0,0.37681159420289856,0.9230769230769231,0.07692307692307693,0.37681159420289856,0.08025254769707024,0.05653000049859837,0.031091500274229106,0.9230769230769231,0.01172447484123107,0.6164490747746998,0.7761435608289686
random_projection,silver,metallic,0.41421356237309515,0.0,0.16,0.0,0.025,0.17,0.36,0.1,0.18,0.44,0.55,26.0,1.0,0.4153846153846154,0.9629629629629629,0.037037037037037035,0.4153846153846154,0.07909258102390514,0.05564606205514281,0.030605334130328548,0.9629629629629629,0.012701514411333659,0.7582421260468569,0.8163918993608844
random_projection,silver,metallic,0.42621356237309516,0.012,0.16,0.0,0.025,0.17,0.36,0.1,0.18,0.44,0.55,23.0,0.0,0.40350877192982454,1.0,0.0,0.40350877192982454,0.07974031322233271,0.05452377744183509,0.029988077593009303,1.0,0.011235955056179775,0.634350740138558,0.7884829514337957
random_projection,silver,metallic,0.43821356237309517,0.024,0.16,0.0,0.025,0.17,0.36,0.1,0.18,0.44,0.55,36.0,4.0,0.5333333333333333,0.9,0.1,0.5333333333333333,0.08580139855596905,0.05805755342233827,0.031931654382286054,0.9,0.017586712261846604,0.8177761294652888,0.7989907402653209
random_projection,silver,metallic,0.3902135623730951,-0.024,0.16,0.0,0.06,0.035,0.36,0.055,0.55,0.7,0.55,36.0,0.0,0.48,1.0,0.0,0.48,0.01754145164503057,0.05142845179215467,0.02828564848568507,1.0,0.017586712261846604,0.606336726011725,0.7386893045983268
random_projection,silver,metallic,0.40221356237309513,-0.012,0.16,0.0,0.06,0.035,0.36,0.055,0.55,0.7,0.55,26.0,0.0,0.38235294117647056,1.0,0.0,0.38235294117647056,0.0170494297157959,0.05136608709735436,0.028251347903544898,1.0,0.012701514411333659,0.8510385661098219,0.7808356767418305
