mode,anchor,family,alpha,offset,window_width,beta,learning_rate,model_rate,surprise_high,revision_threshold,coherence_limit,write_threshold,instability_penalty,write_count,witness_count,admission_rate,write_rate,witness_rate,revision_rate,mean_revision_size,instability,embodied_cost,delayed_retention,pollution,phase_lock_resistance,composite_score
real,golden,phi,0.6420339887498948,0.024,0.16,0.007,0.11,0.17,0.24,0.1,0.18,0.58,0.35,34.0,1.0,0.5,0.9714285714285714,0.02857142857142857,0.5,0.08631212205178906,0.056511676625676965,0.019779086818986935,0.9714285714285714,0.016609672691744015,0.6723636154578763,0.7787581767720041
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.025,0.035,0.24,0.1,0.18,0.7,0.55,31.0,0.0,0.47692307692307695,1.0,0.0,0.47692307692307695,0.016440034737178096,0.05136897521384303,0.028252936367613668,1.0,0.015144113336590131,0.6054727119242715,0.7391916258062473
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.025,0.035,0.24,0.1,0.18,0.7,0.55,33.0,0.0,0.4852941176470588,1.0,0.0,0.4852941176470588,0.01679938712898451,0.051421838637428705,0.02828201125058579,1.0,0.01612115290669272,0.7050964335226766,0.7536156868140059
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.025,0.035,0.24,0.1,0.18,0.7,0.55,35.0,0.0,0.4605263157894737,1.0,0.0,0.4605263157894737,0.01679250709366335,0.05142338708529313,0.02828286289691122,1.0,0.01709819247679531,0.5147638601304512,0.728824144582515
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.025,0.035,0.24,0.1,0.18,0.7,0.55,33.0,0.0,0.4782608695652174,1.0,0.0,0.4782608695652174,0.016691870301214884,0.05139930700698526,0.028269618853841893,1.0,0.01612115290669272,0.4263321060924986,0.7083501897162829
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.025,0.035,0.24,0.1,0.18,0.7,0.55,36.0,0.0,0.4931506849315068,1.0,0.0,0.4931506849315068,0.016786827947780816,0.05151522948066893,0.028333376214367913,1.0,0.017586712261846604,0.7335375399511637,0.7558609082486908
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.025,0.035,0.36,0.1,0.32,0.58,0.75,27.0,0.0,0.4153846153846154,1.0,0.0,0.4153846153846154,0.01660893579749747,0.05132533244129552,0.03849399933097164,1.0,0.013190034196384953,0.6912356526431725,0.7692175540667809
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.025,0.035,0.36,0.1,0.32,0.58,0.75,27.0,0.0,0.39705882352941174,1.0,0.0,0.39705882352941174,0.017014170610792842,0.05137604514377346,0.03853203385783009,1.0,0.013190034196384953,0.7047158064711507,0.7649327840874656
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.025,0.035,0.36,0.1,0.32,0.58,0.75,30.0,0.0,0.39473684210526316,1.0,0.0,0.39473684210526316,0.017039819042954603,0.05136927439051045,0.03852695579288284,1.0,0.014655593551538837,0.5322714396709436,0.7338945662483888
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.025,0.035,0.36,0.1,0.32,0.58,0.75,28.0,0.0,0.4057971014492754,1.0,0.0,0.4057971014492754,0.016950674593680486,0.05134769774369204,0.03851077330776903,1.0,0.013678553981436248,0.4458617045738552,0.7246567590797748
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.025,0.035,0.36,0.1,0.32,0.58,0.75,32.0,0.0,0.4383561643835616,1.0,0.0,0.4383561643835616,0.01698251648479017,0.05148268537326466,0.038612014029948495,1.0,0.015632633121641426,0.755604480401718,0.7758378852672828
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.025,0.17,0.36,0.055,0.32,0.44,0.55,27.0,18.0,0.6923076923076923,0.6,0.4,0.6923076923076923,0.06032210856984199,0.060266912849892856,0.03314680206744108,0.6,0.013190034196384953,0.6142082021949407,0.7356570507459641
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.025,0.17,0.36,0.055,0.32,0.44,0.55,27.0,21.0,0.7058823529411765,0.5625,0.4375,0.7058823529411765,0.06041939656223245,0.061101197844915474,0.033605658814703517,0.5625,0.013190034196384953,0.7198351829574425,0.7531647151247894
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.025,0.17,0.36,0.055,0.32,0.44,0.55,30.0,21.0,0.6710526315789473,0.5882352941176471,0.4117647058823529,0.6710526315789473,0.06254614008876176,0.0609746737743402,0.03353607057588712,0.5882352941176471,0.014655593551538837,0.5494411440360247,0.7333286017887045
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.025,0.17,0.36,0.055,0.32,0.44,0.55,28.0,19.0,0.6811594202898551,0.5957446808510638,0.40425531914893614,0.6811594202898551,0.06506039758460008,0.06040756926068816,0.03322416309337849,0.5957446808510638,0.013678553981436248,0.45880119005395126,0.7154266026477383
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.025,0.17,0.36,0.055,0.32,0.44,0.55,32.0,23.0,0.7534246575342466,0.5818181818181818,0.41818181818181815,0.7534246575342466,0.06377183878945994,0.06176862846757783,0.03397274565716781,0.5818181818181818,0.015632633121641426,0.728557554500086,0.739395477410874
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.025,0.17,0.52,0.025,0.32,0.44,0.55,23.0,29.0,0.8,0.4423076923076923,0.5576923076923077,0.8,0.05522437207777387,0.060958164709842534,0.0335269905904134,0.4423076923076923,0.011235955056179775,0.6218103672825226,0.6739169139855165
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.025,0.17,0.52,0.025,0.32,0.44,0.55,25.0,29.0,0.7941176470588235,0.46296296296296297,0.5370370370370371,0.7941176470588235,0.05691111851793845,0.06149995800771039,0.03382497690424072,0.46296296296296297,0.012212994626282364,0.7221275124181941,0.6997040087781679
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.025,0.17,0.52,0.025,0.32,0.44,0.55,28.0,36.0,0.8421052631578947,0.4375,0.5625,0.8421052631578947,0.05676222692277701,0.061579937916417284,0.03386896585402951,0.4375,0.013678553981436248,0.5127280620666375,0.6420401320291702
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.025,0.17,0.52,0.025,0.32,0.44,0.55,25.0,32.0,0.8260869565217391,0.43859649122807015,0.5614035087719298,0.8260869565217391,0.059672471670380596,0.06104746926947336,0.03357610809821035,0.43859649122807015,0.012212994626282364,0.4432749593831865,0.6364994342457655
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.025,0.17,0.52,0.025,0.32,0.44,0.55,30.0,32.0,0.8493150684931506,0.4838709677419355,0.5161290322580645,0.8493150684931506,0.059384575364671725,0.06227670563258317,0.034252188097920744,0.4838709677419355,0.014655593551538837,0.7128767204513187,0.6911518423166948
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.06,0.035,0.52,0.055,0.18,0.7,0.55,19.0,0.0,0.2923076923076923,1.0,0.0,0.2923076923076923,0.016629474296988134,0.05131623525936108,0.0282239293926486,1.0,0.009281875915974597,0.6820190800571375,0.6905989753189202
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.06,0.035,0.52,0.055,0.18,0.7,0.55,22.0,0.0,0.3235294117647059,1.0,0.0,0.3235294117647059,0.01701350315446517,0.05137326117099596,0.028255293644047778,1.0,0.01074743527112848,0.7115818303572923,0.7170389752806284
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.06,0.035,0.52,0.055,0.18,0.7,0.55,23.0,0.0,0.3026315789473684,1.0,0.0,0.3026315789473684,0.017098894593257072,0.05135966811118587,0.028247817461152232,1.0,0.011235955056179775,0.5682707929450037,0.6783656261488041
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.06,0.035,0.52,0.055,0.18,0.7,0.55,22.0,0.0,0.3188405797101449,1.0,0.0,0.3188405797101449,0.016962188718887074,0.05134429505983268,0.028239362282907975,1.0,0.01074743527112848,0.48009082562315764,0.6744518232139449
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.06,0.035,0.52,0.055,0.18,0.7,0.55,24.0,0.0,0.3287671232876712,1.0,0.0,0.3287671232876712,0.017075179272713112,0.051462874562467224,0.028304581009356976,1.0,0.01172447484123107,0.7968219177191419,0.7350433337426125
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.06,0.17,0.36,0.025,0.18,0.44,0.55,27.0,19.0,0.7076923076923077,0.5869565217391305,0.41304347826086957,0.7076923076923077,0.06156300731567953,0.059751476407504216,0.032863312024127324,0.5869565217391305,0.013190034196384953,0.5849245869522703,0.7278700775961423
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.06,0.17,0.36,0.025,0.18,0.44,0.55,29.0,20.0,0.7205882352941176,0.5918367346938775,0.40816326530612246,0.7205882352941176,0.06213595478264516,0.060425950386836305,0.03323427271275997,0.5918367346938775,0.014167073766487542,0.7205877559985214,0.7466048721074842
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.06,0.17,0.36,0.025,0.18,0.44,0.55,30.0,21.0,0.6710526315789473,0.5882352941176471,0.4117647058823529,0.6710526315789473,0.06482563875131198,0.060070973874032596,0.03303903563071793,0.5882352941176471,0.014655593551538837,0.5043087529926831,0.7268455481371286
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.06,0.17,0.36,0.025,0.18,0.44,0.55,29.0,16.0,0.6521739130434783,0.6444444444444445,0.35555555555555557,0.6521739130434783,0.06907218283539668,0.05936330674645765,0.03264981871055171,0.6444444444444445,0.014167073766487542,0.4244517901352912,0.7157034080112823
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.06,0.17,0.36,0.025,0.18,0.44,0.55,32.0,25.0,0.7808219178082192,0.5614035087719298,0.43859649122807015,0.7808219178082192,0.0639884825290195,0.06139789011984028,0.03376883956591216,0.5614035087719298,0.015632633121641426,0.7057823291737348,0.7292137645184095
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.06,0.17,0.36,0.1,0.18,0.58,0.35,27.0,0.0,0.4153846153846154,1.0,0.0,0.4153846153846154,0.08372017809912408,0.055306269135542895,0.019357194197440013,1.0,0.013190034196384953,0.6912356526431725,0.8028267666813855
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.06,0.17,0.36,0.1,0.18,0.58,0.35,29.0,2.0,0.45588235294117646,0.9354838709677419,0.06451612903225806,0.45588235294117646,0.08222450049996956,0.056684876998013986,0.019839706949304894,0.9354838709677419,0.014167073766487542,0.7079023632271584,0.8022878940032326
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.06,0.17,0.36,0.1,0.18,0.58,0.35,30.0,1.0,0.40789473684210525,0.967741935483871,0.03225806451612903,0.40789473684210525,0.0866730829896468,0.05581005637691616,0.019533519731920655,0.967741935483871,0.014655593551538837,0.5342752277374612,0.7768868166707157
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.06,0.17,0.36,0.1,0.18,0.58,0.35,29.0,1.0,0.43478260869565216,0.9666666666666667,0.03333333333333333,0.43478260869565216,0.08495962076932922,0.0558283663492345,0.019539928222232075,0.9666666666666667,0.014167073766487542,0.44312854596935625,0.760718916591074
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.06,0.17,0.36,0.1,0.18,0.58,0.35,32.0,3.0,0.4794520547945205,0.9142857142857143,0.08571428571428572,0.4794520547945205,0.08334533457526273,0.057440668712538924,0.020104234049388624,0.9142857142857143,0.015632633121641426,0.7431383318860743,0.80292943179094
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.06,0.17,0.52,0.025,0.18,0.7,0.35,19.0,22.0,0.6307692307692307,0.4634146341463415,0.5365853658536586,0.6307692307692307,0.06177507769583143,0.059668461994622626,0.020883961698117917,0.4634146341463415,0.009281875915974597,0.6181600252342261,0.7367444543821322
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.06,0.17,0.52,0.025,0.18,0.7,0.35,22.0,22.0,0.6470588235294118,0.5,0.5,0.6470588235294118,0.06164547343946393,0.060431379636845604,0.02115098287289596,0.5,0.01074743527112848,0.7332511175848967,0.7620054728499442
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.06,0.17,0.52,0.025,0.18,0.7,0.35,23.0,24.0,0.618421052631579,0.48936170212765956,0.5106382978723404,0.618421052631579,0.06463817268281936,0.05998857680734307,0.020996001882570073,0.48936170212765956,0.011235955056179775,0.5333724580265604,0.7351616790500973
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.06,0.17,0.52,0.025,0.18,0.7,0.35,22.0,18.0,0.5797101449275363,0.55,0.45,0.5797101449275363,0.06855935615922604,0.05937646816587536,0.020781763858056374,0.55,0.01074743527112848,0.46379050051267956,0.7555370507762793
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.06,0.17,0.52,0.025,0.18,0.7,0.35,24.0,29.0,0.726027397260274,0.4528301886792453,0.5471698113207547,0.726027397260274,0.06354604072992828,0.061390505351998456,0.021486676873199457,0.4528301886792453,0.01172447484123107,0.7474591531352102,0.7266462520116242
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.11,0.035,0.52,0.055,0.32,0.44,0.75,20.0,0.0,0.3076923076923077,1.0,0.0,0.3076923076923077,0.016638713573816424,0.05131542462728847,0.03848656847046635,1.0,0.009770395701025891,0.6900089962777256,0.701417900359683
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.11,0.035,0.52,0.055,0.32,0.44,0.75,22.0,0.0,0.3235294117647059,1.0,0.0,0.3235294117647059,0.01701350315446517,0.05137326117099596,0.03852994587824697,1.0,0.01074743527112848,0.7115818303572923,0.7160115100572084
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.11,0.035,0.52,0.055,0.32,0.44,0.75,23.0,0.0,0.3026315789473684,1.0,0.0,0.3026315789473684,0.017098894593257072,0.05135966811118587,0.038519751083389404,1.0,0.011235955056179775,0.5682707929450037,0.6773384327865805
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.11,0.035,0.52,0.055,0.32,0.44,0.75,21.0,0.0,0.30434782608695654,1.0,0.0,0.30434782608695654,0.016940668609047548,0.05134556032682233,0.03850917024511675,1.0,0.010258915486077186,0.4875622704829965,0.6648124450468472
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.11,0.035,0.52,0.055,0.32,0.44,0.75,24.0,0.0,0.3287671232876712,1.0,0.0,0.3287671232876712,0.017075179272713112,0.051462874562467224,0.038597155921850416,1.0,0.01172447484123107,0.7968219177191419,0.7340140762513632
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.11,0.035,0.52,0.1,0.32,0.44,0.55,20.0,0.0,0.3076923076923077,1.0,0.0,0.3076923076923077,0.016638713573816424,0.05131542462728847,0.02822348354500866,1.0,0.009770395701025891,0.6900089962777256,0.7024442088522287
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.11,0.035,0.52,0.1,0.32,0.44,0.55,22.0,0.0,0.3235294117647059,1.0,0.0,0.3235294117647059,0.01701350315446517,0.05137326117099596,0.028255293644047778,1.0,0.01074743527112848,0.7115818303572923,0.7170389752806284
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.11,0.035,0.52,0.1,0.32,0.44,0.55,23.0,0.0,0.3026315789473684,1.0,0.0,0.3026315789473684,0.017098894593257072,0.05135966811118587,0.028247817461152232,1.0,0.011235955056179775,0.5682707929450037,0.6783656261488041
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.11,0.035,0.52,0.1,0.32,0.44,0.55,21.0,0.0,0.30434782608695654,1.0,0.0,0.30434782608695654,0.016940668609047548,0.05134556032682233,0.028240058179752284,1.0,0.010258915486077186,0.4875622704829965,0.6658393562533838
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.11,0.035,0.52,0.1,0.32,0.44,0.55,24.0,0.0,0.3287671232876712,1.0,0.0,0.3287671232876712,0.017075179272713112,0.051462874562467224,0.028304581009356976,1.0,0.01172447484123107,0.7968219177191419,0.7350433337426125
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.11,0.08,0.52,0.055,0.32,0.7,0.35,20.0,0.0,0.3076923076923077,1.0,0.0,0.3076923076923077,0.0389928215283701,0.052576753333939616,0.018401863666878866,1.0,0.009770395701025891,0.6900089962777256,0.7146034248173185
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.11,0.08,0.52,0.055,0.32,0.7,0.35,22.0,0.0,0.3235294117647059,1.0,0.0,0.3235294117647059,0.040321218245732426,0.052662284871442214,0.018431799705004772,1.0,0.01074743527112848,0.7115818303572923,0.7296751822201664
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.11,0.08,0.52,0.055,0.32,0.7,0.35,23.0,0.0,0.3026315789473684,1.0,0.0,0.3026315789473684,0.040550445741237263,0.05262548571962191,0.018418920001867668,1.0,0.011235955056179775,0.5682707929450037,0.6910742914687228
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.11,0.08,0.52,0.055,0.32,0.7,0.35,21.0,0.0,0.30434782608695654,1.0,0.0,0.30434782608695654,0.040113966551596665,0.05258393477743091,0.018404377172100816,1.0,0.010258915486077186,0.4875622704829965,0.6784095733254233
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.11,0.08,0.52,0.055,0.32,0.7,0.35,24.0,0.0,0.3287671232876712,1.0,0.0,0.3287671232876712,0.0407104355500083,0.052817824952115656,0.018486238733240477,1.0,0.01172447484123107,0.7968219177191419,0.7478427961088718
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,20.0,18.0,0.5846153846153846,0.5263157894736842,0.47368421052631576,0.5846153846153846,0.05879100785895937,0.06027147878306212,0.04520360908729659,0.5263157894736842,0.009770395701025891,0.6438110276059754,0.7702883340333875
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,22.0,18.0,0.5882352941176471,0.55,0.45,0.5882352941176471,0.060719003636840026,0.06076682413890638,0.04557511810417979,0.55,0.01074743527112848,0.7274223746888289,0.7913162210463375
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,24.0,21.0,0.5921052631578947,0.5333333333333333,0.4666666666666667,0.5921052631578947,0.060633700740456695,0.060975598499873614,0.04573169887490521,0.5333333333333333,0.01172447484123107,0.5835925130573443,0.760511283526634
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,21.0,17.0,0.5507246376811594,0.5526315789473685,0.4473684210526316,0.5507246376811594,0.0649246351926744,0.06011326746892089,0.04508495060169067,0.5526315789473685,0.010258915486077186,0.49810826124386354,0.7658807896505883
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.11,0.17,0.52,0.055,0.32,0.44,0.75,24.0,21.0,0.6164383561643836,0.5333333333333333,0.4666666666666667,0.6164383561643836,0.062461045226094775,0.06157732324320409,0.04618299243240307,0.5333333333333333,0.01172447484123107,0.8054505813772646,0.7915640263832241
real,golden,phi,0.5940339887498948,-0.024,0.16,0.017,0.11,0.17,0.52,0.1,0.32,0.58,0.35,20.0,2.0,0.3384615384615385,0.9090909090909091,0.09090909090909091,0.3384615384615385,0.08153441567609968,0.05627479404949491,0.019696177917323216,0.9090909090909091,0.009770395701025891,0.6938469428390799,0.7657832136966994
real,golden,phi,0.6060339887498948,-0.012,0.16,0.017,0.11,0.17,0.52,0.1,0.32,0.58,0.35,22.0,2.0,0.35294117647058826,0.9166666666666666,0.08333333333333333,0.35294117647058826,0.08242352651861705,0.056634870015824505,0.019822204505538576,0.9166666666666666,0.01074743527112848,0.7156288171521181,0.778529906926989
real,golden,phi,0.6180339887498948,0.0,0.16,0.017,0.11,0.17,0.52,0.1,0.32,0.58,0.35,23.0,1.0,0.3157894736842105,0.9583333333333334,0.041666666666666664,0.3157894736842105,0.08645755934385646,0.05586794852058089,0.01955378198220331,0.9583333333333334,0.011235955056179775,0.570373868059352,0.7242166640667528
real,golden,phi,0.6300339887498948,0.012,0.16,0.017,0.11,0.17,0.52,0.1,0.32,0.58,0.35,21.0,1.0,0.3188405797101449,0.9545454545454546,0.045454545454545456,0.3188405797101449,0.08549617446460767,0.05577824429245173,0.019522385502358103,0.9545454545454546,0.010258915486077186,0.4894638267709054,0.7130301432516333
real,golden,phi,0.6420339887498948,0.024,0.16,0.017,0.11,0.17,0.52,0.1,0.32,0.58,0.35,24.0,3.0,0.3698630136986301,0.8888888888888888,0.1111111111111111,0.3698630136986301,0.08372605987326089,0.057396601788521025,0.02008881062598236,0.8888888888888888,0.01172447484123107,0.7993184850001988,0.8069939641533669
real,golden,phi,0.5940339887498948,-0.024,0.22,0.0,0.025,0.035,0.24,0.025,0.18,0.44,0.35,64.0,0.0,0.48484848484848486,1.0,0.0,0.48484848484848486,0.017664680854106232,0.05166684868081165,0.01808339703828408,1.0,0.03126526624328285,0.5340024667018328,0.724605743366058
real,golden,phi,0.6060339887498948,-0.012,0.22,0.0,0.025,0.035,0.24,0.025,0.18,0.44,0.35,67.0,0.0,0.5,1.0,0.0,0.5,0.01771657688921395,0.05165915491217944,0.018080704219262802,1.0,0.032730825598436736,0.5898182335737516,0.7292843304084701
real,golden,phi,0.6180339887498948,0.0,0.22,0.0,0.025,0.035,0.24,0.025,0.18,0.44,0.35,45.0,0.0,0.3409090909090909,1.0,0.0,0.3409090909090909,0.01888159736614465,0.05161299972770194,0.01806454990469568,1.0,0.021983390327308255,0.708838152385773,0.729298880175843
real,golden,phi,0.6300339887498948,0.012,0.22,0.0,0.025,0.035,0.24,0.025,0.18,0.44,0.35,66.0,0.0,0.4852941176470588,1.0,0.0,0.4852941176470588,0.017831999262641993,0.0516673769543457,0.018083581934020994,1.0,0.03224230581338544,0.6484737238038321,0.7439138598696183
real,golden,phi,0.6420339887498948,0.024,0.22,0.0,0.025,0.035,0.24,0.025,0.18,0.44,0.35,67.0,0.0,0.4962962962962963,1.0,0.0,0.4962962962962963,0.017439517785239476,0.051568290031690965,0.018048901511091838,1.0,0.032730825598436736,0.6163175555781721,0.7348002503477692
real,golden,phi,0.5940339887498948,-0.024,0.22,0.0,0.025,0.035,0.52,0.1,0.32,0.58,0.35,40.0,0.0,0.30303030303030304,1.0,0.0,0.30303030303030304,0.01815228033107919,0.05153126238716064,0.018035941835506223,1.0,0.019540791402051783,0.5716736383913632,0.679934442799773
real,golden,phi,0.6060339887498948,-0.012,0.22,0.0,0.025,0.035,0.52,0.1,0.32,0.58,0.35,39.0,0.0,0.291044776119403,1.0,0.0,0.291044776119403,0.01804675247117002,0.05153180755223229,0.0180361326432813,1.0,0.019052271617000488,0.7302568369418307,0.6986852769809261
real,golden,phi,0.6180339887498948,0.0,0.22,0.0,0.025,0.035,0.52,0.1,0.32,0.58,0.35,46.0,0.0,0.3484848484848485,1.0,0.0,0.3484848484848485,0.019236711807243536,0.051584205381611306,0.018054471883563957,1.0,0.02247191011235955,0.6826948678649227,0.7301700212872423
real,golden,phi,0.6300339887498948,0.012,0.22,0.0,0.025,0.035,0.52,0.1,0.32,0.58,0.35,47.0,0.0,0.34558823529411764,1.0,0.0,0.34558823529411764,0.01826389678968522,0.05156339034639148,0.018047186621237016,1.0,0.022960429897410845,0.6516810910652948,0.7223803475742181
real,golden,phi,0.6420339887498948,0.024,0.22,0.0,0.025,0.035,0.52,0.1,0.32,0.58,0.35,39.0,0.0,0.28888888888888886,1.0,0.0,0.28888888888888886,0.017785144909264437,0.05143619888620671,0.018002669610172346,1.0,0.019052271617000488,0.6344719679036985,0.6807986356268664
real,golden,phi,0.5940339887498948,-0.024,0.22,0.0,0.025,0.08,0.52,0.055,0.18,0.7,0.75,37.0,0.0,0.2803030303030303,1.0,0.0,0.2803030303030303,0.04344263038658075,0.05273884099610133,0.039554130747076,1.0,0.0180752320468979,0.5994226458303473,0.6797343268291501
real,golden,phi,0.6060339887498948,-0.012,0.22,0.0,0.025,0.08,0.52,0.055,0.18,0.7,0.75,38.0,0.0,0.2835820895522388,1.0,0.0,0.2835820895522388,0.04367678985699487,0.05274877291150581,0.039561579683629354,1.0,0.018563751831949193,0.7434199036154225,0.7065259376445822
real,golden,phi,0.6180339887498948,0.0,0.22,0.0,0.025,0.08,0.52,0.055,0.18,0.7,0.75,35.0,0.0,0.26515151515151514,1.0,0.0,0.26515151515151514,0.045078047759205445,0.05256952693251518,0.039427145199386386,1.0,0.01709819247679531,0.7082391227653511,0.6887896662346195
real,golden,phi,0.6300339887498948,0.012,0.22,0.0,0.025,0.08,0.52,0.055,0.18,0.7,0.75,38.0,0.0,0.27941176470588236,1.0,0.0,0.27941176470588236,0.0420441535953202,0.05259535208444628,0.039446514063334714,1.0,0.018563751831949193,0.6983136678081758,0.6951983793377625
real,golden,phi,0.6420339887498948,0.024,0.22,0.0,0.025,0.08,0.52,0.055,0.18,0.7,0.75,38.0,0.0,0.2814814814814815,1.0,0.0,0.2814814814814815,0.04293427395518319,0.05252109061189091,0.03939081795891818,1.0,0.018563751831949193,0.6361272470134658,0.6864940880049035
real,golden,phi,0.5940339887498948,-0.024,0.22,0.0,0.025,0.17,0.24,0.1,0.32,0.7,0.75,64.0,6.0,0.5303030303030303,0.9142857142857143,0.08571428571428572,0.5303030303030303,0.08206865039280718,0.0594298291398731,0.04457237185490483,0.9142857142857143,0.03126526624328285,0.5404104316103027,0.7487160239939473
real,golden,phi,0.6060339887498948,-0.012,0.22,0.0,0.025,0.17,0.24,0.1,0.32,0.7,0.75,67.0,9.0,0.5671641791044776,0.881578947368421,0.11842105263157894,0.5671641791044776,0.08044844220067937,0.060394542358975616,0.04529590676923171,0.881578947368421,0.032730825598436736,0.5974903505827578,0.7500619742835978
real,golden,phi,0.6180339887498948,0.0,0.22,0.0,0.025,0.17,0.24,0.1,0.32,0.7,0.75,49.0,15.0,0.48484848484848486,0.765625,0.234375,0.48484848484848486,0.08507416542950538,0.06240208623382989,0.046801564675372415,0.765625,0.023937469467513434,0.7125060952076372,0.8074174826988596
real,golden,phi,0.6300339887498948,0.012,0.22,0.0,0.025,0.17,0.24,0.1,0.32,0.7,0.75,66.0,15.0,0.5955882352941176,0.8148148148148148,0.18518518518518517,0.5955882352941176,0.0783205308047343,0.062049476053411386,0.04653710704005854,0.8148148148148148,0.03224230581338544,0.6582045407796031,0.7573468750722757
real,golden,phi,0.6420339887498948,0.024,0.22,0.0,0.025,0.17,0.24,0.1,0.32,0.7,0.75,68.0,8.0,0.562962962962963,0.8947368421052632,0.10526315789473684,0.562962962962963,0.08104759766463482,0.05961773333644126,0.044713300002330945,0.8947368421052632,0.03321934538348803,0.6235593459239797,0.7544876991408608
real,golden,phi,0.5940339887498948,-0.024,0.22,0.0,0.025,0.17,0.52,0.1,0.32,0.58,0.55,40.0,6.0,0.3484848484848485,0.8695652173913043,0.13043478260869565,0.3484848484848485,0.08549759446409592,0.059002153842147194,0.03245118461318096,0.8695652173913043,0.019540791402051783,0.581503797269133,0.755246102241275
real,golden,phi,0.6060339887498948,-0.012,0.22,0.0,0.025,0.17,0.52,0.1,0.32,0.58,0.55,39.0,10.0,0.3656716417910448,0.7959183673469388,0.20408163265306123,0.3656716417910448,0.08205546247012212,0.06039895939065254,0.0332194276648589,0.7959183673469388,0.019052271617000488,0.7431495588111809,0.8018273636086528
real,golden,phi,0.6180339887498948,0.0,0.22,0.0,0.025,0.17,0.52,0.1,0.32,0.58,0.55,46.0,16.0,0.4696969696969697,0.7419354838709677,0.25806451612903225,0.4696969696969697,0.08452993970276243,0.06256390796990408,0.03441014938344725,0.7419354838709677,0.02247191011235955,0.7025915344850551,0.8141764111433866
