anchor,model,real_score,shuffled_score,markov_score,density_score,surrogate_gap
golden,one_light_recurrence,0.34777747113030033,0.4852356840293177,0.3868096575728641,0.4992082618825095,-0.15143079075220917
golden,two_light_plain,0.43550761466478377,0.33054250435843596,0.3546374679866175,0.3458131562910369,0.08087014667816628
golden,two_light_contact_ring,0.38186608982565645,0.3863079677277863,0.38970447289703497,0.39359779845115633,-0.011731708625499881
golden,two_light_no_ring,0.43550761466478377,0.37129356873030717,0.37219333654414627,0.37239711123548674,0.06311050342929703
golden,two_light_random_projection,0.36534278120636876,0.3517290348057756,0.35070553099713403,0.332293342736042,0.013613746400593152
golden,two_light_shuffled_time,0.3854469477807527,0.36287704676408133,0.3535252140202672,0.3424550577670615,0.02256990101667139
silver,one_light_recurrence,0.3775206296960034,0.4956695830176283,0.3898414978652989,0.49585313670372355,-0.11833250700772013
silver,two_light_plain,0.4207690436228391,0.3602464778583532,0.3202685321809175,0.3382789800148238,0.06052256576448595
silver,two_light_contact_ring,0.3491771909197185,0.3672242426286441,0.30635803683221846,0.36814393616757807,-0.018966745247859573
silver,two_light_no_ring,0.4207690436228391,0.3253647024423405,0.33557514973075103,0.37190379544388863,0.04886524817895049
silver,two_light_random_projection,0.34998083151566095,0.3489437531668398,0.3633871536224323,0.3725471651815068,-0.022566333665845872
silver,two_light_shuffled_time,0.36746033977756004,0.35752564930067154,0.3572743817147915,0.37268447819676487,-0.005224138419204827
noble_a,one_light_recurrence,0.38407529966600434,0.48873904763672193,0.38448598257548355,0.4742760466265257,-0.10466374797071759
noble_a,two_light_plain,0.4414819252767111,0.3532014144928606,0.3395043977162242,0.34840786427838016,0.08828051078385052
noble_a,two_light_contact_ring,0.40105043717632344,0.35214857021075985,0.3363903448869669,0.3771280994529645,0.023922337723358944
noble_a,two_light_no_ring,0.4414819252767111,0.35235730570670315,0.32636333135182777,0.35207253689298534,0.08912461957000795
noble_a,two_light_random_projection,0.3549782342196132,0.3693213053082715,0.3128692479618011,0.3428568108797981,-0.014343071088658288
noble_a,two_light_shuffled_time,0.3658163601015676,0.34064337749676904,0.32690167406474274,0.3535925879782648,0.012223772123302779
bounded_probe,one_light_recurrence,0.36838979708252656,0.5037199789779723,0.3921897639665783,0.5009388406712246,-0.1353301818954457
bounded_probe,two_light_plain,0.41482961734633195,0.35581385100069185,0.35985168479797797,0.3625643067316023,0.052265310614729665
bounded_probe,two_light_contact_ring,0.34011125571414813,0.38475430763455293,0.3526906172073614,0.3877445036626707,-0.047633247948522583
bounded_probe,two_light_no_ring,0.41482961734633195,0.32716881675171444,0.34670361244182857,0.3388483017420287,0.06812600490450338
bounded_probe,two_light_random_projection,0.36715981267257874,0.34117446620174546,0.33392073567544917,0.36210332124107986,0.0050564914314988885
bounded_probe,two_light_shuffled_time,0.32392426988808265,0.3083790343825164,0.39687447286022876,0.36928830251382583,-0.0729502029721461
pi_mod1,one_light_recurrence,0.3919331390636532,0.506681657191058,0.4391401819799709,0.4920689680861994,-0.11474851812740477
pi_mod1,two_light_plain,0.31529033404495244,0.36265556632099855,0.31443017156563446,0.32559872341511603,-0.04736523227604611
pi_mod1,two_light_contact_ring,0.3522483398943401,0.351024401405068,0.2945053763267073,0.40337158261506173,-0.05112324272072161
pi_mod1,two_light_no_ring,0.31529033404495244,0.35643620577370627,0.31847629469852484,0.3619680285353349,-0.04667769449038245
pi_mod1,two_light_random_projection,0.3615787119617854,0.3807456727043446,0.30939855085506385,0.3804857385636389,-0.01916696074255919
pi_mod1,two_light_shuffled_time,0.3394821828953363,0.3499053135127837,0.3303973033932407,0.38435734296759866,-0.04487516007226233
fib_13_21,one_light_recurrence,0.27647969813086654,0.5015960166895236,0.4036903935038721,0.4897362799075888,-0.22511631855865705
fib_13_21,two_light_plain,0.4474448775590878,0.33348375488766835,0.3437747686785757,0.3438846672378714,0.10356021032121637
fib_13_21,two_light_contact_ring,0.3933135788724283,0.3310013415152606,0.32438369086606234,0.3926967861796531,0.0006167926927752032
fib_13_21,two_light_no_ring,0.4474448775590878,0.3360115098912504,0.3329799361856188,0.36444920548423765,0.08299567207485015
fib_13_21,two_light_random_projection,0.35837178811695297,0.34730501267848735,0.3420140319331993,0.3595081752863714,-0.0011363871694184402
fib_13_21,two_light_shuffled_time,0.3597589201379352,0.35092453582479083,0.3594861909596178,0.3496227855672187,0.00027272917831738797
