anchor,anchor_family,model,model_label,alpha,offset,window_width,phase,beta,length,max_alignment_age,memory_capacity,write_count,witness_expired,release_count,delayed_retention,witness_conversion,pollution,mean_alignment_latency,return_interval_diversity,phase_lock_resistance,contact_ring_rate,center_share,rigidity_after_perturbation,composite_score,surrogate_base_score
golden,phi_anchor,one_light_recurrence,One Light,0.6120339887498948,-0.006000000000000012,0.18,0.0,0.011,4096,4,34,0.0,473.0,3622.0,0.0,0.0,0.0,4.0,0.0,0.5301520072435515,0.273681640625,0.11572265625,0.6689453125,0.4556618387128075,0.3802516824628075
golden,phi_anchor,one_light_recurrence,One Light,0.6180339887498948,-1.3877787807814457e-17,0.18,0.0,0.011,4096,4,34,0.0,407.0,3688.0,0.0,0.0,0.0,4.0,0.0,0.3778968891625559,0.27392578125,0.114990234375,0.667724609375,0.403816973565269,0.32848494231526904
golden,phi_anchor,one_light_recurrence,One Light,0.6240339887498948,0.0059999999999999845,0.18,0.0,0.011,4096,4,34,0.0,334.0,3762.0,0.0,0.0,0.0,4.0,0.0,0.5236136352311747,0.27392578125,0.115478515625,0.666748046875,0.45328254222859937,0.37802863597859937
golden,phi_anchor,one_light_recurrence,One Light,0.6300339887498948,0.011999999999999983,0.18,0.0,0.011,4096,4,34,0.0,251.0,3845.0,0.0,0.0,0.0,4.0,0.0,0.2914393578029669,0.274169921875,0.112060546875,0.669921875,0.3746167254030088,0.2990893816530088
golden,phi_anchor,one_light_recurrence,One Light,0.6360339887498948,0.01799999999999998,0.18,0.0,0.011,4096,4,34,43.0,212.0,3798.0,0.16862745098039217,0.0560625814863103,1.0,3.0,0.0,0.22009086031656622,0.27392578125,0.103271484375,0.6728515625,0.2078800309496782,0.1321378434496782
golden,phi_anchor,one_light_recurrence,One Light,0.6420339887498948,0.02399999999999998,0.18,0.0,0.011,4096,4,34,125.0,233.0,3612.0,0.34916201117318435,0.15683814303638646,1.0,3.0,0.0,0.5531392316021218,0.2734375,0.115478515625,0.668212890625,0.38939559886976255,0.31406356761976256
golden,phi_anchor,one_light_recurrence,One Light,0.6480339887498948,0.029999999999999978,0.18,0.0,0.011,4096,4,34,196.0,236.0,3468.0,0.4537037037037037,0.24623115577889448,1.0,3.0,0.0,0.53864166425422,0.2744140625,0.11474609375,0.6689453125,0.42996556092367294,0.3544968109236729
golden,phi_anchor,one_light_recurrence,One Light,0.6540339887498947,0.035999999999999976,0.18,0.0,0.011,4096,4,34,236.0,236.0,3387.0,0.5,0.2961104140526976,1.0,3.0,0.0,0.21868843477898625,0.27392578125,0.115478515625,0.670654296875,0.3432203486043409,0.2676539423543409
golden,phi_anchor,one_light_recurrence,One Light,0.6600339887498947,0.041999999999999975,0.18,0.0,0.011,4096,4,34,198.0,235.0,3465.0,0.45727482678983833,0.24874371859296482,1.0,3.0,0.0,0.5607229954197195,0.27392578125,0.115234375,0.666015625,0.438651951790593,0.363456639290593
golden,phi_anchor,one_light_recurrence,One Light,0.6660339887498947,0.04799999999999997,0.18,0.0,0.011,4096,4,34,50.0,236.0,3760.0,0.17482517482517482,0.06281407035175879,1.0,3.0,0.0,0.5238344476339916,0.2734375,0.114990234375,0.675537109375,0.31427926255992267,0.2383612938099227
golden,phi_anchor,one_light_recurrence,One Light,0.5700339887498947,-0.048,0.18,0.0,0.011,4096,8,34,156.0,156.0,3627.0,0.5,0.19597989949748743,1.0,4.5,0.5555555554320988,0.5233825850364948,0.273681640625,0.11474609375,0.67041015625,0.4843093601151659,0.35322646082195597
golden,phi_anchor,one_light_recurrence,One Light,0.5760339887498948,-0.042,0.18,0.0,0.011,4096,8,34,25.0,182.0,3863.0,0.12077294685990338,0.031446540880503145,1.0,7.0,0.0,0.5740630120682271,0.273681640625,0.11474609375,0.6689453125,0.31006838283246074,0.23465822658246074
golden,phi_anchor,one_light_recurrence,One Light,0.5820339887498948,-0.036000000000000004,0.18,0.0,0.011,4096,8,34,3.0,169.0,3921.0,0.01744186046511628,0.0037546933667083854,1.0,7.0,0.0,0.2126168322758647,0.273681640625,0.116943359375,0.66845703125,0.15322038246003405,0.07784928871003406
golden,phi_anchor,one_light_recurrence,One Light,0.5880339887498948,-0.030000000000000006,0.18,0.0,0.011,4096,8,34,19.0,146.0,3912.0,0.11515151515151516,0.02389937106918239,1.0,6.473684210526316,0.1360422807162334,0.3522346695368548,0.2734375,0.114990234375,0.6708984375,0.24545520174903107,0.15630409867740772
golden,phi_anchor,one_light_recurrence,One Light,0.5940339887498948,-0.024000000000000007,0.18,0.0,0.011,4096,8,34,309.0,24.0,3454.0,0.9279279279279279,0.3886792452830189,0.9967637540453075,6.352750809061488,0.1472932480135026,0.2189075485495856,0.274169921875,0.114990234375,0.673583984375,0.49540753696991113,0.4048578996685609
golden,phi_anchor,one_light_recurrence,One Light,0.6000339887498948,-0.01800000000000001,0.18,0.0,0.011,4096,8,34,46.0,179.0,3825.0,0.20444444444444446,0.05786163522012579,1.0,6.956521739130435,0.041926274572094135,0.5018515475303973,0.27392578125,0.114501953125,0.668701171875,0.31789184865161163,0.2382890649444022
golden,phi_anchor,one_light_recurrence,One Light,0.6060339887498948,-0.01200000000000001,0.18,0.0,0.011,4096,8,34,48.0,203.0,3797.0,0.19123505976095617,0.06030150753768844,1.0,5.0,0.0,0.5273946835711361,0.2734375,0.114990234375,0.670166015625,0.3192025617540379,0.24371428050403793
golden,phi_anchor,one_light_recurrence,One Light,0.6120339887498948,-0.006000000000000012,0.18,0.0,0.011,4096,8,34,17.0,233.0,3828.0,0.068,0.021383647798742137,1.0,5.0,0.0,0.5301520072435515,0.273681640625,0.11572265625,0.6689453125,0.2785508953165811,0.2031407390665811
golden,phi_anchor,one_light_recurrence,One Light,0.6180339887498948,-1.3877787807814457e-17,0.18,0.0,0.011,4096,8,34,120.0,143.0,3712.0,0.45627376425855515,0.1507537688442211,1.0,5.0,0.0,0.3778968891625559,0.27392578125,0.114990234375,0.667724609375,0.35870930594962425,0.28337727469962426
golden,phi_anchor,one_light_recurrence,One Light,0.6240339887498948,0.0059999999999999845,0.18,0.0,0.011,4096,8,34,200.0,67.0,3629.0,0.7490636704119851,0.2506265664160401,1.0,7.535,0.14408945595325345,0.5236136352311747,0.27392578125,0.115478515625,0.666748046875,0.5225420974941679,0.43287924564884245
golden,phi_anchor,one_light_recurrence,One Light,0.6300339887498948,0.011999999999999983,0.18,0.0,0.011,4096,8,34,152.0,56.0,3736.0,0.7307692307692307,0.19167717528373265,1.0,7.743421052631579,0.10834874071752311,0.2914393578029669,0.274169921875,0.112060546875,0.669921875,0.42456887564121754,0.33820665781946524
golden,phi_anchor,one_light_recurrence,One Light,0.6360339887498948,0.01799999999999998,0.18,0.0,0.011,4096,8,34,86.0,112.0,3812.0,0.43434343434343436,0.1121251629726206,1.0,4.058139534883721,0.2666604405257509,0.22009086031656622,0.27392578125,0.103271484375,0.6728515625,0.31903781501144096,0.21662958345886585
golden,phi_anchor,one_light_recurrence,One Light,0.6420339887498948,0.02399999999999998,0.18,0.0,0.011,4096,8,34,84.0,114.0,3814.0,0.42424242424242425,0.1053952321204517,1.0,8.0,0.0,0.5531392316021218,0.2734375,0.115478515625,0.668212890625,0.4011583905642815,0.3258263593142815
golden,phi_anchor,one_light_recurrence,One Light,0.6480339887498948,0.029999999999999978,0.18,0.0,0.011,4096,8,34,296.0,68.0,3436.0,0.8131868131868132,0.37185929648241206,1.0,5.837837837837838,0.42431256427507985,0.53864166425422,0.2744140625,0.11474609375,0.6689453125,0.5956651533330847,0.4777651469055767
golden,phi_anchor,one_light_recurrence,One Light,0.6540339887498947,0.035999999999999976,0.18,0.0,0.011,4096,8,34,31.0,236.0,3798.0,0.11610486891385768,0.03889585947302384,1.0,3.0,0.0,0.21868843477898625,0.27392578125,0.115478515625,0.670654296875,0.18943109207587977,0.11386468582587977
golden,phi_anchor,one_light_recurrence,One Light,0.6600339887498947,0.041999999999999975,0.18,0.0,0.011,4096,8,34,217.0,216.0,3446.0,0.5011547344110855,0.27261306532663315,1.0,3.262672811059908,0.2598946817033202,0.5607229954197195,0.27392578125,0.115234375,0.666015625,0.4812242765069346,0.38003949583660257
golden,phi_anchor,one_light_recurrence,One Light,0.6660339887498947,0.04799999999999997,0.18,0.0,0.011,4096,8,34,143.0,142.0,3667.0,0.5017543859649123,0.17964824120603015,1.0,4.951048951048951,0.2889445274201537,0.5238344476339916,0.2734375,0.114990234375,0.675537109375,0.45574404517483336,0.35093162368281805
golden,phi_anchor,one_light_recurrence,One Light,0.5700339887498947,-0.048,0.18,0.0,0.011,4096,13,34,254.0,29.0,3558.0,0.8975265017667845,0.31909547738693467,1.0,6.2362204724409445,0.47126246110246756,0.5233825850364948,0.273681640625,0.11474609375,0.67041015625,0.6093482751970029,0.48669468533675614
golden,phi_anchor,one_light_recurrence,One Light,0.5760339887498948,-0.042,0.18,0.0,0.011,4096,13,34,131.0,52.0,3781.0,0.7158469945355191,0.16477987421383647,1.0,8.98473282442748,0.019374263805815403,0.5740630120682271,0.273681640625,0.11474609375,0.6689453125,0.5026265425622147,0.4252789599316332
golden,phi_anchor,one_light_recurrence,One Light,0.5820339887498948,-0.036000000000000004,0.18,0.0,0.011,4096,13,34,8.0,127.0,3953.0,0.05925925925925926,0.010012515644555695,1.0,7.0,0.0,0.2126168322758647,0.273681640625,0.116943359375,0.66845703125,0.16605566213240663,0.09068456838240661
golden,phi_anchor,one_light_recurrence,One Light,0.5880339887498948,-0.030000000000000006,0.18,0.0,0.011,4096,13,34,87.0,74.0,3848.0,0.5403726708074534,0.10943396226415095,1.0,11.114942528735632,0.17544827349361317,0.3522346695368548,0.2734375,0.114990234375,0.6708984375,0.38385395102552605,0.2907622486761648
golden,phi_anchor,one_light_recurrence,One Light,0.5940339887498948,-0.024000000000000007,0.18,0.0,0.011,4096,13,34,324.0,9.0,3439.0,0.972972972972973,0.4075471698113208,0.9969135802469136,6.4753086419753085,0.18417234588539624,0.2189075485495856,0.274169921875,0.114990234375,0.673583984375,0.5150743205444862,0.4208367734559466
