branch,label,best_anchor,best_score,mean_generic_score,mean_witness_conversion,mean_write_persistence,mean_delayed_retention,mean_overload_rate,density_gap,block_gap,markov_gap
model_revision_witness,Model Revision + Witness,pi_mod1,0.6140104733403611,0.4561373141139079,0.001701574181095896,0.05769794896479235,0.8076786564272134,0.0,-0.10553996561695544,-0.12060640918027843,-0.07690098744543772
boundary_pocket,Boundary Pocket,random_cf_1,0.6190889396730701,0.36290192876063804,0.0038751146135519434,0.03271022812127683,0.18325124266889406,0.0,-0.13834794596466132,-0.20604279950791687,-0.21254020137420732
