branch,anchor,alpha,offset,window_width,beta,score_a,score_b,score_c,score_d,score_e,score_f,write_count,witness_count,activity_rate,delayed_retention,witness_conversion_proxy,write_persistence,pollution,overload_rate,phase_lock_resistance,generic_score
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.06,0.17,0.52,0.025,0.18,0.58,84.0,90.0,0.0849609375,0.4827586206896552,0.0,0.011904761904761904,0.04103566194430874,0.0,0.6297938688718592,0.4484548627744663
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.06,0.17,0.52,0.025,0.18,0.58,83.0,99.0,0.0888671875,0.45604395604395603,0.0,0.0,0.04054714215925745,0.0,0.45671724002651914,0.3991170700251266
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.06,0.17,0.52,0.025,0.18,0.58,84.0,101.0,0.09033203125,0.4540540540540541,0.0,0.0,0.04103566194430874,0.0,0.6148242652970617,0.43171209499595753
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.06,0.17,0.52,0.025,0.18,0.58,80.0,106.0,0.0908203125,0.43010752688172044,0.0,0.0,0.039081582804103565,0.0,0.7044210496615615,0.4471379179772906
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.06,0.17,0.52,0.025,0.18,0.58,84.0,96.0,0.087890625,0.4666666666666667,0.0,0.0,0.04103566194430874,0.0,0.6788311403049033,0.45086338332820075
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.035,0.24,0.025,0.18,0.44,127.0,0.0,0.06201171875,1.0,0.0,0.031496062992125984,0.06204201270151441,0.0,0.6312833540034495,0.5171029166407204
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.035,0.24,0.025,0.18,0.44,128.0,0.0,0.0625,1.0,0.0,0.015625,0.0625305324865657,0.0,0.5453969028891441,0.4959223760366865
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.035,0.24,0.025,0.18,0.44,130.0,0.0,0.0634765625,1.0,0.0,0.0,0.0635075720566683,0.0,0.6123668891171357,0.5089858129662364
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.035,0.24,0.025,0.18,0.44,139.0,0.0,0.06787109375,1.0,0.0,0.0,0.06790425012212994,0.0,0.44849264706616276,0.47807490953228543
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.035,0.24,0.025,0.18,0.44,137.0,0.0,0.06689453125,1.0,0.0,0.0,0.06692721055202736,0.0,0.6211999478569112,0.5149279757468583
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.035,0.24,0.025,0.18,0.44,138.0,0.0,0.0673828125,1.0,0.0,0.0,0.06741573033707865,0.0,0.6964602496872456,0.5320565121292278
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.035,0.24,0.025,0.18,0.44,133.0,0.0,0.06494140625,1.0,0.0,0.0,0.06497313141182218,0.0,0.6592223171760054,0.5210078170782755
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.035,0.36,0.1,0.55,0.44,87.0,0.0,0.04248046875,1.0,0.0,0.011494252873563218,0.04250122129946263,0.0,0.6224075904249973,0.48869912364428375
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.035,0.36,0.1,0.55,0.44,89.0,0.0,0.04345703125,1.0,0.0,0.011235955056179775,0.043478260869565216,0.0,0.5426080294898923,0.47223926659082344
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.035,0.36,0.1,0.55,0.44,89.0,0.0,0.04345703125,1.0,0.0,0.0,0.043478260869565216,0.0,0.612847231477583,0.48566941911800304
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.035,0.36,0.1,0.55,0.44,95.0,0.0,0.04638671875,1.0,0.0,0.0,0.046409379579872984,0.0,0.4348136502473351,0.44992965112552386
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.035,0.36,0.1,0.55,0.44,96.0,0.0,0.046875,1.0,0.0,0.0,0.04689789936492428,0.0,0.6205356157840529,0.4913597535232977
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.035,0.36,0.1,0.55,0.44,93.0,0.0,0.04541015625,1.0,0.0,0.0,0.045432340009770394,0.0,0.6912383545895309,0.5052005461214152
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.035,0.36,0.1,0.55,0.44,96.0,0.0,0.046875,1.0,0.0,0.0,0.04689789936492428,0.0,0.6608765869697082,0.5002347671841418
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.035,0.52,0.055,0.32,0.58,66.0,0.0,0.0322265625,1.0,0.0,0.0,0.03224230581338544,0.0,0.6512736878532082,0.48098402998763495
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.035,0.52,0.055,0.32,0.58,69.0,0.0,0.03369140625,1.0,0.0,0.0,0.033707865168539325,0.0,0.5584070862653112,0.46226718757738533
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.035,0.52,0.055,0.32,0.58,69.0,0.0,0.03369140625,1.0,0.0,0.0,0.033707865168539325,0.0,0.6365673110683654,0.4794624370340573
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.035,0.52,0.055,0.32,0.58,71.0,0.0,0.03466796875,1.0,0.0,0.0,0.034684904738641914,0.0,0.44475599926135256,0.4384064883959062
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.035,0.52,0.055,0.32,0.58,70.0,0.0,0.0341796875,1.0,0.0,0.0,0.03419638495359062,0.0,0.6347136297832261,0.4796258971310225
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.035,0.52,0.055,0.32,0.58,68.0,0.0,0.033203125,1.0,0.0,0.0,0.03321934538348803,0.0,0.6914734560420137,0.490970518948564
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.035,0.52,0.055,0.32,0.58,68.0,0.0,0.033203125,1.0,0.0,0.0,0.03321934538348803,0.0,0.6655952204506153,0.4852773071184563
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.08,0.24,0.025,0.32,0.58,127.0,68.0,0.09521484375,0.6512820512820513,0.0,0.047244094488188976,0.06204201270151441,0.0,0.618367071951728,0.4647679053387613
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.08,0.24,0.025,0.32,0.58,127.0,78.0,0.10009765625,0.6195121951219512,0.0,0.015748031496062992,0.06204201270151441,0.0,0.5405956563342578,0.4308022099537191
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.08,0.24,0.025,0.32,0.58,130.0,76.0,0.1005859375,0.6310679611650486,0.0,0.0,0.0635075720566683,0.0,0.6085132659767811,0.4440307646617662
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.08,0.24,0.025,0.32,0.58,139.0,78.0,0.10595703125,0.6405529953917051,0.0,0.0,0.06790425012212994,0.0,0.6799488201395016,0.45419859062109275
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.08,0.24,0.025,0.32,0.58,134.0,73.0,0.10107421875,0.6473429951690821,0.0,0.0,0.06546165119687347,0.0,0.6105764598624948,0.4463219948635521
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.08,0.24,0.025,0.32,0.58,135.0,73.0,0.1015625,0.6490384615384616,0.0,0.0,0.06595017098192477,0.0,0.45366393868517607,0.4114230816783386
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.08,0.24,0.025,0.32,0.58,133.0,78.0,0.10302734375,0.6303317535545023,0.0,0.0,0.06497313141182218,0.0,0.6664316935921084,0.45348602295853846
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.08,0.24,0.1,0.18,0.7,127.0,0.0,0.06201171875,1.0,0.0,0.031496062992125984,0.06204201270151441,0.0,0.6312833540034495,0.5171029166407204
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.08,0.24,0.1,0.18,0.7,128.0,0.0,0.0625,1.0,0.0,0.015625,0.0625305324865657,0.0,0.5453969028891441,0.4959223760366865
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.08,0.24,0.1,0.18,0.7,130.0,0.0,0.0634765625,1.0,0.0,0.0,0.0635075720566683,0.0,0.6123668891171357,0.5089858129662364
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.08,0.24,0.1,0.18,0.7,139.0,0.0,0.06787109375,1.0,0.0,0.0,0.06790425012212994,0.0,0.44849264706616276,0.47807490953228543
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.08,0.24,0.1,0.18,0.7,137.0,0.0,0.06689453125,1.0,0.0,0.0,0.06692721055202736,0.0,0.6211999478569112,0.5149279757468583
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.08,0.24,0.1,0.18,0.7,138.0,0.0,0.0673828125,1.0,0.0,0.0,0.06741573033707865,0.0,0.6964602496872456,0.5320565121292278
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.08,0.24,0.1,0.18,0.7,133.0,0.0,0.06494140625,1.0,0.0,0.0,0.06497313141182218,0.0,0.6592223171760054,0.5210078170782755
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.08,0.36,0.025,0.18,0.44,89.0,80.0,0.08251953125,0.5266272189349113,0.0,0.02247191011235955,0.043478260869565216,0.0,0.6243115494286069,0.45902616479203884
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.08,0.36,0.025,0.18,0.44,92.0,88.0,0.087890625,0.5111111111111111,0.0,0.021739130434782608,0.0449438202247191,0.0,0.5527506498555141,0.4338371773562742
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.08,0.36,0.025,0.18,0.44,92.0,83.0,0.08544921875,0.5257142857142857,0.0,0.0,0.0449438202247191,0.0,0.6256447209071323,0.4513490952583773
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.08,0.36,0.025,0.18,0.44,97.0,94.0,0.09326171875,0.5078534031413613,0.0,0.0,0.04738641914997557,0.0,0.4555475427139467,0.40110894193018803
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.08,0.36,0.025,0.18,0.44,97.0,90.0,0.09130859375,0.5187165775401069,0.0,0.0,0.04738641914997557,0.0,0.6207326147960193,0.4416291719420433
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.08,0.36,0.025,0.18,0.44,96.0,90.0,0.0908203125,0.5161290322580645,0.0,0.0,0.04689789936492428,0.0,0.45318482895249845,0.405004084956646
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.08,0.36,0.025,0.18,0.44,98.0,93.0,0.09326171875,0.5130890052356021,0.0,0.0,0.04787493893502687,0.0,0.5665554055570121,0.4263292865079369
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.08,0.52,0.055,0.55,0.44,66.0,8.0,0.0361328125,0.8918918918918919,0.0,0.0,0.03224230581338544,0.0,0.6599020911395019,0.47046779391332233
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.08,0.52,0.055,0.55,0.44,69.0,8.0,0.03759765625,0.8961038961038961,0.0,0.0,0.033707865168539325,0.0,0.5692567484222173,0.45291354912852805
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.08,0.52,0.055,0.55,0.44,69.0,7.0,0.037109375,0.9078947368421053,0.0,0.0,0.033707865168539325,0.0,0.6444205735424515,0.47072577361059303
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.08,0.52,0.055,0.55,0.44,71.0,9.0,0.0390625,0.8875,0.0,0.0,0.034684904738641914,0.0,0.4541961762572315,0.42797649139749955
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.08,0.52,0.055,0.55,0.44,70.0,9.0,0.03857421875,0.8860759493670886,0.0,0.0,0.03419638495359062,0.0,0.643492553534055,0.468822576317439
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.08,0.52,0.055,0.55,0.44,68.0,8.0,0.037109375,0.8947368421052632,0.0,0.0,0.03321934538348803,0.0,0.7009045289136349,0.48108606221716277
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.08,0.52,0.055,0.55,0.44,68.0,9.0,0.03759765625,0.8831168831168831,0.0,0.0,0.03321934538348803,0.0,0.6766988320360032,0.47451196702844295
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.58,121.0,52.0,0.08447265625,0.6994219653179191,0.0,0.04132231404958678,0.05911089399120664,0.0,0.6210581307864416,0.4856586279210133
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.58,124.0,66.0,0.0927734375,0.6526315789473685,0.0,0.024193548387096774,0.060576453346360526,0.0,0.5478119917987669,0.44848161639427625
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.58,130.0,57.0,0.09130859375,0.6951871657754011,0.0,0.0,0.0635075720566683,0.0,0.604705103319537,0.4650487213023289
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.58,139.0,58.0,0.09619140625,0.7055837563451777,0.0,0.0,0.06790425012212994,0.0,0.6811627069116777,0.4770775987135271
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.58,134.0,62.0,0.095703125,0.6836734693877551,0.0,0.0,0.06546165119687347,0.0,0.6143021684722307,0.4596683938201817
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.58,137.0,57.0,0.0947265625,0.7061855670103093,0.0,0.0,0.06692721055202736,0.0,0.7069268216928403,0.48475121152491224
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.58,133.0,60.0,0.09423828125,0.689119170984456,0.0,0.0,0.06497313141182218,0.0,0.669997631423044,0.4746628441951368
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.7,121.0,52.0,0.08447265625,0.6994219653179191,0.0,0.04132231404958678,0.05911089399120664,0.0,0.6210581307864416,0.4856586279210133
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.7,124.0,66.0,0.0927734375,0.6526315789473685,0.0,0.024193548387096774,0.060576453346360526,0.0,0.5478119917987669,0.44848161639427625
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.7,130.0,57.0,0.09130859375,0.6951871657754011,0.0,0.0,0.0635075720566683,0.0,0.604705103319537,0.4650487213023289
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.7,139.0,58.0,0.09619140625,0.7055837563451777,0.0,0.0,0.06790425012212994,0.0,0.6811627069116777,0.4770775987135271
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.7,134.0,62.0,0.095703125,0.6836734693877551,0.0,0.0,0.06546165119687347,0.0,0.6143021684722307,0.4596683938201817
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.7,137.0,57.0,0.0947265625,0.7061855670103093,0.0,0.0,0.06692721055202736,0.0,0.7069268216928403,0.48475121152491224
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.17,0.24,0.055,0.18,0.7,133.0,60.0,0.09423828125,0.689119170984456,0.0,0.0,0.06497313141182218,0.0,0.669997631423044,0.4746628441951368
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.17,0.24,0.1,0.55,0.44,127.0,7.0,0.0654296875,0.9477611940298507,0.0,0.031496062992125984,0.06204201270151441,0.0,0.6347243538851388,0.5137741885969682
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.17,0.24,0.1,0.55,0.44,128.0,11.0,0.06787109375,0.920863309352518,0.0,0.015625,0.0625305324865657,0.0,0.5462085865961952,0.4901529431361406
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.17,0.24,0.1,0.55,0.44,130.0,7.0,0.06689453125,0.948905109489051,0.0,0.0,0.0635075720566683,0.0,0.6154704903815185,0.5057658837001489
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.17,0.24,0.1,0.55,0.44,139.0,8.0,0.07177734375,0.9455782312925171,0.0,0.0,0.06790425012212994,0.0,0.4507839945026735,0.4747543354751205
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.17,0.24,0.1,0.55,0.44,135.0,10.0,0.07080078125,0.9310344827586207,0.0,0.0,0.06595017098192477,0.0,0.6230299643846418,0.5092570722899465
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.17,0.24,0.1,0.55,0.44,138.0,8.0,0.0712890625,0.9452054794520548,0.0,0.0,0.06741573033707865,0.0,0.6995835293906414,0.5288593228763037
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.17,0.24,0.1,0.55,0.44,133.0,10.0,0.06982421875,0.9300699300699301,0.0,0.0,0.06497313141182218,0.0,0.6637750921234578,0.5169241320029037
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.17,0.36,0.025,0.55,0.7,88.0,113.0,0.09814453125,0.43781094527363185,0.0,0.045454545454545456,0.04298974108451392,0.0,0.6034739066079022,0.42487598553007666
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.17,0.36,0.025,0.55,0.7,92.0,117.0,0.10205078125,0.44019138755980863,0.0,0.03260869565217391,0.0449438202247191,0.0,0.5367025062914568,0.40321575643060364
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.17,0.36,0.025,0.55,0.7,92.0,117.0,0.10205078125,0.44019138755980863,0.0,0.010869565217391304,0.0449438202247191,0.0,0.6074657302151965,0.41487062221556553
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.17,0.36,0.025,0.55,0.7,98.0,128.0,0.1103515625,0.4336283185840708,0.0,0.0,0.04787493893502687,0.0,0.6755647541779805,0.41623532865280494
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.17,0.36,0.025,0.55,0.7,97.0,115.0,0.103515625,0.45754716981132076,0.0,0.0,0.04738641914997557,0.0,0.6079867768506553,0.41377919329495744
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.17,0.36,0.025,0.55,0.7,95.0,128.0,0.10888671875,0.4260089686098655,0.0,0.0,0.046409379579872984,0.0,0.4356767908588347,0.3641891801626323
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.17,0.36,0.025,0.55,0.7,98.0,118.0,0.10546875,0.4537037037037037,0.0,0.0,0.04787493893502687,0.0,0.6656913684263595,0.42337876103158956
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.0,0.11,0.17,0.52,0.025,0.18,0.44,83.0,79.0,0.0791015625,0.5123456790123457,0.0,0.03614457831325301,0.04054714215925745,0.0,0.6322643647835611,0.4632126747430037
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.0,0.11,0.17,0.52,0.025,0.18,0.44,89.0,83.0,0.083984375,0.5174418604651163,0.0,0.033707865168539325,0.043478260869565216,0.0,0.5589510732617609,0.4433686199027779
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.0,0.11,0.17,0.52,0.025,0.18,0.44,91.0,83.0,0.0849609375,0.5229885057471264,0.0,0.01098901098901099,0.044455300439667805,0.0,0.6287023162676464,0.45421309656627096
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.0,0.11,0.17,0.52,0.025,0.18,0.44,93.0,89.0,0.0888671875,0.510989010989011,0.0,0.0,0.045432340009770394,0.0,0.45803712567157084,0.40780783783020574
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.0,0.11,0.17,0.52,0.025,0.18,0.44,94.0,91.0,0.09033203125,0.5081081081081081,0.0,0.0,0.04592085979482169,0.0,0.6182316083747394,0.44071954329365426
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.0,0.11,0.17,0.52,0.025,0.18,0.44,95.0,91.0,0.0908203125,0.510752688172043,0.0,0.0,0.046409379579872984,0.0,0.7041029229210265,0.45938493215876286
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.0,0.11,0.17,0.52,0.025,0.18,0.44,91.0,89.0,0.087890625,0.5055555555555555,0.0,0.0,0.044455300439667805,0.0,0.6841064777488495,0.45797260870846235
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.007,0.025,0.035,0.52,0.1,0.18,0.7,55.0,0.0,0.02685546875,1.0,0.0,0.0,0.0268685881778212,0.0,0.7561635793283533,0.497775836335512
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.007,0.025,0.035,0.52,0.1,0.18,0.7,54.0,0.0,0.0263671875,1.0,0.0,0.0,0.026380068392769906,0.0,0.5479092338995584,0.45138861036148126
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.007,0.025,0.035,0.52,0.1,0.18,0.7,57.0,0.0,0.02783203125,1.0,0.0,0.0,0.02784562774792379,0.0,0.48996746270771874,0.44035523063836424
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.007,0.025,0.035,0.52,0.1,0.18,0.7,54.0,0.0,0.0263671875,1.0,0.0,0.0,0.026380068392769906,0.0,0.7202788796767063,0.4893099324324538
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.007,0.025,0.035,0.52,0.1,0.18,0.7,55.0,0.0,0.02685546875,1.0,0.0,0.01818181818181818,0.026380068392769906,0.0,0.6481106841353799,0.4773160082485892
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.007,0.025,0.035,0.52,0.1,0.18,0.7,54.0,0.0,0.0263671875,1.0,0.0,0.0,0.026380068392769906,0.0,0.6812026097796351,0.4807131530550981
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.007,0.025,0.035,0.52,0.1,0.18,0.7,56.0,0.0,0.02734375,1.0,0.0,0.0,0.027357107962872496,0.0,0.5363163032348188,0.4499807055746303
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.007,0.025,0.08,0.36,0.055,0.32,0.7,92.0,6.0,0.0478515625,0.9387755102040817,0.0,0.010869565217391304,0.0449438202247191,0.0,0.6834878613013236,0.4987468803650971
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.007,0.025,0.08,0.36,0.055,0.32,0.7,96.0,11.0,0.05224609375,0.897196261682243,0.0,0.0,0.04689789936492428,0.0,0.5058644213062489,0.4563973597948397
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.007,0.025,0.08,0.36,0.055,0.32,0.7,98.0,6.0,0.05078125,0.9423076923076923,0.0,0.01020408163265306,0.04787493893502687,0.0,0.38911669148423755,0.43785820497483846
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.007,0.025,0.08,0.36,0.055,0.32,0.7,91.0,6.0,0.04736328125,0.9381443298969072,0.0,0.0,0.044455300439667805,0.0,0.6296449763449175,0.48427266510671363
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.007,0.025,0.08,0.36,0.055,0.32,0.7,97.0,8.0,0.05126953125,0.9238095238095239,0.0,0.010309278350515464,0.04689789936492428,0.0,0.5543504760719844,0.47195738076175925
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.007,0.025,0.08,0.36,0.055,0.32,0.7,96.0,6.0,0.0498046875,0.9411764705882353,0.0,0.0,0.04689789936492428,0.0,0.5843315019441127,0.4776451931476285
model_revision_witness,fib_13_21,0.6550476190476191,0.036000000000000004,0.3,0.007,0.025,0.08,0.36,0.055,0.32,0.7,96.0,6.0,0.0498046875,0.9411764705882353,0.0,0.010416666666666666,0.046409379579872984,0.0,0.4420761668751588,0.4482631010152628
model_revision_witness,fib_13_21,0.583047619047619,-0.036,0.3,0.007,0.025,0.08,0.52,0.025,0.18,0.58,67.0,70.0,0.06689453125,0.48905109489051096,0.0,0.04477611940298507,0.032730825598436736,0.0,0.48207625792531095,0.4133643514332125
model_revision_witness,fib_13_21,0.595047619047619,-0.023999999999999997,0.3,0.007,0.025,0.08,0.52,0.025,0.18,0.58,74.0,81.0,0.07568359375,0.4774193548387097,0.0,0.02702702702702703,0.0361504640937958,0.0,0.5261112567230144,0.4287088931781179
model_revision_witness,fib_13_21,0.6070476190476191,-0.011999999999999997,0.3,0.007,0.025,0.08,0.52,0.025,0.18,0.58,71.0,83.0,0.0751953125,0.461038961038961,0.0,0.0,0.034684904738641914,0.0,0.4229914831063105,0.39804370829553076
model_revision_witness,fib_13_21,0.6190476190476191,3.469446951953614e-18,0.3,0.007,0.025,0.08,0.52,0.025,0.18,0.58,68.0,76.0,0.0703125,0.4722222222222222,0.0,0.0,0.03321934538348803,0.0,0.6816842952045947,0.45075917786988734
model_revision_witness,fib_13_21,0.6310476190476191,0.012000000000000004,0.3,0.007,0.025,0.08,0.52,0.025,0.18,0.58,71.0,80.0,0.07373046875,0.47019867549668876,0.0,0.014084507042253521,0.03419638495359062,0.0,0.6307485242873065,0.44595904983149603
model_revision_witness,fib_13_21,0.6430476190476191,0.024000000000000004,0.3,0.007,0.025,0.08,0.52,0.025,0.18,0.58,70.0,83.0,0.07470703125,0.45751633986928103,0.0,0.0,0.03419638495359062,0.0,0.6161839316590767,0.4394111576102946
