branch,anchor,alpha,offset,window_width,beta,score_a,score_b,score_c,score_d,score_e,score_f,write_count,witness_count,activity_rate,delayed_retention,witness_conversion_proxy,write_persistence,pollution,overload_rate,phase_lock_resistance,generic_score
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.0,0.36,0.88,0.45,0.14,1.1,,12.0,232.0,0.07942708333333333,0.04918032786885246,0.0,0.0,0.0039075219798111365,0.0,0.5133848277094855,0.35978476696338496
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.0,0.36,0.88,0.45,0.14,1.1,,30.0,210.0,0.078125,0.125,0.0,0.0,0.00976880494952784,0.0,0.7504929210061927,0.42198318822540015
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.0,0.36,0.88,0.45,0.14,1.1,,13.0,281.0,0.095703125,0.04421768707482993,0.0,0.0,0.004233148811462064,0.0,0.768138824508178,0.39609781316885495
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.0,0.36,0.88,0.45,0.14,1.1,,0.0,300.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.5744347382859907,0.34430532992291796
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.0,0.36,0.88,0.45,0.14,1.1,,60.0,239.0,0.09733072916666667,0.20066889632107024,0.0,0.0,0.01953760989905568,0.0,0.6199649449399127,0.38527289104789425
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.0,0.36,0.88,0.45,0.14,1.1,,8.0,297.0,0.09928385416666667,0.02622950819672131,0.0,0.0,0.0026050146532074245,0.0,0.615528227815584,0.35529971255031395
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.0,0.36,0.88,0.45,0.14,1.1,,58.0,296.0,0.115234375,0.1638418079096045,0.0,0.0,0.018886356235753826,0.0,0.7066581628376021,0.3761256078409489
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.0,0.36,0.88,0.62,0.14,1.1,,0.0,167.0,0.054361979166666664,0.0,0.0,0.0,0.0,0.0,0.5224408296738388,0.32288945648657785
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.0,0.36,0.88,0.62,0.14,1.1,,0.0,175.0,0.056966145833333336,0.0,0.0,0.0,0.0,0.0,0.7611257672429635,0.37865535108511866
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.0,0.36,0.88,0.62,0.14,1.1,,0.0,241.0,0.07845052083333333,0.0,0.0,0.0,0.0,0.0,0.5364152771807154,0.35607451202142404
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.0,0.36,0.88,0.62,0.14,1.1,,0.0,300.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.5744347382859907,0.34430532992291796
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.0,0.36,0.88,0.62,0.14,1.1,,1.0,163.0,0.053385416666666664,0.006097560975609756,0.0,0.0,0.00032562683165092806,0.0,0.6431303571422786,0.3491700090142001
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.0,0.36,0.88,0.62,0.14,1.1,,0.0,268.0,0.08723958333333333,0.0,0.0,0.0,0.0,0.0,0.4997382699430727,0.34089294022080935
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.0,0.36,0.88,0.62,0.14,1.1,,2.0,236.0,0.07747395833333333,0.008403361344537815,0.0,0.0,0.0006512536633018561,0.0,0.7046417868490638,0.3931560785455226
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.14,0.88,0.45,0.14,1.45,,0.0,450.0,0.146484375,0.0,0.0,0.0,0.0,0.0,0.5191429996298575,0.27110599116856865
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.14,0.88,0.45,0.14,1.45,,0.0,489.0,0.1591796875,0.0,0.0,0.0,0.0,0.0,0.5179368916352256,0.2549715067847496
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.14,0.88,0.45,0.14,1.45,,0.0,504.0,0.1640625,0.0,0.0,0.0,0.0,0.0,0.5722707900651809,0.2658995738143398
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.14,0.88,0.45,0.14,1.45,,0.0,438.0,0.142578125,0.0,0.0,0.0,0.0,0.0,0.490139805753507,0.26960810101577154
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.14,0.88,0.45,0.14,1.45,,0.0,513.0,0.1669921875,0.0,0.0,0.0,0.0,0.0,0.4538570835173439,0.23984855837381563
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.14,0.88,0.45,0.14,1.45,,0.0,501.0,0.1630859375,0.0,0.0,0.0,0.0,0.0,0.6372602701919996,0.2801972594422399
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.14,0.88,0.45,0.14,1.45,,0.0,502.0,0.16341145833333334,0.0,0.0,0.0,0.0,0.0,0.5664634463601481,0.26462195819923257
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.14,0.94,0.45,0.08,1.1,,0.0,31.0,0.010091145833333334,0.0,0.0,0.0,0.0,0.0,0.6881972880381673,0.30401733566006345
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.14,0.94,0.45,0.08,1.1,,0.0,6.0,0.001953125,0.0,0.0,0.0,0.0,0.0,0.4809502843193624,0.24825046880025972
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.14,0.94,0.45,0.08,1.1,,0.0,6.0,0.001953125,0.0,0.0,0.0,0.0,0.0,0.4117601444157295,0.2330286380214605
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.14,0.94,0.45,0.08,1.1,,0.0,4.0,0.0013020833333333333,0.0,0.0,0.0,0.0,0.0,0.5074409900711856,0.25326462198232746
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.14,0.94,0.45,0.08,1.1,,0.0,98.0,0.031901041666666664,0.0,0.0,0.0,0.0,0.0,0.66838077559082,0.32692007271331375
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.14,0.94,0.45,0.08,1.1,,0.0,6.0,0.001953125,0.0,0.0,0.0,0.0,0.0,0.5867242859077939,0.27152074914971464
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.14,0.94,0.45,0.08,1.1,,0.0,11.0,0.0035807291666666665,0.0,0.0,0.0,0.0,0.0,0.5476224308190909,0.2649528462385333
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.14,0.94,0.62,0.08,1.45,,0.0,31.0,0.010091145833333334,0.0,0.0,0.0,0.0,0.0,0.6881972880381673,0.30401733566006345
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.14,0.94,0.62,0.08,1.45,,0.0,6.0,0.001953125,0.0,0.0,0.0,0.0,0.0,0.4809502843193624,0.24825046880025972
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.14,0.94,0.62,0.08,1.45,,0.0,6.0,0.001953125,0.0,0.0,0.0,0.0,0.0,0.4117601444157295,0.2330286380214605
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.14,0.94,0.62,0.08,1.45,,0.0,4.0,0.0013020833333333333,0.0,0.0,0.0,0.0,0.0,0.5074409900711856,0.25326462198232746
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.14,0.94,0.62,0.08,1.45,,0.0,98.0,0.031901041666666664,0.0,0.0,0.0,0.0,0.0,0.66838077559082,0.32692007271331375
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.14,0.94,0.62,0.08,1.45,,0.0,6.0,0.001953125,0.0,0.0,0.0,0.0,0.0,0.5867242859077939,0.27152074914971464
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.14,0.94,0.62,0.08,1.45,,0.0,11.0,0.0035807291666666665,0.0,0.0,0.0,0.0,0.0,0.5476224308190909,0.2649528462385333
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.14,0.94,0.8,0.14,1.45,,0.0,450.0,0.146484375,0.0,0.0,0.0,0.0,0.0,0.5191429996298575,0.27110599116856865
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.14,0.94,0.8,0.14,1.45,,0.0,489.0,0.1591796875,0.0,0.0,0.0,0.0,0.0,0.5179368916352256,0.2549715067847496
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.14,0.94,0.8,0.14,1.45,,0.0,504.0,0.1640625,0.0,0.0,0.0,0.0,0.0,0.5722707900651809,0.2658995738143398
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.14,0.94,0.8,0.14,1.45,,0.0,438.0,0.142578125,0.0,0.0,0.0,0.0,0.0,0.490139805753507,0.26960810101577154
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.14,0.94,0.8,0.14,1.45,,0.0,513.0,0.1669921875,0.0,0.0,0.0,0.0,0.0,0.4538570835173439,0.23984855837381563
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.14,0.94,0.8,0.14,1.45,,0.0,501.0,0.1630859375,0.0,0.0,0.0,0.0,0.0,0.6372602701919996,0.2801972594422399
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.14,0.94,0.8,0.14,1.45,,0.0,502.0,0.16341145833333334,0.0,0.0,0.0,0.0,0.0,0.5664634463601481,0.26462195819923257
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.14,0.98,0.62,0.14,1.1,,0.0,450.0,0.146484375,0.0,0.0,0.0,0.0,0.0,0.5191429996298575,0.27110599116856865
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.14,0.98,0.62,0.14,1.1,,0.0,489.0,0.1591796875,0.0,0.0,0.0,0.0,0.0,0.5179368916352256,0.2549715067847496
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.14,0.98,0.62,0.14,1.1,,0.0,504.0,0.1640625,0.0,0.0,0.0,0.0,0.0,0.5722707900651809,0.2658995738143398
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.14,0.98,0.62,0.14,1.1,,0.0,438.0,0.142578125,0.0,0.0,0.0,0.0,0.0,0.490139805753507,0.26960810101577154
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.14,0.98,0.62,0.14,1.1,,0.0,513.0,0.1669921875,0.0,0.0,0.0,0.0,0.0,0.4538570835173439,0.23984855837381563
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.14,0.98,0.62,0.14,1.1,,0.0,501.0,0.1630859375,0.0,0.0,0.0,0.0,0.0,0.6372602701919996,0.2801972594422399
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.14,0.98,0.62,0.14,1.1,,0.0,502.0,0.16341145833333334,0.0,0.0,0.0,0.0,0.0,0.5664634463601481,0.26462195819923257
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.24,0.88,0.62,0.08,1.1,,0.0,85.0,0.027669270833333332,0.0,0.0,0.0,0.0,0.0,0.7853964306501026,0.3473738032846892
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.24,0.88,0.62,0.08,1.1,,0.0,98.0,0.031901041666666664,0.0,0.0,0.0,0.0,0.0,0.7665593433644989,0.3485193576235231
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.24,0.88,0.62,0.08,1.1,,0.0,92.0,0.029947916666666668,0.0,0.0,0.0,0.0,0.0,0.5712460380438167,0.30310902420297303
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.24,0.88,0.62,0.08,1.1,,0.0,250.0,0.08138020833333333,0.0,0.0,0.0,0.0,0.0,0.5906353298818738,0.3682145121573456
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.24,0.88,0.62,0.08,1.1,,0.0,110.0,0.035807291666666664,0.0,0.0,0.0,0.0,0.0,0.6437757712667891,0.3263897842620269
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.24,0.88,0.62,0.08,1.1,,0.0,56.0,0.018229166666666668,0.0,0.0,0.0,0.0,0.0,0.6253602780697247,0.3003657195086728
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.24,0.88,0.62,0.08,1.1,,0.0,174.0,0.056640625,0.0,0.0,0.0,0.0,0.0,0.7171367102261197,0.36857085749974633
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.24,0.94,0.45,0.08,1.45,,21.0,22.0,0.013997395833333334,0.4883720930232558,0.0,0.0,0.006838163464669489,0.0,0.8181718010658291,0.41508702283269644
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.24,0.94,0.45,0.08,1.45,,55.0,57.0,0.036458333333333336,0.49107142857142855,0.0,0.0,0.017909475740801043,0.0,0.7176362550088975,0.42059156328078856
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.24,0.94,0.45,0.08,1.45,,42.0,43.0,0.027669270833333332,0.49411764705882355,0.0,0.0,0.013676326929338978,0.0,0.6752556180088021,0.40110754187866776
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.24,0.94,0.45,0.08,1.45,,14.0,15.0,0.009440104166666666,0.4827586206896552,0.0,0.0,0.004558775643112993,0.0,0.845013392746566,0.4145797538714736
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.24,0.94,0.45,0.08,1.45,,61.0,89.0,0.048828125,0.4066666666666667,0.0,0.0,0.01986323673070661,0.0,0.6998358398644414,0.41847664874838725
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.24,0.94,0.45,0.08,1.45,,43.0,44.0,0.0283203125,0.4942528735632184,0.0,0.0,0.014001953760989906,0.0,0.8228270229586437,0.4343826391451374
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.24,0.94,0.45,0.08,1.45,,66.0,68.0,0.043619791666666664,0.4925373134328358,0.0,0.0,0.02149137088896125,0.0,0.7549215833597606,0.43769414840061743
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.24,0.94,0.62,0.14,1.45,,0.0,55.0,0.017903645833333332,0.0,0.0,0.0,0.0,0.0,0.6641417757005916,0.30849074794579684
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.24,0.94,0.62,0.14,1.45,,0.0,21.0,0.0068359375,0.0,0.0,0.0,0.0,0.0,0.514691344201623,0.26177701759935706
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.24,0.94,0.62,0.14,1.45,,0.0,16.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.6444197670778717,0.28828276542379844
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.24,0.94,0.62,0.14,1.45,,0.0,4.0,0.0013020833333333333,0.0,0.0,0.0,0.0,0.0,0.5074409850926509,0.2532646208870499
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.24,0.94,0.62,0.14,1.45,,8.0,123.0,0.042643229166666664,0.061068702290076333,0.0,0.0,0.0026050146532074245,0.0,0.6941087431885056,0.35557055115396013
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.24,0.94,0.62,0.14,1.45,,0.0,6.0,0.001953125,0.0,0.0,0.0,0.0,0.0,0.5268240041944559,0.2583426871727803
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.24,0.94,0.62,0.14,1.45,,4.0,33.0,0.012044270833333334,0.10810810810810811,0.0,0.0,0.0013025073266037122,0.0,0.5687211682841995,0.2973670922753595
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.24,0.94,0.8,0.08,1.45,,0.0,1.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.6663409338366981,0.28700190648574025
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.24,0.94,0.8,0.08,1.45,,0.0,2.0,0.0006510416666666666,0.0,0.0,0.0,0.0,0.0,0.5179025540658804,0.254752363977827
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.24,0.94,0.8,0.08,1.45,,0.0,1.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.6663409691694706,0.2870019142589502
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.24,0.94,0.8,0.08,1.45,,0.0,1.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.6663408278383804,0.28700188316611036
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.24,0.94,0.8,0.08,1.45,,0.0,2.0,0.0006510416666666666,0.0,0.0,0.0,0.0,0.0,0.5180833549350028,0.25479214016903395
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.24,0.94,0.8,0.08,1.45,,0.0,1.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.6663410045022433,0.2870019220321602
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.24,0.94,0.8,0.08,1.45,,0.0,2.0,0.0006510416666666666,0.0,0.0,0.0,0.0,0.0,0.5179036491301034,0.2547526048919561
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.24,0.98,0.62,0.08,1.45,,87.0,88.0,0.056966145833333336,0.49714285714285716,0.0,0.034482758620689655,0.027352653858677956,0.0,0.7166557770867263,0.4524334946366335
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.24,0.98,0.62,0.08,1.45,,90.0,92.0,0.059244791666666664,0.4945054945054945,0.0,0.0,0.029306414848583522,0.0,0.7796452883551171,0.46235431895445156
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.24,0.98,0.62,0.08,1.45,,91.0,92.0,0.0595703125,0.4972677595628415,0.0,0.0,0.02963204168023445,0.0,0.7162259863927656,0.44922488582704434
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.24,0.98,0.62,0.08,1.45,,84.0,85.0,0.055013020833333336,0.4970414201183432,0.0,0.0,0.027352653858677956,0.0,0.6039542508478741,0.41897462613843967
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.24,0.98,0.62,0.08,1.45,,96.0,98.0,0.06315104166666667,0.4948453608247423,0.0,0.0,0.03126017583848909,0.0,0.6668374903095142,0.4423174936163061
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.24,0.98,0.62,0.08,1.45,,99.0,100.0,0.06477864583333333,0.49748743718592964,0.0,0.0,0.03223705633344188,0.0,0.591168183030556,0.42804933300146236
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.24,0.98,0.62,0.08,1.45,,100.0,100.0,0.06510416666666667,0.5,0.0,0.0,0.0325626831650928,0.0,0.7486018305269777,0.463467596396061
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.36,0.88,0.62,0.14,1.45,,0.0,296.0,0.09635416666666667,0.0,0.0,0.0,0.0,0.0,0.7134431510314905,0.3765147848935946
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.88,0.62,0.14,1.45,,0.0,167.0,0.054361979166666664,0.0,0.0,0.0,0.0,0.0,0.749161816487022,0.3727680735854782
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.88,0.62,0.14,1.45,,0.0,231.0,0.0751953125,0.0,0.0,0.0,0.0,0.0,0.755610960166839,0.4002285518617046
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.88,0.62,0.14,1.45,,0.0,297.0,0.0966796875,0.0,0.0,0.0,0.0,0.0,0.5747344304160888,0.3455919653165396
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.88,0.62,0.14,1.45,,0.0,154.0,0.050130208333333336,0.0,0.0,0.0,0.0,0.0,0.636544983469465,0.342702656779949
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.88,0.62,0.14,1.45,,0.0,300.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.4994789437476609,0.3278150551244854
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.88,0.62,0.14,1.45,,1.0,227.0,0.07421875,0.0043859649122807015,0.0,0.0,0.00032562683165092806,0.0,0.712358615091,0.39016803705945285
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.36,0.88,0.8,0.08,1.1,,0.0,1.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.6663409338366981,0.28700190648574025
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.88,0.8,0.08,1.1,,0.0,51.0,0.0166015625,0.0,0.0,0.0,0.0,0.0,0.7410820788940669,0.3237900104816947
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.88,0.8,0.08,1.1,,0.0,1.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.6663409691694706,0.2870019142589502
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.88,0.8,0.08,1.1,,0.0,1.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.6663408278383804,0.28700188316611036
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.88,0.8,0.08,1.1,,0.0,47.0,0.015299479166666666,0.0,0.0,0.0,0.0,0.0,0.6872574019826303,0.31032097739451203
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.88,0.8,0.08,1.1,,0.0,1.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.6663410045022433,0.2870019220321602
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.88,0.8,0.08,1.1,,0.0,77.0,0.025065104166666668,0.0,0.0,0.0,0.0,0.0,0.7442493285914815,0.3350662324984593
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.36,0.88,0.8,0.14,1.1,,0.0,296.0,0.09635416666666667,0.0,0.0,0.0,0.0,0.0,0.7134431510314905,0.3765147848935946
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.88,0.8,0.14,1.1,,0.0,167.0,0.054361979166666664,0.0,0.0,0.0,0.0,0.0,0.749161816487022,0.3727680735854782
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.88,0.8,0.14,1.1,,0.0,231.0,0.0751953125,0.0,0.0,0.0,0.0,0.0,0.755610960166839,0.4002285518617046
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.88,0.8,0.14,1.1,,0.0,297.0,0.0966796875,0.0,0.0,0.0,0.0,0.0,0.5747344304160888,0.3455919653165396
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.88,0.8,0.14,1.1,,0.0,154.0,0.050130208333333336,0.0,0.0,0.0,0.0,0.0,0.636544983469465,0.342702656779949
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.88,0.8,0.14,1.1,,0.0,300.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.4994789437476609,0.3278150551244854
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.88,0.8,0.14,1.1,,0.0,226.0,0.07356770833333333,0.0,0.0,0.0,0.0,0.0,0.708583236201892,0.3878479473810829
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.36,0.88,0.8,0.14,1.45,,0.0,296.0,0.09635416666666667,0.0,0.0,0.0,0.0,0.0,0.7134431510314905,0.3765147848935946
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.88,0.8,0.14,1.45,,0.0,167.0,0.054361979166666664,0.0,0.0,0.0,0.0,0.0,0.749161816487022,0.3727680735854782
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.88,0.8,0.14,1.45,,0.0,231.0,0.0751953125,0.0,0.0,0.0,0.0,0.0,0.755610960166839,0.4002285518617046
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.88,0.8,0.14,1.45,,0.0,297.0,0.0966796875,0.0,0.0,0.0,0.0,0.0,0.5747344304160888,0.3455919653165396
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.88,0.8,0.14,1.45,,0.0,154.0,0.050130208333333336,0.0,0.0,0.0,0.0,0.0,0.636544983469465,0.342702656779949
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.88,0.8,0.14,1.45,,0.0,300.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.4994789437476609,0.3278150551244854
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.88,0.8,0.14,1.45,,0.0,226.0,0.07356770833333333,0.0,0.0,0.0,0.0,0.0,0.708583236201892,0.3878479473810829
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.36,0.94,0.62,0.08,1.45,,53.0,54.0,0.034830729166666664,0.4953271028037383,0.0,0.0,0.017258222077499184,0.0,0.7433352695503165,0.42494384944180114
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.94,0.62,0.08,1.45,,67.0,68.0,0.0439453125,0.4962962962962963,0.0,0.0,0.02181699772061218,0.0,0.6583671617129678,0.41743446379161137
boundary_pocket,golden,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.94,0.62,0.08,1.45,,60.0,61.0,0.039388020833333336,0.49586776859504134,0.0,0.0,0.01953760989905568,0.0,0.6848594686675016,0.4176799433317992
boundary_pocket,golden,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.94,0.62,0.08,1.45,,40.0,41.0,0.0263671875,0.49382716049382713,0.0,0.0,0.013025073266037121,0.0,0.689698232656071,0.40266293537706505
boundary_pocket,golden,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.94,0.62,0.08,1.45,,85.0,91.0,0.057291666666666664,0.48295454545454547,0.0,0.0,0.027678280690328884,0.0,0.6400089202699524,0.4274750106102238
boundary_pocket,golden,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.94,0.62,0.08,1.45,,70.0,70.0,0.045572916666666664,0.5,0.0,0.0,0.022793878215564962,0.0,0.8130531104520885,0.4540143198755476
boundary_pocket,golden,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.94,0.62,0.08,1.45,,84.0,85.0,0.055013020833333336,0.4970414201183432,0.0,0.0,0.027352653858677956,0.0,0.7091893146486139,0.4421263401746024
boundary_pocket,golden,0.5820339887498948,-0.036,0.24,0.011,0.36,0.94,0.8,0.08,1.45,,0.0,1.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.6663409338366981,0.28700190648574025
boundary_pocket,golden,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.94,0.8,0.08,1.45,,9.0,10.0,0.006184895833333333,0.47368421052631576,0.0,0.0,0.002930641484858352,0.0,0.5658895377401088,0.3477818404599124
