flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,sheath_gain,bleed_rate,split_threshold,family_radius,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_slot_recall_rate,same_family_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,pollution,phase_lock_resistance,score
golden,phi,0.6180339887498948,13,13,0.12,0.58,21,0.2,0.12,0.12,0.36,2,0.688026981450253,0.4075924075924076,0.003952569169960474,0.4308300395256917,0.5637041640770665,0.20447482908638906,0.5637041640770665,0.1920447482908639,0.346177750155376,0.4362958359229335,0.057310322370563334,0.4788761241385019,0.6705557443427629
golden,phi,0.6180339887498948,13,13,0.12,0.68,13,0.08,0.08,0.12,0.24,2,0.8602442333785617,0.462436177972283,0.004517221908526256,0.22134387351778656,0.47283311772315656,0.1869340232858991,0.47283311772315656,0.20245795601552394,0.17205692108667528,0.5271668822768435,0.08987300553565614,0.4551296225946847,0.7277760600941706
golden,phi,0.6180339887498948,13,13,0.12,0.68,13,0.14,0.08,0.12,0.36,1,0.8088426527958388,0.44716031631919484,0.003952569169960474,0.2106154714850367,0.5248169243287225,0.21969080553295361,0.5248169243287225,0.18063466232709519,0.1871440195280716,0.4751830756712775,0.08759361771409964,0.46075726802800976,0.7335409401801259
golden,phi,0.6180339887498948,13,13,0.12,0.68,13,0.2,0.04,0.08,0.36,2,0.9065420560747663,0.47549019607843135,0.003952569169960474,0.18972332015810275,0.47634271099744246,0.18734015345268543,0.47634271099744246,0.17838874680306904,0.17647058823529413,0.5236572890025576,0.09150113969391079,0.46203419175525173,0.745981949453108
golden,phi,0.6180339887498948,13,13,0.12,0.68,13,0.2,0.08,0.04,0.36,2,0.8492392807745505,0.45923709798055345,0.003952569169960474,0.24110671936758893,0.47857613711272246,0.1911667765326302,0.47857613711272246,0.17139090309822017,0.16479894528675015,0.5214238628872775,0.08563985672419408,0.4548199056831407,0.7388186540853676
golden,phi,0.6180339887498948,13,13,0.12,0.68,21,0.14,0.08,0.04,0.36,1,0.826950354609929,0.452639751552795,0.003952569169960474,0.26877470355731226,0.48333333333333334,0.1967948717948718,0.48333333333333334,0.16153846153846155,0.16923076923076924,0.5166666666666667,0.07847606642787365,0.45991229311324544,0.7389349919304635
golden,phi,0.6180339887498948,13,13,0.12,0.68,21,0.2,0.08,0.04,0.24,1,0.8493788819875776,0.45927791771620485,0.003952569169960474,0.3235460191981931,0.4821200510855683,0.18326947637292465,0.4821200510855683,0.2611749680715198,0.16347381864623245,0.5178799489144317,0.07619667860631717,0.4595947250243414,0.707536791649312
golden,phi,0.6180339887498948,13,13,0.12,0.68,21,0.2,0.08,0.12,0.24,1,0.8452012383900929,0.45805369127516776,0.003952569169960474,0.32298136645962733,0.4788732394366197,0.17157490396927016,0.4788732394366197,0.2618437900128041,0.1619718309859155,0.5211267605633803,0.07391729078476067,0.4578624572322598,0.7046449196888699
golden,phi,0.6180339887498948,13,13,0.12,0.78,13,0.08,0.08,0.04,0.24,1,0.8822768434670116,0.46872852233676976,0.003952569169960474,0.17447769621682666,0.4048174048174048,0.15306915306915306,0.4048174048174048,0.21445221445221446,0.0,0.5951825951825952,0.08759361771409964,0.49125332319544257,0.7498843648759057
golden,phi,0.6180339887498948,13,13,0.12,0.78,13,0.14,0.08,0.08,0.24,2,0.8830645161290323,0.4689507494646681,0.004517221908526256,0.2044042913608131,0.39480354879594426,0.1444866920152091,0.39480354879594426,0.18187579214195185,0.0,0.6051964512040557,0.08954737870400521,0.4784870043245577,0.7530095026519694
golden,phi,0.6180339887498948,13,13,0.12,0.78,21,0.2,0.12,0.08,0.24,1,0.8119402985074626,0.44810543657331137,0.003952569169960474,0.3105590062111801,0.3935611038107753,0.15111695137976347,0.3935611038107753,0.21353482260183967,0.0,0.6064388961892248,0.07066102246825139,0.4838014269353147,0.7276393330056585
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.14,0.04,0.08,0.36,2,0.7007672634271099,0.4120300751879699,0.06096256684491978,0.22780748663101605,0.8,0.17045454545454544,0.8,0.12045454545454545,0.0,0.2,0.03809833930315858,0.5972263740573389,0.7511162054180354
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.14,0.12,0.12,0.24,1,0.6363636363636364,0.3888888888888889,0.07165775401069518,0.3315508021390374,0.7695652173913043,0.24347826086956523,0.7695652173913043,0.2782608695652174,0.0,0.23043478260869565,0.0325626831650928,0.5926435959283733,0.6980222933247036
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.08,0.08,0.04,0.36,1,0.6479289940828402,0.39317773788150806,0.06417112299465241,0.34010695187165774,0.7760814249363868,0.25699745547073793,0.7760814249363868,0.17048346055979643,0.0,0.22391857506361323,0.0325626831650928,0.5925219529051577,0.7359365908024657
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.08,0.12,0.08,0.36,1,0.5623100303951368,0.35992217898832685,0.06096256684491978,0.3893048128342246,0.7672955974842768,0.27044025157232704,0.7672955974842768,0.12578616352201258,0.0,0.23270440251572327,0.028655161185281667,0.5936175460913353,0.7366739153466152
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.14,0.08,0.08,0.36,1,0.6439169139465876,0.3916967509025271,0.06417112299465241,0.3433155080213904,0.782016348773842,0.24250681198910082,0.782016348773842,0.16621253405994552,0.0,0.21798365122615804,0.0325626831650928,0.5959427583330126,0.7339655408956164
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.14,0.08,0.12,0.36,2,0.653968253968254,0.39539347408829173,0.053475935828877004,0.3893048128342246,0.7784431137724551,0.1656686626746507,0.7784431137724551,0.10578842315369262,0.0,0.2215568862275449,0.030608922175187236,0.5913056428520596,0.7460862259194576
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.08,0.04,0.08,0.36,2,0.7230392156862745,0.41963015647226176,0.06737967914438503,0.18074866310160428,0.6877828054298643,0.1515837104072398,0.6877828054298643,0.11764705882352941,0.0,0.31221719457013575,0.040377727124715074,0.5962966098894722,0.7809350297735466
