flow,nested_balanced_score,rewrite_drift_rate,nested_balanced_vs_local_balanced_gap,nested_balanced_vs_nested_rigid_gap,nested_balanced_vs_nested_overplastic_gap
bounded_cf_2,0.7758040307035984,0.0,0.011377899936567348,-0.000586063488095756,-0.0010798910155750407
fib_13_21,0.6997178643557508,0.0,0.013258190802634684,-0.009134437798142825,0.0046576633940180745
golden,0.8177331950387593,0.0,0.023075335140322006,-0.005443955659759303,0.012598322208200785
pi_mod1,0.7935196945136869,0.0,0.011359064273219643,0.0035252357126797085,0.00343688825344568
random_cf_1,0.7856322975906825,0.0,0.013180487708600364,0.004010991775382444,0.004053535784917739
silver,0.7816106627606835,0.0,0.008348226607283737,-0.004589145611072709,0.004787979950833687
