flow,mode,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,phase_binding_rate,macro_window_rate,admission_band_rate,pollution,phase_lock_resistance,rewrite_drift_rate,score
golden,local_rigid,0.8695652173913043,0.46511627906976744,0.002258610954263128,0.14793901750423488,0.8454960091220068,0.45438996579247437,0.8454960091220068,0.07696693272519954,0.0,0.15450399087799316,3.45703125,0.576171875,0.0,0.33203125,0.09899055682188213,0.4939927508351468,0.0,0.8042310233384844
golden,local_balanced,0.8329145728643216,0.4544208361891707,0.002258610954263128,0.17391304347826086,0.8380080137378363,0.4293073840870063,0.8380080137378363,0.07899255867200916,0.0,0.1619919862621637,3.45703125,0.576171875,0.0,0.3326822916666667,0.0963855421686747,0.4668278216989612,0.0,0.7946578598984373
golden,nested_rigid,0.8681592039800995,0.4647137150466045,0.002258610954263128,0.14963297571993225,0.849971477467199,0.46035367940673133,0.849971477467199,0.0775812892184826,0.0,0.1500285225328009,3.45703125,0.576171875,0.5198567708333334,0.3330078125,0.0986649299902312,0.49460140968706,0.0,0.8231771506985186
golden,nested_balanced,0.8324937027707808,0.4542955326460481,0.002258610954263128,0.176171654432524,0.8429799426934097,0.43782234957020055,0.8429799426934097,0.07851002865329514,0.0,0.15702005730659027,3.45703125,0.576171875,0.5201822916666666,0.3336588541666667,0.09801367632692934,0.49392379841495593,0.0,0.8177331950387593
golden,nested_overplastic,0.8033205619412516,0.4454674220963173,0.002258610954263128,0.20045172219085264,0.8471264367816091,0.4224137931034483,0.8471264367816091,0.0867816091954023,0.0,0.1528735632183908,3.45703125,0.576171875,0.5198567708333334,0.3307291666666667,0.09150113969391079,0.4672490913978199,0.0,0.8051348728305585
silver,local_rigid,0.8424507658643327,0.45724465558194777,0.014973262032085561,0.08449197860962566,0.9620563035495716,0.31211750305997554,0.9620563035495716,0.046511627906976744,0.0,0.037943696450428395,1.81640625,0.302734375,0.0,0.14778645833333334,0.042005861282969716,0.5985505944445082,0.0,0.7789932789144106
silver,local_balanced,0.8307692307692308,0.453781512605042,0.009625668449197862,0.09946524064171124,0.9639423076923077,0.3004807692307692,0.9639423076923077,0.052884615384615384,0.0,0.036057692307692304,1.81640625,0.302734375,0.0,0.15006510416666666,0.04233148811462065,0.5984514475256901,0.0,0.7732624361533997
silver,nested_rigid,0.8402625820568927,0.45659928656361476,0.014973262032085561,0.0855614973262032,0.9681372549019608,0.3137254901960784,0.9681372549019608,0.04656862745098039,0.0,0.031862745098039214,1.81640625,0.302734375,0.18880208333333334,0.14811197916666666,0.04168023445131879,0.5988607674052802,0.0,0.7861998083717562
silver,nested_balanced,0.8344370860927153,0.4548736462093863,0.009625668449197862,0.10160427807486631,0.9699879951980792,0.30732292917166865,0.9699879951980792,0.05402160864345738,0.0,0.030012004801920768,1.81640625,0.302734375,0.18977864583333334,0.15006510416666666,0.04233148811462065,0.5980638588376472,0.0,0.7816106627606835
silver,nested_overplastic,0.8187919463087249,0.45018450184501846,0.0106951871657754,0.11978609625668449,0.9670731707317073,0.30121951219512194,0.9670731707317073,0.06097560975609756,0.0,0.032926829268292684,1.81640625,0.302734375,0.1923828125,0.15071614583333334,0.042005861282969716,0.6008790102811274,0.0,0.7768226828098498
bounded_cf_2,local_rigid,0.8536585365853658,0.4605263157894737,0.01714898177920686,0.08681672025723473,0.9360675512665863,0.27261761158021713,0.9360675512665863,0.06755126658624849,0.0,0.06393244873341375,1.8203125,0.3033854166666667,0.0,0.14485677083333334,0.1185281667209378,0.550628025059203,0.0,0.766098450237086
bounded_cf_2,local_balanced,0.8463251670378619,0.4583835946924005,0.00964630225080386,0.10182207931404073,0.9337349397590361,0.27710843373493976,0.9337349397590361,0.07108433734939759,0.0,0.06626506024096386,1.8203125,0.3033854166666667,0.0,0.14485677083333334,0.11592315206773038,0.5503223464777902,0.0,0.764426130767031
bounded_cf_2,nested_rigid,0.8492239467849224,0.4592326139088729,0.01714898177920686,0.08896034297963558,0.9445114595898673,0.2738238841978287,0.9445114595898673,0.06755126658624849,0.0,0.05548854041013269,1.8203125,0.3033854166666667,0.2776692708333333,0.14485677083333334,0.11787691305763595,0.5508108203252511,0.0,0.7763900941916941
bounded_cf_2,nested_balanced,0.8482142857142857,0.45893719806763283,0.00964630225080386,0.10289389067524116,0.9433734939759036,0.28072289156626506,0.9433734939759036,0.07108433734939759,0.0,0.056626506024096385,1.8203125,0.3033854166666667,0.2770182291666667,0.14453125,0.11592315206773038,0.5504938055663644,0.0,0.7758040307035984
bounded_cf_2,nested_overplastic,0.8510158013544018,0.45975609756097563,0.010718113612004287,0.11039657020364416,0.9418181818181818,0.2775757575757576,0.9418181818181818,0.06909090909090909,0.0,0.05818181818181818,1.8203125,0.3033854166666667,0.2779947916666667,0.14420572916666666,0.11462064474112667,0.551071384388869,0.0,0.7768839217191734
random_cf_1,local_rigid,0.8449074074074074,0.45796737766624845,0.019758507135016465,0.10537870472008781,0.8800959232613909,0.2541966426858513,0.8800959232613909,0.07314148681055156,0.0,0.11990407673860912,1.7734375,0.17350260416666666,0.0,0.1474609375,0.09084988603060892,0.6070913064697043,0.0,0.7726905414409644
random_cf_1,local_balanced,0.8430913348946136,0.45743329097839897,0.015367727771679473,0.1207464324917673,0.8817852834740652,0.25934861278648974,0.8817852834740652,0.0735826296743064,0.0,0.11821471652593486,1.7734375,0.17350260416666666,0.0,0.14713541666666666,0.08694236405079779,0.6075147832663867,0.0,0.7724518098820822
random_cf_1,nested_rigid,0.8367816091954023,0.4555694618272841,0.01756311745334797,0.10537870472008781,0.8907563025210085,0.25690276110444177,0.8907563025210085,0.07202881152460984,0.0,0.1092436974789916,1.7734375,0.17350260416666666,0.2571614583333333,0.1484375,0.090524259198958,0.606656585635972,0.0,0.7816213058153001
random_cf_1,nested_balanced,0.8418604651162791,0.45707070707070707,0.01646542261251372,0.1141602634467618,0.8882138517618469,0.2709599027946537,0.8882138517618469,0.0692588092345079,0.0,0.1117861482381531,1.7734375,0.17350260416666666,0.2545572916666667,0.1474609375,0.08661673721914685,0.609744447138237,0.0,0.7856322975906825
random_cf_1,nested_overplastic,0.8313817330210773,0.4539641943734015,0.014270032930845226,0.12733260153677278,0.8938271604938272,0.2802469135802469,0.8938271604938272,0.07654320987654321,0.0,0.10617283950617284,1.7734375,0.17350260416666666,0.2545572916666667,0.1455078125,0.08433734939759036,0.6120981655536417,0.0,0.7815787618057648
fib_13_21,local_rigid,0.755011135857461,0.4302030456852792,0.003194888178913738,0.15761448349307774,0.9836272040302267,0.21032745591939547,0.9836272040302267,0.06926952141057935,0.0,0.0163727959697733,3.0533854166666665,0.3050130208333333,0.0,0.0,0.10159557147508955,0.3839444423364228,0.0,0.6971924673120912
fib_13_21,local_balanced,0.70917225950783,0.41492146596858637,0.002129925452609159,0.18423855165069222,0.9841897233201581,0.2015810276679842,0.9841897233201581,0.07378129117259552,0.0,0.015810276679841896,3.0533854166666665,0.3050130208333333,0.0,0.0,0.09475740801042006,0.3840202486293708,0.0,0.6864596735531161
fib_13_21,nested_rigid,0.755011135857461,0.4302030456852792,0.003194888178913738,0.15761448349307774,0.9911838790931989,0.21536523929471033,0.9911838790931989,0.06926952141057935,0.0,0.008816120906801008,3.0533854166666665,0.3050130208333333,0.2783203125,0.0,0.10159557147508955,0.3840139174397543,0.0,0.7088523021538936
fib_13_21,nested_balanced,0.7181208053691275,0.41796875,0.002129925452609159,0.1799787007454739,0.9896103896103896,0.2025974025974026,0.9896103896103896,0.07272727272727272,0.0,0.01038961038961039,3.0533854166666665,0.3050130208333333,0.2783203125,0.0,0.09605991533702377,0.3823278296166509,0.0,0.6997178643557508
fib_13_21,nested_overplastic,0.6997742663656885,0.4116865869853918,0.0010649627263045794,0.19701810436634717,0.9932975871313673,0.21715817694369974,0.9932975871313673,0.08042895442359249,0.0,0.006702412868632708,3.0533854166666665,0.3050130208333333,0.2796223958333333,0.0,0.09247802018886356,0.38340642119710977,0.0,0.6950602009617327
pi_mod1,local_rigid,0.88125,0.4684385382059801,0.006423982869379015,0.02676659528907923,0.9543325526932084,0.2529274004683841,0.9543325526932084,0.00351288056206089,0.0,0.04566744730679157,3.037109375,0.2740885416666667,0.0,0.1181640625,0.13220449365027678,0.5269977793950977,0.0,0.7802826269139643
pi_mod1,local_balanced,0.8921775898520085,0.47150837988826816,0.004282655246252677,0.03747323340471092,0.955952380952381,0.2642857142857143,0.955952380952381,0.007142857142857143,0.0,0.04404761904761905,3.037109375,0.2740885416666667,0.0,0.1171875,0.13253012048192772,0.5300318409375406,0.0,0.7821606302404672
pi_mod1,nested_rigid,0.8731808731808732,0.46614872364039955,0.006423982869379015,0.028907922912205567,0.9704142011834319,0.26272189349112424,0.9704142011834319,0.0035502958579881655,0.0,0.029585798816568046,3.037109375,0.2740885416666667,0.28515625,0.11848958333333333,0.131227613155324,0.5272161924934495,0.0,0.7899944588010072
pi_mod1,nested_balanced,0.8900634249471459,0.470917225950783,0.004282655246252677,0.03854389721627409,0.9630952380952381,0.26666666666666666,0.9630952380952381,0.007142857142857143,0.0,0.036904761904761905,3.037109375,0.2740885416666667,0.2835286458333333,0.11751302083333333,0.13220449365027678,0.5303519776658747,0.0,0.7935196945136869
pi_mod1,nested_overplastic,0.8789808917197452,0.46779661016949153,0.0032119914346895075,0.04925053533190578,0.964200477326969,0.26252983293556087,0.964200477326969,0.010739856801909307,0.0,0.03579952267303103,3.037109375,0.2740885416666667,0.2848307291666667,0.11686197916666667,0.12699446434386194,0.5327868186119005,0.0,0.7900828062602412
