anchor,anchor_family,alpha,offset,window_size,phase,length,memory_capacity,mean_tradeoff,max_tradeoff,mean_retention,mean_pollution,mean_phase_lock,mean_diversity,mean_write,mean_witness,mean_release,autocorr_peak,spectral_peak
golden,phi_anchor,0.5900339887498949,-0.027999999999999955,0.2,0.0,5000,400,0.5899267277958603,0.5965490538637461,1.0,0.035498571653507886,0.3718589759552753,11.0,4474.5,523.5,2.0,0.9558624570618878,0.3726144878002546
golden,phi_anchor,0.5940339887498949,-0.023999999999999952,0.2,0.0,5000,400,0.5826400261938548,0.5933765276643316,1.0,0.059515697534594986,0.37931321675532553,11.5,4720.75,278.25,1.0,0.9590755472984417,0.4005942022121106
golden,phi_anchor,0.5980339887498949,-0.01999999999999995,0.2,0.0,5000,400,0.5975199260136244,0.5975199260136244,1.0,0.03418803418803419,0.35113063630329694,12.0,4914.0,86.0,0.0,0.9711596030067178,0.2766965700992896
golden,phi_anchor,0.6020339887498949,-0.015999999999999945,0.2,0.0,5000,400,0.5813823383820735,0.5813823383820735,1.0,0.036326530612244896,0.39101024408013035,11.0,4900.0,100.0,0.0,0.9710982326970777,0.4299224579704132
golden,phi_anchor,0.6060339887498949,-0.011999999999999941,0.2,0.0,5000,400,0.5591303999028308,0.5666632949281599,1.0,0.040966092906233514,0.44524344049954423,10.0,4636.5,363.5,0.0,0.9854161543150878,0.3116637838926371
golden,phi_anchor,0.6100339887498949,-0.007999999999999938,0.2,0.0,5000,400,0.5842550466955945,0.6008963704060835,0.9378130217028381,0.006746806455671716,0.3589536276916808,9.0,4295.0,705.0,0.0,0.9557414067049762,0.3211141451027882
golden,phi_anchor,0.6140339887498949,-0.003999999999999934,0.2,0.0,5000,400,0.511438094261694,0.5743360432762574,0.7411919619237319,0.0009119814623366598,0.419511332507325,8.75,3835.0,1165.0,0.0,0.984827039989494,0.41258603348854916
golden,phi_anchor,0.6180339887498949,6.938893903907228e-17,0.2,0.0,5000,400,0.4930907435946506,0.6144662750895138,0.49730437423084983,0.0008754596867580962,0.3244645990021337,9.0,3732.75,1267.25,0.0,0.947609274432588,0.281828460722844
golden,phi_anchor,0.6220339887498949,0.004000000000000073,0.2,0.0,5000,400,0.4273190863881576,0.45171020213646496,0.3010043207975319,0.0008356022751729123,0.3723852785302699,8.75,3667.0,1332.25,0.75,0.9577558462409466,0.40624540480746163
golden,phi_anchor,0.6260339887498949,0.008000000000000076,0.2,0.0,5000,400,0.3875798382407201,0.43179309294613627,0.12403966496582267,0.0008953486774736667,0.3630361967226901,7.5,3455.5,1544.0,0.5,0.9572015765926605,0.36541851208106996
golden,phi_anchor,0.6300339887498949,0.01200000000000008,0.2,0.0,5000,400,0.393982293966436,0.40393892614906307,0.12117770154286167,0.0008402398918640218,0.3448353384205052,7.25,3585.0,1415.0,0.0,0.9557818816726972,0.2646005130503647
golden,phi_anchor,0.6340339887498949,0.016000000000000084,0.2,0.0,5000,400,0.3767396725645218,0.3821003069187439,0.08882701521733549,0.0002694985717240971,0.36651822853496535,8.0,3754.5,1245.5,0.0,0.9602956585938198,0.437974294126059
golden,phi_anchor,0.6380339887498949,0.020000000000000087,0.2,0.0,5000,400,0.3975605716264902,0.4389107135892846,0.15095432321332214,0.00044565344872980837,0.32883844429596354,8.0,3829.25,1170.5,0.25,0.9568189547526914,0.26047514491871887
golden,phi_anchor,0.6420339887498949,0.02400000000000009,0.2,0.0,5000,400,0.49535105325223094,0.5732089421944523,0.628237228243312,0.000587212899586539,0.351912679475323,10.0,4256.5,743.0,0.5,0.9501861455703903,0.36694973003034503
golden,phi_anchor,0.6460339887498949,0.028000000000000094,0.2,0.0,5000,400,0.510752088411231,0.5666170723237628,0.7685912722495519,0.0005862894975952308,0.3765225051092487,9.25,4147.0,773.0,80.0,0.9613576098692386,0.4036371806192359
