flow,real_score,same_slot_recall_rate,same_basin_recall_rate,context_distortion_rate,split_rate,flat_weight_gap,inverted_weight_gap
bounded_cf_2,0.7915339013609248,0.1555977229601518,0.5540796963946869,0.0,0.09108159392789374,-0.004674879518385855,0.0
fib_13_21,0.721420664328666,0.22053872053872053,0.7441077441077442,0.0,0.22727272727272727,0.015864633364123026,0.0
golden,0.8042917498791908,0.1888412017167382,0.4721030042918455,0.0,0.11404046597179644,-0.0027638980131704516,0.0
pi_mod1,0.8000799337684628,0.18596491228070175,0.5982456140350877,0.0,0.08771929824561403,-0.004402539680741224,0.0
random_cf_1,0.7947476766859443,0.17038539553752535,0.5841784989858012,0.0,0.12778904665314403,-0.0050142692874558525,0.0
silver,0.781348668320153,0.14035087719298245,0.6798245614035088,0.0,0.1162280701754386,-0.006855983623349049,0.0
