anchor,anchor_family,band_mode,window_width,phase,beta,length,memory_capacity,hotspot_offset,hotspot_alpha,hotspot_score,phase_lock_resistance,delayed_retention,pollution,rigidity_after_zipping,perturbation,phase_lag,delay_steps,noise_amp,beta_scale,zip_threshold_delta,zero_share,memory_load,write_count,witness_count,release_count,zipper_energy,approx_period,autocorr_peak,spectral_peak,composite_score
golden,phi_anchor,counter_triple,0.24,0.13,0.011,2048,64,-0.054,0.5640339887498947,0.8831296996524495,0.8259024436666931,0.9058823529411765,0.0,0.95361328125,noise_small,0.0,0,0.0014,1.0,0.0,0.57275390625,1.0,4.0,2039.0,5.0,0.23792660755981238,179.0,0.4057112838391941,0.051317793062660884,0.8852074176825563
golden,phi_anchor,counter_triple,0.24,0.13,0.011,2048,64,-0.054,0.5640339887498947,0.8831296996524495,0.8239431151470835,0.9122137404580153,0.0,0.95751953125,noise_big,0.0,0,0.0036,1.0,0.0,0.57080078125,1.0,6.0,2038.0,4.0,0.2377768363624454,179.0,0.4106936411647604,0.052213421295923386,0.8868033387011071
golden,phi_anchor,counter_triple,0.24,0.13,0.011,2048,64,-0.054,0.5640339887498947,0.8831296996524495,0.4980206899736005,0.9095238095238095,0.08,0.9560546875,beta_loosen,0.0,0,0.0,0.82,0.0,0.56884765625,1.0,25.0,2019.0,4.0,0.23910899679236963,7.0,0.44052834929342805,0.06540958078577022,0.7784502574783224
golden,phi_anchor,counter_triple,0.24,0.13,0.011,2048,64,-0.054,0.5640339887498947,0.8831296996524495,0.8307056044897617,0.8754578754578755,0.1875,0.94873046875,beta_tighten,0.0,0,0.0,1.18,0.0,0.5673828125,1.0,16.0,1916.0,116.0,0.23652160451563217,149.0,0.3668159512378535,0.0649833903868528,0.8403441781170233
golden,phi_anchor,counter_triple,0.24,0.13,0.011,2048,64,-0.054,0.5640339887498947,0.8831296996524495,0.823751079864131,0.9283154121863799,0.0,0.95556640625,zip_soft,0.0,0,0.0,1.0,-0.03,0.5576171875,1.0,2.0,2025.0,21.0,0.2379706674492944,179.0,0.41058452439250653,0.052683430093133435,0.8891686575366878
golden,phi_anchor,counter_triple,0.24,0.13,0.011,2048,64,-0.054,0.5640339887498947,0.8831296996524495,0.8272120073704529,0.8866396761133604,0.0,0.95166015625,zip_hard,0.0,0,0.0,1.0,0.03,0.58740234375,1.0,5.0,1982.0,61.0,0.2379706674492944,179.0,0.3999578063287878,0.05335779328568927,0.8817371030809333
golden,phi_anchor,counter_triple,0.24,0.13,0.011,2048,64,-0.054,0.5640339887498947,0.8831296996524495,0.8217659817846801,0.8911290322580645,0.0,0.951171875,combo_small,0.012,3,0.0014,1.08,0.015,0.58203125,1.0,2.0,1994.0,52.0,0.23530332261962844,163.0,0.40755908529506824,0.05713597190577262,0.8807623176416458
golden,phi_anchor,counter_triple,0.24,0.13,0.011,2048,64,-0.054,0.5640339887498947,0.8831296996524495,0.8374080732768484,0.8769230769230769,0.15384615384615385,0.95068359375,combo_big,0.028,7,0.0036,1.18,0.03,0.5908203125,1.0,13.0,1999.0,36.0,0.23478595748267628,149.0,0.35440497226233286,0.05690527147148462,0.8515689119598252
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.8359395580623596,0.811704834605598,0.12,0.95263671875,phase_small,0.01,0,0.0,1.0,0.0,0.57275390625,1.0,25.0,2003.0,20.0,0.23771238404390904,223.0,0.37025467976096654,0.06549074704095881,0.8412198928128043
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.8358968136942999,0.8031088082901554,0.07692307692307693,0.94970703125,phase_big,0.028,0,0.0,1.0,0.0,0.56884765625,1.0,39.0,1976.0,33.0,0.2379289453461066,223.0,0.36805860447695193,0.06763814038523107,0.8468618251894259
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.8340027039132288,0.827930174563591,0.0,0.94921875,delay_3,0.0,3,0.0,1.0,0.0,0.57080078125,1.0,15.0,1994.0,39.0,0.23841076105370998,223.0,0.3754230878615442,0.06715016289032277,0.8677318114909659
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.8329538480734799,0.8454545454545455,0.05555555555555555,0.95458984375,delay_7,0.0,7,0.0,1.0,0.0,0.57275390625,1.0,18.0,1976.0,54.0,0.2381559199397879,223.0,0.38169952659240397,0.06388760539576847,0.8617633385085541
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.8331653981232116,0.8201970443349754,0.0,0.95849609375,noise_small,0.0,0,0.0014,1.0,0.0,0.57568359375,1.0,12.0,2016.0,20.0,0.23700096974793594,223.0,0.37629442106834327,0.06834845944377149,0.8678875083648933
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.8316336196740325,0.8165829145728644,0.0,0.96044921875,noise_big,0.0,0,0.0036,1.0,0.0,0.57666015625,1.0,6.0,2015.0,27.0,0.23684301067469685,223.0,0.37946904218529565,0.06981340243533685,0.8670599692562166
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.8054470943998332,0.8427299703264095,0.03333333333333333,0.95361328125,beta_loosen,0.0,0,0.0,0.82,0.0,0.5693359375,1.0,30.0,2005.0,13.0,0.24007138535060327,190.0,0.45322923126328846,0.06531702731954714,0.857383243893625
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.7557998716887652,0.7933884297520661,0.23809523809523808,0.953125,beta_tighten,0.0,0,0.0,1.18,0.0,0.57080078125,1.0,21.0,2012.0,15.0,0.23901658010826698,131.0,0.5711017767603219,0.05799719255499015,0.7907072020943026
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.8294935964424368,0.8259803921568627,0.0,0.96240234375,zip_soft,0.0,0,0.0,1.0,-0.03,0.56005859375,1.0,14.0,1935.0,99.0,0.2370275042007384,223.0,0.38290912996463006,0.07239532550196581,0.8677786573715294
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.8359823948558838,0.8141361256544503,0.0,0.95556640625,zip_hard,0.0,0,0.0,1.0,0.03,0.587890625,1.0,10.0,2034.0,4.0,0.2370275042007384,223.0,0.3684806164387871,0.06771127387531121,0.8676122719667155
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.7348417600235932,0.8215158924205379,0.0,0.9482421875,combo_small,0.012,3,0.0014,1.08,0.015,0.58056640625,1.0,8.0,2005.0,35.0,0.23764875263345045,145.0,0.6344584248454118,0.06271053466921796,0.8390132569875353
golden,phi_anchor,counter_triple,0.24,0.13,0.029,2048,64,-0.042,0.5760339887498948,0.8691813509235811,0.7562020532634864,0.7577464788732394,0.15,0.9541015625,combo_big,0.028,7,0.0036,1.18,0.03,0.5888671875,1.0,40.0,1943.0,65.0,0.23881016179625467,131.0,0.5712555801306122,0.057281936386135615,0.8015254173433537
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6705927503855558,0.7814207650273224,0.049019607843137254,0.9736328125,phase_small,0.01,0,0.0,1.0,0.0,0.73193359375,0.484375,204.0,1840.0,4.0,0.1485020191936331,137.0,0.7194923410086963,0.15129939259440198,0.8187842821458855
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6697205979954808,0.7835616438356164,0.04433497536945813,0.97412109375,phase_big,0.028,0,0.0,1.0,0.0,0.732421875,0.453125,203.0,1841.0,4.0,0.1479785135901595,137.0,0.7226282922764635,0.15043613381524343,0.820127535635391
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6670606849036111,0.7837837837837838,0.043478260869565216,0.97412109375,delay_3,0.0,3,0.0,1.0,0.0,0.72998046875,0.4375,207.0,1837.0,4.0,0.15090110571143633,137.0,0.7269415954754491,0.15410256989186644,0.8194121039572062
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.67282594259784,0.7792553191489362,0.052884615384615384,0.97314453125,delay_7,0.0,7,0.0,1.0,0.0,0.72998046875,0.5,208.0,1836.0,4.0,0.15098944824582433,137.0,0.7143137251537258,0.14984718474884312,0.8178629611962167
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6682462339885735,0.7690140845070422,0.05,0.9716796875,noise_small,0.0,0,0.0014,1.0,0.0,0.7353515625,0.484375,200.0,1844.0,4.0,0.1488131505617074,137.0,0.7250922509225092,0.15260152599888954,0.8148363882984908
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6674728817131453,0.7650429799426934,0.06091370558375635,0.9736328125,noise_big,0.0,0,0.0036,1.0,0.0,0.73681640625,0.484375,197.0,1847.0,4.0,0.1489065847577249,137.0,0.7272645228159824,0.15274931093170074,0.8119918559491759
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6486908391454151,0.7335092348284961,0.06806282722513089,0.97119140625,beta_loosen,0.0,0,0.0,0.82,0.0,0.7333984375,0.453125,191.0,1853.0,4.0,0.14836236563742158,223.0,0.8278388278388278,0.1493959831849062,0.7969732421245291
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6322157279415275,0.7852941176470588,0.03286384976525822,0.9697265625,beta_tighten,0.0,0,0.0,1.18,0.0,0.73388671875,0.453125,213.0,1831.0,4.0,0.14830043867937964,79.0,0.7522961251502115,0.14612068932801367,0.8115744721058702
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.66654208449392,0.7742782152230971,0.05687203791469194,0.97265625,zip_soft,0.0,0,0.0,1.0,-0.03,0.72265625,0.484375,211.0,1833.0,4.0,0.14870681539970976,137.0,0.7253474148999182,0.15745881050544053,0.8134278977289027
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6704374396188917,0.7672413793103449,0.041884816753926704,0.974609375,zip_hard,0.0,0,0.0,1.0,0.03,0.74365234375,0.484375,191.0,1853.0,4.0,0.14870681539970976,137.0,0.7257093180941098,0.14541084193633447,0.817897513276987
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.5552968196240744,0.7852028639618138,0.095,0.97314453125,combo_small,0.012,3,0.0014,1.08,0.015,0.732421875,0.484375,200.0,1844.0,4.0,0.15233889588620833,41.0,0.8029023563358959,0.13177592590530082,0.7781544530955762
silver,metallic_anchor,counter_double,0.18,0.0,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.640978295677781,0.784375,0.014354066985645933,0.9765625,combo_big,0.028,7,0.0036,1.18,0.03,0.73974609375,0.453125,209.0,1835.0,4.0,0.15080125268482958,79.0,0.733643463720978,0.13964282429437683,0.8193452968926496
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.702692511341666,0.8973607038123167,0.0,0.97021484375,phase_small,0.01,0,0.0,1.0,0.0,0.732421875,0.609375,227.0,1818.0,3.0,0.14838102658191432,224.0,0.6715375189877775,0.15068922330301396,0.8647571908406226
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7007367800106172,0.8947368421052632,0.009009009009009009,0.97607421875,phase_big,0.028,0,0.0,1.0,0.0,0.732421875,0.703125,222.0,1823.0,3.0,0.14832841940860222,224.0,0.6751812318313953,0.152780538099159,0.8629499324564341
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7037459750450701,0.905982905982906,0.008968609865470852,0.9716796875,delay_3,0.0,3,0.0,1.0,0.0,0.72802734375,0.71875,223.0,1821.0,4.0,0.15038592741878187,224.0,0.6732374396559196,0.14560863426902051,0.8652691734754229
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.6235590142428296,0.893048128342246,0.0,0.96728515625,delay_7,0.0,7,0.0,1.0,0.0,0.73681640625,0.671875,214.0,1830.0,4.0,0.14838099466433988,53.0,0.6790349362571294,0.15731029367717098,0.8413304185401314
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7025027487116557,0.9149560117302052,0.004629629629629629,0.97607421875,noise_small,0.0,0,0.0014,1.0,0.0,0.72998046875,0.609375,216.0,1822.0,10.0,0.1493500783469664,224.0,0.6763206300545201,0.14625512287066295,0.8689775677785869
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7015218498016047,0.9143730886850153,0.0045871559633027525,0.9736328125,noise_big,0.0,0,0.0036,1.0,0.0,0.73193359375,0.625,218.0,1820.0,10.0,0.14926120665225756,224.0,0.6776035134205877,0.1478708807836207,0.8682394780361925
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.6807913993704207,0.8350515463917526,0.04975124378109453,0.97119140625,beta_loosen,0.0,0,0.0,0.82,0.0,0.7333984375,0.6875,201.0,1843.0,4.0,0.14950341645884735,146.0,0.6996391132962855,0.1485056808572641,0.8339938704515195
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.3758758625591637,0.9663299663299664,0.003861003861003861,0.97314453125,beta_tighten,0.0,0,0.0,1.18,0.0,0.73095703125,0.6875,259.0,1785.0,4.0,0.14912434279694864,14.0,0.7459145118592743,0.1264579004632348,0.789497701413557
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.6804579888093476,0.9005376344086021,0.008771929824561403,0.97705078125,zip_soft,0.0,0,0.0,1.0,-0.03,0.72021484375,0.625,228.0,1814.0,6.0,0.14937072689686343,120.0,0.6806422211452815,0.1475118207254311,0.8579302269097696
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7044983563134022,0.9271523178807947,0.004761904761904762,0.9755859375,zip_hard,0.0,0,0.0,1.0,0.03,0.73974609375,0.609375,210.0,1828.0,10.0,0.14937072689686343,224.0,0.6716731335327627,0.14487174113605342,0.8731205901067624
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.6414652574689572,0.943217665615142,0.0,0.96875,combo_small,0.012,3,0.0014,1.08,0.015,0.73388671875,0.65625,239.0,1804.0,5.0,0.15057739047508226,79.0,0.7467690159743501,0.12470923364370878,0.8584434493389421
silver,metallic_anchor,counter_double,0.18,0.0,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.3860797234932192,0.960431654676259,0.0,0.9716796875,combo_big,0.028,7,0.0036,1.18,0.03,0.74072265625,0.484375,249.0,1795.0,4.0,0.14869328391529668,14.0,0.7288057410548273,0.11295508846551527,0.7921996697004036
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6705927503855558,0.7814207650273224,0.049019607843137254,0.9736328125,phase_small,0.01,0,0.0,1.0,0.0,0.73193359375,0.484375,204.0,1840.0,4.0,0.14850201919363318,137.0,0.7194923410086963,0.15129939259440198,0.8187842821458855
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6697205979954808,0.7835616438356164,0.04433497536945813,0.97412109375,phase_big,0.028,0,0.0,1.0,0.0,0.732421875,0.453125,203.0,1841.0,4.0,0.1479785135901593,137.0,0.7226282922764635,0.15043613381524343,0.820127535635391
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6670606849036111,0.7837837837837838,0.043478260869565216,0.97412109375,delay_3,0.0,3,0.0,1.0,0.0,0.72998046875,0.4375,207.0,1837.0,4.0,0.15090110571143633,137.0,0.7269415954754491,0.15410256989186644,0.8194121039572062
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.67282594259784,0.7792553191489362,0.052884615384615384,0.97314453125,delay_7,0.0,7,0.0,1.0,0.0,0.72998046875,0.5,208.0,1836.0,4.0,0.15098944824582447,137.0,0.7143137251537258,0.14984718474884312,0.8178629611962167
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6682462339885735,0.7690140845070422,0.05,0.9716796875,noise_small,0.0,0,0.0014,1.0,0.0,0.7353515625,0.484375,200.0,1844.0,4.0,0.14881315056170719,137.0,0.7250922509225092,0.15260152599888954,0.8148363882984908
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6674728817131453,0.7650429799426934,0.06091370558375635,0.9736328125,noise_big,0.0,0,0.0036,1.0,0.0,0.73681640625,0.484375,197.0,1847.0,4.0,0.14890658475772484,137.0,0.7272645228159824,0.15274931093170074,0.8119918559491759
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6486908391454151,0.7335092348284961,0.06806282722513089,0.97119140625,beta_loosen,0.0,0,0.0,0.82,0.0,0.7333984375,0.453125,191.0,1853.0,4.0,0.1483623656374213,223.0,0.8278388278388278,0.1493959831849062,0.7969732421245291
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6322157279415275,0.7852941176470588,0.03286384976525822,0.9697265625,beta_tighten,0.0,0,0.0,1.18,0.0,0.73388671875,0.453125,213.0,1831.0,4.0,0.14830043867937984,79.0,0.7522961251502115,0.14612068932801367,0.8115744721058702
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.66654208449392,0.7742782152230971,0.05687203791469194,0.97265625,zip_soft,0.0,0,0.0,1.0,-0.03,0.72265625,0.484375,211.0,1833.0,4.0,0.1487068153997094,137.0,0.7253474148999182,0.15745881050544053,0.8134278977289027
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.6704374396188917,0.7672413793103449,0.041884816753926704,0.974609375,zip_hard,0.0,0,0.0,1.0,0.03,0.74365234375,0.484375,191.0,1853.0,4.0,0.1487068153997094,137.0,0.7257093180941098,0.14541084193633447,0.817897513276987
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.5552968196240744,0.7852028639618138,0.095,0.97314453125,combo_small,0.012,3,0.0014,1.08,0.015,0.732421875,0.484375,200.0,1844.0,4.0,0.15233889588620864,41.0,0.8029023563358959,0.13177592590530082,0.7781544530955762
silver,metallic_anchor,counter_double,0.18,0.13,0.011,2048,64,-0.06,0.35421356237309515,0.817105068657144,0.640978295677781,0.784375,0.014354066985645933,0.9765625,combo_big,0.028,7,0.0036,1.18,0.03,0.73974609375,0.453125,209.0,1835.0,4.0,0.15080125268483005,79.0,0.733643463720978,0.13964282429437683,0.8193452968926496
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.702692511341666,0.8973607038123167,0.0,0.97021484375,phase_small,0.01,0,0.0,1.0,0.0,0.732421875,0.609375,227.0,1818.0,3.0,0.14838102658191518,224.0,0.6715375189877775,0.15068922330301396,0.8647571908406226
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7007367800106172,0.8947368421052632,0.009009009009009009,0.97607421875,phase_big,0.028,0,0.0,1.0,0.0,0.732421875,0.703125,222.0,1823.0,3.0,0.1483284194086011,224.0,0.6751812318313953,0.152780538099159,0.8629499324564341
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7037459750450701,0.905982905982906,0.008968609865470852,0.9716796875,delay_3,0.0,3,0.0,1.0,0.0,0.72802734375,0.71875,223.0,1821.0,4.0,0.15038592741878254,224.0,0.6732374396559196,0.14560863426902051,0.8652691734754229
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.6235590142428296,0.893048128342246,0.0,0.96728515625,delay_7,0.0,7,0.0,1.0,0.0,0.73681640625,0.671875,214.0,1830.0,4.0,0.14838099466434032,53.0,0.6790349362571294,0.15731029367717098,0.8413304185401314
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7025027487116557,0.9149560117302052,0.004629629629629629,0.97607421875,noise_small,0.0,0,0.0014,1.0,0.0,0.72998046875,0.609375,216.0,1822.0,10.0,0.14935007834696676,224.0,0.6763206300545201,0.14625512287066295,0.8689775677785869
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7015218498016047,0.9143730886850153,0.0045871559633027525,0.9736328125,noise_big,0.0,0,0.0036,1.0,0.0,0.73193359375,0.625,218.0,1820.0,10.0,0.14926120665225795,224.0,0.6776035134205877,0.1478708807836207,0.8682394780361925
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.6807913993704207,0.8350515463917526,0.04975124378109453,0.97119140625,beta_loosen,0.0,0,0.0,0.82,0.0,0.7333984375,0.6875,201.0,1843.0,4.0,0.14950341645884718,146.0,0.6996391132962855,0.1485056808572641,0.8339938704515195
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.3758758625591637,0.9663299663299664,0.003861003861003861,0.97314453125,beta_tighten,0.0,0,0.0,1.18,0.0,0.73095703125,0.6875,259.0,1785.0,4.0,0.14912434279694814,14.0,0.7459145118592743,0.1264579004632348,0.789497701413557
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.6804579888093476,0.9005376344086021,0.008771929824561403,0.97705078125,zip_soft,0.0,0,0.0,1.0,-0.03,0.72021484375,0.625,228.0,1814.0,6.0,0.14937072689686387,120.0,0.6806422211452815,0.1475118207254311,0.8579302269097696
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.7044983563134022,0.9271523178807947,0.004761904761904762,0.9755859375,zip_hard,0.0,0,0.0,1.0,0.03,0.73974609375,0.609375,210.0,1828.0,10.0,0.14937072689686387,224.0,0.6716731335327627,0.14487174113605342,0.8731205901067624
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.6414652574689572,0.943217665615142,0.0,0.96875,combo_small,0.012,3,0.0014,1.08,0.015,0.73388671875,0.65625,239.0,1804.0,5.0,0.15057739047508176,79.0,0.7467690159743501,0.12470923364370878,0.8584434493389421
silver,metallic_anchor,counter_double,0.18,0.13,0.029,2048,64,0.04799999999999997,0.46221356237309513,0.868919965866315,0.3860797234932192,0.960431654676259,0.0,0.9716796875,combo_big,0.028,7,0.0036,1.18,0.03,0.74072265625,0.484375,249.0,1795.0,4.0,0.14869328391529732,14.0,0.7288057410548273,0.11295508846551527,0.7921996697004036
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.607594349320691,0.8665730337078652,0.1943127962085308,0.97412109375,phase_small,0.01,0,0.0,1.0,0.0,0.65234375,0.75,422.0,1622.0,4.0,0.1913833769479276,136.0,0.8932510406951226,0.1556278606413522,0.7862531054079751
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.6045987765192746,0.8642659279778393,0.17067307692307693,0.97412109375,phase_big,0.028,0,0.0,1.0,0.0,0.650390625,0.734375,416.0,1624.0,8.0,0.19181926959859377,136.0,0.8980455973925983,0.15947391110027948,0.7894323335054629
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.6114612069337098,0.8659217877094972,0.1710843373493976,0.97216796875,delay_3,0.0,3,0.0,1.0,0.0,0.65380859375,0.765625,415.0,1629.0,4.0,0.19212760586962022,136.0,0.8871721745067055,0.1501061539907133,0.7915517807718386
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.6131266830278954,0.8677462887989204,0.1595238095238095,0.9736328125,delay_7,0.0,7,0.0,1.0,0.0,0.65478515625,0.734375,420.0,1624.0,4.0,0.19262829249878255,136.0,0.8825931157743104,0.1500348956883973,0.7951391936547897
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.6089291089699758,0.8699861687413555,0.17391304347826086,0.97314453125,noise_small,0.0,0,0.0014,1.0,0.0,0.6552734375,0.796875,414.0,1630.0,4.0,0.19023276725192248,136.0,0.8923494100322018,0.1524559901068495,0.7915650035638663
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.608571619095285,0.868421052631579,0.1875,0.97216796875,noise_big,0.0,0,0.0036,1.0,0.0,0.6552734375,0.8125,416.0,1628.0,4.0,0.1902721441401766,136.0,0.8923494100322018,0.1535284597309218,0.7881765747282587
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.5810438712992436,0.8509485094850948,0.1675,0.9775390625,beta_loosen,0.0,0,0.0,0.82,0.0,0.6572265625,0.75,400.0,1644.0,4.0,0.18920834231879696,58.0,0.8262088727757754,0.14791822065624585,0.781505863740211
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.4765953427223175,0.8776881720430108,0.17073170731707318,0.97412109375,beta_tighten,0.0,0,0.0,1.18,0.0,0.6630859375,0.6875,410.0,1627.0,11.0,0.18146194623543865,39.0,0.9332917181519494,0.18939765284639276,0.757816609539157
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.6061304434087109,0.8727770177838577,0.1784037558685446,0.97314453125,zip_soft,0.0,0,0.0,1.0,-0.03,0.64404296875,0.8125,426.0,1618.0,4.0,0.1901889004907402,136.0,0.8943757421134823,0.15875643245979404,0.7896546009988561
silver,metallic_anchor,counter_double,0.24,0.0,0.011,2048,64,0.05999999999999997,0.4742135623730951,0.7907084583957087,0.6103324110951405,0.8690807799442897,0.1687344913151365,0.9755859375,zip_hard,0.0,0,0.0,1.0,0.03,0.66845703125,0.796875,403.0,1641.0,4.0,0.1901889004907402,136.0,0.8895466163067937,0.1511180997063326,0.7943193140302416
