flow,mode,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,phase_binding_rate,macro_window_rate,admission_band_rate,pollution,phase_lock_resistance,rewrite_drift_rate,score
golden,real_rigid,0.8681592039800995,0.4647137150466045,0.002258610954263128,0.14963297571993225,0.849971477467199,0.46035367940673133,0.849971477467199,0.0775812892184826,0.0,0.1500285225328009,3.45703125,0.576171875,0.5198567708333334,0.3330078125,0.0986649299902312,0.49460140968706,0.0,0.8231771506985186
golden,real_balanced,0.8324937027707808,0.4542955326460481,0.002258610954263128,0.176171654432524,0.8429799426934097,0.43782234957020055,0.8429799426934097,0.07851002865329514,0.0,0.15702005730659027,3.45703125,0.576171875,0.5201822916666666,0.3336588541666667,0.09801367632692934,0.49392379841495593,0.0,0.8177331950387593
golden,no_binding_rigid,0.9312796208530806,0.4822085889570552,0.003952569169960474,0.0756634669678148,0.43141718838929993,0.21172453044963005,0.43141718838929993,0.07398975526465566,0.0,0.5685828116107,3.45703125,0.0,0.5234375,0.23079427083333334,0.10745685444480625,0.48285531357706546,0.0,0.8099681876904467
golden,no_binding_balanced,0.9554753309265944,0.4886153846153846,0.003952569169960474,0.07848673066064371,0.43742889647326505,0.21103526734926054,0.43742889647326505,0.07508532423208192,0.0,0.5625711035267349,3.45703125,0.0,0.5234375,0.23111979166666666,0.11006186909801367,0.48249523138421524,0.0,0.8146778531970542
silver,real_rigid,0.8402625820568927,0.45659928656361476,0.014973262032085561,0.0855614973262032,0.9681372549019608,0.3137254901960784,0.9681372549019608,0.04656862745098039,0.0,0.031862745098039214,1.81640625,0.302734375,0.18880208333333334,0.14811197916666666,0.04168023445131879,0.5988607674052802,0.0,0.7861998083717562
silver,real_balanced,0.8344370860927153,0.4548736462093863,0.009625668449197862,0.10160427807486631,0.9699879951980792,0.30732292917166865,0.9699879951980792,0.05402160864345738,0.0,0.030012004801920768,1.81640625,0.302734375,0.18977864583333334,0.15006510416666666,0.04233148811462065,0.5980638588376472,0.0,0.7816106627606835
silver,no_binding_rigid,0.6346555323590815,0.388250319284802,0.1358288770053476,0.026737967914438502,0.4689119170984456,0.12694300518134716,0.4689119170984456,0.03238341968911917,0.0,0.5310880829015544,1.81640625,0.0,0.18815104166666666,0.08072916666666667,0.0475415174210355,0.5881855984430826,0.0,0.7620575889737982
silver,no_binding_balanced,0.6828752642706131,0.4057788944723618,0.12299465240641712,0.025668449197860963,0.47655259822560203,0.13561470215462612,0.47655259822560203,0.030418250950570342,0.0,0.523447401774398,1.81640625,0.0,0.18619791666666666,0.08463541666666667,0.05047215890589384,0.5889714758697739,0.0,0.7740748799995132
bounded_cf_2,real_rigid,0.8492239467849224,0.4592326139088729,0.01714898177920686,0.08896034297963558,0.9445114595898673,0.2738238841978287,0.9445114595898673,0.06755126658624849,0.0,0.05548854041013269,1.8203125,0.3033854166666667,0.2776692708333333,0.14485677083333334,0.11787691305763595,0.5508108203252511,0.0,0.7763900941916941
bounded_cf_2,real_balanced,0.8482142857142857,0.45893719806763283,0.00964630225080386,0.10289389067524116,0.9433734939759036,0.28072289156626506,0.9433734939759036,0.07108433734939759,0.0,0.056626506024096385,1.8203125,0.3033854166666667,0.2770182291666667,0.14453125,0.11592315206773038,0.5504938055663644,0.0,0.7758040307035984
bounded_cf_2,no_binding_rigid,0.6477541371158393,0.3931133428981349,0.24008574490889603,0.012861736334405145,0.3674074074074074,0.10074074074074074,0.3674074074074074,0.017777777777777778,0.0,0.6325925925925926,1.8203125,0.0,0.2610677083333333,0.057942708333333336,0.08922175187235429,0.5258264562145953,0.0,0.7206992284616612
bounded_cf_2,no_binding_balanced,0.6619718309859155,0.3983050847457627,0.22936763129689175,0.011789924973204717,0.37037037037037035,0.09925925925925926,0.37037037037037035,0.016296296296296295,0.0,0.6296296296296297,1.8203125,0.0,0.2613932291666667,0.05859375,0.09182676652556171,0.5256152875378552,0.0,0.7251390172093539
random_cf_1,real_rigid,0.8367816091954023,0.4555694618272841,0.01756311745334797,0.10537870472008781,0.8907563025210085,0.25690276110444177,0.8907563025210085,0.07202881152460984,0.0,0.1092436974789916,1.7734375,0.17350260416666666,0.2571614583333333,0.1484375,0.090524259198958,0.606656585635972,0.0,0.7816213058153001
random_cf_1,real_balanced,0.8418604651162791,0.45707070707070707,0.01646542261251372,0.1141602634467618,0.8882138517618469,0.2709599027946537,0.8882138517618469,0.0692588092345079,0.0,0.1117861482381531,1.7734375,0.17350260416666666,0.2545572916666667,0.1474609375,0.08661673721914685,0.609744447138237,0.0,0.7856322975906825
random_cf_1,no_binding_rigid,0.6789838337182448,0.40440165061898214,0.1690450054884742,0.03293084522502744,0.4252577319587629,0.12886597938144329,0.4252577319587629,0.03865979381443299,0.0,0.5747422680412371,1.7734375,0.0,0.24609375,0.07096354166666667,0.0846629762292413,0.5942612414401782,0.0,0.7614311156095938
random_cf_1,no_binding_balanced,0.7076566125290024,0.41440217391304346,0.15587266739846323,0.036223929747530186,0.42604298356510745,0.13274336283185842,0.42604298356510745,0.041719342604298354,0.0,0.5739570164348925,1.7734375,0.0,0.2451171875,0.07486979166666667,0.08629111038749593,0.5941732593795475,0.0,0.7662555762098411
