model,anchor,family,alpha,offset,window_width,beta,learning_rate,assimilation_rate,surprise_low,surprise_high,utility_threshold,lookahead,write_threshold,write_count,witness_count,admission_rate,write_rate,witness_rate,useless_reject_rate,useful_write_rate,mean_utility,delayed_retention,pollution,phase_lock_resistance,composite_score
raw_write,silver,metallic,0.43821356237309517,0.024,0.18,0.011,0.07,0.28,0.06,0.48,0.05,21,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.18,0.011,0.07,0.28,0.12,0.32,0.01,5,0.48,40.0,53.0,1.0,0.43010752688172044,0.5698924731182796,0.0,0.0,0.0,0.43010752688172044,0.019540791402051783,0.6497396372991098,0.3864065846997763
raw_write,silver,metallic,0.40221356237309513,-0.012,0.18,0.011,0.07,0.28,0.12,0.32,0.01,5,0.48,42.0,55.0,1.0,0.4329896907216495,0.5670103092783505,0.0,0.0,0.0,0.4329896907216495,0.02051783097215437,0.6078362022064243,0.3795882789948546
raw_write,silver,metallic,0.41421356237309515,0.0,0.18,0.011,0.07,0.28,0.12,0.32,0.01,5,0.48,35.0,53.0,1.0,0.3977272727272727,0.6022727272727273,0.0,0.0,0.0,0.3977272727272727,0.01709819247679531,0.7217980236696661,0.3904715837971324
raw_write,silver,metallic,0.42621356237309516,0.012,0.18,0.011,0.07,0.28,0.12,0.32,0.01,5,0.48,35.0,56.0,1.0,0.38461538461538464,0.6153846153846154,0.0,0.0,0.0,0.38461538461538464,0.01709819247679531,0.561587925109903,0.3579385975884794
raw_write,silver,metallic,0.43821356237309517,0.024,0.18,0.011,0.07,0.28,0.12,0.32,0.01,5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.18,0.011,0.07,0.28,0.12,0.32,0.025,13,0.48,40.0,53.0,1.0,0.43010752688172044,0.5698924731182796,0.0,0.0,0.0,0.43010752688172044,0.019540791402051783,0.6497396372991098,0.3864065846997763
raw_write,silver,metallic,0.40221356237309513,-0.012,0.18,0.011,0.07,0.28,0.12,0.32,0.025,13,0.48,42.0,55.0,1.0,0.4329896907216495,0.5670103092783505,0.0,0.0,0.0,0.4329896907216495,0.02051783097215437,0.6078362022064243,0.3795882789948546
raw_write,silver,metallic,0.41421356237309515,0.0,0.18,0.011,0.07,0.28,0.12,0.32,0.025,13,0.48,35.0,53.0,1.0,0.3977272727272727,0.6022727272727273,0.0,0.0,0.0,0.3977272727272727,0.01709819247679531,0.7217980236696661,0.3904715837971324
raw_write,silver,metallic,0.42621356237309516,0.012,0.18,0.011,0.07,0.28,0.12,0.32,0.025,13,0.48,35.0,56.0,1.0,0.38461538461538464,0.6153846153846154,0.0,0.0,0.0,0.38461538461538464,0.01709819247679531,0.561587925109903,0.3579385975884794
raw_write,silver,metallic,0.43821356237309517,0.024,0.18,0.011,0.07,0.28,0.12,0.32,0.025,13,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.18,0.011,0.12,0.08,0.12,0.48,0.05,13,0.62,23.0,70.0,1.0,0.24731182795698925,0.7526881720430108,0.0,0.0,0.0,0.24731182795698925,0.011235955056179775,0.7408776612024512,0.3520437127583547
raw_write,silver,metallic,0.40221356237309513,-0.012,0.18,0.011,0.12,0.08,0.12,0.48,0.05,13,0.62,32.0,65.0,1.0,0.32989690721649484,0.6701030927835051,0.0,0.0,0.0,0.32989690721649484,0.015632633121641426,0.6127202369235394,0.3518536522444834
raw_write,silver,metallic,0.41421356237309515,0.0,0.18,0.011,0.12,0.08,0.12,0.48,0.05,13,0.62,26.0,62.0,1.0,0.29545454545454547,0.7045454545454546,0.0,0.0,0.0,0.29545454545454547,0.012701514411333659,0.7250291905831796,0.36262658081786964
raw_write,silver,metallic,0.42621356237309516,0.012,0.18,0.011,0.12,0.08,0.12,0.48,0.05,13,0.62,26.0,65.0,1.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.012701514411333659,0.5694491370052517,0.3318771888834058
raw_write,silver,metallic,0.43821356237309517,0.024,0.18,0.011,0.12,0.08,0.12,0.48,0.05,13,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.18,0.011,0.12,0.16,0.12,0.32,0.05,5,0.48,40.0,53.0,1.0,0.43010752688172044,0.5698924731182796,0.0,0.0,0.0,0.43010752688172044,0.019540791402051783,0.6497396372991098,0.3864065846997763
raw_write,silver,metallic,0.40221356237309513,-0.012,0.18,0.011,0.12,0.16,0.12,0.32,0.05,5,0.48,42.0,55.0,1.0,0.4329896907216495,0.5670103092783505,0.0,0.0,0.0,0.4329896907216495,0.02051783097215437,0.6078362022064243,0.3795882789948546
raw_write,silver,metallic,0.41421356237309515,0.0,0.18,0.011,0.12,0.16,0.12,0.32,0.05,5,0.48,35.0,53.0,1.0,0.3977272727272727,0.6022727272727273,0.0,0.0,0.0,0.3977272727272727,0.01709819247679531,0.7217980236696661,0.3904715837971324
raw_write,silver,metallic,0.42621356237309516,0.012,0.18,0.011,0.12,0.16,0.12,0.32,0.05,5,0.48,35.0,56.0,1.0,0.38461538461538464,0.6153846153846154,0.0,0.0,0.0,0.38461538461538464,0.01709819247679531,0.561587925109903,0.3579385975884794
raw_write,silver,metallic,0.43821356237309517,0.024,0.18,0.011,0.12,0.16,0.12,0.32,0.05,5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.18,0.011,0.12,0.28,0.06,0.32,0.05,13,0.62,23.0,70.0,1.0,0.24731182795698925,0.7526881720430108,0.0,0.0,0.0,0.24731182795698925,0.011235955056179775,0.7408776612024512,0.3520437127583547
raw_write,silver,metallic,0.40221356237309513,-0.012,0.18,0.011,0.12,0.28,0.06,0.32,0.05,13,0.62,32.0,65.0,1.0,0.32989690721649484,0.6701030927835051,0.0,0.0,0.0,0.32989690721649484,0.015632633121641426,0.6127202369235394,0.3518536522444834
raw_write,silver,metallic,0.41421356237309515,0.0,0.18,0.011,0.12,0.28,0.06,0.32,0.05,13,0.62,26.0,62.0,1.0,0.29545454545454547,0.7045454545454546,0.0,0.0,0.0,0.29545454545454547,0.012701514411333659,0.7250291905831796,0.36262658081786964
raw_write,silver,metallic,0.42621356237309516,0.012,0.18,0.011,0.12,0.28,0.06,0.32,0.05,13,0.62,26.0,65.0,1.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.012701514411333659,0.5694491370052517,0.3318771888834058
raw_write,silver,metallic,0.43821356237309517,0.024,0.18,0.011,0.12,0.28,0.06,0.32,0.05,13,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.18,0.011,0.12,0.28,0.12,0.32,0.025,13,0.48,40.0,53.0,1.0,0.43010752688172044,0.5698924731182796,0.0,0.0,0.0,0.43010752688172044,0.019540791402051783,0.6497396372991098,0.3864065846997763
raw_write,silver,metallic,0.40221356237309513,-0.012,0.18,0.011,0.12,0.28,0.12,0.32,0.025,13,0.48,42.0,55.0,1.0,0.4329896907216495,0.5670103092783505,0.0,0.0,0.0,0.4329896907216495,0.02051783097215437,0.6078362022064243,0.3795882789948546
raw_write,silver,metallic,0.41421356237309515,0.0,0.18,0.011,0.12,0.28,0.12,0.32,0.025,13,0.48,35.0,53.0,1.0,0.3977272727272727,0.6022727272727273,0.0,0.0,0.0,0.3977272727272727,0.01709819247679531,0.7217980236696661,0.3904715837971324
raw_write,silver,metallic,0.42621356237309516,0.012,0.18,0.011,0.12,0.28,0.12,0.32,0.025,13,0.48,35.0,56.0,1.0,0.38461538461538464,0.6153846153846154,0.0,0.0,0.0,0.38461538461538464,0.01709819247679531,0.561587925109903,0.3579385975884794
raw_write,silver,metallic,0.43821356237309517,0.024,0.18,0.011,0.12,0.28,0.12,0.32,0.025,13,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.035,0.08,0.12,0.32,0.025,13,0.48,61.0,101.0,1.0,0.3765432098765432,0.6234567901234568,0.0,0.0,0.0,0.3765432098765432,0.02979970688812897,0.6757258493834186,0.37506540205247324
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.035,0.08,0.12,0.32,0.025,13,0.48,68.0,91.0,1.0,0.4276729559748428,0.5723270440251572,0.0,0.0,0.0,0.4276729559748428,0.03321934538348803,0.6769937502433397,0.38939514882492476
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.035,0.08,0.12,0.32,0.025,13,0.48,58.0,97.0,1.0,0.3741935483870968,0.6258064516129033,0.0,0.0,0.0,0.3741935483870968,0.028334147532975085,0.6590875909210792,0.37154023854237195
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.035,0.08,0.12,0.32,0.025,13,0.48,63.0,96.0,1.0,0.39622641509433965,0.6037735849056604,0.0,0.0,0.0,0.39622641509433965,0.030776746458231558,0.6720686879199087,0.3798662645345657
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.035,0.08,0.12,0.32,0.025,13,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.035,0.08,0.12,0.32,0.05,13,0.62,47.0,115.0,1.0,0.29012345679012347,0.7098765432098766,0.0,0.0,0.0,0.29012345679012347,0.022960429897410845,0.6848220054289516,0.3529635873818427
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.035,0.08,0.12,0.32,0.05,13,0.62,53.0,106.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.025891548607718612,0.6857487571564356,0.36504393085285763
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.035,0.08,0.12,0.32,0.05,13,0.62,43.0,112.0,1.0,0.27741935483870966,0.7225806451612903,0.0,0.0,0.0,0.27741935483870966,0.021006350757205666,0.6681866582268461,0.34656484509450197
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.035,0.08,0.12,0.32,0.05,13,0.62,50.0,109.0,1.0,0.31446540880503143,0.6855345911949685,0.0,0.0,0.0,0.31446540880503143,0.024425989252564728,0.6808403960661107,0.35897500201331434
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.035,0.08,0.12,0.32,0.05,13,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.035,0.16,0.06,0.48,0.025,21,0.62,47.0,115.0,1.0,0.29012345679012347,0.7098765432098766,0.0,0.0,0.0,0.29012345679012347,0.022960429897410845,0.6848220054289516,0.3529635873818427
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.035,0.16,0.06,0.48,0.025,21,0.62,53.0,106.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.025891548607718612,0.6857487571564356,0.36504393085285763
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.035,0.16,0.06,0.48,0.025,21,0.62,43.0,112.0,1.0,0.27741935483870966,0.7225806451612903,0.0,0.0,0.0,0.27741935483870966,0.021006350757205666,0.6681866582268461,0.34656484509450197
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.035,0.16,0.06,0.48,0.025,21,0.62,50.0,109.0,1.0,0.31446540880503143,0.6855345911949685,0.0,0.0,0.0,0.31446540880503143,0.024425989252564728,0.6808403960661107,0.35897500201331434
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.035,0.16,0.06,0.48,0.025,21,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.035,0.16,0.12,0.48,0.05,21,0.48,61.0,101.0,1.0,0.3765432098765432,0.6234567901234568,0.0,0.0,0.0,0.3765432098765432,0.02979970688812897,0.6757258493834186,0.37506540205247324
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.035,0.16,0.12,0.48,0.05,21,0.48,68.0,91.0,1.0,0.4276729559748428,0.5723270440251572,0.0,0.0,0.0,0.4276729559748428,0.03321934538348803,0.6769937502433397,0.38939514882492476
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.035,0.16,0.12,0.48,0.05,21,0.48,58.0,97.0,1.0,0.3741935483870968,0.6258064516129033,0.0,0.0,0.0,0.3741935483870968,0.028334147532975085,0.6590875909210792,0.37154023854237195
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.035,0.16,0.12,0.48,0.05,21,0.48,63.0,96.0,1.0,0.39622641509433965,0.6037735849056604,0.0,0.0,0.0,0.39622641509433965,0.030776746458231558,0.6720686879199087,0.3798662645345657
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.035,0.16,0.12,0.48,0.05,21,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.035,0.28,0.06,0.48,0.05,21,0.62,47.0,115.0,1.0,0.29012345679012347,0.7098765432098766,0.0,0.0,0.0,0.29012345679012347,0.022960429897410845,0.6848220054289516,0.3529635873818427
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.035,0.28,0.06,0.48,0.05,21,0.62,53.0,106.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.025891548607718612,0.6857487571564356,0.36504393085285763
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.035,0.28,0.06,0.48,0.05,21,0.62,43.0,112.0,1.0,0.27741935483870966,0.7225806451612903,0.0,0.0,0.0,0.27741935483870966,0.021006350757205666,0.6681866582268461,0.34656484509450197
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.035,0.28,0.06,0.48,0.05,21,0.62,50.0,109.0,1.0,0.31446540880503143,0.6855345911949685,0.0,0.0,0.0,0.31446540880503143,0.024425989252564728,0.6808403960661107,0.35897500201331434
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.035,0.28,0.06,0.48,0.05,21,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.035,0.28,0.12,0.32,0.05,13,0.62,47.0,115.0,1.0,0.29012345679012347,0.7098765432098766,0.0,0.0,0.0,0.29012345679012347,0.022960429897410845,0.6848220054289516,0.3529635873818427
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.035,0.28,0.12,0.32,0.05,13,0.62,53.0,106.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.025891548607718612,0.6857487571564356,0.36504393085285763
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.035,0.28,0.12,0.32,0.05,13,0.62,43.0,112.0,1.0,0.27741935483870966,0.7225806451612903,0.0,0.0,0.0,0.27741935483870966,0.021006350757205666,0.6681866582268461,0.34656484509450197
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.035,0.28,0.12,0.32,0.05,13,0.62,50.0,109.0,1.0,0.31446540880503143,0.6855345911949685,0.0,0.0,0.0,0.31446540880503143,0.024425989252564728,0.6808403960661107,0.35897500201331434
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.035,0.28,0.12,0.32,0.05,13,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.035,0.28,0.12,0.48,0.05,13,0.48,61.0,101.0,1.0,0.3765432098765432,0.6234567901234568,0.0,0.0,0.0,0.3765432098765432,0.02979970688812897,0.6757258493834186,0.37506540205247324
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.035,0.28,0.12,0.48,0.05,13,0.48,68.0,91.0,1.0,0.4276729559748428,0.5723270440251572,0.0,0.0,0.0,0.4276729559748428,0.03321934538348803,0.6769937502433397,0.38939514882492476
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.035,0.28,0.12,0.48,0.05,13,0.48,58.0,97.0,1.0,0.3741935483870968,0.6258064516129033,0.0,0.0,0.0,0.3741935483870968,0.028334147532975085,0.6590875909210792,0.37154023854237195
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.035,0.28,0.12,0.48,0.05,13,0.48,63.0,96.0,1.0,0.39622641509433965,0.6037735849056604,0.0,0.0,0.0,0.39622641509433965,0.030776746458231558,0.6720686879199087,0.3798662645345657
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.035,0.28,0.12,0.48,0.05,13,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.07,0.16,0.06,0.48,0.05,21,0.48,61.0,101.0,1.0,0.3765432098765432,0.6234567901234568,0.0,0.0,0.0,0.3765432098765432,0.02979970688812897,0.6757258493834186,0.37506540205247324
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.07,0.16,0.06,0.48,0.05,21,0.48,68.0,91.0,1.0,0.4276729559748428,0.5723270440251572,0.0,0.0,0.0,0.4276729559748428,0.03321934538348803,0.6769937502433397,0.38939514882492476
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.07,0.16,0.06,0.48,0.05,21,0.48,58.0,97.0,1.0,0.3741935483870968,0.6258064516129033,0.0,0.0,0.0,0.3741935483870968,0.028334147532975085,0.6590875909210792,0.37154023854237195
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.07,0.16,0.06,0.48,0.05,21,0.48,63.0,96.0,1.0,0.39622641509433965,0.6037735849056604,0.0,0.0,0.0,0.39622641509433965,0.030776746458231558,0.6720686879199087,0.3798662645345657
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.07,0.16,0.06,0.48,0.05,21,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.07,0.28,0.06,0.48,0.025,5,0.62,47.0,115.0,1.0,0.29012345679012347,0.7098765432098766,0.0,0.0,0.0,0.29012345679012347,0.022960429897410845,0.6848220054289516,0.3529635873818427
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.07,0.28,0.06,0.48,0.025,5,0.62,53.0,106.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.025891548607718612,0.6857487571564356,0.36504393085285763
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.07,0.28,0.06,0.48,0.025,5,0.62,43.0,112.0,1.0,0.27741935483870966,0.7225806451612903,0.0,0.0,0.0,0.27741935483870966,0.021006350757205666,0.6681866582268461,0.34656484509450197
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.07,0.28,0.06,0.48,0.025,5,0.62,50.0,109.0,1.0,0.31446540880503143,0.6855345911949685,0.0,0.0,0.0,0.31446540880503143,0.024425989252564728,0.6808403960661107,0.35897500201331434
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.07,0.28,0.06,0.48,0.025,5,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.12,0.08,0.06,0.48,0.01,5,0.62,47.0,115.0,1.0,0.29012345679012347,0.7098765432098766,0.0,0.0,0.0,0.29012345679012347,0.022960429897410845,0.6848220054289516,0.3529635873818427
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.12,0.08,0.06,0.48,0.01,5,0.62,53.0,106.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.025891548607718612,0.6857487571564356,0.36504393085285763
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.12,0.08,0.06,0.48,0.01,5,0.62,43.0,112.0,1.0,0.27741935483870966,0.7225806451612903,0.0,0.0,0.0,0.27741935483870966,0.021006350757205666,0.6681866582268461,0.34656484509450197
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.12,0.08,0.06,0.48,0.01,5,0.62,50.0,109.0,1.0,0.31446540880503143,0.6855345911949685,0.0,0.0,0.0,0.31446540880503143,0.024425989252564728,0.6808403960661107,0.35897500201331434
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.12,0.08,0.06,0.48,0.01,5,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.12,0.08,0.06,0.48,0.025,13,0.62,47.0,115.0,1.0,0.29012345679012347,0.7098765432098766,0.0,0.0,0.0,0.29012345679012347,0.022960429897410845,0.6848220054289516,0.3529635873818427
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.12,0.08,0.06,0.48,0.025,13,0.62,53.0,106.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.025891548607718612,0.6857487571564356,0.36504393085285763
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.12,0.08,0.06,0.48,0.025,13,0.62,43.0,112.0,1.0,0.27741935483870966,0.7225806451612903,0.0,0.0,0.0,0.27741935483870966,0.021006350757205666,0.6681866582268461,0.34656484509450197
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.12,0.08,0.06,0.48,0.025,13,0.62,50.0,109.0,1.0,0.31446540880503143,0.6855345911949685,0.0,0.0,0.0,0.31446540880503143,0.024425989252564728,0.6808403960661107,0.35897500201331434
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.12,0.08,0.06,0.48,0.025,13,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.12,0.08,0.12,0.32,0.01,13,0.62,47.0,115.0,1.0,0.29012345679012347,0.7098765432098766,0.0,0.0,0.0,0.29012345679012347,0.022960429897410845,0.6848220054289516,0.3529635873818427
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.12,0.08,0.12,0.32,0.01,13,0.62,53.0,106.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.025891548607718612,0.6857487571564356,0.36504393085285763
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.12,0.08,0.12,0.32,0.01,13,0.62,43.0,112.0,1.0,0.27741935483870966,0.7225806451612903,0.0,0.0,0.0,0.27741935483870966,0.021006350757205666,0.6681866582268461,0.34656484509450197
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.12,0.08,0.12,0.32,0.01,13,0.62,50.0,109.0,1.0,0.31446540880503143,0.6855345911949685,0.0,0.0,0.0,0.31446540880503143,0.024425989252564728,0.6808403960661107,0.35897500201331434
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.12,0.08,0.12,0.32,0.01,13,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.0,0.12,0.28,0.06,0.48,0.01,21,0.48,61.0,101.0,1.0,0.3765432098765432,0.6234567901234568,0.0,0.0,0.0,0.3765432098765432,0.02979970688812897,0.6757258493834186,0.37506540205247324
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.0,0.12,0.28,0.06,0.48,0.01,21,0.48,68.0,91.0,1.0,0.4276729559748428,0.5723270440251572,0.0,0.0,0.0,0.4276729559748428,0.03321934538348803,0.6769937502433397,0.38939514882492476
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.0,0.12,0.28,0.06,0.48,0.01,21,0.48,58.0,97.0,1.0,0.3741935483870968,0.6258064516129033,0.0,0.0,0.0,0.3741935483870968,0.028334147532975085,0.6590875909210792,0.37154023854237195
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.0,0.12,0.28,0.06,0.48,0.01,21,0.48,63.0,96.0,1.0,0.39622641509433965,0.6037735849056604,0.0,0.0,0.0,0.39622641509433965,0.030776746458231558,0.6720686879199087,0.3798662645345657
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.0,0.12,0.28,0.06,0.48,0.01,21,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.011,0.035,0.08,0.06,0.32,0.025,21,0.48,58.0,97.0,1.0,0.3741935483870968,0.6258064516129033,0.0,0.0,0.0,0.3741935483870968,0.028334147532975085,0.6289560120117528,0.3661165543386933
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.011,0.035,0.08,0.06,0.32,0.025,21,0.48,69.0,95.0,1.0,0.42073170731707316,0.5792682926829268,0.0,0.0,0.0,0.42073170731707316,0.033707865168539325,0.5833510329161669,0.37053932284909846
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.011,0.035,0.08,0.06,0.32,0.025,21,0.48,68.0,95.0,1.0,0.4171779141104294,0.5828220858895705,0.0,0.0,0.0,0.4171779141104294,0.03321934538348803,0.6639697995491509,0.3840931440836361
raw_write,silver,metallic,0.42621356237309516,0.012,0.24,0.011,0.035,0.08,0.06,0.32,0.025,21,0.48,67.0,97.0,1.0,0.40853658536585363,0.5914634146341463,0.0,0.0,0.0,0.40853658536585363,0.032730825598436736,0.5294388646885029,0.3574862590340845
raw_write,silver,metallic,0.43821356237309517,0.024,0.24,0.011,0.035,0.08,0.06,0.32,0.025,21,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.15
raw_write,silver,metallic,0.3902135623730951,-0.024,0.24,0.011,0.035,0.16,0.06,0.32,0.05,21,0.48,58.0,97.0,1.0,0.3741935483870968,0.6258064516129033,0.0,0.0,0.0,0.3741935483870968,0.028334147532975085,0.6289560120117528,0.3661165543386933
raw_write,silver,metallic,0.40221356237309513,-0.012,0.24,0.011,0.035,0.16,0.06,0.32,0.05,21,0.48,69.0,95.0,1.0,0.42073170731707316,0.5792682926829268,0.0,0.0,0.0,0.42073170731707316,0.033707865168539325,0.5833510329161669,0.37053932284909846
raw_write,silver,metallic,0.41421356237309515,0.0,0.24,0.011,0.035,0.16,0.06,0.32,0.05,21,0.48,68.0,95.0,1.0,0.4171779141104294,0.5828220858895705,0.0,0.0,0.0,0.4171779141104294,0.03321934538348803,0.6639697995491509,0.3840931440836361
