flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,layer_window,recency_decay,resonance_gain,layer_match_threshold,basin_radius,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_slot_recall_rate,same_region_recall_rate,same_layer_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,pollution,phase_lock_resistance,score
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.2,8,0.72,0.08,0.42,2,0.36,0.7868480725623582,0.4403553299492386,0.06417112299465241,0.09304812834224599,0.33211678832116787,0.09124087591240876,0.33211678832116787,0.0,0.05656934306569343,0.041970802919708027,0.6678832116788321,0.0429827417779225,0.5891530417133743,0.6510498277541229
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.2,13,0.55,0.08,0.18,2,0.36,0.7954022988505747,0.44302176696542894,0.06096256684491978,0.10374331550802139,0.424812030075188,0.12406015037593984,0.424812030075188,0.05263157894736842,0.07518796992481203,0.04887218045112782,0.575187969924812,0.04428524910452621,0.5907244844268247,0.6941952329748678
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.2,13,0.72,0.08,0.18,2,0.24,0.7665094339622641,0.43391188251001334,0.06737967914438503,0.13155080213903744,0.4508670520231214,0.11753371868978806,0.4508670520231214,0.04816955684007707,0.15606936416184972,0.04238921001926782,0.5491329479768786,0.040703353956366005,0.5927170821761978,0.6649195550293353
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.2,13,0.72,0.08,0.42,2,0.24,0.7953488372093023,0.4430051813471503,0.07165775401069518,0.10267379679144385,0.2872727272727273,0.08545454545454545,0.2872727272727273,0.0,0.09636363636363636,0.04181818181818182,0.7127272727272728,0.0429827417779225,0.5923552669479115,0.6179537980211255
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.08,8,0.55,0.14,0.42,2,0.36,0.8017241379310345,0.4449760765550239,0.06631016042780749,0.039572192513368985,0.044,0.02,0.044,0.0,0.0,0.008,0.956,0.05177466623249756,0.5846249847092009,0.5380715800268288
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.08,13,0.55,0.08,0.18,2,0.24,0.7961165048543689,0.44324324324324327,0.07379679144385026,0.13475935828877006,0.3641379310344828,0.13379310344827586,0.3641379310344828,0.03310344827586207,0.11310344827586206,0.038620689655172416,0.6358620689655172,0.03972647346141322,0.5978697414367935,0.6608602260508388
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.08,13,0.55,0.08,0.18,2,0.36,0.7837209302325582,0.439374185136897,0.07165775401069518,0.10802139037433155,0.37027027027027026,0.13513513513513514,0.37027027027027026,0.032432432432432434,0.06891891891891892,0.041891891891891894,0.6297297297297297,0.04135460761966786,0.5925268127099237,0.6754319510357764
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.08,21,0.55,0.14,0.3,2,0.36,0.7533632286995515,0.4296675191815857,0.06310160427807486,0.10053475935828877,0.1906721536351166,0.09053497942386832,0.1906721536351166,0.03017832647462277,0.02606310013717421,0.013717421124828532,0.8093278463648834,0.040377727124715074,0.5915684113297675,0.6014268099195561
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.14,13,0.55,0.14,0.18,2,0.24,0.7601918465227818,0.4318801089918256,0.06951871657754011,0.14545454545454545,0.24118476727785615,0.08885754583921016,0.24118476727785615,0.03385049365303244,0.08744710860366714,0.02679830747531735,0.7588152327221439,0.03744708563985672,0.5896412739094818,0.602792698594116
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,8,0.72,0.08,0.18,2,0.24,0.7371007371007371,0.4243281471004243,0.06737967914438503,0.17647058823529413,0.3793103448275862,0.11350574712643678,0.3793103448275862,0.03735632183908046,0.13936781609195403,0.040229885057471264,0.6206896551724138,0.04005210029306415,0.5983990056639608,0.6471942471336234
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,8,0.72,0.08,0.42,2,0.24,0.7712264150943396,0.43541944074567246,0.06737967914438503,0.12941176470588237,0.23553719008264462,0.09090909090909091,0.23553719008264462,0.0,0.08539944903581267,0.026170798898071626,0.7644628099173554,0.04135460761966786,0.4524774029843921,0.5766527415747743
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.08,8,0.55,0.14,0.3,2,0.24,0.7790432801822323,0.4379001280409731,0.07165775401069518,0.09304812834224599,0.22328244274809161,0.05725190839694656,0.22328244274809161,0.02480916030534351,0.08206106870229007,0.0,0.7767175572519084,0.04233148811462065,0.5960373348589745,0.6019714016872477
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.08,8,0.72,0.08,0.42,2,0.36,0.7982456140350878,0.44390243902439025,0.06631016042780749,0.05668449197860963,0.24645390070921985,0.07446808510638298,0.24645390070921985,0.0,0.03368794326241135,0.0,0.7535460992907801,0.04786714425268642,0.5896255078831243,0.6280668373248235
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.14,8,0.55,0.08,0.18,2,0.36,0.817351598173516,0.44974874371859297,0.06844919786096257,0.08021390374331551,0.3430127041742287,0.0925589836660617,0.3430127041742287,0.030852994555353903,0.06533575317604355,0.0,0.6569872958257713,0.047215890589384565,0.5923017760097671,0.6744085823201863
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.14,8,0.55,0.08,0.3,2,0.24,0.8087557603686636,0.44713375796178345,0.07379679144385026,0.08663101604278074,0.2782931354359926,0.06679035250463822,0.2782931354359926,0.02411873840445269,0.09647495361781076,0.0,0.7217068645640075,0.045587756431129924,0.5900334249245569,0.6280258294408951
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.14,13,0.55,0.08,0.18,2,0.24,0.7855477855477856,0.43994778067885115,0.0748663101604278,0.10588235294117647,0.3568702290076336,0.08587786259541985,0.3568702290076336,0.030534351145038167,0.1316793893129771,0.0,0.6431297709923665,0.04395962227287528,0.5930678787260244,0.6523581225502061
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.14,13,0.55,0.08,0.42,2,0.36,0.7969094922737306,0.44348894348894347,0.06524064171122995,0.06417112299465241,0.24593128390596744,0.0705244122965642,0.24593128390596744,0.0,0.03616636528028933,0.0,0.7540687160940326,0.04656463692608271,0.5881253310018524,0.6260818987461167
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.14,21,0.72,0.08,0.3,2,0.24,0.8055555555555556,0.4461538461538462,0.07379679144385026,0.09197860962566845,0.301707779886148,0.07969639468690702,0.301707779886148,0.0,0.1062618595825427,0.0,0.698292220113852,0.04819277108433735,0.5907594287164579,0.6309911387403436
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.14,21,0.72,0.14,0.18,2,0.36,0.7706422018348624,0.43523316062176165,0.07165775401069518,0.10267379679144385,0.3104125736738703,0.07858546168958742,0.3104125736738703,0.03536345776031434,0.05108055009823183,0.0,0.6895874263261297,0.044610875936177144,0.5919807061026376,0.65517385549573
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.2,8,0.72,0.08,0.42,2,0.24,0.8181818181818182,0.45,0.06631016042780749,0.09946524064171124,0.28214285714285714,0.07678571428571429,0.28214285714285714,0.0,0.10535714285714286,0.0,0.7178571428571429,0.043308368609573426,0.5943089473936891,0.6243960465727977
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.2,8,0.72,0.14,0.3,2,0.24,0.7972027972027972,0.44357976653696496,0.06417112299465241,0.11122994652406418,0.2340823970037453,0.06928838951310862,0.2340823970037453,0.009363295880149813,0.07865168539325842,0.0,0.7659176029962547,0.0429827417779225,0.593289484970897,0.6081728978461364
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.2,13,0.55,0.14,0.3,2,0.24,0.7573696145124716,0.4309677419354839,0.06417112299465241,0.10695187165775401,0.20833333333333334,0.043560606060606064,0.20833333333333334,0.015151515151515152,0.08522727272727272,0.0,0.7916666666666666,0.043308368609573426,0.5930671147555193,0.5861604704964918
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.2,21,0.55,0.08,0.18,2,0.36,0.8091954022988506,0.44726810673443457,0.06631016042780749,0.09197860962566845,0.34831460674157305,0.09737827715355805,0.34831460674157305,0.04307116104868914,0.07116104868913857,0.0,0.651685393258427,0.04623901009443178,0.591346075753447,0.6763105358138173
silver,metallic,0.43821356237309517,21,13,0.08,0.68,21,0.14,8,0.55,0.08,0.18,2,0.36,0.8018648018648019,0.445019404915912,0.06417112299465241,0.10909090909090909,0.30191256830601093,0.09836065573770492,0.30191256830601093,0.023224043715846996,0.06420765027322405,0.0,0.6980874316939891,0.043308368609573426,0.5941098040630453,0.651360043432759
silver,metallic,0.43821356237309517,21,13,0.08,0.68,21,0.14,13,0.55,0.14,0.42,2,0.36,0.8091106290672451,0.447242206235012,0.06310160427807486,0.044919786096256686,0.04161073825503356,0.020134228187919462,0.04161073825503356,0.0,0.0,0.0,0.9583892617449664,0.04949527841094106,0.5850844971144806,0.53980102775031
silver,metallic,0.43821356237309517,21,13,0.08,0.68,21,0.2,8,0.72,0.08,0.18,2,0.36,0.7599067599067599,0.43178807947019865,0.058823529411764705,0.13368983957219252,0.3140495867768595,0.09779614325068871,0.3140495867768595,0.024793388429752067,0.07575757575757576,0.0,0.6859504132231405,0.042005861282969716,0.5975352811970829,0.6463146908487732
silver,metallic,0.43821356237309517,21,13,0.08,0.68,21,0.2,13,0.72,0.14,0.18,2,0.36,0.713302752293578,0.41633199464524767,0.058823529411764705,0.14224598930481283,0.23646723646723647,0.07122507122507123,0.23646723646723647,0.029914529914529916,0.04843304843304843,0.0,0.7635327635327636,0.03777271247150765,0.5956140209344574,0.6093403551537594
silver,metallic,0.43821356237309517,21,13,0.08,0.68,21,0.2,21,0.55,0.14,0.42,2,0.36,0.8096280087527352,0.44740024183796856,0.059893048128342244,0.05561497326203209,0.041278295605858856,0.02529960053262317,0.041278295605858856,0.0,0.002663115845539281,0.0,0.9587217043941412,0.04949527841094106,0.5855445164500592,0.5391385563042559
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.14,8,0.55,0.08,0.18,2,0.36,0.8329571106094809,0.4544334975369458,0.06737967914438503,0.06417112299465241,0.23049001814882034,0.04900181488203267,0.23049001814882034,0.023593466424682397,0.0544464609800363,0.0,0.7695099818511797,0.04916965157929013,0.5911540056152027,0.6226159934274782
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.14,21,0.55,0.14,0.18,2,0.36,0.8102678571428571,0.4475955610357583,0.06631016042780749,0.06631016042780749,0.17679558011049723,0.049723756906077346,0.17679558011049723,0.02578268876611418,0.03314917127071823,0.0,0.8232044198895028,0.047215890589384565,0.5889604854237853,0.6008315886782638
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.2,8,0.72,0.08,0.42,2,0.36,0.8418708240534521,0.4570737605804111,0.06203208556149733,0.053475935828877004,0.16817359855334538,0.048824593128390596,0.16817359855334538,0.0,0.0379746835443038,0.0,0.8318264014466547,0.05144903940084663,0.591307181849678,0.595336616371155
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.08,8,0.72,0.08,0.18,2,0.36,0.8157303370786517,0.44925742574257427,0.06844919786096257,0.06737967914438503,0.20485175202156333,0.07277628032345014,0.20485175202156333,0.018867924528301886,0.0431266846361186,0.0,0.7951482479784366,0.045913383262780855,0.5926939478098616,0.6125920872289892
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.2,21,0.55,0.14,0.42,2,0.24,0.8355263157894737,0.4551971326164875,0.06203208556149733,0.0427807486631016,0.02666666666666667,0.016,0.02666666666666667,0.0,0.010666666666666666,0.0,0.9733333333333334,0.04949527841094106,0.5863871971041643,0.5335862436585931
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,13,0.08,21,0.55,0.14,0.3,2,0.36,0.7964989059080962,0.44336175395858707,0.1157556270096463,0.004287245444801715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.5304459641414099,0.5088374306266842
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,13,0.14,8,0.72,0.14,0.3,2,0.24,0.8141592920353983,0.44878048780487806,0.11361200428724544,0.007502679528403001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11917942038423966,0.5315494387842501,0.5119354233008282
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,13,0.2,8,0.72,0.14,0.3,2,0.24,0.8145695364238411,0.4489051094890511,0.11039657020364416,0.00857449088960343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11983067404754151,0.531407843492697,0.511957547578953
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,13,0.2,13,0.72,0.08,0.42,2,0.36,0.8123620309050773,0.4482338611449452,0.11039657020364416,0.00964630225080386,0.004942339373970346,0.0,0.004942339373970346,0.0,0.0016474464579901153,0.0,0.9950576606260296,0.11950504721589059,0.5328905555506809,0.5135445223875617
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,21,0.08,8,0.55,0.08,0.18,2,0.24,0.7833333333333333,0.4392523364485981,0.1264737406216506,0.0707395498392283,0.20655270655270655,0.08547008547008547,0.20655270655270655,0.0,0.07977207977207977,0.0,0.7934472934472935,0.10713122761315533,0.5435808123844719,0.585022196920856
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,21,0.08,8,0.55,0.14,0.18,2,0.36,0.8147321428571429,0.4489544895448955,0.12111468381564845,0.007502679528403001,0.006934812760055479,0.0013869625520110957,0.006934812760055479,0.0013869625520110957,0.0027739251040221915,0.0,0.9930651872399445,0.1185281667209378,0.5306047473051998,0.5146660128812259
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,21,0.14,8,0.55,0.14,0.3,2,0.36,0.8127753303964758,0.44835965978128794,0.11146838156484459,0.006430868167202572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11983067404754151,0.5343251517854639,0.512103109379781
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,13,0.2,13,0.55,0.08,0.3,2,0.36,0.8097345132743363,0.4474327628361858,0.11361200428724544,0.00964630225080386,0.0049504950495049506,0.0,0.0049504950495049506,0.0,0.0016501650165016502,0.0,0.995049504950495,0.1185281667209378,0.5329986596576051,0.5131243904496317
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,21,0.08,21,0.72,0.08,0.42,2,0.36,0.7982456140350878,0.44390243902439025,0.11254019292604502,0.00857449088960343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.5291600221827022,0.5088702614879281
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,21,0.14,21,0.55,0.08,0.42,2,0.36,0.8127753303964758,0.44835965978128794,0.11146838156484459,0.006430868167202572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11983067404754151,0.5343251517854639,0.512103109379781
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,21,0.14,21,0.55,0.14,0.18,2,0.36,0.8127753303964758,0.44835965978128794,0.11146838156484459,0.006430868167202572,0.001375515818431912,0.0,0.001375515818431912,0.0,0.0,0.0,0.9986244841815681,0.11983067404754151,0.5343251517854639,0.5127496018144441
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,21,0.2,13,0.72,0.08,0.42,2,0.24,0.8070175438596491,0.44660194174757284,0.10610932475884244,0.010718113612004287,0.0013908205841446453,0.0013908205841446453,0.0013908205841446453,0.0,0.0,0.0,0.9986091794158554,0.11917942038423966,0.5323703405519229,0.5115412403837696
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,21,0.2,21,0.72,0.14,0.18,2,0.24,0.8049886621315193,0.44597989949748745,0.1082529474812433,0.03858520900321544,0.06388888888888888,0.02638888888888889,0.06388888888888888,0.0,0.027777777777777776,0.0,0.9361111111111111,0.11527189840442853,0.5386626494880806,0.5338151736928074
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,13,0.08,13,0.55,0.08,0.3,2,0.36,0.7964989059080962,0.44336175395858707,0.1157556270096463,0.004287245444801715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.5304459641414099,0.5088374306266842
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,13,0.08,21,0.72,0.08,0.42,2,0.36,0.8035320088300221,0.4455324357405141,0.1157556270096463,0.00857449088960343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.52914746173834,0.5097715979686206
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,13,0.14,8,0.55,0.14,0.18,2,0.36,0.7982456140350878,0.44390243902439025,0.11254019292604502,0.00857449088960343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11787691305763595,0.5288208933594671,0.5088292959893084
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.08,8,0.55,0.08,0.18,2,0.36,0.7941834451901566,0.442643391521197,0.1157556270096463,0.02465166130760986,0.10957004160887657,0.04160887656033287,0.10957004160887657,0.0,0.015256588072122053,0.0,0.8904299583911235,0.11494627157277759,0.5329821602516536,0.5584038933046339
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.08,13,0.55,0.08,0.42,2,0.24,0.7964989059080962,0.44336175395858707,0.1157556270096463,0.004287245444801715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.5299606731682052,0.5087694898904356
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.08,13,0.72,0.08,0.42,2,0.24,0.8,0.4444444444444444,0.11361200428724544,0.00857449088960343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.5290257911777694,0.5091512837243307
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.08,21,0.55,0.14,0.3,2,0.36,0.7964989059080962,0.44336175395858707,0.1157556270096463,0.004287245444801715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.5299606731682052,0.5087694898904356
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.2,21,0.72,0.14,0.18,2,0.24,0.8018018018018018,0.445,0.11039657020364416,0.03215434083601286,0.04850213980028531,0.021398002853067047,0.04850213980028531,0.0,0.017118402282453638,0.0,0.9514978601997147,0.11527189840442853,0.5353185727922445,0.5288250327846477
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,13,0.2,8,0.72,0.08,0.42,2,0.36,0.8123620309050773,0.4482338611449452,0.11039657020364416,0.00964630225080386,0.006589785831960461,0.0,0.006589785831960461,0.0,0.0016474464579901153,0.0,0.9934102141680395,0.11950504721589059,0.5328905555506809,0.5143188222228171
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,13,0.2,13,0.55,0.08,0.18,2,0.36,0.7908045977011494,0.441591784338896,0.1082529474812433,0.05680600214362272,0.25,0.09437086092715231,0.25,0.0016556291390728477,0.046357615894039736,0.013245033112582781,0.75,0.11103874959296646,0.5431056999629671,0.6165117366614099
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,13,0.2,13,0.72,0.08,0.18,2,0.24,0.7890818858560794,0.44105409153952846,0.12111468381564845,0.10610932475884244,0.3511586452762923,0.12299465240641712,0.3511586452762923,0.0017825311942959,0.13903743315508021,0.035650623885918005,0.6488413547237076,0.10322370563334418,0.5450124151859725,0.6302273708397482
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,13,0.2,13,0.72,0.08,0.42,2,0.24,0.8123620309050773,0.4482338611449452,0.11039657020364416,0.00964630225080386,0.004942339373970346,0.0,0.004942339373970346,0.0,0.0016474464579901153,0.0,0.9950576606260296,0.11950504721589059,0.5328905555506809,0.5135445223875617
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.08,8,0.55,0.14,0.42,2,0.36,0.7964989059080962,0.44336175395858707,0.1157556270096463,0.004287245444801715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.5299606731682052,0.5087694898904356
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.08,13,0.55,0.08,0.18,2,0.24,0.7833333333333333,0.4392523364485981,0.1264737406216506,0.0707395498392283,0.20655270655270655,0.08547008547008547,0.20655270655270655,0.0,0.07977207977207977,0.01566951566951567,0.7934472934472935,0.10713122761315533,0.5435808123844719,0.5818882937869528
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.08,13,0.55,0.08,0.18,2,0.36,0.7931818181818182,0.4423320659062104,0.11468381564844587,0.03965702036441586,0.20357634112792297,0.08940852819807428,0.20357634112792297,0.001375515818431912,0.024759284731774415,0.016506189821182942,0.796423658872077,0.11331813741452296,0.5365926115392814,0.6005680540367558
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.08,21,0.55,0.14,0.3,2,0.36,0.7964989059080962,0.44336175395858707,0.1157556270096463,0.004287245444801715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.5299606731682052,0.5087694898904356
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.14,13,0.55,0.14,0.18,2,0.24,0.8075221238938053,0.4467564259485924,0.11146838156484459,0.012861736334405145,0.009589041095890411,0.0013698630136986301,0.009589041095890411,0.0,0.005479452054794521,0.0,0.9904109589041096,0.11885379355258874,0.5340438069688311,0.5138468823799637
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.2,8,0.72,0.08,0.18,2,0.24,0.817258883248731,0.44972067039106145,0.11682743837084673,0.1157556270096463,0.2886002886002886,0.10101010101010101,0.2886002886002886,0.002886002886002886,0.12265512265512266,0.02886002886002886,0.7113997113997114,0.10420058612829697,0.5440539448062511,0.6104767628433462
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.58,21,0.2,8,0.72,0.08,0.42,2,0.24,0.8123620309050773,0.4482338611449452,0.10610932475884244,0.013933547695605574,0.008321775312066574,0.0027739251040221915,0.008321775312066574,0.0,0.004160887656033287,0.0,0.9916782246879334,0.11885379355258874,0.5346915307500664,0.5147057127103531
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.08,8,0.55,0.14,0.3,2,0.24,0.7964989059080962,0.44336175395858707,0.1157556270096463,0.004287245444801715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.5304459641414099,0.5088374306266842
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.08,8,0.72,0.08,0.42,2,0.36,0.8035320088300221,0.4455324357405141,0.1157556270096463,0.00857449088960343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185281667209378,0.52914746173834,0.5097715979686206
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.14,8,0.55,0.08,0.18,2,0.36,0.8223234624145785,0.45125,0.11361200428724544,0.028938906752411574,0.1812191103789127,0.06754530477759473,0.1812191103789127,0.0,0.029654036243822075,0.0,0.8187808896210873,0.11755128622598503,0.536717594570479,0.5947143576631135
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.14,8,0.55,0.08,0.3,2,0.24,0.8013245033112583,0.44485294117647056,0.1157556270096463,0.00964630225080386,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0016666666666666668,0.0,0.9966666666666667,0.11755128622598503,0.5303739243690462,0.510565746196725
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.14,13,0.55,0.08,0.18,2,0.24,0.772093023255814,0.4356955380577428,0.12111468381564845,0.06216505894962487,0.1811965811965812,0.07008547008547009,0.1811965811965812,0.0,0.07692307692307693,0.0,0.8188034188034188,0.10778248127645718,0.5401155753893638,0.5704863251530358
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.14,13,0.55,0.08,0.42,2,0.36,0.7982456140350878,0.44390243902439025,0.11254019292604502,0.00857449088960343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11787691305763595,0.5288208933594671,0.5088292959893084
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.14,21,0.72,0.08,0.3,2,0.24,0.8,0.4444444444444444,0.11682743837084673,0.03429796355841372,0.10374149659863946,0.02891156462585034,0.10374149659863946,0.0,0.03741496598639456,0.0,0.8962585034013606,0.11462064474112667,0.5342583824450646,0.5481734344515234
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.14,21,0.72,0.14,0.18,2,0.36,0.8089887640449438,0.4472049689440994,0.11254019292604502,0.02465166130760986,0.09181969949916527,0.0333889816360601,0.09181969949916527,0.0,0.008347245409015025,0.0,0.9081803005008348,0.11690003256268316,0.5329012980494787,0.5541578283757818
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.2,8,0.72,0.08,0.42,2,0.24,0.8145695364238411,0.4489051094890511,0.11039657020364416,0.00857449088960343,0.001652892561983471,0.0,0.001652892561983471,0.0,0.0,0.0,0.9983471074380166,0.11983067404754151,0.5320609792084194,0.5128258460832864
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.2,8,0.72,0.14,0.3,2,0.24,0.8145695364238411,0.4489051094890511,0.11039657020364416,0.00857449088960343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11983067404754151,0.531407843492697,0.511957547578953
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.2,13,0.55,0.14,0.3,2,0.24,0.8048245614035088,0.4459295261239368,0.10932475884244373,0.00857449088960343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11885379355258874,0.5313363679195608,0.5102954549643055
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,13,0.2,21,0.55,0.08,0.18,2,0.36,0.7986425339366516,0.4440251572327044,0.10718113612004287,0.04072883172561629,0.20741989881956155,0.07419898819561552,0.20741989881956155,0.0,0.03541315345699832,0.0,0.7925801011804384,0.11462064474112667,0.5376008278234363,0.601558684521197
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,21,0.14,8,0.55,0.08,0.18,2,0.36,0.8068181818181818,0.44654088050314467,0.10932475884244373,0.03858520900321544,0.16973125884016974,0.06647807637906648,0.16973125884016974,0.0014144271570014145,0.026874115983026876,0.0,0.8302687411598303,0.11559752523607945,0.533839936437267,0.5872434929745548
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,21,0.14,13,0.55,0.14,0.42,2,0.36,0.8127753303964758,0.44835965978128794,0.11146838156484459,0.006430868167202572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11983067404754151,0.5343251517854639,0.512103109379781
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,21,0.2,8,0.72,0.08,0.18,2,0.36,0.7948717948717948,0.44285714285714284,0.10289389067524116,0.07181136120042872,0.24142857142857144,0.10142857142857142,0.24142857142857144,0.0,0.045714285714285714,0.0,0.7585714285714286,0.10973624226636275,0.5455289271446855,0.616335436605703
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.08,0.68,21,0.2,13,0.72,0.14,0.18,2,0.36,0.8220720720720721,0.4511742892459827,0.10718113612004287,0.02572347266881029,0.07381615598885793,0.037604456824512536,0.07381615598885793,0.0,0.008356545961002786,0.0,0.9261838440111421,0.1185281667209378,0.5339242492527922,0.5483884799403096
