flow,family,alpha,offset,window_width,delay,prediction_gain,pocket_gain,pocket_decay,fit_limit,revision_threshold,write_threshold,rupture_limit,write_count,witness_count,witness_conversion,delayed_retention,release_rate,rupture_rate,prediction_update_rate,mean_fit_error,mean_revision_size,mean_pocket_age,pollution,phase_lock_resistance,score
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,5,0.04,0.12,0.985,0.28,0.055,0.58,0.72,0.0,2.0,0.0,0.0,0.0019047619047619048,0.9942857142857143,0.0,1.2381648787026398,0.04952659514810559,6.5,0.0,0.5408667663784412,0.2572706110896006
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,5,0.04,0.12,0.985,0.28,0.055,0.58,0.72,0.0,3.0,0.0,0.0,0.0037593984962406013,0.9906015037593985,0.0,1.2253945602598373,0.0490157824103935,8.333333333333334,0.0,0.5908011468256895,0.2820639483653141
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,5,0.04,0.12,0.985,0.28,0.055,0.58,0.72,0.0,2.0,0.0,0.0,0.003795066413662239,0.9924098671726755,0.0,1.2380510140116359,0.04952204056046544,13.5,0.0,0.5908649917711581,0.28856185453248323
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,5,0.04,0.12,0.985,0.28,0.055,0.58,0.72,0.0,2.0,0.0,0.0,0.003816793893129771,0.9923664122137404,0.0,1.2189910298756752,0.048759641195027,3.0,0.0,0.6586136695824234,0.24647202219673706
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,5,0.04,0.12,0.985,0.28,0.055,0.58,0.72,0.0,1.0,0.0,0.0,0.0,0.9980879541108987,0.0,1.2158697883329577,0.04863479153331831,40.0,0.0,0.6036314765735489,0.28952363703545075
silver,metallic,0.37821356237309517,-0.036,0.14,5,0.04,0.22,0.985,0.16,0.1,0.42,0.52,0.0,4.0,0.0,0.0,0.005747126436781609,0.9865900383141762,0.0,1.0468862787763,0.041875451151051984,10.0,0.0,0.554868522025231,0.2727570463707895
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,5,0.04,0.22,0.985,0.16,0.1,0.42,0.52,0.0,1.0,0.0,0.0,0.0,0.9980694980694981,0.0,1.1215708006111025,0.044862832024444105,59.0,0.0,0.6006152752557947,0.2842665096538182
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,5,0.04,0.22,0.985,0.16,0.1,0.42,0.52,0.0,2.0,0.0,0.0,0.0019230769230769232,0.9942307692307693,0.0,1.1088240754349334,0.04435296301739733,24.0,0.0,0.5421569054745472,0.2732602159879344
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,5,0.04,0.22,0.985,0.16,0.1,0.42,0.52,0.0,3.0,0.0,0.0,0.003780718336483932,0.9905482041587902,0.0,1.1035150492887353,0.044140601971549426,14.0,0.0,0.5911613624893644,0.2819628695461707
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,5,0.04,0.22,0.985,0.16,0.1,0.42,0.52,0.0,2.0,0.0,0.0,0.0019047619047619048,0.9942857142857143,0.0,1.1069069298327696,0.04427627719331079,24.5,0.0,0.5911398493583826,0.2819790908047187
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,5,0.04,0.22,0.985,0.16,0.1,0.42,0.52,0.0,2.0,0.0,0.0,0.0019569471624266144,0.9941291585127201,0.0,1.082380189735128,0.04329520758940512,52.5,0.0,0.4893679394180762,0.2624400722415013
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,5,0.04,0.22,0.985,0.16,0.1,0.42,0.52,0.0,1.0,0.0,0.0,0.0,0.9980879541108987,0.0,1.0861267412316042,0.04344506964926418,40.0,0.0,0.6036314765735489,0.28303648468038306
silver,metallic,0.37821356237309517,-0.036,0.14,5,0.04,0.22,0.985,0.44,0.055,0.58,0.92,0.0,2.0,0.0,0.0,0.003838771593090211,0.9923224568138196,0.0,1.329463011394706,0.05317852045578824,4.0,0.0,0.5564127704105581,0.24249010652663855
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,5,0.04,0.22,0.985,0.44,0.055,0.58,0.92,0.0,1.0,0.0,0.0,0.0,0.9980842911877394,0.0,1.4054022191353737,0.056216088765414944,31.0,0.0,0.5986236744017657,0.29809900070157697
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,5,0.04,0.22,0.985,0.44,0.055,0.58,0.92,0.0,1.0,0.0,0.0,0.0019083969465648854,0.9961832061068703,0.0,1.3973448610640287,0.05589379444256114,2.0,0.0,0.5412468875945375,0.22522213235372116
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,5,0.04,0.22,0.985,0.44,0.055,0.58,0.92,0.0,3.0,0.0,0.0,0.005597014925373134,0.9888059701492538,0.0,1.3673718400749684,0.054694873602998746,3.0,0.0,0.5906844616149078,0.24180622295512835
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,5,0.04,0.22,0.985,0.44,0.055,0.58,0.92,0.0,2.0,0.0,0.0,0.001890359168241966,0.994328922495274,0.0,1.404983646527088,0.056199345861083515,7.5,0.0,0.5911343392970945,0.2835468731666871
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,5,0.04,0.22,0.985,0.44,0.055,0.58,0.92,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.391952228248034,0.055678089129921365,15.0,0.0,0.6593044004914381,0.3084256602058414
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,5,0.04,0.22,0.985,0.44,0.055,0.58,0.92,0.0,1.0,0.0,0.0,0.0,0.9980879541108987,0.0,1.3854604911415433,0.05541841964566173,40.0,0.0,0.6036314765735489,0.29800317217588
silver,metallic,0.37821356237309517,-0.036,0.14,5,0.08,0.12,0.9,0.28,0.055,0.58,0.52,0.0,2.0,0.0,0.0,0.0038240917782026767,0.9923518164435946,0.0,1.2483290099025584,0.09986632079220467,1.0,0.0,0.5533809518828146,0.24880338757005174
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,5,0.08,0.12,0.9,0.28,0.055,0.58,0.52,0.0,1.0,0.0,0.0,0.0019120458891013384,0.9961759082217974,0.0,1.3172113356516493,0.10537690685213197,11.0,0.0,0.5986197773881712,0.3279045236009989
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,5,0.08,0.12,0.9,0.28,0.055,0.58,0.52,0.0,2.0,0.0,0.0,0.0038022813688212928,0.9923954372623575,0.0,1.295843193470653,0.10366745547765222,2.0,0.0,0.5409057863214277,0.25544500182514046
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,5,0.08,0.12,0.9,0.28,0.055,0.58,0.52,0.0,4.0,0.0,0.0,0.007434944237918215,0.9851301115241635,0.0,1.2966572299583536,0.10373257839666829,1.25,0.0,0.5902217444376612,0.2579458206489236
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,5,0.08,0.12,0.9,0.28,0.055,0.58,0.52,0.0,2.0,0.0,0.0,0.003766478342749529,0.992467043314501,0.0,1.3229767673148962,0.10583814138519168,1.0,0.0,0.5907346642975304,0.25552244672986435
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,5,0.08,0.12,0.9,0.28,0.055,0.58,0.52,0.0,2.0,0.0,0.0,0.003816793893129771,0.9923664122137404,0.0,1.3029545580684672,0.10423636464547736,1.0,0.0,0.6584069691503622,0.2677074868474045
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,5,0.08,0.12,0.9,0.28,0.055,0.58,0.52,0.0,2.0,0.0,0.0,0.003795066413662239,0.9924098671726755,0.0,1.315916722942383,0.10527333783539065,2.0,0.0,0.6023115496740874,0.2664974620322065
silver,metallic,0.37821356237309517,-0.036,0.14,5,0.08,0.22,0.985,0.44,0.055,0.42,0.72,0.0,2.0,0.0,0.0,0.003816793893129771,0.9923664122137404,0.0,1.405567263217809,0.1124453810574247,1.0,0.0,0.5538296715429079,0.2488835732780627
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,5,0.08,0.22,0.985,0.44,0.055,0.42,0.72,0.0,1.0,0.0,0.0,0.0,0.9980842911877394,0.0,1.5035994977682177,0.12028795982145743,31.0,0.0,0.5986236744017657,0.3278288897448083
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,5,0.08,0.22,0.985,0.44,0.055,0.42,0.72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4703622588182046,0.11762898070545637,0.0,0.0,0.5407544256351584,0.23733579661432852
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,5,0.08,0.22,0.985,0.44,0.055,0.42,0.72,0.0,1.0,0.0,0.0,0.001869158878504673,0.9962616822429906,0.0,1.4796050643965413,0.11836840515172328,1.0,0.0,0.589235851367645,0.2551008748453454
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,5,0.08,0.22,0.985,0.44,0.055,0.42,0.72,0.0,2.0,0.0,0.0,0.003766478342749529,0.992467043314501,0.0,1.4936126979086055,0.11948901583268842,1.0,0.0,0.5907346642975304,0.25552244672986435
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,5,0.08,0.22,0.985,0.44,0.055,0.42,0.72,0.0,1.0,0.0,0.0,0.0,0.9980842911877394,0.0,1.4757267452081806,0.11805813961665446,9.0,0.0,0.65863181819831,0.3386303556281862
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,5,0.08,0.22,0.985,0.44,0.055,0.42,0.72,0.0,1.0,0.0,0.0,0.0,0.9980988593155894,0.0,1.4753243644273333,0.11802594915418668,9.0,0.0,0.6018877049334777,0.32841583251540235
silver,metallic,0.37821356237309517,-0.036,0.14,5,0.14,0.12,0.9,0.16,0.025,0.74,0.52,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.1981752751381431,0.16774453851934004,1.0,0.0,0.5536957562548461,0.24870738171974205
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,5,0.14,0.12,0.9,0.16,0.025,0.74,0.52,0.0,2.0,0.0,0.0,0.0038095238095238095,0.9923809523809524,0.0,1.27823409140059,0.17895277279608265,2.0,0.0,0.5984394415570897,0.26580163916281585
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,5,0.14,0.12,0.9,0.16,0.025,0.74,0.52,0.0,2.0,0.0,0.0,0.0038022813688212928,0.9923954372623575,0.0,1.2703809558087698,0.1778533338132278,1.5,0.0,0.5408344072526015,0.2509877091483073
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,5,0.14,0.12,0.9,0.16,0.025,0.74,0.52,0.0,2.0,0.0,0.0,0.003738317757009346,0.9925233644859813,0.0,1.2708690479357139,0.1779216667109999,1.0,0.0,0.5902380848311246,0.25543080957905206
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,5,0.14,0.12,0.9,0.16,0.025,0.74,0.52,0.0,4.0,0.0,0.0,0.007518796992481203,0.9849624060150376,0.0,1.290521065211739,0.18067294912964346,1.0,0.0,0.5906755274251587,0.25581198758481594
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,5,0.14,0.12,0.9,0.16,0.025,0.74,0.52,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.2659570431622713,0.17723398604271798,1.0,0.0,0.6588979716583803,0.2676437804923782
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,5,0.14,0.12,0.9,0.16,0.025,0.74,0.52,0.0,2.0,0.0,0.0,0.0038022813688212928,0.9923954372623575,0.0,1.2544036249750383,0.17561650749650537,5.0,0.0,0.6034551520915779,0.29337055433043413
silver,metallic,0.37821356237309517,-0.036,0.14,8,0.04,0.12,0.95,0.16,0.025,0.58,0.92,0.0,2.0,0.0,0.0,0.0048543689320388345,0.9902912621359223,0.0,1.0671059595350043,0.042684238381400175,1.0,0.0,0.6539035254184673,0.22033517095552632
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,8,0.04,0.12,0.95,0.16,0.025,0.58,0.92,0.0,3.0,0.0,0.0,0.006185567010309278,0.9876288659793815,0.0,1.200713661727466,0.04802854646909864,10.333333333333334,0.0,0.6062913899478151,0.2896629786378047
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,8,0.04,0.12,0.95,0.16,0.025,0.58,0.92,0.0,2.0,0.0,0.0,0.003968253968253968,0.9920634920634921,0.0,1.1406731438752191,0.04562692575500876,4.5,0.0,0.553628222771698,0.23700419761012695
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,8,0.04,0.12,0.95,0.16,0.025,0.58,0.92,0.0,3.0,0.0,0.0,0.005836575875486381,0.9883268482490273,0.0,1.1584102121003381,0.046336408484013526,1.0,0.0,0.6022209383217743,0.21567609446186406
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,8,0.04,0.12,0.95,0.16,0.025,0.58,0.92,0.0,2.0,0.0,0.0,0.003937007874015748,0.9921259842519685,0.0,1.1685139260725304,0.04674055704290122,14.0,0.0,0.6004808169782878,0.28682720398963957
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,8,0.04,0.12,0.95,0.16,0.025,0.58,0.92,0.0,2.0,0.0,0.0,0.00404040404040404,0.9919191919191919,0.0,1.1356111447929418,0.04542444579171767,1.0,0.0,0.673127619438742,0.22715564995074186
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,8,0.04,0.12,0.95,0.16,0.025,0.58,0.92,0.0,4.0,0.0,0.0,0.008733624454148471,0.982532751091703,0.0,1.116724516760967,0.04466898067043868,10.0,0.0,0.6416150277805084,0.2920256207948717
silver,metallic,0.37821356237309517,-0.036,0.14,8,0.04,0.12,0.95,0.44,0.1,0.42,0.92,0.0,2.0,0.0,0.0,0.0038314176245210726,0.9923371647509579,0.0,1.3926702042557217,0.05570680817022887,1.0,0.0,0.5537862970133551,0.2185104459740406
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,8,0.04,0.12,0.95,0.44,0.1,0.42,0.92,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.4774399626882082,0.05909759850752833,13.0,0.0,0.5986434799129616,0.3017810812237243
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,8,0.04,0.12,0.95,0.44,0.1,0.42,0.92,0.0,1.0,0.0,0.0,0.0019120458891013384,0.9961759082217974,0.0,1.4298790353514987,0.05719516141405995,2.0,0.0,0.5412468875945375,0.2268491329834976
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,8,0.04,0.12,0.95,0.44,0.1,0.42,0.92,0.0,2.0,0.0,0.0,0.003738317757009346,0.9925233644859813,0.0,1.4417447958601224,0.05766979183440489,1.0,0.0,0.5908578267853435,0.2276296029238176
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,8,0.04,0.12,0.95,0.44,0.1,0.42,0.92,0.0,2.0,0.0,0.0,0.003766478342749529,0.992467043314501,0.0,1.4665283263725495,0.058661133054901976,1.0,0.0,0.5902554644618874,0.22876260707807605
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,8,0.04,0.12,0.95,0.44,0.1,0.42,0.92,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.4344920342118168,0.05737968136847268,1.0,0.0,0.48892771620835296,0.20877373622196413
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,8,0.04,0.12,0.95,0.44,0.1,0.42,0.92,0.0,1.0,0.0,0.0,0.0019011406844106464,0.9961977186311787,0.0,1.4422487505013495,0.05768995002005398,3.0,0.0,0.6023445438759725,0.24735321334416205
silver,metallic,0.37821356237309517,-0.036,0.14,8,0.04,0.34,0.95,0.28,0.025,0.58,0.52,0.0,2.0,0.0,0.0,0.0038240917782026767,0.9923518164435946,0.0,1.218565264584211,0.04874261058336845,1.0,0.0,0.5533809518828146,0.2097316507992623
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,8,0.04,0.34,0.95,0.28,0.025,0.58,0.52,0.0,1.0,0.0,0.0,0.0,0.9980806142034548,0.0,1.3088306108186194,0.052353224432744774,31.0,0.0,0.5986236744017657,0.2932705673651106
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,8,0.04,0.34,0.95,0.28,0.025,0.58,0.52,0.0,1.0,0.0,0.0,0.0,0.9980842911877394,0.0,1.2925982541926464,0.05170393016770585,16.0,0.0,0.541193365596444,0.28212134686948265
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,8,0.04,0.34,0.95,0.28,0.025,0.58,0.52,0.0,2.0,0.0,0.0,0.0018796992481203006,0.9943609022556391,0.0,1.2753592738929027,0.05101437095571611,9.5,0.0,0.5906402032071223,0.2903087641817016
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,8,0.04,0.34,0.95,0.28,0.025,0.58,0.52,0.0,2.0,0.0,0.0,0.0018867924528301887,0.9943396226415094,0.0,1.314826731743347,0.05259306926973388,4.0,0.0,0.5901982990495311,0.24775900106597815
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,8,0.04,0.34,0.95,0.28,0.025,0.58,0.52,0.0,2.0,0.0,0.0,0.003816793893129771,0.9923664122137404,0.0,1.2762284399293709,0.05104913759717483,8.5,0.0,0.6590306920586126,0.2982978456340247
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,8,0.04,0.34,0.95,0.28,0.025,0.58,0.52,0.0,1.0,0.0,0.0,0.0,0.9980842911877394,0.0,1.2549201649900532,0.05019680659960213,40.0,0.0,0.603991829456642,0.29154116590418866
silver,metallic,0.37821356237309517,-0.036,0.14,8,0.08,0.22,0.95,0.16,0.055,0.42,0.72,0.0,1.0,0.0,0.0,0.0019193857965451055,0.9961612284069098,0.0,1.1910963817559772,0.09528771054047819,1.0,0.0,0.5532458839173897,0.24862669885774266
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,8,0.08,0.22,0.95,0.16,0.055,0.42,0.72,0.0,1.0,0.0,0.0,0.0019193857965451055,0.9961612284069098,0.0,1.312378957671863,0.10499031661374904,30.0,0.0,0.5991236915427305,0.3279958153414151
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,8,0.08,0.22,0.95,0.16,0.055,0.42,0.72,0.0,1.0,0.0,0.0,0.0,0.9980842911877394,0.0,1.2709064615667793,0.10167251692534235,16.0,0.0,0.541193365596444,0.31749143415985037
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,8,0.08,0.22,0.95,0.16,0.055,0.42,0.72,0.0,2.0,0.0,0.0,0.00375234521575985,0.9924953095684803,0.0,1.2605760167390485,0.10084608133912389,1.0,0.0,0.59088841447412,0.25554899111149126
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,8,0.08,0.22,0.95,0.16,0.055,0.42,0.72,0.0,2.0,0.0,0.0,0.0019011406844106464,0.9942965779467681,0.0,1.2947523712832456,0.10358018970265966,14.5,0.0,0.5903999072629462,0.3265001201894596
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,8,0.08,0.22,0.95,0.16,0.055,0.42,0.72,0.0,1.0,0.0,0.0,0.0019193857965451055,0.9961612284069098,0.0,1.245664446781743,0.09965315574253945,1.0,0.0,0.4893035972440638,0.23711708725654398
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,8,0.08,0.22,0.95,0.16,0.055,0.42,0.72,0.0,1.0,0.0,0.0,0.0019230769230769232,0.9961538461538462,0.0,1.2652753609960952,0.1012220288796876,44.0,0.0,0.6052314451733798,0.3290955062850545
silver,metallic,0.37821356237309517,-0.036,0.14,8,0.08,0.22,0.95,0.16,0.1,0.58,0.52,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.1933465034271682,0.09546772027417345,1.0,0.0,0.5536957562548461,0.24870738171974205
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,8,0.08,0.22,0.95,0.16,0.1,0.58,0.52,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.2967126281599084,0.10373701025279267,30.0,0.0,0.5988274555084085,0.3279421986964944
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,8,0.08,0.22,0.95,0.16,0.1,0.58,0.52,0.0,1.0,0.0,0.0,0.0,0.9980842911877394,0.0,1.2709064615667793,0.10167251692534235,16.0,0.0,0.541193365596444,0.31749143415985037
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,8,0.08,0.22,0.95,0.16,0.1,0.58,0.52,0.0,2.0,0.0,0.0,0.003738317757009346,0.9925233644859813,0.0,1.2644931035318765,0.1011594482825501,1.0,0.0,0.5907203250882371,0.2555176128253323
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,8,0.08,0.22,0.95,0.16,0.1,0.58,0.52,0.0,2.0,0.0,0.0,0.0018975332068311196,0.9943074003795066,0.0,1.2926711706926588,0.10341369365541271,11.0,0.0,0.5900731615624226,0.3264408730660558
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,8,0.08,0.22,0.95,0.16,0.1,0.58,0.52,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.2475082215745263,0.09980065772596211,1.0,0.0,0.48892771620835296,0.23704913451137327
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,8,0.08,0.22,0.95,0.16,0.1,0.58,0.52,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.2459207966411823,0.09967366373129459,44.0,0.0,0.6047712839847115,0.3290120878222289
silver,metallic,0.37821356237309517,-0.036,0.14,8,0.08,0.22,0.95,0.28,0.025,0.58,0.72,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.3253824591975363,0.10603059673580291,1.0,0.0,0.5536957562548461,0.24870738171974205
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,8,0.08,0.22,0.95,0.28,0.025,0.58,0.72,0.0,1.0,0.0,0.0,0.0,0.9980806142034548,0.0,1.4337521880549664,0.1147001750443973,31.0,0.0,0.5986236744017657,0.32782903682417963
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,8,0.08,0.22,0.95,0.28,0.025,0.58,0.72,0.0,1.0,0.0,0.0,0.0,0.9980842911877394,0.0,1.3799614947271617,0.11039691957817291,16.0,0.0,0.541193365596444,0.31749143415985037
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,8,0.08,0.22,0.95,0.28,0.025,0.58,0.72,0.0,2.0,0.0,0.0,0.003738317757009346,0.9925233644859813,0.0,1.3804950077693943,0.11043960062155155,1.0,0.0,0.5908578267853435,0.25554236313081147
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,8,0.08,0.22,0.95,0.28,0.025,0.58,0.72,0.0,1.0,0.0,0.0,0.001890359168241966,0.996219281663516,0.0,1.4028072062784223,0.11222457650227378,1.0,0.0,0.5906634991770239,0.2553595474742125
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,8,0.08,0.22,0.95,0.28,0.025,0.58,0.72,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.389860043822159,0.11118880350577273,1.0,0.0,0.48892771620835296,0.23704913451137327
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,8,0.08,0.22,0.95,0.28,0.025,0.58,0.72,0.0,1.0,0.0,0.0,0.0,0.9980952380952381,0.0,1.3848840524741302,0.11079072419793043,9.0,0.0,0.6022443151806933,0.32848016720871526
silver,metallic,0.37821356237309517,-0.036,0.14,8,0.08,0.34,0.9,0.16,0.1,0.42,0.92,0.0,1.0,0.0,0.0,0.002197802197802198,0.9956043956043956,0.0,1.160001638284632,0.09280013106277057,1.0,0.0,0.5966007315048012,0.2564528447355773
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,8,0.08,0.34,0.9,0.16,0.1,0.42,0.92,0.0,1.0,0.0,0.0,0.001968503937007874,0.9960629921259843,0.0,1.3330699126048562,0.1066455930083885,20.0,0.0,0.6050687824308751,0.3290698611525182
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,8,0.08,0.34,0.9,0.16,0.1,0.42,0.92,0.0,1.0,0.0,0.0,0.001941747572815534,0.996116504854369,0.0,1.2751363445478971,0.10201090756383178,14.0,0.0,0.546957320650147,0.3186076575228517
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,8,0.08,0.34,0.9,0.16,0.1,0.42,0.92,0.0,2.0,0.0,0.0,0.0038910505836575876,0.9922178988326849,0.0,1.2494694408556843,0.09995755526845475,3.0,0.0,0.603086015547611,0.27553343351192927
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,8,0.08,0.34,0.9,0.16,0.1,0.42,0.92,0.0,2.0,0.0,0.0,0.003861003861003861,0.9922779922779923,0.0,1.2717491933947147,0.10173993547157718,11.5,0.0,0.5932855101604673,0.32710027213776444
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,8,0.08,0.34,0.9,0.16,0.1,0.42,0.92,0.0,1.0,0.0,0.0,0.0020491803278688526,0.9959016393442623,0.0,1.2325252547147243,0.09860202037717794,1.0,0.0,0.6768896276085592,0.27089295628465904
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,8,0.08,0.34,0.9,0.16,0.1,0.42,0.92,0.0,1.0,0.0,0.0,0.0020408163265306124,0.9959183673469387,0.0,1.2574355020429888,0.10059484016343913,30.0,0.0,0.621624156550626,0.3320556134852351
silver,metallic,0.37821356237309517,-0.036,0.14,8,0.14,0.12,0.9,0.16,0.055,0.58,0.52,0.0,1.0,0.0,0.0,0.0019120458891013384,0.9961759082217974,0.0,1.2475651665484315,0.17465912331678043,1.0,0.0,0.554159793039452,0.24879061530711835
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,8,0.14,0.12,0.9,0.16,0.055,0.58,0.52,0.0,2.0,0.0,0.0,0.003816793893129771,0.9923664122137404,0.0,1.4128393387866032,0.1977975074301245,1.5,0.0,0.5982768436695782,0.2613285087053078
silver,metallic,0.40221356237309513,-0.011999999999999997,0.14,8,0.14,0.12,0.9,0.16,0.055,0.58,0.52,0.0,1.0,0.0,0.0,0.0019120458891013384,0.9961759082217974,0.0,1.4079194488456628,0.19710872283839279,2.0,0.0,0.5412468875945375,0.25535518121592266
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.14,8,0.14,0.12,0.9,0.16,0.055,0.58,0.52,0.0,1.0,0.0,0.0,0.001876172607879925,0.9962476547842402,0.0,1.3970359184738077,0.19558502858633312,1.0,0.0,0.59104407437148,0.25542691608438567
silver,metallic,0.42621356237309516,0.012000000000000004,0.14,8,0.14,0.12,0.9,0.16,0.055,0.58,0.52,0.0,3.0,0.0,0.0,0.005660377358490566,0.9886792452830189,0.0,1.3869191901140432,0.19416868661596604,1.0,0.0,0.5897665195751101,0.25549969260108796
silver,metallic,0.43821356237309517,0.024000000000000004,0.14,8,0.14,0.12,0.9,0.16,0.055,0.58,0.52,0.0,1.0,0.0,0.0,0.0019120458891013384,0.9961759082217974,0.0,1.3888917083000374,0.19444483916200525,1.0,0.0,0.6585415197986013,0.2675793261237652
silver,metallic,0.4502135623730952,0.036000000000000004,0.14,8,0.14,0.12,0.9,0.16,0.055,0.58,0.52,0.0,2.0,0.0,0.0,0.0038095238095238095,0.9923809523809524,0.0,1.3670136529666588,0.19138191141533223,3.0,0.0,0.60334488166886,0.2755735072718234
silver,metallic,0.37821356237309517,-0.036,0.14,13,0.04,0.22,0.95,0.44,0.1,0.58,0.52,0.0,2.0,0.0,0.0,0.0038240917782026767,0.9923518164435946,0.0,1.4669451998216392,0.058677807992865566,1.0,0.0,0.55373932130264,0.22221515405670225
silver,metallic,0.3902135623730951,-0.023999999999999997,0.14,13,0.04,0.22,0.95,0.44,0.1,0.58,0.52,0.0,1.0,0.0,0.0,0.0019157088122605363,0.9961685823754789,0.0,1.5967523031801885,0.06387009212720753,20.0,0.0,0.5986235968916904,0.3077431193044945
