mode,flow,family,alpha,offset,delay,slot_count,window_width,stack_gain,stack_decay,relation_gain,witness_threshold,write_threshold,rupture_threshold,write_count,witness_count,witness_conversion,delayed_retention,release_rate,rupture_rate,relation_rate,slot_revisit_rate,occupied_slots,mean_charge,max_charge,pollution,phase_lock_resistance,score
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.14,0.1,0.992,0.18,0.24,0.72,1.15,0.0,303.0,0.0,0.0,0.6085271317829457,0.0,0.0,0.6059431524547804,0.0,0.10091346090075816,0.30317659736377456,0.0,0.556775493806345,0.36257245110203845
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.14,0.1,0.992,0.18,0.24,0.72,1.15,0.0,288.0,0.0,0.0,0.6317135549872123,0.0,0.0,0.551150895140665,0.0,0.10538991365931381,0.47376120436042435,0.0,0.5677885081878407,0.3629433480108218
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.14,0.1,0.992,0.18,0.24,0.72,1.15,0.0,330.0,0.0,0.0,0.5703125,0.0,0.0,0.6653645833333334,0.0,0.10470913186166524,0.33458007743313334,0.0,0.6234975752237342,0.37554086203579745
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.14,0.1,0.992,0.18,0.24,0.72,1.15,0.0,296.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.6203346203346203,0.0,0.10754108447744702,0.3915087781000686,0.0,0.5683503309365749,0.3637931958069949
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.14,0.3,0.94,0.18,0.36,0.54,1.15,15.0,97.0,0.15463917525773196,0.13392857142857142,0.8558558558558559,0.0,0.44015444015444016,0.49163449163449163,4.0,0.038715017335962894,0.2252651843818814,0.003663003663003663,0.5404744878164969,0.5564532079892697
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.14,0.3,0.94,0.18,0.36,0.54,1.15,6.0,92.0,0.06521739130434782,0.061224489795918366,0.8728923476005188,0.0,0.5188067444876784,0.5136186770428015,3.0,0.050233962488266955,0.28601091177465077,0.0014652014652014652,0.6500591748913844,0.5355939220302375
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.14,0.3,0.94,0.18,0.36,0.54,1.15,8.0,95.0,0.08421052631578947,0.07766990291262135,0.8670967741935484,0.0,0.5161290322580645,0.5316129032258065,2.0,0.046690950861753164,0.21612906659565842,0.0019536019536019536,0.5367686016086275,0.5122520988136245
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.14,0.3,0.94,0.18,0.36,0.54,1.15,23.0,111.0,0.2072072072072072,0.17164179104477612,0.8731060606060606,0.0,0.45928030303030304,0.3077651515151515,4.0,0.05985879273112304,0.2387804804731448,0.005616605616605617,0.35933896806581955,0.5289747573374715
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.14,0.3,0.94,0.18,0.36,0.54,1.15,11.0,93.0,0.11827956989247312,0.10576923076923077,0.8654592496765847,0.0,0.5834411384217335,0.49935316946959896,3.0,0.03132920469948626,0.18860280205229202,0.002686202686202686,0.584682109755577,0.5412815632806006
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.14,0.3,0.94,0.18,0.36,0.54,1.15,8.0,100.0,0.08,0.07407407407407407,0.859375,0.0,0.5,0.5611979166666666,2.0,0.03997732073545494,0.21790520470660588,0.0019536019536019536,0.6376881494293274,0.5276012221423106
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.14,0.3,0.94,0.18,0.36,0.54,1.15,19.0,93.0,0.20430107526881722,0.16964285714285715,0.8558558558558559,0.0,0.5328185328185329,0.41312741312741313,3.0,0.03498949049853551,0.17785821042192415,0.004395604395604396,0.58960989850784,0.5669527336505978
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.14,0.3,0.94,0.36,0.24,0.54,1.15,15.0,350.0,0.04285714285714286,0.0410958904109589,0.5302445302445302,0.0,0.44015444015444016,0.7915057915057915,4.0,0.038715017335962894,0.2252651843818814,0.003663003663003663,0.5140679270247397,0.5386474966246962
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.14,0.3,0.94,0.36,0.24,0.54,1.15,6.0,353.0,0.0169971671388102,0.016713091922005572,0.5343709468223087,0.0,0.5188067444876784,0.7976653696498055,3.0,0.050233962488266955,0.28601091177465077,0.0014652014652014652,0.6224329975160667,0.5365737816447347
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.14,0.3,0.94,0.36,0.24,0.54,1.15,8.0,358.0,0.0223463687150838,0.02185792349726776,0.5277419354838709,0.0,0.5161290322580645,0.7109677419354838,2.0,0.046690950861753164,0.21612906659565842,0.0019536019536019536,0.5064755163086341,0.5088172700019298
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.14,0.3,0.94,0.36,0.24,0.54,1.15,23.0,342.0,0.06725146198830409,0.06301369863013699,0.6543560606060606,0.0,0.45928030303030304,0.5274621212121212,4.0,0.05985879273112304,0.2387804804731448,0.005616605616605617,0.3196613017493397,0.5074184632164822
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.14,0.3,0.94,0.36,0.24,0.54,1.15,11.0,322.0,0.034161490683229816,0.03303303303303303,0.5692108667529108,0.0,0.5834411384217335,0.7606727037516171,3.0,0.03132920469948626,0.18860280205229202,0.002686202686202686,0.564696851129364,0.5305345029350954
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.14,0.3,0.94,0.36,0.24,0.54,1.15,8.0,361.0,0.0221606648199446,0.02168021680216802,0.51953125,0.0,0.5,0.7786458333333334,2.0,0.03997732073545494,0.21790520470660588,0.0019536019536019536,0.6127723929775348,0.526259105759547
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.14,0.3,0.94,0.36,0.24,0.54,1.15,23.0,330.0,0.0696969696969697,0.06515580736543909,0.5456885456885456,0.0,0.5276705276705277,0.7734877734877735,3.0,0.03498949049853551,0.17785821042192415,0.004151404151404151,0.561460532246703,0.5422190417041776
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.14,0.3,0.975,0.0,0.24,0.54,1.15,60.0,406.0,0.1477832512315271,0.12875536480686695,0.40025740025740025,0.0,0.4967824967824968,0.7387387387387387,6.0,0.09196456992138653,0.33577957976602485,0.014652014652014652,0.520490482205118,0.6003641284063701
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.14,0.3,0.975,0.0,0.24,0.54,1.15,60.0,405.0,0.14814814814814814,0.12903225806451613,0.3961038961038961,0.0,0.5207792207792208,0.7857142857142857,5.0,0.09745558731285899,0.3784912691616324,0.014652014652014652,0.6283577253908881,0.6067265440663663
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.14,0.3,0.975,0.0,0.24,0.54,1.15,52.0,428.0,0.12149532710280374,0.10833333333333334,0.38064516129032255,0.0,0.552258064516129,0.7832258064516129,5.0,0.1067197811991136,0.37991875760097804,0.012698412698412698,0.5099393495591358,0.5811485229083249
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.14,0.3,0.975,0.0,0.24,0.54,1.15,73.0,399.0,0.18295739348370926,0.15466101694915255,0.39018087855297157,0.0,0.5981912144702842,0.7997416020671835,4.0,0.11222697289307065,0.4302317640943591,0.015384615384615385,0.5561472074279914,0.5940806505983264
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.14,0.3,0.975,0.0,0.24,0.54,1.15,53.0,405.0,0.1308641975308642,0.11572052401746726,0.407503234152652,0.0,0.5705045278137129,0.7619663648124192,4.0,0.08178642933436678,0.33361112388352276,0.011233211233211233,0.5628677613352155,0.5795787518961516
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.14,0.3,0.975,0.0,0.24,0.54,1.15,59.0,424.0,0.1391509433962264,0.12215320910973085,0.37109375,0.0,0.56640625,0.7552083333333334,5.0,0.08292248372762998,0.2845144824042757,0.011721611721611722,0.6139838156059734,0.603549891763126
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.14,0.3,0.975,0.0,0.24,0.54,1.15,64.0,418.0,0.15311004784688995,0.13278008298755187,0.37966537966537967,0.0,0.5585585585585585,0.7425997425997426,5.0,0.07740333605819341,0.2637509458442787,0.010744810744810745,0.5567343534469738,0.5979444572501538
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.22,0.18,0.975,0.0,0.36,0.54,1.15,23.0,211.0,0.10900473933649289,0.09829059829059829,0.8114423851732474,0.0,0.46091861402095086,0.5141015310233682,4.0,0.09155709197437326,0.2684749075971287,0.005616605616605617,0.49757127216147456,0.5389132348835312
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.22,0.18,0.975,0.0,0.36,0.54,1.15,21.0,207.0,0.10144927536231885,0.09210526315789473,0.8165728077232502,0.0,0.5430410297666934,0.4883346741753821,3.0,0.09990522789377275,0.42518711959229943,0.005128205128205128,0.5654911167800063,0.5360308422697543
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.22,0.18,0.975,0.0,0.36,0.54,1.15,16.0,202.0,0.07920792079207921,0.07339449541284404,0.8254603682946358,0.0,0.5060048038430744,0.4899919935948759,3.0,0.0971504409928943,0.4266700368677163,0.003907203907203907,0.4857626669403152,0.5162035554396404
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.22,0.18,0.975,0.0,0.36,0.54,1.15,24.0,247.0,0.09716599190283401,0.08856088560885608,0.7823293172690763,0.0,0.5783132530120482,0.5879518072289157,3.0,0.10261067781638883,0.48529256748503946,0.004884004884004884,0.5189566851650069,0.5293898327761262
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.22,0.18,0.975,0.0,0.36,0.54,1.15,22.0,227.0,0.09691629955947137,0.08835341365461848,0.8004807692307693,0.0,0.5136217948717948,0.5753205128205128,3.0,0.08301472261857305,0.3086170652574987,0.005128205128205128,0.5432443497994599,0.5320956872874446
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.22,0.18,0.975,0.0,0.36,0.54,1.15,24.0,260.0,0.09230769230769231,0.08450704225352113,0.7724358974358975,0.0,0.5681089743589743,0.5552884615384616,3.0,0.0855028206367243,0.2923382130491148,0.005372405372405372,0.4381628089883661,0.515580197746794
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.22,0.18,0.975,0.0,0.36,0.54,1.15,24.0,238.0,0.10084033613445378,0.0916030534351145,0.7902321857485989,0.0,0.5948759007205765,0.5988791032826261,4.0,0.09353902781200868,0.38053302914078013,0.004395604395604396,0.5239919242679221,0.542092772415377
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.22,0.18,0.992,0.0,0.24,0.72,1.55,71.0,948.0,0.07489451476793249,0.06967615309126594,0.1788879935535858,0.0,0.5116841257050766,0.8597904915390814,5.0,0.240649205124529,0.5636169380205331,0.01514041514041514,0.45734057009277984,0.5708670566328057
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.22,0.18,0.992,0.0,0.24,0.72,1.55,77.0,935.0,0.08235294117647059,0.07608695652173914,0.18584070796460178,0.0,0.5583266291230893,0.8222043443282381,5.0,0.2140486769782344,0.49549757866870153,0.014896214896214897,0.5281201627812113,0.5840317518491909
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.22,0.18,0.992,0.0,0.24,0.72,1.55,74.0,943.0,0.0784729586426299,0.0727630285152409,0.18574859887910328,0.0,0.5196156925540433,0.8366693354683747,5.0,0.22034257599022833,0.6697588420521459,0.014163614163614164,0.44879370830549603,0.5702325809524873
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.22,0.18,0.992,0.0,0.24,0.72,1.55,87.0,953.0,0.0912906610703043,0.08365384615384615,0.1646586345381526,0.0,0.5879518072289157,0.8377510040160643,5.0,0.2156104591047545,0.5785464453176017,0.012454212454212455,0.4760281928087805,0.579807055359514
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.22,0.18,0.992,0.0,0.24,0.72,1.55,79.0,975.0,0.08102564102564103,0.07495256166982922,0.15544871794871795,0.0,0.5689102564102564,0.8701923076923077,6.0,0.21150900354436294,0.6276755580952698,0.013675213675213675,0.5074818195083324,0.5934908771055366
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.22,0.18,0.992,0.0,0.24,0.72,1.55,89.0,962.0,0.09251559251559252,0.08468125594671741,0.1578525641025641,0.0,0.6338141025641025,0.8525641025641025,4.0,0.2312575221932162,0.6072033658565742,0.012454212454212455,0.5642903613292276,0.5834516915800748
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.22,0.18,0.992,0.0,0.24,0.72,1.55,84.0,1005.0,0.08358208955223881,0.07713498622589532,0.12810248198558846,0.0,0.6269015212169736,0.8246597277822257,5.0,0.19549569009562376,0.5645103633932782,0.00757020757020757,0.4845992382606331,0.5814134888636799
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.22,0.18,0.992,0.0,0.36,0.72,1.15,71.0,717.0,0.09902370990237098,0.0901015228426396,0.36502820306204675,0.0,0.5116841257050766,0.7784045124899275,5.0,0.240649205124529,0.5636169380205331,0.016605616605616606,0.4733404089414478,0.5693588610649121
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.22,0.18,0.992,0.0,0.36,0.72,1.15,77.0,735.0,0.10476190476190476,0.09482758620689655,0.3467417538213998,0.0,0.5583266291230893,0.7385358004827032,5.0,0.2140486769782344,0.49549757866870153,0.015873015873015872,0.5398290288506944,0.5828400332018245
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.22,0.18,0.992,0.0,0.36,0.72,1.15,74.0,767.0,0.09647979139504563,0.08799048751486326,0.3266613290632506,0.0,0.5196156925540433,0.7598078462770216,5.0,0.22034257599022833,0.6697588420521459,0.015384615384615385,0.4592190446390777,0.5687334750247235
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.22,0.18,0.992,0.0,0.36,0.72,1.15,87.0,752.0,0.11569148936170212,0.10369487485101311,0.3261044176706827,0.0,0.5879518072289157,0.7228915662650602,5.0,0.2156104591047545,0.5785464453176017,0.01391941391941392,0.48703680612020983,0.5789770155088819
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.22,0.18,0.992,0.0,0.36,0.72,1.15,79.0,802.0,0.09850374064837905,0.08967082860385925,0.29407051282051283,0.0,0.5689102564102564,0.7347756410256411,6.0,0.21150900354436294,0.6276755580952698,0.015384615384615385,0.5163615757272395,0.591681287591453
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.22,0.18,0.992,0.0,0.36,0.72,1.15,89.0,816.0,0.1090686274509804,0.09834254143646409,0.2748397435897436,0.0,0.6338141025641025,0.7483974358974359,4.0,0.2312575221932162,0.6072033658565742,0.013675213675213675,0.4196364752829659,0.5580944952149064
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.22,0.18,0.992,0.0,0.36,0.72,1.15,84.0,805.0,0.10434782608695652,0.09448818897637795,0.28823058446757405,0.0,0.6269015212169736,0.799839871897518,5.0,0.19549569009562376,0.5645103633932782,0.009035409035409036,0.49666418314587435,0.5798009107551519
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.22,0.3,0.94,0.18,0.24,0.72,1.15,5.0,662.0,0.0075528700906344415,0.0074962518740629685,0.46253021756647866,0.0,0.41418211120064463,0.8614020950846092,2.0,0.062134600032073245,0.22665970193225268,0.001221001221001221,0.4568282036198409,0.5001642213183988
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.22,0.3,0.94,0.18,0.24,0.72,1.15,4.0,650.0,0.006153846153846154,0.0061162079510703364,0.47385358004827033,0.0,0.6074014481094127,0.8165728077232502,2.0,0.07254645046990622,0.44730971967832434,0.0007326007326007326,0.5232580878214086,0.5097027586180893
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.22,0.3,0.94,0.18,0.24,0.72,1.15,2.0,645.0,0.0031007751937984496,0.0030911901081916537,0.48073836276083465,0.0,0.4582664526484751,0.8426966292134831,1.0,0.06619707078769357,0.41226822241127103,0.0004884004884004884,0.44032510747283093,0.48381443354584547
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.22,0.3,0.94,0.18,0.24,0.72,1.15,8.0,696.0,0.011494252873563218,0.011363636363636364,0.43453815261044176,0.0,0.6329317269076306,0.9068273092369478,2.0,0.08538380753241581,0.5156694783894498,0.0017094017094017094,0.47666090558227425,0.5062336722250298
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.22,0.3,0.94,0.18,0.24,0.72,1.15,4.0,665.0,0.006015037593984963,0.005979073243647235,0.4639423076923077,0.0,0.4519230769230769,0.8669871794871795,3.0,0.05979118019590441,0.25061748127198813,0.0009768009768009768,0.5098101373744652,0.5193344844710278
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.22,0.3,0.94,0.18,0.24,0.72,1.15,5.0,676.0,0.0073964497041420114,0.007342143906020558,0.4543269230769231,0.0,0.4310897435897436,0.8469551282051282,2.0,0.06746276299037263,0.22706965896594763,0.0009768009768009768,0.3973106905636642,0.4911009801307833
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.22,0.3,0.94,0.18,0.24,0.72,1.15,8.0,684.0,0.011695906432748537,0.011560693641618497,0.44595676541232987,0.0,0.5428342674139311,0.8350680544435548,1.0,0.07368137788690274,0.43151477690477186,0.0007326007326007326,0.4808921736115348,0.4951078200695451
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.22,0.3,0.975,0.36,0.36,0.54,1.15,155.0,404.0,0.38366336633663367,0.2772808586762075,0.5495568090249798,0.0,0.5229653505237711,0.5560032232070911,6.0,0.12497474956863507,0.3590769831000604,0.03711843711843712,0.5048131069699393,0.6505771241306639
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.22,0.3,0.975,0.36,0.36,0.54,1.15,160.0,433.0,0.3695150115473441,0.26981450252951095,0.5229283990345938,0.0,0.5398230088495575,0.6130329847144006,6.0,0.09491589828390576,0.3348604320180104,0.03736263736263736,0.5616043994244182,0.6576523477831001
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.22,0.3,0.975,0.36,0.36,0.54,1.15,149.0,432.0,0.3449074074074074,0.25645438898450945,0.5337078651685393,0.0,0.543338683788122,0.6404494382022472,6.0,0.1046115531384796,0.28835323464999085,0.03321123321123321,0.4859620448976659,0.6388936167398924
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.22,0.3,0.975,0.36,0.36,0.54,1.15,178.0,416.0,0.42788461538461536,0.2996632996632997,0.5228915662650603,0.0,0.593574297188755,0.570281124497992,6.0,0.1063932584194812,0.4787343335906697,0.03125763125763126,0.5224318722700254,0.6664996641213589
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.22,0.3,0.975,0.36,0.36,0.54,1.15,156.0,444.0,0.35135135135135137,0.26,0.5192307692307693,0.0,0.5657051282051282,0.6049679487179487,6.0,0.10890850193900022,0.3233428185739083,0.027594627594627594,0.5475317071181214,0.6516628462966726
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.22,0.3,0.975,0.36,0.36,0.54,1.15,166.0,431.0,0.3851508120649652,0.2780569514237856,0.5216346153846154,0.0,0.6346153846153846,0.6153846153846154,6.0,0.12944248956974802,0.4038374256935391,0.030036630036630037,0.5979804571023222,0.6680313514817543
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.22,0.3,0.975,0.36,0.36,0.54,1.15,161.0,466.0,0.34549356223175964,0.2567783094098884,0.49799839871897517,0.0,0.6293034427542034,0.5452361889511609,5.0,0.12079990607778807,0.4476182006538644,0.023687423687423687,0.5195169066312388,0.6359724859988412
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.3,0.1,0.975,0.18,0.36,0.54,1.55,0.0,58.0,0.0,0.0,0.9674157303370786,0.0,0.0,0.3471910112359551,0.0,0.07496349417938769,0.29577444150801424,0.0,0.4390254548450534,0.32139656073668527
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.3,0.1,0.975,0.18,0.36,0.54,1.55,0.0,34.0,0.0,0.0,0.9809203142536476,0.0,0.0,0.36363636363636365,0.0,0.07232434346886975,0.3335655847061415,0.0,0.5806072607095787,0.3440419428583138
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.3,0.1,0.975,0.18,0.36,0.54,1.55,0.0,25.0,0.0,0.0,0.9859786876051598,0.0,0.0,0.213684800897364,0.0,0.07502917773550415,0.2351363706296239,0.0,0.4189950622569011,0.2789332889611843
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.3,0.1,0.975,0.18,0.36,0.54,1.55,1.0,73.0,0.0136986301369863,0.013513513513513514,0.9583802024746907,0.0,0.20191226096737908,0.2722159730033746,1.0,0.07600906287725742,0.359783707143174,0.0002442002442002442,0.19960857766401519,0.34702816476699627
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.3,0.1,0.975,0.18,0.36,0.54,1.55,3.0,132.0,0.022727272727272728,0.022222222222222223,0.9242849130678632,0.0,0.39035333707235,0.32080762759394277,2.0,0.07317745465474214,0.28574604331392933,0.0007326007326007326,0.508676528448105,0.47724121008806114
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.3,0.1,0.975,0.18,0.36,0.54,1.55,0.0,66.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.4489337822671156,0.0,0.07422579438647546,0.2572537864694052,0.0,0.38862699566599257,0.31440254152878105
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.3,0.1,0.975,0.18,0.36,0.54,1.55,1.0,65.0,0.015384615384615385,0.015151515151515152,0.9629421673217293,0.0,0.18079730488489612,0.28635597978663674,1.0,0.07486926166477498,0.26105219789899736,0.0002442002442002442,0.46562322557603775,0.3866501765400717
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.3,0.1,0.992,0.0,0.24,0.54,1.55,67.0,1268.0,0.0528391167192429,0.050187265917602995,0.25,0.0,0.5,0.8303370786516854,5.0,0.17771596962475192,0.4598157350993024,0.00927960927960928,0.447370981764316,0.5587170426706461
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.3,0.1,0.992,0.0,0.24,0.54,1.55,72.0,1285.0,0.05603112840466926,0.05305821665438467,0.23849607182940516,0.0,0.5432098765432098,0.7861952861952862,4.0,0.15146594318704115,0.3998510866580167,0.01391941391941392,0.5242069394507429,0.5611027404724499
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.3,0.1,0.992,0.0,0.24,0.54,1.55,68.0,1333.0,0.05101275318829707,0.04853675945753034,0.2142456533931576,0.0,0.5367358384744813,0.8418395961862031,5.0,0.18707594249507242,0.49581895712313556,0.010012210012210013,0.4342728692545218,0.5581555070742271
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.3,0.1,0.992,0.0,0.24,0.54,1.55,79.0,1294.0,0.061051004636785165,0.05753823743627094,0.22778402699662542,0.0,0.6265466816647919,0.7947131608548932,4.0,0.1642985249017061,0.4196320919180781,0.010744810744810745,0.44884476854320565,0.5514405186706779
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.3,0.1,0.992,0.0,0.24,0.54,1.55,82.0,1337.0,0.061331338818249814,0.057787174066243834,0.2041503084688727,0.0,0.5900168255748738,0.8530566461020751,5.0,0.16105229763901766,0.4649289923868855,0.010744810744810745,0.4923517738866149,0.5711549739181484
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.3,0.1,0.992,0.0,0.24,0.54,1.55,89.0,1359.0,0.06548933038999265,0.06146408839779006,0.18742985409652077,0.0,0.6722783389450057,0.8198653198653199,4.0,0.16090626614264286,0.38061072316370875,0.010256410256410256,0.39653428115289324,0.5468747968666122
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.3,0.1,0.992,0.0,0.24,0.54,1.55,91.0,1310.0,0.06946564885496183,0.0649536045681656,0.2133632790567097,0.0,0.6692869174620999,0.8556990454800674,4.0,0.16141394696449896,0.3967340621432644,0.00757020757020757,0.46713981037878327,0.5580079798207245
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.3,0.1,0.992,0.18,0.36,0.54,1.15,67.0,686.0,0.09766763848396501,0.08897742363877822,0.5769662921348314,0.0,0.5,0.5870786516853933,5.0,0.17771596962475192,0.4598157350993024,0.012942612942612943,0.4933459557891551,0.5596984067287347
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.3,0.1,0.992,0.18,0.36,0.54,1.15,72.0,721.0,0.09986130374479889,0.09079445145018916,0.5549943883277216,0.0,0.5432098765432098,0.6531986531986532,4.0,0.15146594318704115,0.3998510866580167,0.01611721611721612,0.5624993686827329,0.561258288438459
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.3,0.1,0.992,0.18,0.36,0.54,1.15,68.0,743.0,0.09152086137281291,0.08384710234278668,0.5451486259113854,0.0,0.5367358384744813,0.5933819405496354,5.0,0.18707594249507242,0.49581895712313556,0.01391941391941392,0.4772596224515173,0.5571406124382972
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.3,0.1,0.992,0.18,0.36,0.54,1.15,79.0,796.0,0.0992462311557789,0.09028571428571429,0.5078740157480315,0.0,0.6265466816647919,0.5421822272215973,4.0,0.1642985249017061,0.4196320919180781,0.014652014652014652,0.22474369369081026,0.5099652306280469
independent,silver,metallic,0.42621356237309516,0.012000000000000004,21,13,0.3,0.1,0.992,0.18,0.36,0.54,1.15,82.0,774.0,0.10594315245478036,0.09579439252336448,0.519910263600673,0.0,0.5900168255748738,0.5810431856421762,5.0,0.16105229763901766,0.4649289923868855,0.01562881562881563,0.537836819268795,0.5724962405680812
independent,silver,metallic,0.43821356237309517,0.024000000000000004,21,13,0.3,0.1,0.992,0.18,0.36,0.54,1.15,89.0,850.0,0.10470588235294118,0.09478168264110756,0.4730639730639731,0.0,0.6722783389450057,0.6734006734006734,4.0,0.16090626614264286,0.38061072316370875,0.014407814407814409,0.4517387677674355,0.5500023118436889
independent,silver,metallic,0.4502135623730952,0.036000000000000004,21,13,0.3,0.1,0.992,0.18,0.36,0.54,1.15,91.0,812.0,0.11206896551724138,0.10077519379844961,0.49298147108366086,0.0,0.6692869174620999,0.5727119595732735,4.0,0.16141394696449896,0.3967340621432644,0.01391941391941392,0.5175587953022462,0.5615371009338671
independent,silver,metallic,0.37821356237309517,-0.036,21,13,0.3,0.18,0.94,0.0,0.24,0.72,1.15,0.0,487.0,0.0,0.0,0.7264044943820225,0.0,0.0,0.7432584269662922,0.0,0.05706543299816036,0.25059954904941634,0.0,0.4669387070593968,0.34112592346658216
independent,silver,metallic,0.3902135623730951,-0.023999999999999997,21,13,0.3,0.18,0.94,0.0,0.24,0.72,1.15,0.0,449.0,0.0,0.0,0.7480359147025814,0.0,0.0,0.7390572390572391,0.0,0.05210742340984742,0.2994119427655301,0.0,0.549801666340846,0.3530861117323805
independent,silver,metallic,0.40221356237309513,-0.011999999999999997,21,13,0.3,0.18,0.94,0.0,0.24,0.72,1.15,0.0,432.0,0.0,0.0,0.7574396406513195,0.0,0.0,0.7231892195395845,0.0,0.05480198314190461,0.24517894611172486,0.0,0.4571307254025606,0.3376945376253305
independent,silver,metallic,0.41421356237309515,3.469446951953614e-18,21,13,0.3,0.18,0.94,0.0,0.24,0.72,1.15,0.0,537.0,0.0,0.0,0.6979752530933633,0.0,0.0,0.7390326209223848,0.0,0.06511473346945265,0.4621277170044522,0.0,0.47995651723647204,0.34491452757223373
