model,best_anchor,best_composite,mean_composite,mean_admission_rate,mean_write_rate,mean_identity_error,mean_identity_break_rate,mean_surrogate_gap
raw_write,random_irrat_1,0.5236118231451397,0.4523810738793777,0.9848484848484849,0.3426721002083999,0.3933857954324654,0.0,-0.19144852166450682
surprise_only,silver,0.6843055984596484,0.6239395312137971,0.38209348124469733,0.9848484848484849,0.3916158494343596,0.0,-0.015566399302427425
identity_only,random_irrat_1,0.516068846426209,0.2826753486956932,0.005496373315624627,0.23212666320305209,0.40451736526423065,0.9793521115328603,-0.3655479478619499
identity_bandpass,noble_1,0.5420309199166233,0.2575272524106283,0.002492209175127291,0.02842053137192026,0.40455405596911886,0.3795742782578546,-0.4032772079603905
identity_bandpass_witness,noble_1,0.5420309199166233,0.2575272524106283,0.002492209175127291,0.02842053137192026,0.40455405596911886,0.3795742782578546,-0.37936881087215396
