anchor,model,real_score,shuffled_score,markov_score,density_score,surrogate_gap
golden,single_light_sphere,0.3350384301607081,0.5176562212594684,0.41036055027359375,0.5264225936118232,-0.19138416345111509
golden,two_light_alignment,0.3943760298253466,0.36335124171172617,0.3663822356177555,0.36521481083054097,0.02799379420759107
golden,torus_contact_ring,0.3632997270819554,0.40154756302244327,0.30696174746874194,0.40233269555232004,-0.03903296847036464
golden,random_projection_null,0.4349904664611446,0.4067819620370542,0.314385330815572,0.424130913297527,0.010859553163617586
golden,shuffled_time_null,0.42789697812917427,0.4636386048527429,0.32864193266284464,0.4551611750964085,-0.03574162672356862
silver,single_light_sphere,0.3918004469684683,0.5223541838988752,0.4165646706833154,0.509951380900389,-0.13055373693040695
silver,two_light_alignment,0.42549606230942727,0.3656164448071645,0.3536293736093964,0.3605367687725055,0.05987961750226278
silver,torus_contact_ring,0.32912118439909815,0.3447378557885983,0.3319717945827226,0.3964780742584788,-0.06735688985938065
silver,random_projection_null,0.42846555407890796,0.46816636300414194,0.3220510742673039,0.43231832759247846,-0.03970080892523398
silver,shuffled_time_null,0.3879732583097042,0.43515770005707544,0.3804574643942501,0.45047545151726864,-0.06250219320756445
noble_a,single_light_sphere,0.409177047756513,0.5276413452900187,0.42319857933068494,0.5155298264760132,-0.11846429753350574
noble_a,two_light_alignment,0.43094832762522894,0.3691078947668942,0.35071588817194743,0.35181673522758106,0.06184043285833474
noble_a,torus_contact_ring,0.43346338410402485,0.5017903796604559,0.4102701029397574,0.5015765814929467,-0.06832699555643107
noble_a,random_projection_null,0.41285102799143947,0.4088780468076512,0.3234239547417601,0.490066915798164,-0.07721588780672456
noble_a,shuffled_time_null,0.4226688925347398,0.4691416630600004,0.36288470434345776,0.46599365469226894,-0.046472770525260554
bounded_probe,single_light_sphere,0.4089130326182439,0.5205000641243563,0.4154586395664298,0.5249568608778992,-0.11604382825965526
bounded_probe,two_light_alignment,0.3499760215776677,0.3655196962925379,0.36825630223549977,0.34871704018192373,-0.01828028065783205
bounded_probe,torus_contact_ring,0.32970289733629965,0.37548219353751244,0.3322860572142903,0.3774178437343903,-0.04771494639809065
bounded_probe,random_projection_null,0.4282554468193225,0.4358464829534908,0.3579984532908167,0.42561577579605336,-0.0075910361341683386
bounded_probe,shuffled_time_null,0.41103657268904986,0.41603360139872275,0.3544222452041812,0.4471393870404193,-0.03610281435136942
pi_mod1,single_light_sphere,0.41898257308423503,0.5197062777310746,0.4511620339606829,0.5124162422977355,-0.10072370464683955
pi_mod1,two_light_alignment,0.3207547913022805,0.36897766527010994,0.3107203323075932,0.3464614812337615,-0.04822287396782943
pi_mod1,torus_contact_ring,0.350081848782679,0.3640448183625321,0.3730109360691798,0.36943488030709615,-0.022929087286500782
pi_mod1,random_projection_null,0.46923795924242945,0.43210521391920886,0.35287208741939946,0.42905927464346744,0.037132745323220584
pi_mod1,shuffled_time_null,0.40748063058042994,0.43462314699880866,0.3253212597439102,0.4428523460835029,-0.03537171550307294
fib_13_21,single_light_sphere,0.37180215157785546,0.5206651456081784,0.41513230726112516,0.5159392626440742,-0.148862994030323
fib_13_21,two_light_alignment,0.423184013490728,0.36222142809468855,0.3527001677139342,0.3565882243575574,0.06096258539603944
fib_13_21,torus_contact_ring,0.3724495837489386,0.3594171104041847,0.32988451495661403,0.34376874260904844,0.013032473344753881
fib_13_21,random_projection_null,0.37837347571040925,0.4062669205762386,0.34373850460764854,0.40161679832882236,-0.027893444865829342
fib_13_21,shuffled_time_null,0.43499312878769536,0.42403886231483534,0.3045306851932475,0.44331743810824437,-0.008324309320549006
