flow,family,best_score,best_delay,mean_score,mean_witness_conversion,mean_delayed_retention,mean_prediction_update_rate,mean_correction_rate,mean_rupture_rate,mean_fit_error,density_gap,block_gap
golden,phi,0.7976255359826336,21,0.3495925014266817,0.10389021532696702,0.05555176108546753,0.13523809523809524,0.06953636532738096,0.21715095689021155,0.560414991228663,0.11809836071005678,0.1079947273363758
silver,metallic,0.8025017888059149,21,0.3622648035398338,0.11140360809714722,0.06133328934218119,0.16095238095238096,0.06586170014880953,0.2465350577137502,0.562991987041701,0.13589473344767414,0.13225493486793713
bounded_cf_2,bounded_cf,0.7974770300068016,21,0.3639371354796137,0.12651905271969358,0.06840572230788282,0.16380952380952382,0.06480305989583333,0.18517294616179225,0.5861198101260208,0.09174461069403983,0.1339845442162069
random_cf_1,random_cf,0.7987169957443161,21,0.3551086858194672,0.1091639206329957,0.0592944725264542,0.14666666666666667,0.06564918154761905,0.21612443732825243,0.5585798492027653,0.12734534326026484,0.12733864047771346
fib_13_21,rational,0.7943048052156024,21,0.3447296852076451,0.10706579176603127,0.057633725249919734,0.1457142857142857,0.066357421875,0.22867275932152578,0.5578523602857021,0.06558916536465181,0.11656343183386583
pi_mod1,constant,0.7926916093604804,21,0.35556369306878965,0.1114081344842826,0.0615843237826309,0.16285714285714287,0.06553199404761904,0.22668488369442527,0.5731968438226976,0.08926585378870855,0.1298612562817584
