anchor,anchor_family,model,model_label,alpha,offset,window_width,phase,beta,length,phase_lock_resistance,delayed_retention,pollution,symmetry_balance,rigidity_after_zipping,center_share,closure_balance,composite_score,surrogate_base_score
golden,phi_anchor,binary_baseline,Binary Window,0.5880339887498948,-0.030000000000000006,0.24,0.0,0.0,4096,0.2116854648022869,0.0,1.0,0.5361725361725362,0.966064453125,0.105712890625,0.0,0.25671853006568607,0.08467418592091476
golden,phi_anchor,binary_baseline,Binary Window,0.5940339887498948,-0.024000000000000007,0.24,0.0,0.0,4096,0.4077136667863499,0.0,0.9989837398373984,0.537117903930131,0.9638671875,0.10546875,0.0,0.31531111477167734,0.16333953175519036
golden,phi_anchor,binary_baseline,Binary Window,0.6000339887498948,-0.01800000000000001,0.24,0.0,0.0,4096,0.15949982525744932,0.0,1.0,0.5044414535666217,0.9609375,0.093017578125,0.0,0.2400374475772348,0.06379993010297973
golden,phi_anchor,binary_baseline,Binary Window,0.6060339887498948,-0.01200000000000001,0.24,0.0,0.0,4096,0.3250005988729351,0.0,1.0,0.5356265356265356,0.965087890625,0.105712890625,0.0,0.29051775778688055,0.13000023954917403
golden,phi_anchor,binary_baseline,Binary Window,0.6120339887498948,-0.006000000000000012,0.24,0.0,0.0,4096,0.4241934391991714,0.0,1.0,0.5365720524017468,0.964111328125,0.10546875,0.0,0.3200802973847514,0.16967737567966856
golden,phi_anchor,binary_baseline,Binary Window,0.6180339887498948,-1.3877787807814457e-17,0.24,0.0,0.0,4096,0.5475270715044385,0.0,1.0,0.5367185367185368,0.96337890625,0.105712890625,0.0,0.3569339027013315,0.2190108286017754
golden,phi_anchor,binary_baseline,Binary Window,0.6240339887498948,0.0059999999999999845,0.24,0.0,0.0,4096,0.4011856230822268,0.0,0.9989827060020345,0.5365720524017468,0.96435546875,0.10546875,0.0,0.31345058535422043,0.1607285727323821
golden,phi_anchor,binary_baseline,Binary Window,0.6300339887498948,0.011999999999999983,0.24,0.0,0.0,4096,0.4793689190737084,0.0,1.0,0.5361725361725362,0.964599609375,0.105712890625,0.0,0.33673059759711255,0.19174756762948336
golden,phi_anchor,binary_baseline,Binary Window,0.6360339887498948,0.01799999999999998,0.24,0.0,0.0,4096,0.134613242035459,0.0,0.9989847715736041,0.5373704309874523,0.965576171875,0.10498046875,0.0,0.2337225572394448,0.05409910392078257
golden,phi_anchor,binary_baseline,Binary Window,0.6420339887498948,0.02399999999999998,0.24,0.0,0.0,4096,0.4507273874809482,0.0,1.0,0.5365720524017468,0.964111328125,0.10546875,0.0,0.3280404818692845,0.1802909549923793
