anchor,model,real_score,shuffled_score,markov_score,density_score,surrogate_gap
golden,binary_baseline,0.05972003991788255,0.5078204800039087,0.2137230046044878,0.49285699914155684,-0.4481004400860261
golden,ternary_baseline,0.5269190090394364,0.6661620185970629,0.6352550359088344,0.648450821175711,-0.13924300955762647
golden,observer_centered_closure,0.23991967455026153,0.4109674823157231,0.29864649204004007,0.42753397231967727,-0.18761429776941574
silver,binary_baseline,0.1481563126922387,0.5008275072554678,0.21424901640241178,0.4998172775112708,-0.35267119456322904
silver,ternary_baseline,0.45331615743844506,0.6562191928313885,0.6094978789598641,0.6541094321094094,-0.20290303539294346
silver,observer_centered_closure,0.2277542628288962,0.4213679463389871,0.3410854539099638,0.4233602655510651,-0.1956060027221689
bronze,binary_baseline,0.18595612221569569,0.5171301422765364,0.24853728610735726,0.5183564626750898,-0.33240034045939415
bronze,ternary_baseline,0.4470075887036119,0.6660943633016545,0.6391316731791261,0.6747646158164489,-0.22775702711283696
bronze,observer_centered_closure,0.12946708767435533,0.4256945919060333,0.3310478773030844,0.4034767333590693,-0.296227504231678
noble_a,binary_baseline,0.14182831836242354,0.5110802895362963,0.21535047240571273,0.5125418241057617,-0.3707135057433381
noble_a,ternary_baseline,0.4867956532167441,0.6524400094373748,0.5952062813077188,0.6618792461745439,-0.17508359295779974
noble_a,observer_centered_closure,0.2630416214764306,0.4162302119871876,0.29854797301589286,0.4199912335250927,-0.1569496120486621
noble_b,binary_baseline,0.38717110552700335,0.5178989725155246,0.5194681580981875,0.5159002881533842,-0.13229705257118413
noble_b,ternary_baseline,0.5023106393161465,0.6597423049484994,0.6371094288776047,0.6375460661986936,-0.1574316656323529
noble_b,observer_centered_closure,0.40709951623843454,0.4129103991626917,0.4122657280857552,0.4243964007217349,-0.017296884483300357
bounded_probe,binary_baseline,0.16258333365232785,0.5007780366288308,0.21581788030550614,0.501455442495193,-0.33887210884286517
bounded_probe,ternary_baseline,0.555918774207899,0.6404237240070942,0.6088378054315691,0.6717902902075631,-0.11587151599966405
bounded_probe,observer_centered_closure,0.16616586684357637,0.42543726597382003,0.3382018899034366,0.43629048205848586,-0.2701246152149095
random_bad_cf,binary_baseline,0.17425886166135807,0.4828071005636318,0.31033922406730263,0.4953396661906201,-0.321080804529262
random_bad_cf,ternary_baseline,0.5243626549841603,0.6523994429715283,0.6190864919897785,0.6436947795287921,-0.12803678798736795
random_bad_cf,observer_centered_closure,0.23582789264266119,0.3935286954166414,0.3232282268907027,0.41756692242902743,-0.18173902978636625
pi_mod1,binary_baseline,0.5148912855819165,0.5266783336374807,0.5317356439818078,0.5149850730148492,-0.01684435839989129
pi_mod1,ternary_baseline,0.5204443666886317,0.6631889156031696,0.6303293886072157,0.6668623549793045,-0.14641798829067276
pi_mod1,observer_centered_closure,0.4690520004733436,0.424591038250272,0.4381216733906493,0.4301764610275949,0.03093032708269433
e_mod1,binary_baseline,0.20196017107281114,0.5019861546257026,0.22651732130442398,0.5186167220646449,-0.31665655099183376
e_mod1,ternary_baseline,0.5807263328828898,0.6687603039883907,0.6527329999789583,0.6654666183777943,-0.08803397110550093
e_mod1,observer_centered_closure,0.24133416308614747,0.41598965450635017,0.31034000112993654,0.4287930356037557,-0.18745887251760823
fib_13_21,binary_baseline,0.15753917883696142,0.4968237726642204,0.21023567920742395,0.5230790713739607,-0.36553989253699926
fib_13_21,ternary_baseline,0.5852237631476478,0.6720186749071524,0.6207163548202157,0.6665566776958713,-0.0867949117595046
fib_13_21,observer_centered_closure,0.21109842280253927,0.4282390300316332,0.3190376901565838,0.41569819663246066,-0.21714060722909395
