flow,family,alpha,best_delay,best_slot_count,recall_window,recall_gain,drift_rate,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_slot_recall_rate,split_rate,pollution,phase_lock_resistance,score
golden,phi,0.6180339887498948,13,13,21,0.06,0.4282315622521808,0.3,0.7491638795986622,0.42829827915869984,0.003952569169960474,0.1101072840203275,0.5717684377478192,0.5717684377478192,0.14908802537668517,0.10159557147508955,0.4652920266125461,0.6725270170390135
golden,phi,0.6180339887498948,13,13,21,0.06,0.3235087719298246,0.44,0.919908466819222,0.4791418355184744,0.003952569169960474,0.048560135516657256,0.6764912280701755,0.6764912280701755,0.05263157894736842,0.11429501790947574,0.4568472872248188,0.740652727097606
golden,phi,0.6180339887498948,13,13,21,0.06,0.46449136276391556,0.18,0.627177700348432,0.3854389721627409,0.009599096555618294,0.19932241671372106,0.5355086372360844,0.5355086372360844,0.33397312859884837,0.08042982741777922,0.47326042462466245,0.5929142705632638
golden,phi,0.6180339887498948,13,13,21,0.06,0.43955164131305047,0.3,0.732519422863485,0.4228058936579116,0.003952569169960474,0.11462450592885376,0.5604483586869495,0.5604483586869495,0.15532425940752603,0.10192119830674047,0.46419695569482244,0.6670056827657771
golden,phi,0.6180339887498948,13,13,21,0.06,0.3249122807017544,0.44,0.9232531500572738,0.4800476474091721,0.003952569169960474,0.04799548277809147,0.6750877192982456,0.6750877192982456,0.051228070175438595,0.11429501790947574,0.4584541995041158,0.741662112945447
golden,phi,0.6180339887498948,13,13,21,0.12,0.0,0.18,0.932146829810901,0.48244099021301096,0.003952569169960474,0.015245623941276116,1.0,1.0,0.0,0.11396939107782482,0.45324694909426455,0.8330951726994327
golden,phi,0.6180339887498948,13,13,21,0.12,0.0,0.3,0.932146829810901,0.48244099021301096,0.003952569169960474,0.015245623941276116,1.0,1.0,0.0,0.11396939107782482,0.45324694909426455,0.8330951726994327
golden,phi,0.6180339887498948,13,13,21,0.12,0.0,0.44,0.932146829810901,0.48244099021301096,0.003952569169960474,0.015245623941276116,1.0,1.0,0.0,0.11396939107782482,0.45324694909426455,0.8330951726994327
golden,phi,0.6180339887498948,13,13,21,0.12,0.4986149584487535,0.18,0.6630565583634176,0.3986975397973951,0.004517221908526256,0.21513269339356295,0.5013850415512465,0.5013850415512465,0.34349030470914127,0.08401172256593943,0.47296332542312003,0.5965095783238037
golden,phi,0.6180339887498948,13,13,21,0.12,0.3962546816479401,0.3,0.8547815820543093,0.46085295989815406,0.003952569169960474,0.10897797854319594,0.6037453183520599,0.6037453183520599,0.13707865168539327,0.10420058612829697,0.4649491994495383,0.69663502294185
golden,phi,0.6180339887498948,13,13,21,0.12,0.3349616189811584,0.44,0.9448356807511737,0.4858177429088715,0.003952569169960474,0.06041784302653868,0.6650383810188416,0.6650383810188416,0.06001395673412421,0.11331813741452296,0.46439137261302865,0.7413781581169836
golden,phi,0.6180339887498948,13,13,21,0.12,0.49673202614379086,0.18,0.6586248492159228,0.3970909090909091,0.004517221908526256,0.21908526256352343,0.5032679738562091,0.5032679738562091,0.353874883286648,0.08531422989254314,0.4762686736071545,0.5940138981197982
golden,phi,0.6180339887498948,13,13,21,0.12,0.4138192862566439,0.3,0.8224852071005917,0.4512987012987013,0.003952569169960474,0.12648221343873517,0.5861807137433561,0.5861807137433561,0.15945330296127563,0.10192119830674047,0.44059881546627644,0.6792710306189049
golden,phi,0.6180339887498948,13,13,21,0.12,0.3335684062059238,0.44,0.9297423887587822,0.4817961165048544,0.003952569169960474,0.06549971767363072,0.6664315937940761,0.6664315937940761,0.06488011283497884,0.11201563008791925,0.46446563334487523,0.7372316679005994
golden,phi,0.6180339887498948,13,13,21,0.2,0.0,0.18,0.9309954751131222,0.48213239601640306,0.003952569169960474,0.032185206098249576,1.0,1.0,0.0,0.11657440573103224,0.4609174974131618,0.8331239825347097
golden,phi,0.6180339887498948,13,13,21,0.2,0.0,0.3,0.9309954751131222,0.48213239601640306,0.003952569169960474,0.032185206098249576,1.0,1.0,0.0,0.11657440573103224,0.4609174974131618,0.8331239825347097
golden,phi,0.6180339887498948,13,13,21,0.2,0.0,0.44,0.9309954751131222,0.48213239601640306,0.003952569169960474,0.032185206098249576,1.0,1.0,0.0,0.11657440573103224,0.4609174974131618,0.8331239825347097
golden,phi,0.6180339887498948,13,13,21,0.2,0.49089253187613846,0.18,0.68875,0.4078460399703923,0.003952569169960474,0.233201581027668,0.5091074681238615,0.5091074681238615,0.3551912568306011,0.08889612504070335,0.47356335717375486,0.5988067766408293
golden,phi,0.6180339887498948,13,13,21,0.2,0.4079939668174962,0.3,0.8708074534161491,0.46547144754316067,0.003952569169960474,0.14568040654997177,0.5920060331825038,0.5920060331825038,0.17194570135746606,0.10192119830674047,0.4417908376835966,0.6843648767933126
golden,phi,0.6180339887498948,13,13,21,0.2,0.3342756183745583,0.44,0.9505428226779252,0.4873222016079159,0.003952569169960474,0.08300395256916997,0.6657243816254417,0.6657243816254417,0.0784452296819788,0.11234125691957017,0.4386100509968328,0.7321570851117241
golden,phi,0.6180339887498948,13,13,21,0.2,0.49954254345837146,0.18,0.7010178117048346,0.4121166791323859,0.003952569169960474,0.24110671936758893,0.5004574565416285,0.5004574565416285,0.37328453796889294,0.08857049820905243,0.47435643450323783,0.6010300200103459
golden,phi,0.6180339887498948,13,13,21,0.2,0.4369230769230769,0.3,0.8566037735849057,0.4613821138211382,0.003952569169960474,0.16261998870694522,0.563076923076923,0.563076923076923,0.19846153846153847,0.10322370563334418,0.4682387753338655,0.6773451800652288
golden,phi,0.6180339887498948,13,13,21,0.2,0.34708392603129445,0.44,0.9336550060313631,0.48284466625077976,0.003952569169960474,0.09090909090909091,0.6529160739687055,0.6529160739687055,0.0860597439544808,0.10941061543471182,0.4689996696757379,0.7284281556661777
silver,metallic,0.43821356237309517,21,13,13,0.06,0.0,0.18,0.8369098712446352,0.45560747663551404,0.08021390374331551,0.0042780748663101605,1.0,1.0,0.0,0.053728427222403126,0.5799903111626497,0.8384766012769915
silver,metallic,0.43821356237309517,21,13,13,0.06,0.0,0.3,0.8369098712446352,0.45560747663551404,0.08021390374331551,0.0042780748663101605,1.0,1.0,0.0,0.053728427222403126,0.5799903111626497,0.8384766012769915
silver,metallic,0.43821356237309517,21,13,13,0.06,0.0,0.44,0.8369098712446352,0.45560747663551404,0.08021390374331551,0.0042780748663101605,1.0,1.0,0.0,0.053728427222403126,0.5799903111626497,0.8384766012769915
