name,family,alpha,window_size,phase,balance_score,balance_spread,complexity_deviation,periodicity_match,write_count,witness_count,release_count,pollution,delayed_retention,compression_score,tradeoff_score
rational_3_5,rational_approx,0.6,0.34,0.0,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.891753837314496,1.734078615666674
rational_3_5,rational_approx,0.6,0.34,0.17,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.891753837314496,1.734078615666674
rational_3_5,rational_approx,0.6,0.47,0.0,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.799994985866412,1.733670898113853
rational_3_5,rational_approx,0.6,0.47,0.17,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.799994985866412,1.733670898113853
rational_5_8,rational_approx,0.625,0.2,0.0,0.8181818181818182,2.0,0.16466462830099193,0.125,3069.0,1027.0,0.0,0.0013033561420658195,0.0,10.889889066294982,1.8189359148526885
rational_5_8,rational_approx,0.625,0.2,0.17,1.0,1.0,0.1183442819806456,0.125,3579.0,516.0,1.0,0.0008382229673093043,0.0,15.44557860400037,1.930459678118537
rational_5_8,rational_approx,0.625,0.34,0.0,1.0,1.0,0.1183442819806456,0.125,3069.0,1027.0,0.0,0.0013033561420658195,0.0,15.383585658039264,1.9298121146411118
rational_5_8,rational_approx,0.625,0.34,0.17,0.8181818181818182,2.0,0.16466462830099193,0.125,3068.0,1028.0,0.0,0.0009778357235984355,0.0,10.89414958627397,1.8192152622088533
rational_5_8,rational_approx,0.625,0.47,0.0,0.5454545454545454,2.0,0.2919373555737192,0.125,4092.0,4.0,0.0,0.0012218963831867058,0.0,12.740654769755198,1.6908610634355536
rational_5_8,rational_approx,0.625,0.47,0.17,1.0,1.0,0.1183442819806456,0.125,3069.0,1027.0,0.0,0.0009775171065493646,0.0,15.374991476107398,1.9300345988306675
rational_8_13,rational_approx,0.6153846153846154,0.2,0.0,0.8181818181818182,2.0,0.0927161222615768,0.07692307692307693,3148.0,947.0,1.0,0.0012706480304955528,0.0,11.709461061955748,1.9524114265600436
rational_8_13,rational_approx,0.6153846153846154,0.2,0.17,0.8181818181818182,2.0,0.0927161222615768,0.07692307692307693,3148.0,947.0,1.0,0.0012706480304955528,0.0,11.709461061955748,1.9524114265600436
rational_8_13,rational_approx,0.6153846153846154,0.34,0.0,1.0,1.0,0.0,0.07692307692307693,3148.0,947.0,1.0,0.0012706480304955528,1.0,13.125871276934587,3.1496141370767066
rational_8_13,rational_approx,0.6153846153846154,0.34,0.17,1.0,1.0,0.0,0.07692307692307693,3148.0,947.0,1.0,0.0012706480304955528,1.0,13.125871276934587,3.1496141370767066
rational_8_13,rational_approx,0.6153846153846154,0.47,0.0,0.45454545454545453,2.0,0.33048996458087365,0.07692307692307693,3463.0,633.0,0.0,0.0014438348252959862,0.0,11.205025711526247,1.768213307762609
rational_8_13,rational_approx,0.6153846153846154,0.47,0.17,0.45454545454545453,2.0,0.33048996458087365,0.07692307692307693,3463.0,633.0,0.0,0.0014438348252959862,0.0,11.205025711526247,1.768213307762609
rational_13_21,rational_approx,0.6190476190476191,0.2,0.0,0.7272727272727273,2.0,0.09970912925458379,0.047619047619047616,3118.0,978.0,0.0,0.0012828736369467607,0.0,11.303653477587776,1.9842648308067687
rational_13_21,rational_approx,0.6190476190476191,0.2,0.17,0.7272727272727273,2.0,0.09970912925458379,0.047619047619047616,3118.0,978.0,0.0,0.0012828736369467607,0.0,11.303653477587776,1.9842648308067687
rational_13_21,rational_approx,0.6190476190476191,0.34,0.0,1.0,1.0,0.0,0.047619047619047616,3118.0,978.0,0.0,0.0012828736369467607,1.0,13.1471348909683,3.228819717591188
rational_13_21,rational_approx,0.6190476190476191,0.34,0.17,1.0,1.0,0.0,0.047619047619047616,3118.0,978.0,0.0,0.0012828736369467607,1.0,13.1471348909683,3.228819717591188
rational_13_21,rational_approx,0.6190476190476191,0.47,0.0,0.2727272727272727,2.0,0.37488496352132716,0.047619047619047616,3507.0,589.0,0.0,0.0011405759908753922,0.0,10.571417678504828,1.7538523548483325
rational_13_21,rational_approx,0.6190476190476191,0.47,0.17,0.2727272727272727,2.0,0.37488496352132716,0.047619047619047616,3507.0,589.0,0.0,0.0011405759908753922,0.0,10.571417678504828,1.7538523548483325
control_1_3,rational_control,0.3333333333333333,0.2,0.0,1.0,1.0,0.5417817031453395,0.3333333333333333,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,1.4164418377321604
control_1_3,rational_control,0.3333333333333333,0.2,0.17,1.0,0.0,0.8472605677151133,1.0,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,1.4990224828934506
control_1_3,rational_control,0.3333333333333333,0.34,0.0,1.0,1.0,0.5417817031453395,0.3333333333333333,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,1.4164418377321604
control_1_3,rational_control,0.3333333333333333,0.34,0.17,1.0,1.0,0.5417817031453395,0.3333333333333333,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,1.4164418377321604
control_1_3,rational_control,0.3333333333333333,0.47,0.0,1.0,1.0,0.5417817031453395,0.3333333333333333,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,1.4164418377321604
control_1_3,rational_control,0.3333333333333333,0.47,0.17,1.0,1.0,0.5417817031453395,0.3333333333333333,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,1.4164418377321604
control_1_4,rational_control,0.25,0.2,0.0,1.0,1.0,0.41934530116348295,0.25,4092.0,4.0,0.0,0.0012218963831867058,0.0,11.562136535070092,1.5753972106615846
control_1_4,rational_control,0.25,0.2,0.17,1.0,0.0,0.8472605677151133,1.0,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,1.4990224828934506
control_1_4,rational_control,0.25,0.34,0.0,0.7272727272727273,2.0,0.4496483314665133,0.25,4092.0,4.0,0.0,0.0012218963831867058,0.0,23.01123595505618,1.4899060375410502
control_1_4,rational_control,0.25,0.34,0.17,1.0,1.0,0.41934530116348295,0.25,4092.0,4.0,0.0,0.0012218963831867058,0.0,11.567793157641066,1.575422345068516
control_1_4,rational_control,0.25,0.47,0.0,0.7272727272727273,2.0,0.4496483314665133,0.25,4092.0,4.0,0.0,0.0012218963831867058,0.0,23.01123595505618,1.4899060375410502
control_1_4,rational_control,0.25,0.47,0.17,1.0,1.0,0.41934530116348295,0.25,4092.0,4.0,0.0,0.0012218963831867058,0.0,11.567793157641066,1.575422345068516
control_2_5,rational_control,0.4,0.2,0.0,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.88659289816469,1.734055683759319
control_2_5,rational_control,0.4,0.2,0.17,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.88659289816469,1.734055683759319
