flow,real_score,same_slot_recall_rate,same_basin_recall_rate,context_distortion_rate,split_rate,shuffled_similarity_gap,random_tint_gap,basin_break_gap
bounded_cf_2,0.7915339013609248,0.1555977229601518,0.5540796963946869,0.0,0.09108159392789374,0.060291997962162336,0.024667931688804545,-0.0013926931200689552
fib_13_21,0.721420664328666,0.22053872053872053,0.7441077441077442,0.0,0.22727272727272727,-0.0004482629755968581,0.036363636363636376,-0.0010915430760271017
golden,0.8042917498791908,0.1888412017167382,0.4721030042918455,0.0,0.11404046597179644,0.06886420873698029,0.024892703862660848,-0.002264426051362678
pi_mod1,0.8000799337684628,0.18596491228070175,0.5982456140350877,0.0,0.08771929824561403,0.061111999753060364,0.03228070175438591,-0.0010162174666095147
random_cf_1,0.7947476766859443,0.17038539553752535,0.5841784989858012,0.0,0.12778904665314403,0.06641984078638852,0.02515212981744419,0.002607704814981515
silver,0.781348668320153,0.14035087719298245,0.6798245614035088,0.0,0.1162280701754386,0.04623895833806091,0.030088049008702766,0.0022690856928084813
