flow,real_score,same_field_recall_rate,same_core_recall_rate,real_vs_delta_gap,real_vs_flat_gap,real_vs_global_gap
bounded_cf_2,0.7763900941916941,0.9445114595898673,0.2738238841978287,0.06310848204919639,-0.0028727069797407356,0.005194498228486055
fib_13_21,0.7086363971520944,0.9924433249370277,0.21536523929471033,0.02306569036033268,-0.005688622862714654,-0.005745685752404972
golden,0.8231771506985186,0.849971477467199,0.46035367940673133,0.08229658741641521,0.002795591151571686,-0.008401728686354692
pi_mod1,0.7894763062032037,0.9715976331360947,0.26272189349112424,0.06405429844590826,-0.005974181326061201,-0.007947783578755252
random_cf_1,0.7816213058153001,0.8907563025210085,0.25690276110444177,0.055486591412143405,-0.0030007205699145167,-0.0010530197342650816
silver,0.7861998083717562,0.9681372549019608,0.3137254901960784,0.06270130399712426,-0.003128077694766862,-0.01305992392904376
