flow,family,best_composite,mean_composite,mean_witness_conversion,mean_overload_rate,mean_release_rate,mean_crossing_quality,mean_density_gap
golden,phi,0.47619495294357467,0.4416745872271836,0.0,0.31368942142522455,0.6855191088501404,0.5497925994012534,0.0167590354830488
silver,metallic,0.4768986680028261,0.4338865873962053,0.0,0.33859830450744904,0.6570201551669885,0.46230911001384717,0.021037799607834695
bounded_cf_2,bounded_cf,0.4864090951932365,0.4587982736733525,0.0,0.2449642669676101,0.7515136601262051,0.763187910427241,0.08351211976425305
random_cf_1,random_cf,0.47117363264799633,0.4300363769253541,0.0,0.01669890431848645,0.9828570414736635,0.685802856893606,-0.0032749586290733435
fib_13_21,rational,0.4717674913586625,0.42869462141851067,0.0,0.30266722236909566,0.6967404640508711,0.5551014346629345,0.05463600479227637
pi_mod1,constant,0.46600318783891004,0.4308257905648943,0.0,0.022817793225182497,0.9764409169092485,0.7141671546134903,0.020771764468631382
