flow,real_score,same_region_recall_rate,split_rate,flat_distance_gap,far_only_gap,near_only_gap
bounded_cf_2,0.7701489481423263,0.5035971223021583,0.17086330935251798,0.007504332985593942,0.005855545963729836,0.00661358938762302
fib_13_21,0.701970236483507,0.5513595166163142,0.32326283987915405,0.005319957263715147,0.007015243938330751,0.008307896440143514
golden,0.7768610477106334,0.5406976744186046,0.2441860465116279,0.003430180892369905,0.0049837934914902515,0.007990068299373099
pi_mod1,0.7701385689945158,0.5364806866952789,0.17453505007153075,0.003650337586158292,-0.0011003132511254732,0.0036709157742079723
random_cf_1,0.7872420666047266,0.51698670605613,0.16691285081240767,0.008575871944421998,-0.00023525875058605372,0.002659988054902085
silver,0.7808527838817898,0.4847328244274809,0.15648854961832062,0.014883689008580392,-0.002967091812649869,0.012439403644928126
