name,family,alpha,window_type,window_size,phase,balance_score,balance_spread,complexity_ratio,complexity_deviation,periodicity_match,best_period,write_count,witness_count,release_count,pollution,delayed_retention,compression_score,compression_score_cap,composite_score
bronze,bronze,0.30277563773199456,double,0.34,0.17,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.005555555555555556,180,3005.0,869.0,222.0,0.0009983361064891847,0.6706948640483383,10.222314476800333,45.010989010989015,3.7998400457844568
bronze,bronze,0.30277563773199456,double,0.47,0.0,0.18181818181818182,4.0,0.2721072582271615,0.6945211354302263,0.0,257,3146.0,836.0,114.0,0.0009535918626827717,0.7733598409542743,10.448963056155593,45.010989010989015,3.5575927221842227
bronze,bronze,0.30277563773199456,double,0.47,0.17,0.18181818181818182,4.0,0.2721072582271615,0.6945211354302263,0.0,257,3146.0,836.0,114.0,0.0009535918626827717,0.7733598409542743,10.448963056155593,45.010989010989015,3.5575927221842227
rational_1_2,rational_approx,0.5,single,0.2,0.0,1.0,1.0,0.0908648212348392,0.6945211354302263,0.5,2,4092.0,4.0,0.0,0.0012218963831867058,0.0,32.25196850393701,45.010989010989015,5.06252468472202
rational_1_2,rational_approx,0.5,single,0.2,0.17,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
rational_1_2,rational_approx,0.5,single,0.34,0.0,1.0,1.0,0.0908648212348392,0.6945211354302263,0.5,2,4092.0,4.0,0.0,0.0012218963831867058,0.0,32.25196850393701,45.010989010989015,5.06252468472202
rational_1_2,rational_approx,0.5,single,0.34,0.17,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
rational_1_2,rational_approx,0.5,single,0.47,0.0,1.0,1.0,0.0908648212348392,0.6945211354302263,0.5,2,4092.0,4.0,0.0,0.0012218963831867058,0.0,32.25196850393701,45.010989010989015,5.06252468472202
rational_1_2,rational_approx,0.5,single,0.47,0.17,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
rational_1_2,rational_approx,0.5,moving,0.2,0.0,0.09090909090909091,3.0,0.2268302695907978,0.5646149305240213,0.0,257,3269.0,541.0,286.0,0.0015295197308045274,0.46741154562383613,11.943392896353716,45.010989010989015,3.515757244175496
rational_1_2,rational_approx,0.5,moving,0.2,0.17,0.09090909090909091,3.0,0.2268302695907978,0.5646149305240213,0.005,200,3274.0,536.0,286.0,0.0015271838729383018,0.462406015037594,11.744336348081154,45.010989010989015,3.503542849997315
rational_1_2,rational_approx,0.5,moving,0.34,0.0,0.09090909090909091,3.0,0.2294936218635251,0.60815749906659,0.0,257,3012.0,798.0,286.0,0.00099601593625498,0.43478260869565216,11.510783275259097,45.010989010989015,3.435313642460278
rational_1_2,rational_approx,0.5,moving,0.34,0.17,0.09090909090909091,3.0,0.2294936218635251,0.60815749906659,0.005,200,3009.0,865.0,222.0,0.0009970089730807576,0.5638506876227898,11.436037929315857,45.010989010989015,3.558550427266504
rational_1_2,rational_approx,0.5,moving,0.47,0.0,0.45454545454545453,2.0,0.2721072582271615,0.6945211354302263,0.0,257,3806.0,290.0,0.0,0.035470310036784025,0.0,14.005810441536028,45.010989010989015,3.934681586448579
rational_1_2,rational_approx,0.5,moving,0.47,0.17,0.45454545454545453,2.0,0.2721072582271615,0.6945211354302263,0.005,200,3806.0,290.0,0.0,0.027588018917498687,0.0,14.05749239888487,45.010989010989015,3.9381379813421247
rational_1_2,rational_approx,0.5,double,0.2,0.0,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
rational_1_2,rational_approx,0.5,double,0.2,0.17,1.0,1.0,0.0908648212348392,0.6945211354302263,0.0,257,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,5.704256968186587
rational_1_2,rational_approx,0.5,double,0.34,0.0,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
rational_1_2,rational_approx,0.5,double,0.34,0.17,1.0,1.0,0.0908648212348392,0.6945211354302263,0.0,257,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,5.704256968186587
rational_1_2,rational_approx,0.5,double,0.47,0.0,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
rational_1_2,rational_approx,0.5,double,0.47,0.17,1.0,1.0,0.0908648212348392,0.6945211354302263,0.0,257,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,5.704256968186587
