flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_slot_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,pollution,phase_lock_resistance,score
silver,metallic,0.43821356237309517,21,13,0.36,0.7,13,0.12,0.44,0.8463203463203464,0.45838218053927315,0.07700534759358289,0.0106951871657754,0.0,0.0,0.040268456375838924,0.436241610738255,0.38926174496644295,0.05275154672745034,0.580237561960546,0.47439676320884633
silver,metallic,0.43821356237309517,21,13,0.36,0.7,13,0.2,0.18,0.7855530474040632,0.43994943109987356,0.08663101604278074,0.06737967914438503,0.0,0.0,0.4666666666666667,0.3925925925925926,0.43703703703703706,0.05047215890589384,0.5878015738600046,0.38267953298151663
silver,metallic,0.43821356237309517,21,13,0.36,0.7,13,0.2,0.44,0.8401727861771058,0.4565727699530516,0.06951871657754011,0.019251336898395723,0.0,0.0,0.09271523178807947,0.4370860927152318,0.40397350993377484,0.05177466623249756,0.5836997249224085,0.4611635506685619
silver,metallic,0.43821356237309517,21,13,0.36,0.7,21,0.06,0.18,0.7755102040816326,0.4367816091954023,0.08983957219251337,0.07272727272727272,0.0,0.0,0.29955947136563876,0.3832599118942731,0.3964757709251101,0.05047215890589384,0.5905220754225755,0.3882457763415195
silver,metallic,0.43821356237309517,21,13,0.36,0.7,21,0.12,0.18,0.7911832946635731,0.4417098445595855,0.08663101604278074,0.0877005347593583,0.0,0.0,0.35964912280701755,0.35526315789473684,0.42543859649122806,0.047215890589384565,0.591874560015482,0.3817140510079028
silver,metallic,0.43821356237309517,21,13,0.36,0.7,21,0.2,0.3,0.8058035714285714,0.446229913473424,0.07272727272727272,0.06203208556149733,0.0,0.0,0.25892857142857145,0.3794642857142857,0.39285714285714285,0.05144903940084663,0.5893921040079382,0.40492796501313855
silver,metallic,0.43821356237309517,21,13,0.36,0.82,13,0.2,0.18,0.7947019867549668,0.44280442804428044,0.08449197860962566,0.045989304812834225,0.0,0.0,0.3046875,0.2734375,0.625,0.052425919895799415,0.5881369290791241,0.4177469269993629
silver,metallic,0.43821356237309517,21,13,0.36,0.82,13,0.2,0.44,0.841541755888651,0.4569767441860465,0.07165775401069518,0.008556149732620321,0.0,0.0,0.027972027972027972,0.26573426573426573,0.6573426573426573,0.052425919895799415,0.5809877959005119,0.5072762658497132
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.55,13,0.12,0.18,0.7294117647058823,0.4217687074829932,0.12754555198285103,0.08467309753483387,0.0,0.0,0.4936708860759494,0.0,0.24050632911392406,0.10094431781178768,0.5401040877873926,0.40860905309021217
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.55,13,0.12,0.3,0.773972602739726,0.4362934362934363,0.1264737406216506,0.04072883172561629,0.0,0.0,0.2073170731707317,0.006097560975609756,0.27439024390243905,0.1103874959296646,0.533373396431374,0.46238026417850053
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.55,21,0.06,0.18,0.6919540229885057,0.40896739130434784,0.12754555198285103,0.08360128617363344,0.0,0.0,0.3719806763285024,0.0,0.28502415458937197,0.09801367632692934,0.5382244740476965,0.40935345479930313
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.55,21,0.06,0.44,0.7825112107623319,0.4389937106918239,0.12540192926045016,0.022508038585209004,0.0,0.0,0.0782608695652174,0.004347826086956522,0.26956521739130435,0.11364376424617388,0.5297969552796165,0.5003216774915842
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.55,21,0.12,0.18,0.7009345794392523,0.41208791208791207,0.12540192926045016,0.09431939978563773,0.0,0.0,0.43137254901960786,0.004901960784313725,0.29901960784313725,0.09768804949527841,0.5402408445035445,0.4123819452126908
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.55,21,0.12,0.3,0.7505720823798627,0.4287581699346405,0.1232583065380493,0.05680600214362272,0.0,0.0,0.22972972972972974,0.0045045045045045045,0.3063063063063063,0.10680560078150439,0.5339870527881132,0.4573868381401597
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.7,13,0.06,0.18,0.7313769751693002,0.42242503259452413,0.1307609860664523,0.04715969989281887,0.0,0.0,0.2792207792207792,0.0,0.5324675324675324,0.10550309345490068,0.5358176872596521,0.46683052678506115
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.7,21,0.2,0.18,0.7242990654205608,0.42005420054200543,0.1264737406216506,0.08252947481243302,0.0,0.0,0.36666666666666664,0.0,0.5142857142857142,0.10094431781178768,0.5403400947542252,0.4449942213595696
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.82,13,0.06,0.18,0.7494456762749445,0.42839036755386567,0.1264737406216506,0.027867095391211148,0.0,0.0,0.147239263803681,0.0,0.6932515337423313,0.11006186909801367,0.5360095971603029,0.5083749054531667
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.82,13,0.12,0.18,0.7494456762749445,0.42839036755386567,0.12540192926045016,0.028938906752411574,0.0,0.0,0.15527950310559005,0.0,0.6956521739130435,0.11006186909801367,0.5330908546868096,0.5056369159369246
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.82,13,0.12,0.3,0.7755555555555556,0.43679599499374216,0.1264737406216506,0.01714898177920686,0.0,0.0,0.08536585365853659,0.0,0.6890243902439024,0.11364376424617388,0.5294954727493477,0.5301962326843533
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.82,13,0.2,0.18,0.7567567567567568,0.4307692307692308,0.12861736334405144,0.03536977491961415,0.0,0.0,0.20261437908496732,0.0,0.7058823529411765,0.10941061543471182,0.5331003253327775,0.49329894013838305
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.82,21,0.12,0.18,0.7619047619047619,0.43243243243243246,0.12754555198285103,0.03965702036441586,0.0,0.0,0.16289592760180996,0.0,0.7104072398190046,0.10941061543471182,0.5370727451327824,0.5060297434973805
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.1,0.82,21,0.12,0.3,0.7785234899328859,0.4377358490566038,0.1232583065380493,0.02465166130760986,0.0,0.0,0.08368200836820083,0.0,0.6861924686192469,0.11331813741452296,0.5319587794017262,0.5313554567926796
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.55,13,0.06,0.44,0.7959641255605381,0.4431960049937578,0.1264737406216506,0.015005359056806002,0.0,0.0,0.06832298136645963,0.19875776397515527,0.2670807453416149,0.11559752523607945,0.5300091887211604,0.46095920279918223
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.55,13,0.2,0.44,0.7963800904977375,0.4433249370277078,0.12004287245444802,0.028938906752411574,0.0,0.0,0.14457831325301204,0.24096385542168675,0.24096385542168675,0.11462064474112667,0.5323803463283987,0.4249016951618366
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.55,21,0.06,0.18,0.6919540229885057,0.40896739130434784,0.12754555198285103,0.08360128617363344,0.0,0.0,0.3719806763285024,0.1932367149758454,0.28502415458937197,0.09801367632692934,0.5382244740476965,0.36518506280482416
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.55,21,0.12,0.18,0.7009345794392523,0.41208791208791207,0.12540192926045016,0.09431939978563773,0.0,0.0,0.43137254901960786,0.20588235294117646,0.29901960784313725,0.09768804949527841,0.5402408445035445,0.3664435698625507
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.55,21,0.2,0.18,0.7111650485436893,0.4156028368794326,0.12540192926045016,0.1189710610932476,0.0,0.0,0.5336538461538461,0.21153846153846154,0.2644230769230769,0.09540866167372192,0.5434181809385525,0.36069512164357787
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.7,13,0.12,0.3,0.7873303167420814,0.44050632911392407,0.12861736334405144,0.02465166130760986,0.0,0.0,0.13253012048192772,0.10240963855421686,0.536144578313253,0.11331813741452296,0.5321646277776886,0.49564553154811314
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.7,13,0.12,0.44,0.7888888888888889,0.4409937888198758,0.12218649517684887,0.015005359056806002,0.0,0.0,0.05421686746987952,0.0963855421686747,0.5301204819277109,0.11559752523607945,0.5314939649421482,0.5198122040366855
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.7,13,0.2,0.3,0.7704545454545455,0.43517329910141206,0.1264737406216506,0.03858520900321544,0.0,0.0,0.2088607594936709,0.12658227848101267,0.5189873417721519,0.1103874959296646,0.5359701094457145,0.46539628395704197
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.7,13,0.2,0.44,0.7871396895787139,0.44044665012406947,0.12004287245444802,0.01607717041800643,0.0,0.0,0.06547619047619048,0.10119047619047619,0.5357142857142857,0.11559752523607945,0.5281103248151888,0.5146685548610811
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.7,21,0.06,0.44,0.7849223946784922,0.43975155279503103,0.12433011789924973,0.012861736334405145,0.0,0.0,0.04201680672268908,0.1092436974789916,0.5210084033613446,0.11527189840442853,0.5299110465475758,0.5194797775677564
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.7,21,0.12,0.18,0.7231121281464531,0.4196547144754316,0.12861736334405144,0.06430868167202572,0.0,0.0,0.2830188679245283,0.13679245283018868,0.5330188679245284,0.10289807880169326,0.5387415854850717,0.4329070769140556
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.7,21,0.12,0.44,0.7901785714285714,0.44139650872817954,0.12111468381564845,0.01929260450160772,0.0,0.0,0.06382978723404255,0.1148936170212766,0.5148936170212766,0.11527189840442853,0.5317717865128826,0.5129930364558468
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.7,21,0.2,0.18,0.7242990654205608,0.42005420054200543,0.1264737406216506,0.08252947481243302,0.0,0.0,0.36666666666666664,0.13333333333333333,0.5142857142857142,0.10094431781178768,0.5403400947542252,0.4145180308833792
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.7,21,0.2,0.44,0.7822222222222223,0.4389027431421446,0.1157556270096463,0.02465166130760986,0.0,0.0,0.09333333333333334,0.11555555555555555,0.5244444444444445,0.11462064474112667,0.5329524102610876,0.5029684382546944
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.82,13,0.12,0.18,0.7494456762749445,0.42839036755386567,0.12540192926045016,0.028938906752411574,0.0,0.0,0.15527950310559005,0.06832298136645963,0.6956521739130435,0.11006186909801367,0.5330908546868096,0.4900202344817339
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.82,13,0.12,0.3,0.7755555555555556,0.43679599499374216,0.1264737406216506,0.01714898177920686,0.0,0.0,0.08536585365853659,0.06097560975609756,0.6890243902439024,0.11364376424617388,0.5294954727493477,0.5162589504543881
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.82,13,0.2,0.44,0.7849223946784922,0.43975155279503103,0.12218649517684887,0.015005359056806002,0.0,0.0,0.06358381502890173,0.06358381502890173,0.6994219653179191,0.11527189840442853,0.5321926145282341,0.5240094305901936
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.82,21,0.06,0.18,0.755056179775281,0.43021766965428937,0.12754555198285103,0.03536977491961415,0.0,0.0,0.14285714285714285,0.08755760368663594,0.7050691244239631,0.10941061543471182,0.5356575403153967,0.4904015214742321
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.82,21,0.06,0.3,0.7738359201773836,0.43625,0.12433011789924973,0.01822079314040729,0.0,0.0,0.07079646017699115,0.0752212389380531,0.7035398230088495,0.11364376424617388,0.5308679249616617,0.5170074747060903
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.82,21,0.12,0.18,0.7619047619047619,0.43243243243243246,0.12754555198285103,0.03965702036441586,0.0,0.0,0.16289592760180996,0.08597285067873303,0.7104072398190046,0.10941061543471182,0.5370727451327824,0.48637880619938434
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.82,21,0.12,0.3,0.7785234899328859,0.4377358490566038,0.1232583065380493,0.02465166130760986,0.0,0.0,0.08368200836820083,0.08786610878661087,0.6861924686192469,0.11331813741452296,0.5319587794017262,0.5112717747843114
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.82,21,0.12,0.44,0.7770419426048565,0.4372670807453416,0.12111468381564845,0.01607717041800643,0.0,0.0,0.036734693877551024,0.0653061224489796,0.710204081632653,0.11462064474112667,0.5310705808818379,0.5296618766166181
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.22,0.82,21,0.2,0.3,0.7792792792792793,0.4379746835443038,0.1232583065380493,0.030010718113612004,0.0,0.0,0.11946902654867257,0.08849557522123894,0.672566371681416,0.1126668837512211,0.534081482865705,0.5011986189911152
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.55,13,0.06,0.44,0.7959641255605381,0.4431960049937578,0.1264737406216506,0.015005359056806002,0.0,0.0,0.06832298136645963,0.35403726708074534,0.2670807453416149,0.11559752523607945,0.5300091887211604,0.4263895488506463
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.55,13,0.12,0.18,0.7294117647058823,0.4217687074829932,0.12754555198285103,0.08467309753483387,0.0,0.0,0.4936708860759494,0.3670886075949367,0.24050632911392406,0.10094431781178768,0.5401040877873926,0.3286090530902122
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.55,13,0.12,0.3,0.773972602739726,0.4362934362934363,0.1264737406216506,0.04072883172561629,0.0,0.0,0.2073170731707317,0.35365853658536583,0.27439024390243905,0.1103874959296646,0.533373396431374,0.383773992401497
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.55,13,0.2,0.18,0.7266187050359713,0.42083333333333334,0.12861736334405144,0.09967845659163987,0.0,0.0,0.5714285714285714,0.38509316770186336,0.22981366459627328,0.0986649299902312,0.5440310493174612,0.32635428032394376
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.55,21,0.06,0.18,0.6919540229885057,0.40896739130434784,0.12754555198285103,0.08360128617363344,0.0,0.0,0.3719806763285024,0.3526570048309179,0.28502415458937197,0.09801367632692934,0.5382244740476965,0.3293534547993031
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.55,21,0.06,0.3,0.7767653758542141,0.4371794871794872,0.12861736334405144,0.03536977491961415,0.0,0.0,0.1415929203539823,0.37168141592920356,0.2920353982300885,0.11103874959296646,0.5325154963827132,0.40622674775473383
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.55,21,0.2,0.18,0.7111650485436893,0.4156028368794326,0.12540192926045016,0.1189710610932476,0.0,0.0,0.5336538461538461,0.3605769230769231,0.2644230769230769,0.09540866167372192,0.5434181809385525,0.32904676999522625
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.7,13,0.06,0.44,0.8008948545861297,0.44472049689440996,0.12861736334405144,0.00857449088960343,0.0,0.0,0.03468208092485549,0.2138728323699422,0.5375722543352601,0.11657440573103224,0.5300209259069502,0.500707560768713
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.7,13,0.12,0.18,0.7471264367816092,0.4276315789473684,0.1307609860664523,0.05466237942122187,0.0,0.0,0.3246753246753247,0.2532467532467532,0.5194805194805194,0.10582872028655162,0.5382114699174543,0.39899396134931164
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.7,13,0.12,0.44,0.7888888888888889,0.4409937888198758,0.12218649517684887,0.015005359056806002,0.0,0.0,0.05421686746987952,0.22289156626506024,0.5301204819277109,0.11559752523607945,0.5314939649421482,0.490896541386083
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.7,13,0.2,0.18,0.7570754716981132,0.43087248322147653,0.13719185423365488,0.06430868167202572,0.0,0.0,0.37341772151898733,0.22784810126582278,0.5443037974683544,0.1045262129599479,0.538124421224824,0.39915010003797896
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.7,13,0.2,0.44,0.7871396895787139,0.44044665012406947,0.12004287245444802,0.01607717041800643,0.0,0.0,0.06547619047619048,0.22023809523809523,0.5357142857142857,0.11559752523607945,0.5281103248151888,0.48745767050733957
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.7,21,0.06,0.18,0.7231121281464531,0.4196547144754316,0.13290460878885316,0.06002143622722401,0.0,0.0,0.2631578947368421,0.24401913875598086,0.5167464114832536,0.10289807880169326,0.5375141431207646,0.4140294593312688
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.7,21,0.12,0.18,0.7231121281464531,0.4196547144754316,0.12861736334405144,0.06430868167202572,0.0,0.0,0.2830188679245283,0.25,0.5330188679245284,0.10289807880169326,0.5387415854850717,0.4070310661323845
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.7,21,0.2,0.3,0.7676537585421412,0.43427835051546393,0.12111468381564845,0.04715969989281887,0.0,0.0,0.19457013574660634,0.23529411764705882,0.5158371040723982,0.10973624226636275,0.5349819295888651,0.44373629425447264
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.82,13,0.2,0.18,0.7567567567567568,0.4307692307692308,0.12861736334405144,0.03536977491961415,0.0,0.0,0.20261437908496732,0.1437908496732026,0.7058823529411765,0.10941061543471182,0.5331003253327775,0.4604324602130796
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.36,0.82,13,0.2,0.44,0.7849223946784922,0.43975155279503103,0.12218649517684887,0.015005359056806002,0.0,0.0,0.06358381502890173,0.16184971098265896,0.6994219653179191,0.11527189840442853,0.5321926145282341,0.5015486543721919
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.55,13,0.12,0.18,0.7559241706161137,0.43049932523616735,0.11525795828759605,0.07135016465422613,0.0,0.0,0.44366197183098594,0.0,0.21830985915492956,0.09019863236730706,0.5902514943039294,0.4173429382878427
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.55,13,0.12,0.3,0.7674943566591422,0.4342273307790549,0.09769484083424808,0.042810098792535674,0.0,0.0,0.23214285714285715,0.0,0.2261904761904762,0.0928036470205145,0.5857843152451627,0.454715661243894
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.55,21,0.06,0.18,0.7577197149643705,0.43108108108108106,0.1141602634467618,0.07354555433589462,0.0,0.0,0.3316582914572864,0.0,0.22110552763819097,0.09019863236730706,0.5911110535117405,0.4234682355670838
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.55,21,0.06,0.44,0.7982062780269058,0.44389027431421446,0.09879253567508232,0.020856201975850714,0.0,0.0,0.06854838709677419,0.0,0.22983870967741934,0.0986649299902312,0.5853898544588463,0.5082027791413978
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.55,21,0.12,0.18,0.7764127764127764,0.43706777316735823,0.1163556531284303,0.09001097694840834,0.0,0.0,0.39705882352941174,0.0,0.21568627450980393,0.08791924454575056,0.593933313858199,0.42069635538516964
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.55,21,0.12,0.3,0.7813953488372093,0.4386422976501306,0.09989023051591657,0.059275521405049394,0.0,0.0,0.2217573221757322,0.0,0.20920502092050208,0.09215239335721263,0.5892284022447511,0.45724186275034134
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.7,13,0.06,0.18,0.7688787185354691,0.4346701164294955,0.10757409440175632,0.043907793633369926,0.0,0.0,0.2582781456953642,0.0,0.41721854304635764,0.09443178117876913,0.587477810485326,0.4816206563286487
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.7,21,0.2,0.18,0.7881773399014779,0.44077134986225897,0.11306256860592755,0.09001097694840834,0.0,0.0,0.37327188940092165,0.0,0.45161290322580644,0.09182676652556171,0.5902019149145952,0.4638845852538944
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.82,13,0.06,0.18,0.7813211845102506,0.43861892583120204,0.10867178924259056,0.03293084522502744,0.0,0.0,0.1761006289308176,0.0,0.5974842767295597,0.09736242266362748,0.5885469093416813,0.5136195633803405
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.82,13,0.12,0.18,0.7772727272727272,0.4373401534526854,0.10537870472008781,0.036223929747530186,0.0,0.0,0.189873417721519,0.0,0.6392405063291139,0.09540866167372192,0.5887892854070969,0.5089303002646265
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.82,13,0.12,0.3,0.7787610619469026,0.43781094527363185,0.09659714599341383,0.020856201975850714,0.0,0.0,0.10126582278481013,0.0,0.6329113924050633,0.09736242266362748,0.5856976606696318,0.5344913848024676
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.82,13,0.2,0.18,0.7837209302325582,0.439374185136897,0.10757409440175632,0.050493962678375415,0.0,0.0,0.2913907284768212,0.0,0.5894039735099338,0.09573428850537284,0.5894566295693746,0.48077188665362214
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.82,21,0.12,0.18,0.7767441860465116,0.43717277486910994,0.10647639956092206,0.054884742041712405,0.0,0.0,0.20502092050209206,0.0,0.6443514644351465,0.0928036470205145,0.5879365924285478,0.5039036985529681
random_cf_1,random_cf,0.10978777645362256,21,13,0.1,0.82,21,0.12,0.3,0.7678571428571429,0.43434343434343436,0.09440175631174534,0.036223929747530186,0.0,0.0,0.13716814159292035,0.0,0.5973451327433629,0.0941061543471182,0.5906701704272255,0.5225493729453441
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.55,13,0.06,0.44,0.789010989010989,0.44103194103194104,0.09440175631174534,0.012074643249176729,0.0,0.0,0.05232558139534884,0.19767441860465115,0.19767441860465115,0.09899055682188213,0.5855847542390731,0.4605242999541009
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.55,13,0.2,0.44,0.8084632516703786,0.44704433497536944,0.08562019758507135,0.02305159165751921,0.0,0.0,0.10650887573964497,0.20710059171597633,0.22485207100591717,0.09899055682188213,0.5873163151044576,0.45121270030955934
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.55,21,0.06,0.18,0.7577197149643705,0.43108108108108106,0.1141602634467618,0.07354555433589462,0.0,0.0,0.3316582914572864,0.21105527638190955,0.22110552763819097,0.09019863236730706,0.5911110535117405,0.375227029536933
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.55,21,0.12,0.18,0.7764127764127764,0.43706777316735823,0.1163556531284303,0.09001097694840834,0.0,0.0,0.39705882352941174,0.21568627450980393,0.21568627450980393,0.08791924454575056,0.593933313858199,0.37139663549721447
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.55,21,0.2,0.18,0.764102564102564,0.4331395348837209,0.1207464324917673,0.12403951701427003,0.0,0.0,0.5656565656565656,0.23232323232323232,0.19696969696969696,0.08498860306089222,0.5958995002189869,0.36133020179537917
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.7,13,0.12,0.3,0.7775280898876404,0.43742098609355246,0.09989023051591657,0.031833150384193196,0.0,0.0,0.17834394904458598,0.1464968152866242,0.43312101910828027,0.095083034842071,0.5841463741418378,0.4752774206984555
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.7,13,0.12,0.44,0.7978021978021979,0.44376528117359415,0.09110867178924259,0.010976948408342482,0.0,0.0,0.05357142857142857,0.17261904761904762,0.35119047619047616,0.09931618365353305,0.5851408841063732,0.4947673980844187
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.7,13,0.2,0.3,0.7844036697247706,0.43958868894601544,0.10098792535675083,0.04500548847420417,0.0,0.0,0.2468354430379747,0.15822784810126583,0.41139240506329117,0.09605991533702377,0.5895207301482399,0.45076189633914787
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.7,13,0.2,0.44,0.7942477876106194,0.44266337854500615,0.0889132821075741,0.020856201975850714,0.0,0.0,0.10429447852760736,0.15950920245398773,0.3803680981595092,0.09801367632692934,0.5889069334355308,0.4880743406301352
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.7,21,0.06,0.44,0.802660753880266,0.44526445264452646,0.09769484083424808,0.009879253567508232,0.0,0.0,0.03225806451612903,0.16129032258064516,0.40725806451612906,0.09964181048518397,0.5851552102113902,0.5143327847639523
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.7,21,0.12,0.18,0.7748815165876777,0.43658210947930576,0.10976948408342481,0.06805708013172337,0.0,0.0,0.2897196261682243,0.14953271028037382,0.4439252336448598,0.090524259198958,0.5882461789305125,0.44381738468308385
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.7,21,0.12,0.44,0.7951541850220264,0.4429447852760736,0.08781558726673985,0.01756311745334797,0.0,0.0,0.05622489959839357,0.1686746987951807,0.40160642570281124,0.10061869098013676,0.5855005780783791,0.5031999048187803
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.7,21,0.2,0.18,0.7881773399014779,0.44077134986225897,0.11306256860592755,0.09001097694840834,0.0,0.0,0.37327188940092165,0.1382488479262673,0.45161290322580644,0.09182676652556171,0.5902019149145952,0.43228484858503335
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.7,21,0.2,0.44,0.796875,0.4434782608695652,0.08342480790340286,0.03293084522502744,0.0,0.0,0.10077519379844961,0.16666666666666666,0.4263565891472868,0.09703679583197655,0.5868631935122932,0.4954842529060999
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.82,13,0.12,0.18,0.7772727272727272,0.4373401534526854,0.10537870472008781,0.036223929747530186,0.0,0.0,0.189873417721519,0.08227848101265822,0.6392405063291139,0.09540866167372192,0.5887892854070969,0.49012379031887604
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.82,13,0.12,0.3,0.7787610619469026,0.43781094527363185,0.09659714599341383,0.020856201975850714,0.0,0.0,0.10126582278481013,0.10126582278481013,0.6329113924050633,0.09736242266362748,0.5856976606696318,0.5113449110230824
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.82,13,0.2,0.44,0.7924944812362031,0.4421182266009852,0.09440175631174534,0.014270032930845226,0.0,0.0,0.04938271604938271,0.09259259259259259,0.6234567901234568,0.10029306414848584,0.5844255534154408,0.5306164930706188
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.82,21,0.06,0.18,0.7685185185185185,0.43455497382198954,0.10976948408342481,0.05159165751920966,0.0,0.0,0.19736842105263158,0.08771929824561403,0.618421052631579,0.09117551286225985,0.5888928218273168,0.4847997020856847
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.82,21,0.06,0.3,0.78,0.43820224719101125,0.09989023051591657,0.020856201975850714,0.0,0.0,0.07142857142857142,0.07563025210084033,0.6218487394957983,0.09605991533702377,0.585950697378163,0.5260327832733553
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.82,21,0.12,0.18,0.7767441860465116,0.43717277486910994,0.10647639956092206,0.054884742041712405,0.0,0.0,0.20502092050209206,0.0794979079497908,0.6443514644351465,0.0928036470205145,0.5879365924285478,0.4857327481644445
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.82,21,0.12,0.3,0.7678571428571429,0.43434343434343436,0.09440175631174534,0.036223929747530186,0.0,0.0,0.13716814159292035,0.084070796460177,0.5973451327433629,0.0941061543471182,0.5906701704272255,0.5033331908973037
random_cf_1,random_cf,0.10978777645362256,21,13,0.22,0.82,21,0.12,0.44,0.7982261640798226,0.4438964241676942,0.09769484083424808,0.012074643249176729,0.0,0.0,0.03375527426160337,0.08016877637130802,0.6033755274261603,0.0986649299902312,0.5851831650711965,0.5391973313664479
