name,family,alpha,window_size,phase,window_mode,drift_scale,balance_score,balance_spread,complexity_ratio,complexity_deviation,periodicity_match,best_period,tradeoff_score
near_golden_m0_010,near_golden,0.6080339887498948,0.2,0.17,moving,0.11,0.09090909090909091,3.0,0.2268302695907978,0.5646149305240213,0.0,257,2.2282101988920173
near_golden_m0_010,near_golden,0.6080339887498948,0.2,0.17,double,0.0,0.36363636363636365,2.0,0.1975333945907978,0.48142589733498825,0.0,257,2.912171237853056
near_golden_m0_010,near_golden,0.6080339887498948,0.34,0.0,moving,0.03,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_m0_010,near_golden,0.6080339887498948,0.34,0.0,moving,0.07,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_m0_010,near_golden,0.6080339887498948,0.34,0.0,moving,0.11,0.09090909090909091,3.0,0.2294936218635251,0.60815749906659,0.0,257,2.1890218872037055
near_golden_m0_010,near_golden,0.6080339887498948,0.34,0.0,double,0.0,0.09090909090909091,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.1112946144764324
near_golden_m0_010,near_golden,0.6080339887498948,0.34,0.17,moving,0.03,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_m0_010,near_golden,0.6080339887498948,0.34,0.17,moving,0.07,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_m0_010,near_golden,0.6080339887498948,0.34,0.17,moving,0.11,0.09090909090909091,3.0,0.2294936218635251,0.60815749906659,0.0,257,2.1890218872037055
near_golden_m0_010,near_golden,0.6080339887498948,0.34,0.17,double,0.0,0.09090909090909091,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.1112946144764324
near_golden_m0_010,near_golden,0.6080339887498948,0.47,0.0,moving,0.03,0.18181818181818182,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.247658250840069
near_golden_m0_010,near_golden,0.6080339887498948,0.47,0.0,moving,0.07,0.2727272727272727,2.0,0.2721072582271615,0.6945211354302263,0.0,257,2.5840218872037055
near_golden_m0_010,near_golden,0.6080339887498948,0.47,0.0,moving,0.11,0.45454545454545453,2.0,0.2721072582271615,0.6945211354302263,0.0,257,2.856749159930978
near_golden_m0_010,near_golden,0.6080339887498948,0.47,0.0,double,0.0,0.09090909090909091,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.1112946144764324
near_golden_m0_010,near_golden,0.6080339887498948,0.47,0.17,moving,0.03,0.18181818181818182,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.247658250840069
near_golden_m0_010,near_golden,0.6080339887498948,0.47,0.17,moving,0.07,0.2727272727272727,2.0,0.2721072582271615,0.6945211354302263,0.0,257,2.5840218872037055
near_golden_m0_010,near_golden,0.6080339887498948,0.47,0.17,moving,0.11,0.45454545454545453,2.0,0.2721072582271615,0.6945211354302263,0.0,257,2.856749159930978
near_golden_m0_010,near_golden,0.6080339887498948,0.47,0.17,double,0.0,0.09090909090909091,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.1112946144764324
near_golden_m0_005,near_golden,0.6130339887498948,0.2,0.0,moving,0.03,0.2727272727272727,2.0,0.2294936218635251,0.60815749906659,0.0,257,2.661749159930978
near_golden_m0_005,near_golden,0.6130339887498948,0.2,0.0,moving,0.07,0.18181818181818182,3.0,0.2294936218635251,0.60815749906659,0.0,257,2.3253855235673417
near_golden_m0_005,near_golden,0.6130339887498948,0.2,0.0,moving,0.11,0.18181818181818182,3.0,0.22736294004534327,0.5838068497159405,0.0,257,2.3473011079829265
near_golden_m0_005,near_golden,0.6130339887498948,0.2,0.0,double,0.0,0.2727272727272727,2.0,0.1975333945907978,0.48142589733498825,0.0,257,2.7758076014894195
near_golden_m0_005,near_golden,0.6130339887498948,0.2,0.17,moving,0.03,0.2727272727272727,2.0,0.2294936218635251,0.60815749906659,0.0,257,2.661749159930978
near_golden_m0_005,near_golden,0.6130339887498948,0.2,0.17,moving,0.07,0.18181818181818182,3.0,0.2294936218635251,0.60815749906659,0.0,257,2.3253855235673417
near_golden_m0_005,near_golden,0.6130339887498948,0.2,0.17,moving,0.11,0.18181818181818182,3.0,0.22736294004534327,0.5838068497159405,0.0,257,2.3473011079829265
near_golden_m0_005,near_golden,0.6130339887498948,0.2,0.17,double,0.0,0.2727272727272727,2.0,0.1975333945907978,0.48142589733498825,0.0,257,2.7758076014894195
near_golden_m0_005,near_golden,0.6130339887498948,0.34,0.0,moving,0.03,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_m0_005,near_golden,0.6130339887498948,0.34,0.0,moving,0.07,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_m0_005,near_golden,0.6130339887498948,0.34,0.0,moving,0.11,0.18181818181818182,3.0,0.2294936218635251,0.60815749906659,0.0,257,2.3253855235673417
near_golden_m0_005,near_golden,0.6130339887498948,0.34,0.0,double,0.0,0.09090909090909091,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.1112946144764324
near_golden_m0_005,near_golden,0.6130339887498948,0.34,0.17,moving,0.03,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_m0_005,near_golden,0.6130339887498948,0.34,0.17,moving,0.07,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_m0_005,near_golden,0.6130339887498948,0.34,0.17,moving,0.11,0.18181818181818182,3.0,0.2294936218635251,0.60815749906659,0.0,257,2.3253855235673417
near_golden_m0_005,near_golden,0.6130339887498948,0.34,0.17,double,0.0,0.09090909090909091,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.1112946144764324
near_golden_m0_005,near_golden,0.6130339887498948,0.47,0.0,moving,0.03,0.18181818181818182,4.0,0.2721072582271615,0.6945211354302263,0.0,257,2.047658250840069
near_golden_m0_005,near_golden,0.6130339887498948,0.47,0.0,moving,0.07,0.2727272727272727,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.3840218872037053
near_golden_m0_005,near_golden,0.6130339887498948,0.47,0.0,moving,0.11,0.45454545454545453,2.0,0.2721072582271615,0.6945211354302263,0.0,257,2.856749159930978
near_golden_m0_005,near_golden,0.6130339887498948,0.47,0.0,double,0.0,0.18181818181818182,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.247658250840069
near_golden_m0_005,near_golden,0.6130339887498948,0.47,0.17,moving,0.03,0.18181818181818182,4.0,0.2721072582271615,0.6945211354302263,0.0,257,2.047658250840069
near_golden_m0_005,near_golden,0.6130339887498948,0.47,0.17,moving,0.07,0.2727272727272727,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.3840218872037053
near_golden_m0_005,near_golden,0.6130339887498948,0.47,0.17,moving,0.11,0.45454545454545453,2.0,0.2721072582271615,0.6945211354302263,0.0,257,2.856749159930978
near_golden_m0_005,near_golden,0.6130339887498948,0.47,0.17,double,0.0,0.18181818181818182,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.247658250840069
near_golden_p0_005,near_golden,0.6230339887498948,0.2,0.0,moving,0.03,0.2727272727272727,2.0,0.20818680368170692,0.5391098800189709,0.0,257,2.7238920170738354
near_golden_p0_005,near_golden,0.6230339887498948,0.2,0.0,moving,0.07,0.18181818181818182,2.0,0.2294936218635251,0.60815749906659,0.0,257,2.5253855235673415
near_golden_p0_005,near_golden,0.6230339887498948,0.2,0.0,moving,0.11,0.18181818181818182,3.0,0.22736294004534327,0.5838068497159405,0.0,257,2.3473011079829265
near_golden_p0_005,near_golden,0.6230339887498948,0.2,0.0,double,0.0,0.2727272727272727,3.0,0.19262820819308446,0.3196361719088992,0.0,257,2.7214183543729
near_golden_p0_005,near_golden,0.6230339887498948,0.2,0.17,moving,0.03,0.2727272727272727,2.0,0.20818680368170692,0.5391098800189709,0.0,257,2.7238920170738354
near_golden_p0_005,near_golden,0.6230339887498948,0.2,0.17,moving,0.07,0.18181818181818182,2.0,0.2294936218635251,0.60815749906659,0.0,257,2.5253855235673415
near_golden_p0_005,near_golden,0.6230339887498948,0.2,0.17,moving,0.11,0.18181818181818182,3.0,0.22736294004534327,0.5838068497159405,0.0,257,2.3473011079829265
near_golden_p0_005,near_golden,0.6230339887498948,0.2,0.17,double,0.0,0.2727272727272727,3.0,0.19262820819308446,0.3196361719088992,0.0,257,2.7214183543729
near_golden_p0_005,near_golden,0.6230339887498948,0.34,0.0,moving,0.03,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_p0_005,near_golden,0.6230339887498948,0.34,0.0,moving,0.07,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_p0_005,near_golden,0.6230339887498948,0.34,0.0,moving,0.11,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.004739336492890996,211,2.274058509349332
near_golden_p0_005,near_golden,0.6230339887498948,0.34,0.0,double,0.0,0.09090909090909091,4.0,0.2721072582271615,0.6945211354302263,0.005235602094240838,191,1.887734405052349
near_golden_p0_005,near_golden,0.6230339887498948,0.34,0.17,moving,0.03,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_p0_005,near_golden,0.6230339887498948,0.34,0.17,moving,0.07,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,2.295385523567342
near_golden_p0_005,near_golden,0.6230339887498948,0.34,0.17,moving,0.11,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.004739336492890996,211,2.274058509349332
near_golden_p0_005,near_golden,0.6230339887498948,0.34,0.17,double,0.0,0.09090909090909091,4.0,0.2721072582271615,0.6945211354302263,0.005235602094240838,191,1.887734405052349
near_golden_p0_005,near_golden,0.6230339887498948,0.47,0.0,moving,0.03,0.18181818181818182,4.0,0.2721072582271615,0.6945211354302263,0.0,257,2.047658250840069
near_golden_p0_005,near_golden,0.6230339887498948,0.47,0.0,moving,0.07,0.2727272727272727,2.0,0.2721072582271615,0.6945211354302263,0.0,257,2.5840218872037055
near_golden_p0_005,near_golden,0.6230339887498948,0.47,0.0,moving,0.11,0.36363636363636365,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.5203855235673416
near_golden_p0_005,near_golden,0.6230339887498948,0.47,0.0,double,0.0,0.09090909090909091,4.0,0.2721072582271615,0.6945211354302263,0.0,257,1.9112946144764327
near_golden_p0_005,near_golden,0.6230339887498948,0.47,0.17,moving,0.03,0.18181818181818182,4.0,0.2721072582271615,0.6945211354302263,0.0,257,2.047658250840069
near_golden_p0_005,near_golden,0.6230339887498948,0.47,0.17,moving,0.07,0.2727272727272727,2.0,0.2721072582271615,0.6945211354302263,0.0,257,2.5840218872037055
near_golden_p0_005,near_golden,0.6230339887498948,0.47,0.17,moving,0.11,0.36363636363636365,3.0,0.2721072582271615,0.6945211354302263,0.0,257,2.5203855235673416
near_golden_p0_005,near_golden,0.6230339887498948,0.47,0.17,double,0.0,0.09090909090909091,4.0,0.2721072582271615,0.6945211354302263,0.0,257,1.9112946144764327
