flow,family,alpha,offset,window_width,beta,drift,membrane_gain,membrane_decay,write_threshold,overload_threshold,stability_window,write_count,witness_count,release_count,overload_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_crossing_quality,pollution,phase_lock_resistance,composite_score
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,755.0,0.0,0.0,0.0,1.0,0.0,0.6419004810162542,0.0,0.5118386904852466,0.44010529822408107
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,1.0,747.0,0.0,0.0,0.0,0.9986631016042781,0.0,0.6871443511483463,0.0,0.5512375484178003,0.4537608744327183
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,748.0,0.0,0.0,0.0,1.0,0.0,0.7150908513650946,0.0,0.5377841123065961,0.45444317888195607
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,747.0,0.0,0.0,0.0,1.0,0.0,0.7189038211743194,0.0,0.514008244327925,0.4501646265123749
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,768.0,0.0,0.0,0.0,1.0,0.0,0.7014453522858405,0.0,0.5140224145017402,0.44798515193607813
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,1.0,704.0,266.0,0.0,0.0,0.7250257466529351,0.27394438722966014,0.5463466657026917,0.0,0.753335146453367,0.47381360658177973
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,668.0,248.0,0.0,0.0,0.7292576419213974,0.27074235807860264,0.5876799138854214,0.0,0.682860394975034,0.4648246446498985
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,1.0,685.0,218.0,0.0,0.0,0.7577433628318584,0.2411504424778761,0.6075753674848897,0.0,0.7111251277621511,0.47335999958538655
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,1.0,661.0,194.0,0.0,0.0,0.772196261682243,0.2266355140186916,0.6090506634240607,0.0,0.7602005918326658,0.48351023634126966
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,661.0,167.0,0.0,0.0,0.7983091787439613,0.20169082125603865,0.6396356838062343,0.0,0.7405342392744398,0.48354440011810684
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,648.0,134.0,0.0,0.0,0.8286445012787724,0.17135549872122763,0.6550699440120217,0.0,0.6601797067961945,0.4697061293735293
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,706.0,109.0,0.0,0.0,0.8662576687116564,0.13374233128834356,0.6744210024666504,0.0,0.6907953676022671,0.47862427551590125
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,2.0,683.0,286.0,0.0,0.0,0.7033985581874357,0.2945417095777549,0.5471242404457164,0.0,0.7732217930866373,0.4777748474783973
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,683.0,294.0,0.0,0.0,0.6990788126919141,0.300921187308086,0.6040227282316252,0.0,0.7437948098641379,0.4787525911286999
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,1.0,681.0,275.0,0.0,0.0,0.7115987460815048,0.28735632183908044,0.6069760231656077,0.0,0.8084617901418186,0.49228484159282127
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,1.0,660.0,255.0,0.0,0.0,0.7205240174672489,0.27838427947598254,0.6106871401589422,0.0,0.6716494402301978,0.46548019104625665
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,636.0,237.0,0.0,0.0,0.7285223367697594,0.27147766323024053,0.6282496295218682,0.0,0.7266525361726885,0.47864693429246885
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,1.0,619.0,205.0,0.0,0.0,0.7503030303030302,0.24848484848484848,0.6532379367329251,0.0,0.6852440024043893,0.4738277849967359
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,1.0,653.0,176.0,0.0,0.0,0.7867469879518072,0.21204819277108433,0.6416563793029247,0.0,0.680123364518751,0.4717196721238447
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,15.0,656.0,438.0,0.0,0.0,0.5915238954012624,0.39495040577096485,0.5234845922552684,0.0,0.8360472398589245,0.48741283084048337
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,14.0,634.0,419.0,0.0,0.0,0.5941893158388004,0.39268978444236174,0.5576328826243598,0.0,0.7847888147088411,0.481415856400085
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,24.0,617.0,403.0,0.0,0.0,0.5909961685823755,0.38601532567049807,0.5958354898266318,0.0,0.49360953446394695,0.4289101553816548
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,20.0,574.0,379.0,0.0,0.0,0.5899280575539568,0.3895169578622816,0.6302268737954314,0.0,0.6507174150127368,0.46437662126089196
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,16.0,623.0,360.0,0.0,0.0,0.6236236236236237,0.36036036036036034,0.6713107512513568,0.0,0.7003149128350774,0.4793146643112729
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,22.0,624.0,338.0,0.0,0.0,0.6341463414634146,0.3434959349593496,0.6813392727699836,0.0,0.8185228377281706,0.5049492124142398
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,26.0,499.0,323.0,0.0,0.0,0.5884433962264151,0.38089622641509435,0.5822125110415324,0.0,0.674533291979543,0.4641336939742134
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,4.0,676.0,266.0,0.0,0.0,0.7145877378435518,0.28118393234672306,0.552670937291923,0.0,0.7414200049915098,0.47243657851920035
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,1.0,646.0,258.0,0.0,0.0,0.7138121546961326,0.2850828729281768,0.5884804712345257,0.0,0.6288751719323158,0.4540837120753093
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,4.0,666.0,240.0,0.0,0.0,0.7318681318681318,0.26373626373626374,0.6328863753688602,0.0,0.8025596262113643,0.4948809639216222
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,7.0,652.0,231.0,0.0,0.0,0.7325842696629213,0.2595505617977528,0.6331655290682324,0.0,0.7562004825509853,0.4859981471942879
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,9.0,644.0,216.0,0.0,0.0,0.7410817031070196,0.24856156501726123,0.6617281043844171,0.0,0.7855572075405856,0.49577394477481135
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,7.0,654.0,201.0,0.0,0.0,0.7587006960556845,0.23317865429234338,0.7012072512419255,0.0,0.7805139274330674,0.49965276381760826
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,5.0,653.0,187.0,0.0,0.0,0.7727810650887574,0.22130177514792898,0.7084740002236052,0.0,0.7422258326439692,0.49282394318396344
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,654.0,139.0,0.0,0.0,0.8247162673392182,0.17528373266078184,0.5058774072038614,0.0,0.7204423032758114,0.46307029922903714
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,672.0,105.0,0.0,0.0,0.8648648648648649,0.13513513513513514,0.5535389366190533,0.0,0.5937263743671315,0.4440862905994566
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,662.0,73.0,0.0,0.0,0.9006802721088435,0.09931972789115646,0.6089066178638685,0.0,0.5763797112071176,0.44789607219549554
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,704.0,30.0,0.0,0.0,0.9591280653950953,0.04087193460490463,0.6763733376786171,0.0,0.6238185897535777,0.4664016658144936
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,716.0,12.0,0.0,0.0,0.9835164835164835,0.016483516483516484,0.712997888656516,0.0,0.5733331975761564,0.4611265404324606
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,731.0,0.0,0.0,0.0,1.0,0.0,0.7285319405785043,0.0,0.516723416657384,0.4519111759037898
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,731.0,0.0,0.0,0.0,1.0,0.0,0.7236592658872747,0.0,0.5165712449912023,0.45127165723414986
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,1.0,649.0,333.0,0.0,0.0,0.6602238046795524,0.3387589013224822,0.5462951469617813,0.0,0.7953997573993035,0.4815708122966755
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,3.0,695.0,345.0,0.0,0.0,0.6663470757430489,0.3307766059443912,0.6108837076207736,0.0,0.5824279490680673,0.44729715585489666
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,614.0,339.0,0.0,0.0,0.6442812172088143,0.35571878279118574,0.6017568881550658,0.0,0.6763221904268613,0.46442686127684357
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,3.0,629.0,306.0,0.0,0.0,0.6705756929637526,0.326226012793177,0.6239458892714976,0.0,0.7840140372722538,0.4893216299673326
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,3.0,639.0,286.0,0.0,0.0,0.6885775862068966,0.3081896551724138,0.6534920667065237,0.0,0.7737013950318857,0.49113583906883057
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,3.0,610.0,262.0,0.0,0.0,0.6971428571428572,0.29942857142857143,0.6652541186246307,0.0,0.7400149661295391,0.4859740437682724
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,2.0,578.0,231.0,0.0,0.0,0.7127003699136868,0.2848335388409371,0.6556403421276402,0.0,0.680137391794986,0.4728561339486267
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,684.0,298.0,0.0,0.0,0.6965376782077393,0.3034623217922607,0.5616625975919759,0.0,0.788104865066868,0.482294174494448
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,673.0,323.0,0.0,0.0,0.6757028112449799,0.32429718875502006,0.601857212649999,0.0,0.7086057813191717,0.47121033595753403
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,1.0,623.0,290.0,0.0,0.0,0.6816192560175055,0.3172866520787746,0.5993215270991208,0.0,0.7652992212322663,0.48240063688439044
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,672.0,255.0,0.0,0.0,0.7249190938511327,0.2750809061488673,0.6328909847742565,0.0,0.6708414045716009,0.4680288449496136
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,629.0,246.0,0.0,0.0,0.7188571428571429,0.28114285714285714,0.6487424398899626,0.0,0.7109336424640527,0.47796810490762726
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,613.0,208.0,0.0,0.0,0.7466504263093788,0.25334957369062117,0.6612877275755311,0.0,0.6763942029688763,0.4729063108038104
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,2.0,623.0,184.0,0.0,0.0,0.7700865265760197,0.22744128553770088,0.6825862298114551,0.0,0.7206027057124491,0.48489190392330983
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,2.0,641.0,445.0,0.0,0.0,0.5891544117647058,0.40900735294117646,0.5406469472687759,0.0,0.8442152331097182,0.4899992826775995
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,12.0,615.0,418.0,0.0,0.0,0.5885167464114832,0.4,0.5892026415848421,0.0,0.7262835342454405,0.4734405298701599
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,1.0,649.0,422.0,0.0,0.0,0.605410447761194,0.39365671641791045,0.6230958638813805,0.0,0.676122473373115,0.4667588657194971
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,8.0,556.0,389.0,0.0,0.0,0.583420776495278,0.40818467995802726,0.5876805893055741,0.0,0.8023903489543,0.488111805573679
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,15.0,569.0,357.0,0.0,0.0,0.6046758767268863,0.3793836344314559,0.6290372145736812,0.0,0.7750680879148724,0.4887840770561193
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,7.0,586.0,329.0,0.0,0.0,0.6355748373101953,0.35683297180043383,0.6667621196062251,0.0,0.7593128815036116,0.4898228087135395
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,7.0,613.0,305.0,0.0,0.0,0.6627027027027027,0.32972972972972975,0.6918564870289544,0.0,0.6569262093499937,0.47275108653240183
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,20.0,645.0,439.0,0.0,0.0,0.5842391304347826,0.3976449275362319,0.5599886922476643,0.0,0.8455484838827291,0.49426226881475027
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,20.0,598.0,423.0,0.0,0.0,0.574447646493756,0.40634005763688763,0.5776834382556815,0.0,0.7731661223009535,0.4820093602940241
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,18.0,590.0,408.0,0.0,0.0,0.5807086614173228,0.4015748031496063,0.6078733464245212,0.0,0.49440983882778544,0.4299448762261026
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,14.0,572.0,388.0,0.0,0.0,0.5872689938398358,0.39835728952772076,0.6090343176063745,0.0,0.7989942610736499,0.49073820351716946
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,30.0,600.0,367.0,0.0,0.0,0.6018054162487463,0.36810431293881646,0.6570250256828137,0.0,0.7277633743355723,0.4842078843211973
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,25.0,608.0,345.0,0.0,0.0,0.621676891615542,0.35276073619631904,0.6920958473823198,0.0,0.7775791287871223,0.4983008128151838
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,13.0,470.0,324.0,0.0,0.0,0.5824039653035935,0.40148698884758366,0.604821705470609,0.0,0.6538527786358737,0.4613082131489191
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,17.0,583.0,686.0,0.0,0.0,0.45334370139968894,0.5334370139968896,0.51380169774032,0.0,0.814919882589473,0.4805645542097736
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,39.0,557.0,652.0,0.0,0.0,0.4463141025641026,0.5224358974358975,0.5742484340983159,0.0,0.7919976799148799,0.4852687312709065
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,34.0,571.0,634.0,0.0,0.0,0.4608555286521388,0.5117029862792575,0.6052135726143298,0.0,0.7738082229050293,0.48526604495117887
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,33.0,549.0,597.0,0.0,0.0,0.46564885496183206,0.5063613231552163,0.6183376009202357,0.0,0.7628405460611933,0.48481578006518167
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,20.0,573.0,585.0,0.0,0.0,0.4864176570458404,0.4966044142614601,0.6466496422877266,0.0,0.6913705618814512,0.47316728710198447
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,27.0,544.0,545.0,0.0,0.0,0.4874551971326165,0.4883512544802867,0.6596684355968189,0.0,0.5047627195138908,0.4382050051624164
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,27.0,552.0,521.0,0.0,0.0,0.5018181818181818,0.47363636363636363,0.6847235212293183,0.0,0.6967705867273315,0.47991728477185835
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,0.0,694.0,204.0,0.0,0.0,0.7728285077951003,0.22717149220489977,0.5498290394611478,0.0,0.720014079076831,0.4679597308259607
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,0.0,696.0,195.0,0.0,0.0,0.7811447811447811,0.21885521885521886,0.5803442303811688,0.0,0.7704937627185107,0.4819532291527961
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,2.0,671.0,185.0,0.0,0.0,0.782051282051282,0.21561771561771562,0.628541552850252,0.0,0.788233873942829,0.49176808194846033
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,19.0,678.0,171.0,0.0,0.0,0.7811059907834101,0.19700460829493088,0.6841369372979317,0.0,0.7220370998054557,0.48742453712333256
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,1.0,663.0,161.0,0.0,0.0,0.8036363636363636,0.19515151515151516,0.6933685441677053,0.0,0.7832420180138601,0.498977047381311
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,3.0,636.0,144.0,0.0,0.0,0.8122605363984674,0.1839080459770115,0.6785684342724676,0.0,0.6697531012556186,0.47477742166161896
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,3.0,672.0,133.0,0.0,0.0,0.8316831683168316,0.1646039603960396,0.70252101626554,0.0,0.718923292055111,0.4877879042560959
bounded_cf_2,bounded_cf,0.6582505321462085,-0.036,0.26,0.011,0.003,0.3,0.9,0.68,1.15,9,0.0,1.0,650.0,332.0,0.0,0.0,0.6612410986775178,0.3377416073245168,0.5498864733693217,0.0,0.7915344865255105,0.48125684686283904
bounded_cf_2,bounded_cf,0.6702505321462086,-0.023999999999999997,0.26,0.011,0.003,0.3,0.9,0.68,1.15,9,0.0,3.0,698.0,345.0,0.0,0.0,0.6673040152963671,0.3298279158699809,0.6127345815692834,0.0,0.5836447254499286,0.447780614822475
bounded_cf_2,bounded_cf,0.6822505321462086,-0.011999999999999997,0.26,0.011,0.003,0.3,0.9,0.68,1.15,9,0.0,1.0,615.0,340.0,0.0,0.0,0.643305439330544,0.35564853556485354,0.6007533435175881,0.0,0.6625779932493621,0.46164742349333665
bounded_cf_2,bounded_cf,0.6942505321462086,3.469446951953614e-18,0.26,0.011,0.003,0.3,0.9,0.68,1.15,9,0.0,2.0,624.0,306.0,0.0,0.0,0.6695278969957081,0.3283261802575107,0.6264786988434782,0.0,0.7826342937133962,0.4892465673427492
bounded_cf_2,bounded_cf,0.7062505321462086,0.012000000000000004,0.26,0.011,0.003,0.3,0.9,0.68,1.15,9,0.0,3.0,640.0,286.0,0.0,0.0,0.6889128094725512,0.3078579117330463,0.6519596583354137,0.0,0.7732376288975878,0.49085453904561005
bounded_cf_2,bounded_cf,0.7182505321462086,0.024000000000000004,0.26,0.011,0.003,0.3,0.9,0.68,1.15,9,0.0,2.0,614.0,262.0,0.0,0.0,0.6993166287015945,0.2984054669703872,0.664145756910006,0.0,0.7430265227645069,0.4863444808864699
bounded_cf_2,bounded_cf,0.7302505321462086,0.036000000000000004,0.26,0.011,0.003,0.3,0.9,0.68,1.15,9,0.0,2.0,584.0,231.0,0.0,0.0,0.7148102815177478,0.2827417380660955,0.6648253193685582,0.0,0.6792600582080792,0.4738480774194787
random_cf_1,random_cf,0.09778777645362255,-0.036,0.18,0.0,0.0,0.18,0.82,0.68,1.75,9,0.0,1.0,514.0,0.0,0.0,0.0,0.9980582524271845,0.0,0.33348580931688754,0.0,0.5750847653913334,0.414377436524431
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.18,0.0,0.0,0.18,0.82,0.68,1.75,9,0.0,0.0,532.0,0.0,0.0,0.0,1.0,0.0,0.39568073497418726,0.0,0.6297132714814822,0.4329027461680699
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.18,0.0,0.0,0.18,0.82,0.68,1.75,9,0.0,0.0,524.0,0.0,0.0,0.0,1.0,0.0,0.4749272004795507,0.0,0.5567990561427534,0.4282257112884945
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.18,0.0,0.0,0.18,0.82,0.68,1.75,9,0.0,0.0,516.0,0.0,0.0,0.0,1.0,0.0,0.4971832645078898,0.0,0.5690826727945835,0.4334644426224029
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.18,0.0,0.0,0.18,0.82,0.68,1.75,9,0.0,0.0,515.0,0.0,0.0,0.0,1.0,0.0,0.5278859448824366,0.0,0.5505893842828089,0.43360361996686636
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.18,0.0,0.0,0.18,0.82,0.68,1.75,9,0.0,0.0,516.0,0.0,0.0,0.0,1.0,0.0,0.5835791331329604,0.0,0.46742959595195277,0.4239333108320106
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.18,0.0,0.0,0.18,0.82,0.68,1.75,9,0.0,0.0,515.0,0.0,0.0,0.0,1.0,0.0,0.6327792826125688,0.0,0.5943701978971949,0.4554714499060101
random_cf_1,random_cf,0.09778777645362255,-0.036,0.18,0.0,0.0,0.18,0.9,0.68,1.15,9,0.0,1.0,514.0,0.0,0.0,0.0,0.9980582524271845,0.0,0.33348580931688754,0.0,0.5750847653913334,0.414377436524431
random_cf_1,random_cf,0.10978777645362256,-0.023999999999999997,0.18,0.0,0.0,0.18,0.9,0.68,1.15,9,0.0,0.0,532.0,0.0,0.0,0.0,1.0,0.0,0.39568073497418726,0.0,0.6297132714814822,0.4329027461680699
random_cf_1,random_cf,0.12178777645362256,-0.011999999999999997,0.18,0.0,0.0,0.18,0.9,0.68,1.15,9,0.0,0.0,524.0,0.0,0.0,0.0,1.0,0.0,0.4749272004795507,0.0,0.5567990561427534,0.4282257112884945
random_cf_1,random_cf,0.13378777645362255,3.469446951953614e-18,0.18,0.0,0.0,0.18,0.9,0.68,1.15,9,0.0,0.0,516.0,0.0,0.0,0.0,1.0,0.0,0.4971832645078898,0.0,0.5690826727945835,0.4334644426224029
random_cf_1,random_cf,0.14578777645362256,0.012000000000000004,0.18,0.0,0.0,0.18,0.9,0.68,1.15,9,0.0,0.0,515.0,0.0,0.0,0.0,1.0,0.0,0.5278859448824366,0.0,0.5505893842828089,0.43360361996686636
random_cf_1,random_cf,0.15778777645362255,0.024000000000000004,0.18,0.0,0.0,0.18,0.9,0.68,1.15,9,0.0,0.0,516.0,0.0,0.0,0.0,1.0,0.0,0.5835791331329604,0.0,0.46742959595195277,0.4239333108320106
random_cf_1,random_cf,0.16978777645362256,0.036000000000000004,0.18,0.0,0.0,0.18,0.9,0.68,1.15,9,0.0,0.0,515.0,0.0,0.0,0.0,1.0,0.0,0.6327792826125688,0.0,0.5943701978971949,0.4554714499060101
