flow,family,alpha,offset,window_width,beta,drift,membrane_gain,membrane_decay,write_threshold,overload_threshold,stability_window,write_count,witness_count,release_count,overload_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_crossing_quality,pollution,phase_lock_resistance,composite_score
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.0,0.18,0.96,0.52,1.15,5,0.0,1.0,683.0,276.0,0.0,0.0,0.7114583333333333,0.2875,0.5064850486982889,0.0,0.7891540044708437,0.47586018198145486
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.0,0.18,0.96,0.52,1.15,5,0.0,1.0,680.0,266.0,0.0,0.0,0.7180570221752904,0.2808870116156283,0.5232160406687483,0.0,0.7725424832920945,0.47469666858467346
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.0,0.3,0.82,0.38,1.75,9,0.0,0.0,616.0,0.0,0.0,0.0,1.0,0.0,0.3804092097982648,0.0,0.5715424468947456,0.4193596406037322
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.0,0.3,0.82,0.38,1.75,9,0.0,0.0,671.0,0.0,0.0,0.0,1.0,0.0,0.38446521104290976,0.0,0.5684106788386349,0.4192402871480907
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.0,0.3,0.82,0.38,1.75,9,0.0,0.0,723.0,0.0,0.0,0.0,1.0,0.0,0.43819032777721556,0.0,0.5516214533169752,0.422598081635547
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.0,0.3,0.82,0.38,1.75,9,0.0,0.0,632.0,0.0,0.0,0.0,1.0,0.0,0.48465746494528383,0.0,0.48685634998087834,0.4154534531143361
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.0,0.3,0.82,0.38,1.75,9,0.0,1.0,753.0,0.0,0.0,0.0,0.9986737400530504,0.0,0.5031610953616595,0.0,0.47733492522718934,0.41598148536087076
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.0,0.3,0.82,0.38,1.75,9,0.0,0.0,748.0,0.0,0.0,0.0,1.0,0.0,0.5140900674374081,0.0,0.6452060684884176,0.45080247212735947
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.0,0.3,0.82,0.38,1.75,9,0.0,0.0,744.0,0.0,0.0,0.0,1.0,0.0,0.5566903590909201,0.0,0.49511322125960655,0.4261089391382863
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.0,0.3,0.9,0.68,1.75,5,0.0,0.0,616.0,218.0,0.0,0.0,0.7386091127098321,0.26139088729016785,0.36428902618425313,0.0,0.5180995129641139,0.4040421219929528
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.0,0.3,0.9,0.68,1.75,5,0.0,0.0,666.0,168.0,0.0,0.0,0.7985611510791367,0.2014388489208633,0.42587837007848495,0.0,0.7939224546931389,0.4675048987092298
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.0,0.3,0.9,0.68,1.75,5,0.0,0.0,689.0,167.0,0.0,0.0,0.8049065420560748,0.19509345794392524,0.4616813203873186,0.0,0.776718430362728,0.4686029165415212
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.0,0.3,0.9,0.68,1.75,5,0.0,0.0,508.0,228.0,0.0,0.0,0.6902173913043478,0.30978260869565216,0.40102946382584476,0.0,0.5786592608512555,0.42026270906152524
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.0,0.3,0.9,0.68,1.75,5,0.0,0.0,704.0,155.0,0.0,0.0,0.819557625145518,0.18044237485448195,0.49108491134476484,0.0,0.6821760037375335,0.4535163909170575
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.0,0.3,0.9,0.68,1.75,5,0.0,0.0,735.0,158.0,0.0,0.0,0.8230683090705487,0.1769316909294513,0.5244946988401904,0.0,0.6545392409527762,0.45220036863628454
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.0,0.3,0.9,0.68,1.75,5,0.0,0.0,694.0,143.0,0.0,0.0,0.8291517323775388,0.17084826762246116,0.5151237486231885,0.0,0.6699727164887936,0.4541765291994327
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.0,0.3,0.96,0.52,1.15,5,0.0,0.0,580.0,543.0,0.0,0.0,0.5164737310774711,0.4835262689225289,0.32677598599258006,0.0,0.8336371085352859,0.4602391572669044
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.0,0.3,0.96,0.52,1.15,5,0.0,0.0,607.0,537.0,0.0,0.0,0.5305944055944056,0.46940559440559443,0.4002732804112478,0.0,0.824485228189033,0.4677371497451566
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.0,0.3,0.96,0.52,1.15,5,0.0,0.0,660.0,530.0,0.0,0.0,0.5546218487394958,0.44537815126050423,0.4525560856783055,0.0,0.8208700424636515,0.4737897376899135
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.0,0.3,0.96,0.52,1.15,5,0.0,0.0,520.0,590.0,0.0,0.0,0.46846846846846846,0.5315315315315315,0.4393742146529303,0.0,0.6545861520794958,0.43802369193220014
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,5,0.0,5.0,674.0,506.0,0.0,0.0,0.5687763713080168,0.4270042194092827,0.4941087142734969,0.0,0.7421263544434782,0.4637985648142329
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,5,0.0,7.0,667.0,501.0,0.0,0.0,0.5676595744680851,0.42638297872340425,0.5075972640880039,0.0,0.7972286238574392,0.47666772320802026
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,5,0.0,11.0,662.0,481.0,0.0,0.0,0.5736568457538995,0.4168110918544194,0.5224004684483304,0.0,0.7642483542154614,0.4723395040958407
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,1.0,570.0,532.0,0.0,0.0,0.5167724388032638,0.4823209428830462,0.3344826891700413,0.0,0.870411262220813,0.46865097480981943
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,1.0,608.0,534.0,0.0,0.0,0.531933508311461,0.4671916010498688,0.3557825157531602,0.0,0.8307193802242876,0.4635235146609842
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,1.0,663.0,525.0,0.0,0.0,0.5576114381833474,0.4415475189234651,0.4104725777518889,0.0,0.8199303309782383,0.46845535708578606
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,0.0,495.0,597.0,0.0,0.0,0.4532967032967033,0.5467032967032966,0.4001525869236025,0.0,0.5988672442583229,0.42182548925008195
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,5.0,665.0,506.0,0.0,0.0,0.5654761904761905,0.4302721088435374,0.4735550905119536,0.0,0.7675726261405852,0.46628884351490035
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,1.0,662.0,494.0,0.0,0.0,0.5721694036300777,0.42696629213483145,0.48656865461210724,0.0,0.7626493995858877,0.46665908620350083
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,8.0,665.0,477.0,0.0,0.0,0.5782608695652174,0.4147826086956522,0.525909900572823,0.0,0.7572056997749129,0.4711581383961507
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,616.0,0.0,0.0,0.0,1.0,0.0,0.38080379129901565,0.0,0.5715048748849592,0.4194014488893688
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,669.0,0.0,0.0,0.0,1.0,0.0,0.38374246918905297,0.0,0.5691170040436162,0.4192912094573549
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,722.0,0.0,0.0,0.0,1.0,0.0,0.4370710941874856,0.0,0.5518714651704284,0.4225081798075214
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,631.0,0.0,0.0,0.0,1.0,0.0,0.48334998359940734,0.0,0.48709878687889463,0.4153385053257048
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,1.0,754.0,0.0,0.0,0.0,0.9986754966887417,0.0,0.5030876655941229,0.0,0.476846153276947,0.415874394152668
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.5118473662643291,0.0,0.6445250977836401,0.4503859403397692
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,742.0,0.0,0.0,0.0,1.0,0.0,0.5591082169933781,0.0,0.4953862368634696,0.4264657744968662
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,616.0,27.0,0.0,0.0,0.9580093312597201,0.041990668740279936,0.3646643536897812,0.0,0.7267533693718295,0.44801381139818575
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,663.0,21.0,0.0,0.0,0.9692982456140351,0.03070175438596491,0.4239128432754031,0.0,0.640336445677681,0.43824937700110195
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,722.0,0.0,0.0,0.0,1.0,0.0,0.4787232150441611,0.0,0.5518714651704284,0.4277146949146058
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,631.0,0.0,0.0,0.0,1.0,0.0,0.5030736169362353,0.0,0.48709878687889463,0.41780395949280835
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,1.0,743.0,11.0,0.0,0.0,0.9841059602649007,0.01456953642384106,0.5127898489862425,0.0,0.5229353065864577,0.4261593023743467
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.5285069470433786,0.0,0.6445250977836401,0.4524683879371504
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,742.0,0.0,0.0,0.0,1.0,0.0,0.5492191625393867,0.0,0.4953862368634696,0.4252296426901173
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,616.0,0.0,0.0,0.0,1.0,0.0,0.3646643536897812,0.0,0.5715048748849592,0.41738401918821444
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,669.0,0.0,0.0,0.0,1.0,0.0,0.42821910328280416,0.0,0.5691170040436162,0.4248507887190738
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,722.0,0.0,0.0,0.0,1.0,0.0,0.4787232150441611,0.0,0.5518714651704284,0.4277146949146058
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,631.0,0.0,0.0,0.0,1.0,0.0,0.5030736169362353,0.0,0.48709878687889463,0.41780395949280835
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,1.0,754.0,0.0,0.0,0.0,0.9986754966887417,0.0,0.520045698670813,0.0,0.476846153276947,0.41799414828725423
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.5285069470433786,0.0,0.6445250977836401,0.4524683879371504
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,742.0,0.0,0.0,0.0,1.0,0.0,0.5492191625393867,0.0,0.4953862368634696,0.4252296426901173
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,603.0,283.0,0.0,0.0,0.6805869074492099,0.3194130925507901,0.37422874568409603,0.0,0.8249592820777205,0.4660763187005483
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,639.0,308.0,0.0,0.0,0.6747624076029567,0.3252375923970433,0.3665691159880823,0.0,0.746964803517667,0.4494617242780733
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,683.0,299.0,0.0,0.0,0.6955193482688391,0.3044806517311609,0.419951282383586,0.0,0.7756746782957857,0.4620840394397938
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,562.0,358.0,0.0,0.0,0.6108695652173913,0.38913043478260867,0.44199993328519116,0.0,0.5888817810378251,0.4266350435203878
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,685.0,271.0,0.0,0.0,0.7165271966527197,0.2834728033472803,0.4695910240034123,0.0,0.7781333594928355,0.4689908218655208
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,686.0,261.0,0.0,0.0,0.7243928194297783,0.27560718057022177,0.4818039331746208,0.0,0.7067712461147324,0.45632366906407185
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,705.0,238.0,0.0,0.0,0.7476139978791092,0.2523860021208908,0.5388786184744102,0.0,0.6894359200910626,0.4602231513063048
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,571.0,377.0,0.0,0.0,0.6023206751054853,0.39767932489451474,0.3526595540040335,0.0,0.8225344244527354,0.46211253589210616
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,628.0,360.0,0.0,0.0,0.6356275303643725,0.3643724696356275,0.36600348686659145,0.0,0.8343189123906685,0.4664704936401014
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,693.0,367.0,0.0,0.0,0.6537735849056604,0.3462264150943396,0.4254031342026734,0.0,0.763436260543069,0.4599003797330046
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,577.0,456.0,0.0,0.0,0.558567279767667,0.441432720232333,0.4558595559929727,0.0,0.5722884016560825,0.4245257976280148
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,1.0,679.0,341.0,0.0,0.0,0.6650342801175319,0.3339862879529873,0.471872390136469,0.0,0.739470331777732,0.4611264011167284
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,701.0,320.0,0.0,0.0,0.6865817825661117,0.31341821743388837,0.4878414980714806,0.0,0.6769213518491393,0.450730275454424
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,1.0,611.0,311.0,0.0,0.0,0.6619718309859155,0.3369447453954496,0.4851665211534449,0.0,0.6666057564704395,0.44819502710999115
golden,phi,0.5820339887498948,-0.036,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,0.0,555.0,500.0,0.0,0.0,0.5260663507109005,0.47393364928909953,0.34081925184863604,0.0,0.8217102083639871,0.4597051116609859
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,0.0,611.0,496.0,0.0,0.0,0.5519421860885275,0.4480578139114724,0.39312083191665187,0.0,0.8275917422305515,0.4676778742965771
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,0.0,675.0,484.0,0.0,0.0,0.5823986194995686,0.4176013805004314,0.46529115801383036,0.0,0.8286336160580546,0.4772121041583354
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,0.0,526.0,536.0,0.0,0.0,0.4952919020715631,0.504708097928437,0.47188696923932133,0.0,0.6497433217730879,0.44138745453024836
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,0.0,686.0,466.0,0.0,0.0,0.5954861111111112,0.4045138888888889,0.49117005489931165,0.0,0.7627191535334287,0.4673949486802108
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,9.0,649.0,455.0,0.0,0.0,0.5831087151841868,0.4088050314465409,0.49065807330095706,0.0,0.7163960865985359,0.4587511889710959
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,7.0,647.0,436.0,0.0,0.0,0.5935779816513761,0.4,0.5169625693008673,0.0,0.8196814246469013,0.4826345877433648
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,1.0,600.0,305.0,0.0,0.0,0.6622516556291391,0.336644591611479,0.36715748989510244,0.0,0.7723113815155169,0.45458985437222077
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,0.0,659.0,306.0,0.0,0.0,0.6829015544041451,0.3170984455958549,0.3755841700872872,0.0,0.7636618495267248,0.4540094067102973
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,0.0,659.0,303.0,0.0,0.0,0.685031185031185,0.31496881496881496,0.4011116345873833,0.0,0.8082935639022246,0.4661479789541797
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,0.0,586.0,340.0,0.0,0.0,0.6328293736501079,0.367170626349892,0.47046684626169777,0.0,0.6043068788556993,0.4334980252903532
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,1.0,685.0,290.0,0.0,0.0,0.701844262295082,0.29713114754098363,0.4853958604004286,0.0,0.8215351679537742,0.47960241778015267
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,0.0,684.0,281.0,0.0,0.0,0.7088082901554404,0.2911917098445596,0.5058327096153584,0.0,0.792561709093377,0.47632951342214963
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,5.0,673.0,267.0,0.0,0.0,0.7121693121693121,0.28253968253968254,0.5447452618070726,0.0,0.7717184648812444,0.4775876443529266
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,1.0,605.0,238.0,0.0,0.0,0.716824644549763,0.28199052132701424,0.35357477711836455,0.0,0.4915256267038165,0.39728870233837876
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,660.0,214.0,0.0,0.0,0.7551487414187643,0.2448512585812357,0.41934035812112447,0.0,0.7281063878908465,0.45309030975749753
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,691.0,168.0,0.0,0.0,0.8044237485448196,0.19557625145518046,0.4518204679149199,0.0,0.728525035851068,0.4577268031450268
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,611.0,282.0,0.0,0.0,0.6842105263157895,0.3157894736842105,0.505496584361557,0.0,0.5893482962657639,0.4353988375615053
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,1.0,688.0,144.0,0.0,0.0,0.8259303721488596,0.17286914765906364,0.4956528922136268,0.0,0.6510590944576018,0.44804778215892
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,710.0,158.0,0.0,0.0,0.8179723502304147,0.18202764976958524,0.5272498938667165,0.0,0.6631138816947717,0.45420873657459804
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,675.0,153.0,0.0,0.0,0.8152173913043478,0.18478260869565216,0.5197292832510642,0.0,0.6351863937185198,0.4476556130631305
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,1.0,591.0,440.0,0.0,0.0,0.5726744186046512,0.4263565891472868,0.35876831125985825,0.0,0.5209295764714021,0.4023555976126154
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,636.0,431.0,0.0,0.0,0.5960637300843487,0.40393626991565135,0.3618057185486869,0.0,0.8067923260515468,0.46004481732973873
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,668.0,425.0,0.0,0.0,0.6111619396157365,0.3888380603842635,0.4037343211547447,0.0,0.8156981295831528,0.467218035457131
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,612.0,483.0,0.0,0.0,0.5589041095890411,0.4410958904109589,0.48598016169156005,0.0,0.34314730509913205,0.38246602232716187
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,1.0,665.0,409.0,0.0,0.0,0.6186046511627907,0.38046511627906976,0.4767395474460124,0.0,0.7145226759059481,0.45627604837938296
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,653.0,385.0,0.0,0.0,0.6290944123314065,0.37090558766859344,0.4930804675421368,0.0,0.8404455313102936,0.48351510882814
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,655.0,354.0,0.0,0.0,0.6491575817641229,0.3508424182358771,0.532397402887017,0.0,0.7819570263846182,0.47693265645544203
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,1.0,581.0,387.0,0.0,0.0,0.5995872033023736,0.3993808049535604,0.35024540631073253,0.0,0.8365742241796175,0.4646945918321954
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,624.0,372.0,0.0,0.0,0.6265060240963856,0.37349397590361444,0.3582849940168284,0.0,0.8243401855666685,0.4634187216064011
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,697.0,373.0,0.0,0.0,0.6514018691588785,0.3485981308411215,0.41538854105920886,0.0,0.7692232658116228,0.4597822394863144
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,559.0,456.0,0.0,0.0,0.5507389162561577,0.4492610837438424,0.45096704530104265,0.0,0.572388293869948,0.42385592859918153
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,1.0,664.0,350.0,0.0,0.0,0.6541871921182266,0.3448275862068966,0.4742405525264844,0.0,0.7870927116421408,0.4708390054829087
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,675.0,329.0,0.0,0.0,0.6723107569721115,0.32768924302788843,0.4975397470087738,0.0,0.7876186700765264,0.4739393099611231
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,640.0,309.0,0.0,0.0,0.6743940990516333,0.3256059009483667,0.520189330109195,0.0,0.643649963938997,0.44799760004196515
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,1.0,595.0,495.0,0.0,0.0,0.5453712190650779,0.4537121906507791,0.36669612107417,0.0,0.8173557839937161,0.46235354315207955
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,619.0,528.0,0.0,0.0,0.5396687009590235,0.46033129904097647,0.35490279743431263,0.0,0.8280478216307877,0.46286910101503687
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,645.0,518.0,0.0,0.0,0.5546001719690455,0.4453998280309544,0.39018282648167396,0.0,0.8195391079813342,0.46572667662616657
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,505.0,597.0,0.0,0.0,0.45825771324863884,0.5417422867513612,0.4080976450537453,0.0,0.5791005859133089,0.4189148999468663
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,1.0,645.0,489.0,0.0,0.0,0.5682819383259912,0.43083700440528633,0.4641936981320694,0.0,0.7917122080782456,0.46963757899229
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,662.0,475.0,0.0,0.0,0.5822339489885664,0.4177660510114336,0.4901415764949343,0.0,0.5506795189345062,0.4247259403386537
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,643.0,460.0,0.0,0.0,0.5829555757026292,0.4170444242973708,0.5230287110696619,0.0,0.768435572856725,0.47239525921207903
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,1.0,585.0,500.0,0.0,0.0,0.5386740331491713,0.4604051565377532,0.35478069499877957,0.0,0.8270776511909599,0.4627419384758387
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,0.0,608.0,497.0,0.0,0.0,0.5502262443438914,0.4497737556561086,0.3445262288059676,0.0,0.8401647064049889,0.46410098232518265
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,0.0,666.0,495.0,0.0,0.0,0.5736434108527132,0.4263565891472868,0.405571943198282,0.0,0.8460038961850771,0.4731337062453278
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,0.0,556.0,550.0,0.0,0.0,0.5027124773960217,0.4972875226039783,0.467993882257682,0.0,0.6363594600206839,0.43829825206030726
