flow,family,best_composite,mean_composite,mean_witness_conversion,mean_overload_rate,mean_release_rate,mean_crossing_quality,mean_density_gap
golden,phi,0.491707522529765,0.4480087530268597,0.0,0.2828172627131757,0.7164626324811558,0.44300072352944403,0.06341843668162972
silver,metallic,0.482137929827837,0.43816159248667064,0.0,0.30962826298297064,0.6895404016041113,0.3625255799014276,0.031748326602642374
bounded_cf_2,bounded_cf,0.5087189084126675,0.4701548826950029,0.0,0.2160363089903013,0.7801119845458461,0.6445547172111749,0.026403397651773908
random_cf_1,random_cf,0.47772514005642025,0.43003338799827656,0.0,0.006513029342658334,0.9927489550784718,0.4977757008535463,-0.015474534624824454
fib_13_21,rational,0.4934358811515081,0.43704674142674727,0.0,0.271401012386313,0.7281164562815283,0.446218509710215,-0.00014995669052675353
pi_mod1,constant,0.4738449229236501,0.43157759473805524,0.0,0.010464273921426338,0.9884047565161088,0.5247954667342375,-0.0127545009954802
