lane,golden_score,golden_robustness
v41b_field_stack,0.8231771506985186,0.10144180348395249
v61_harsher_field_stack,0.8231771506985186,0.08344984088290575
v48_window_band,0.8231771506985186,0.041837775098057306
v62_window_hierarchy,0.8231771506985186,0.019487698734878323
