anchor,anchor_family,model,model_label,alpha,offset,window_width,phase,beta,length,max_closure_age,memory_capacity,write_count,release_count,witness_expired,delayed_retention,pollution,witness_conversion,mean_closure_latency,return_interval_diversity,phase_lock_resistance,symmetry_balance,rigidity_after_perturbation,center_share,composite_score,surrogate_base_score
golden,phi_anchor,flat_ternary,Flat Ternary,0.6240339887498948,0.0059999999999999845,0.18,0.0,0.0,4096,13,34,229.0,3477.0,0.0,1.0,0.0,0.36995153473344106,3.0,0.0,0.5697866526979114,0.9951534733441034,0.968017578125,0.848876953125,0.8868781696490144,0.7403187381693093
golden,phi_anchor,flat_ternary,Flat Ternary,0.6300339887498948,0.011999999999999983,0.18,0.0,0.0,4096,13,34,300.0,3476.0,0.0,1.0,0.06666666666666667,0.4838709677419355,4.933333333333334,0.07277249737895831,0.5542280698497506,1.0,0.96728515625,0.8486328125,0.8962067499720261,0.7422009846091302
golden,phi_anchor,flat_ternary,Flat Ternary,0.6360339887498948,0.01799999999999998,0.18,0.0,0.0,4096,13,34,257.0,3477.0,0.0,0.9922779922779923,0.0,0.41518578352180935,4.385214007782102,0.2104406460078546,0.29188596044420023,0.9983844911147012,0.9677734375,0.848876953125,0.8195531383293121,0.6518125054227916
golden,phi_anchor,flat_ternary,Flat Ternary,0.6420339887498948,0.02399999999999998,0.18,0.0,0.0,4096,13,34,309.0,3477.0,0.0,1.0,0.8025889967637541,0.4991922455573506,6.980582524271845,0.18830087670266402,0.58869933631406,0.9983844911147012,0.9677734375,0.848876953125,0.7750212351703542,0.6094945791943527
golden,phi_anchor,flat_ternary,Flat Ternary,0.6480339887498948,0.029999999999999978,0.18,0.0,0.0,4096,13,34,296.0,3477.0,0.0,0.9966329966329966,0.543918918918919,0.4781906300484653,6.97972972972973,0.14324258610791898,0.5749341584906205,0.9983844911147012,0.968017578125,0.848876953125,0.812870623548017,0.65182538256899
golden,phi_anchor,flat_ternary,Flat Ternary,0.6540339887498947,0.035999999999999976,0.18,0.0,0.0,4096,13,34,288.0,3478.0,0.0,0.9965397923875432,0.0,0.46601941747572817,9.8125,0.14285134706828143,0.5930670343567563,1.0,0.968505859375,0.84912109375,0.9256931493397687,0.7645574286954404
golden,phi_anchor,flat_ternary,Flat Ternary,0.6600339887498947,0.041999999999999975,0.18,0.0,0.0,4096,13,34,30.0,3477.0,0.0,0.9090909090909091,0.0,0.048465266558966075,12.0,0.0,0.4913128297273589,0.9919224555735057,0.968017578125,0.848876953125,0.7767134452245458,0.6303155646333705
golden,phi_anchor,flat_ternary,Flat Ternary,0.6660339887498947,0.04799999999999997,0.18,0.0,0.0,4096,13,34,0.0,3468.0,0.0,0.0,0.0,0.0,13.0,0.0,0.27109156213675234,0.9808917197452229,0.968505859375,0.8466796875,0.438066303051257,0.29217113112649584
golden,phi_anchor,flat_ternary,Flat Ternary,0.6720339887498947,0.05399999999999997,0.18,0.0,0.0,4096,13,34,0.0,3476.0,0.0,0.0,0.0,0.0,13.0,0.0,0.5755871532624985,0.9967741935483871,0.9677734375,0.8486328125,0.5423156855366689,0.3956996321092495
golden,phi_anchor,flat_ternary,Flat Ternary,0.6780339887498947,0.05999999999999997,0.18,0.0,0.0,4096,13,34,279.0,3476.0,0.0,1.0,0.0,0.45,11.00358422939068,0.17453022844070065,0.5934377701551055,0.9967741935483871,0.96728515625,0.8486328125,0.9267890899992253,0.7627688418527359
golden,phi_anchor,flat_ternary,Flat Ternary,0.5580339887498948,-0.06,0.18,0.0,0.011,4096,4,34,234.0,3476.0,0.0,1.0,0.0,0.3774193548387097,3.2222222222222223,0.3025849787816847,0.557048695395622,0.9967741935483871,0.967529296875,0.8486328125,0.914182177548567,0.7373320403054792
golden,phi_anchor,flat_ternary,Flat Ternary,0.5640339887498947,-0.054,0.18,0.0,0.011,4096,4,34,184.0,3477.0,0.0,1.0,0.0,0.2972536348949919,2.489130434782609,0.34536488177733987,0.5679945142354161,0.9983844911147012,0.967041015625,0.848876953125,0.9077836034171091,0.72662378912114
golden,phi_anchor,flat_ternary,Flat Ternary,0.5700339887498947,-0.048,0.18,0.0,0.011,4096,4,34,186.0,3481.0,0.0,1.0,0.0,0.3024390243902439,2.0,0.0,0.5831761241376727,0.9983739837398374,0.9677734375,0.849853515625,0.8794149495340446,0.7327189065970527
