flow,family,best_composite,mean_composite,mean_witness_conversion,mean_overload_rate,mean_release_rate,mean_pocket_lifetime,mean_density_gap
golden,phi,0.8148056305104181,0.5673571929356331,0.38112564164328844,0.0,0.26684630698486317,34.00779599717577,0.14164263621563383
silver,metallic,0.8095101213294842,0.5795905402215418,0.4034018881021159,0.0,0.27621615394727494,46.49322087372813,0.10062547213704998
bounded_cf_2,bounded_cf,0.8133331833018784,0.6000070034639279,0.43649310213146136,0.0,0.25445838852096486,40.1065226519906,0.14926126005477358
random_cf_1,random_cf,0.8173203000835452,0.5816387461487028,0.4154787976204942,0.0,0.25572692475056946,52.292099935570654,0.15472956909258462
fib_13_21,rational,0.7988533308163217,0.5586624519176038,0.38687704399295725,0.0,0.26843890834633666,34.29929121138437,0.07663323807223543
pi_mod1,constant,0.8188151719677788,0.5823320311456268,0.4185523150624322,0.0,0.267866346559102,31.2849651980045,0.09156837265707995
