flow,family,mode,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,phase_binding_rate,macro_window_rate,admission_band_rate,pollution,phase_lock_resistance,score
golden,phi,moderate_band,0.8681592039800995,0.4647137150466045,0.002258610954263128,0.14963297571993225,0.849971477467199,0.46035367940673133,0.849971477467199,0.0775812892184826,0.0,0.1500285225328009,3.45703125,0.576171875,0.5198567708333334,0.3330078125,0.0986649299902312,0.49460140968706,0.8231771506985186
golden,phi,wide_band,0.8391521197007481,0.456271186440678,0.002258610954263128,0.16487859966120835,0.8805714285714286,0.48,0.8805714285714286,0.07371428571428572,0.0,0.11942857142857143,3.45703125,0.576171875,0.5185546875,0.4850260416666667,0.09573428850537284,0.4937775988105805,0.8155331911703145
golden,phi,wrong_center,0.8582089552238806,0.46184738955823296,0.002258610954263128,0.1541501976284585,0.863169897377423,0.4771949828962372,0.863169897377423,0.07354618015963511,0.0,0.13683010262257697,3.45703125,0.576171875,0.51953125,0.17610677083333334,0.10126994464343862,0.4933977278976933,0.8068915348760217
golden,phi,no_band,0.9029850746268657,0.4745098039215686,0.002258610954263128,0.13382269904009034,0.7996585088218554,0.4359704040978941,0.7996585088218554,0.07683551508252703,0.0,0.20034149117814457,3.45703125,0.576171875,0.521484375,0.0,0.10615434711820254,0.4919818998309248,0.8090790036243615
silver,metallic,moderate_band,0.8402625820568927,0.45659928656361476,0.014973262032085561,0.0855614973262032,0.9681372549019608,0.3137254901960784,0.9681372549019608,0.04656862745098039,0.0,0.031862745098039214,1.81640625,0.302734375,0.18880208333333334,0.14811197916666666,0.04168023445131879,0.5988607674052802,0.7861998083717562
silver,metallic,wide_band,0.8315098468271335,0.4540023894862604,0.012834224598930482,0.09197860962566845,0.9878345498783455,0.30413625304136255,0.9878345498783455,0.049878345498783457,0.0,0.012165450121654502,1.81640625,0.302734375,0.18977864583333334,0.22884114583333334,0.04265711494627157,0.5991527760170869,0.7860688913387256
silver,metallic,wrong_center,0.8219780219780219,0.451145958986731,0.019251336898395723,0.09411764705882353,0.971709717097171,0.3062730627306273,0.971709717097171,0.05166051660516605,0.0,0.028290282902829027,1.81640625,0.302734375,0.19010416666666666,0.09049479166666667,0.04363399544122436,0.6000312960695255,0.7751112419363493
silver,metallic,no_band,0.8217391304347826,0.4510739856801909,0.019251336898395723,0.08449197860962566,0.9533169533169533,0.3108108108108108,0.9533169533169533,0.04791154791154791,0.0,0.04668304668304668,1.81640625,0.302734375,0.18977864583333334,0.0,0.042005861282969716,0.5996151059515549,0.7722750084093009
bounded_cf_2,bounded_cf,moderate_band,0.8492239467849224,0.4592326139088729,0.01714898177920686,0.08896034297963558,0.9445114595898673,0.2738238841978287,0.9445114595898673,0.06755126658624849,0.0,0.05548854041013269,1.8203125,0.3033854166666667,0.2776692708333333,0.14485677083333334,0.11787691305763595,0.5508108203252511,0.7763900941916941
bounded_cf_2,bounded_cf,wide_band,0.8185840707964602,0.45012165450121655,0.015005359056806002,0.10396570203644159,0.9736842105263158,0.26555023923444976,0.9736842105263158,0.07057416267942583,0.0,0.02631578947368421,1.8203125,0.3033854166666667,0.27734375,0.228515625,0.1126668837512211,0.553286078242526,0.771640055286315
