flow,family,alpha,offset,window_width,beta,drift,write_threshold,stability_threshold,overload_threshold,write_count,witness_count,release_count,overload_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_crossing_quality,pollution,phase_lock_resistance,composite_score
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.0,0.26,0.16,0.65,0.0,270.0,0.0,3154.0,0.0,0.0,0.0,0.9211448598130841,-0.2173629079469686,0.0,0.5572127351618537,0.371723624859017
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.0,0.26,0.16,0.65,0.0,219.0,0.0,3106.0,0.0,0.0,0.0,0.9341353383458647,-0.10544166855922033,0.0,0.5229024251116459,0.3803507009038597
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.0,0.26,0.16,0.65,0.0,163.0,0.0,3064.0,0.0,0.0,0.0,0.9494886891850015,0.0004982075678936588,0.0,0.523718869767128,0.3948696361701095
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.0,0.26,0.16,0.65,0.0,0.0,0.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4265585741689141,0.3703117148337828
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.0,0.26,0.16,0.65,0.0,73.0,0.0,2958.0,0.0,0.0,0.0,0.975915539425932,0.09883574639026621,0.0,0.45300804168632647,0.39283541635321206
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.0,0.26,0.16,0.65,0.0,45.0,0.0,2887.0,0.0,0.0,0.0,0.9846521145975443,0.07472817220216389,0.0,0.581685812225778,0.41408117681572576
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.0,0.26,0.16,0.65,0.0,20.0,0.0,2814.0,0.0,0.0,0.0,0.9929428369795342,0.046293942205755945,0.0,0.4355341755911516,0.3797566427511403
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.0,0.26,0.16,0.85,0.0,592.0,0.0,2832.0,0.0,0.0,0.0,0.8271028037383178,-0.0735709067896013,0.0,0.4985041376736764,0.3909549111424633
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.0,0.26,0.16,0.85,0.0,485.0,0.0,2840.0,0.0,0.0,0.0,0.8541353383458646,-0.0020121813196807593,0.0,0.5011536334878659,0.39951536566503465
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.0,0.26,0.16,0.85,0.0,405.0,0.0,2822.0,0.0,0.0,0.0,0.8744964363185621,0.08652632368282545,0.0,0.5062344898522413,0.4117762028910159
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.0,0.26,0.16,0.85,0.0,55.0,0.0,3074.0,0.0,0.0,0.0,0.9824224992010226,0.0011573833179606213,0.0,0.4169607022437085,0.3703234980263336
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.0,0.26,0.16,0.85,0.0,286.0,0.0,2745.0,0.0,0.0,0.0,0.9056417024084461,0.1766137575010202,0.0,0.44311768102500515,0.40955142958930946
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.0,0.26,0.16,0.85,0.0,238.0,0.0,2694.0,0.0,0.0,0.0,0.9188267394270123,0.16755562564827822,0.0,0.4784903015813199,0.4139487302208045
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.0,0.26,0.16,0.85,0.0,199.0,0.0,2635.0,0.0,0.0,0.0,0.9297812279463655,0.13662777162952397,0.0,0.42292193689971713,0.3971004303297355
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.1,0.1,0.65,0.0,270.0,0.0,3154.0,0.0,0.0,0.0,0.9211448598130841,-0.21609019782676883,0.0,0.5569810371499448,0.37186819177466524
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.1,0.1,0.65,0.0,219.0,0.0,3106.0,0.0,0.0,0.0,0.9341353383458647,-0.10573276992156762,0.0,0.5230789734836774,0.38034234537391387
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.1,0.1,0.65,0.0,163.0,0.0,3064.0,0.0,0.0,0.0,0.9494886891850015,0.0001676876270314355,0.0,0.5236487404700263,0.3948060323195598
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.1,0.1,0.65,0.0,0.0,0.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4265585741689141,0.3703117148337828
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.1,0.1,0.65,0.0,72.0,0.0,2959.0,0.0,0.0,0.0,0.976245463543385,0.09984993957486166,0.0,0.45433073849014394,0.39321909227991947
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.1,0.1,0.65,0.0,45.0,0.0,2887.0,0.0,0.0,0.0,0.9846521145975443,0.07472818682976104,0.0,0.5813912642307335,0.4140222694108564
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.1,0.1,0.65,0.0,20.0,0.0,2814.0,0.0,0.0,0.0,0.9929428369795342,0.047343605961177246,0.0,0.43541510819510587,0.3798902788352443
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.1,0.1,0.85,0.0,592.0,0.0,2832.0,0.0,0.0,0.0,0.8271028037383178,-0.07286947636987695,0.0,0.4982579008697875,0.3910108783446442
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.1,0.1,0.85,0.0,485.0,0.0,2840.0,0.0,0.0,0.0,0.8541353383458646,-0.0020435131728633632,0.0,0.5013671001309772,0.39955335921567947
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.1,0.1,0.85,0.0,405.0,0.0,2822.0,0.0,0.0,0.0,0.8744964363185621,0.08639330424404246,0.0,0.5062573614745238,0.4117608242996549
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.1,0.1,0.85,0.0,55.0,0.0,3074.0,0.0,0.0,0.0,0.9824224992010226,0.0011573715719304706,0.0,0.4169607022437085,0.37032349626442906
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.1,0.1,0.85,0.0,286.0,0.0,2745.0,0.0,0.0,0.0,0.9056417024084461,0.17682579519356803,0.0,0.4438457063460083,0.4097288403073923
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.1,0.1,0.85,0.0,238.0,0.0,2694.0,0.0,0.0,0.0,0.9188267394270123,0.1675555939090007,0.0,0.47818498367535267,0.4138876618787194
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.1,0.1,0.85,0.0,199.0,0.0,2635.0,0.0,0.0,0.0,0.9297812279463655,0.13673325153884963,0.0,0.4227988237722293,0.3970916296906368
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.1,0.16,0.45,0.0,117.0,0.0,3307.0,0.0,0.0,0.0,0.9658294392523364,-0.30283360148930455,0.0,0.5749947727821219,0.35799097040779504
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.1,0.16,0.45,0.0,70.0,0.0,3255.0,0.0,0.0,0.0,0.9789473684210527,-0.2175794991332659,0.0,0.5490926307251334,0.36428686443293146
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.1,0.16,0.45,0.0,21.0,0.0,3206.0,0.0,0.0,0.0,0.9934924078091106,-0.09972594412739517,0.0,0.5372510668966444,0.37814208097930857
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.1,0.16,0.45,0.0,0.0,0.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4265585741689141,0.3703117148337828
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.1,0.16,0.45,0.0,0.0,0.0,3031.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4626207319394574,0.37752414638789145
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.1,0.16,0.45,0.0,0.0,0.0,2932.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5859698825841719,0.4021939765168344
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.1,0.16,0.45,0.0,0.0,0.0,2834.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4375276803560705,0.37250553607121406
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.1,0.16,0.85,0.0,592.0,0.0,2832.0,0.0,0.0,0.0,0.8271028037383178,-0.07286947636987695,0.0,0.4982579008697875,0.3910108783446442
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.1,0.16,0.85,0.0,485.0,0.0,2840.0,0.0,0.0,0.0,0.8541353383458646,-0.0020435131728633632,0.0,0.5013671001309772,0.39955335921567947
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.1,0.16,0.85,0.0,405.0,0.0,2822.0,0.0,0.0,0.0,0.8744964363185621,0.08639330424404246,0.0,0.5062573614745238,0.4117608242996549
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.1,0.16,0.85,0.0,55.0,0.0,3074.0,0.0,0.0,0.0,0.9824224992010226,0.0011573715719304706,0.0,0.4169607022437085,0.37032349626442906
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.1,0.16,0.85,0.0,286.0,0.0,2745.0,0.0,0.0,0.0,0.9056417024084461,0.17682579519356803,0.0,0.4438457063460083,0.4097288403073923
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.1,0.16,0.85,0.0,238.0,0.0,2694.0,0.0,0.0,0.0,0.9188267394270123,0.1675555939090007,0.0,0.47818498367535267,0.4138876618787194
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.1,0.16,0.85,0.0,199.0,0.0,2635.0,0.0,0.0,0.0,0.9297812279463655,0.13673325153884963,0.0,0.4227988237722293,0.3970916296906368
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.18,0.05,0.65,0.0,270.0,0.0,3154.0,0.0,0.0,0.0,0.9211448598130841,-0.21609019782676883,0.0,0.5569810371499448,0.37186819177466524
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.18,0.05,0.65,0.0,219.0,0.0,3106.0,0.0,0.0,0.0,0.9341353383458647,-0.10573276992156762,0.0,0.5230789734836774,0.38034234537391387
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.18,0.05,0.65,0.0,163.0,0.0,3064.0,0.0,0.0,0.0,0.9494886891850015,0.0001676876270314355,0.0,0.5236487404700263,0.3948060323195598
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.05,0.65,0.0,0.0,0.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4265585741689141,0.3703117148337828
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.18,0.05,0.65,0.0,72.0,0.0,2959.0,0.0,0.0,0.0,0.976245463543385,0.09984993957486166,0.0,0.45433073849014394,0.39321909227991947
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.18,0.05,0.65,0.0,45.0,0.0,2887.0,0.0,0.0,0.0,0.9846521145975443,0.07472818682976104,0.0,0.5813912642307335,0.4140222694108564
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.18,0.05,0.65,0.0,20.0,0.0,2814.0,0.0,0.0,0.0,0.9929428369795342,0.047343605961177246,0.0,0.43541510819510587,0.3798902788352443
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.18,0.05,0.85,0.0,592.0,0.0,2832.0,0.0,0.0,0.0,0.8271028037383178,-0.07286947636987695,0.0,0.4982579008697875,0.3910108783446442
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.18,0.05,0.85,0.0,485.0,0.0,2840.0,0.0,0.0,0.0,0.8541353383458646,-0.0020435131728633632,0.0,0.5013671001309772,0.39955335921567947
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.18,0.05,0.85,0.0,405.0,0.0,2822.0,0.0,0.0,0.0,0.8744964363185621,0.08639330424404246,0.0,0.5062573614745238,0.4117608242996549
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.05,0.85,0.0,55.0,0.0,3074.0,0.0,0.0,0.0,0.9824224992010226,0.0011573715719304706,0.0,0.4169607022437085,0.37032349626442906
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.18,0.05,0.85,0.0,286.0,0.0,2745.0,0.0,0.0,0.0,0.9056417024084461,0.17682579519356803,0.0,0.4438457063460083,0.4097288403073923
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.18,0.05,0.85,0.0,238.0,0.0,2694.0,0.0,0.0,0.0,0.9188267394270123,0.1675555939090007,0.0,0.47818498367535267,0.4138876618787194
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.18,0.05,0.85,0.0,199.0,0.0,2635.0,0.0,0.0,0.0,0.9297812279463655,0.13673325153884963,0.0,0.4227988237722293,0.3970916296906368
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.18,0.1,0.45,0.0,117.0,0.0,3307.0,0.0,0.0,0.0,0.9658294392523364,-0.30283360148930455,0.0,0.5749947727821219,0.35799097040779504
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.18,0.1,0.45,0.0,70.0,0.0,3255.0,0.0,0.0,0.0,0.9789473684210527,-0.2175794991332659,0.0,0.5490926307251334,0.36428686443293146
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.18,0.1,0.45,0.0,21.0,0.0,3206.0,0.0,0.0,0.0,0.9934924078091106,-0.09972594412739517,0.0,0.5372510668966444,0.37814208097930857
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.1,0.45,0.0,0.0,0.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4265585741689141,0.3703117148337828
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.18,0.1,0.45,0.0,0.0,0.0,3031.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4626207319394574,0.37752414638789145
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.18,0.1,0.45,0.0,0.0,0.0,2932.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5859698825841719,0.4021939765168344
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.18,0.1,0.45,0.0,0.0,0.0,2834.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4375276803560705,0.37250553607121406
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.18,0.1,0.85,0.0,592.0,0.0,2832.0,0.0,0.0,0.0,0.8271028037383178,-0.07286947636987695,0.0,0.4982579008697875,0.3910108783446442
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.18,0.1,0.85,0.0,485.0,0.0,2840.0,0.0,0.0,0.0,0.8541353383458646,-0.0020435131728633632,0.0,0.5013671001309772,0.39955335921567947
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.18,0.1,0.85,0.0,405.0,0.0,2822.0,0.0,0.0,0.0,0.8744964363185621,0.08639330424404246,0.0,0.5062573614745238,0.4117608242996549
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.1,0.85,0.0,55.0,0.0,3074.0,0.0,0.0,0.0,0.9824224992010226,0.0011573715719304706,0.0,0.4169607022437085,0.37032349626442906
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.18,0.1,0.85,0.0,286.0,0.0,2745.0,0.0,0.0,0.0,0.9056417024084461,0.17682579519356803,0.0,0.4438457063460083,0.4097288403073923
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.18,0.1,0.85,0.0,238.0,0.0,2694.0,0.0,0.0,0.0,0.9188267394270123,0.1675555939090007,0.0,0.47818498367535267,0.4138876618787194
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.18,0.1,0.85,0.0,199.0,0.0,2635.0,0.0,0.0,0.0,0.9297812279463655,0.13673325153884963,0.0,0.4227988237722293,0.3970916296906368
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.18,0.16,0.85,0.0,592.0,0.0,2832.0,0.0,0.0,0.0,0.8271028037383178,-0.07286947636987695,0.0,0.4982579008697875,0.3910108783446442
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.18,0.16,0.85,0.0,485.0,0.0,2840.0,0.0,0.0,0.0,0.8541353383458646,-0.0020435131728633632,0.0,0.5013671001309772,0.39955335921567947
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.18,0.16,0.85,0.0,405.0,0.0,2822.0,0.0,0.0,0.0,0.8744964363185621,0.08639330424404246,0.0,0.5062573614745238,0.4117608242996549
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.16,0.85,0.0,55.0,0.0,3074.0,0.0,0.0,0.0,0.9824224992010226,0.0011573715719304706,0.0,0.4169607022437085,0.37032349626442906
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.18,0.16,0.85,0.0,286.0,0.0,2745.0,0.0,0.0,0.0,0.9056417024084461,0.17682579519356803,0.0,0.4438457063460083,0.4097288403073923
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.18,0.16,0.85,0.0,238.0,0.0,2694.0,0.0,0.0,0.0,0.9188267394270123,0.1675555939090007,0.0,0.47818498367535267,0.4138876618787194
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.18,0.16,0.85,0.0,199.0,0.0,2635.0,0.0,0.0,0.0,0.9297812279463655,0.13673325153884963,0.0,0.4227988237722293,0.3970916296906368
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.26,0.05,0.65,0.0,270.0,0.0,3154.0,0.0,0.0,0.0,0.9211448598130841,-0.21609019782676883,0.0,0.5569810371499448,0.37186819177466524
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.26,0.05,0.65,0.0,219.0,0.0,3106.0,0.0,0.0,0.0,0.9341353383458647,-0.10573276992156762,0.0,0.5230789734836774,0.38034234537391387
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.26,0.05,0.65,0.0,163.0,0.0,3064.0,0.0,0.0,0.0,0.9494886891850015,0.0001676876270314355,0.0,0.5236487404700263,0.3948060323195598
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.26,0.05,0.65,0.0,0.0,0.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4265585741689141,0.3703117148337828
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.26,0.05,0.65,0.0,72.0,0.0,2959.0,0.0,0.0,0.0,0.976245463543385,0.09984993957486166,0.0,0.45433073849014394,0.39321909227991947
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.26,0.05,0.65,0.0,45.0,0.0,2887.0,0.0,0.0,0.0,0.9846521145975443,0.07472818682976104,0.0,0.5813912642307335,0.4140222694108564
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.26,0.05,0.65,0.0,20.0,0.0,2814.0,0.0,0.0,0.0,0.9929428369795342,0.047343605961177246,0.0,0.43541510819510587,0.3798902788352443
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.26,0.05,0.85,0.0,592.0,0.0,2832.0,0.0,0.0,0.0,0.8271028037383178,-0.07286947636987695,0.0,0.4982579008697875,0.3910108783446442
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.26,0.05,0.85,0.0,485.0,0.0,2840.0,0.0,0.0,0.0,0.8541353383458646,-0.0020435131728633632,0.0,0.5013671001309772,0.39955335921567947
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.26,0.05,0.85,0.0,405.0,0.0,2822.0,0.0,0.0,0.0,0.8744964363185621,0.08639330424404246,0.0,0.5062573614745238,0.4117608242996549
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.26,0.05,0.85,0.0,55.0,0.0,3074.0,0.0,0.0,0.0,0.9824224992010226,0.0011573715719304706,0.0,0.4169607022437085,0.37032349626442906
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.26,0.05,0.85,0.0,286.0,0.0,2745.0,0.0,0.0,0.0,0.9056417024084461,0.17682579519356803,0.0,0.4438457063460083,0.4097288403073923
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.26,0.05,0.85,0.0,238.0,0.0,2694.0,0.0,0.0,0.0,0.9188267394270123,0.1675555939090007,0.0,0.47818498367535267,0.4138876618787194
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.26,0.05,0.85,0.0,199.0,0.0,2635.0,0.0,0.0,0.0,0.9297812279463655,0.13673325153884963,0.0,0.4227988237722293,0.3970916296906368
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.26,0.1,0.45,0.0,117.0,0.0,3307.0,0.0,0.0,0.0,0.9658294392523364,-0.30283360148930455,0.0,0.5749947727821219,0.35799097040779504
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.26,0.1,0.45,0.0,70.0,0.0,3255.0,0.0,0.0,0.0,0.9789473684210527,-0.2175794991332659,0.0,0.5490926307251334,0.36428686443293146
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.26,0.1,0.45,0.0,21.0,0.0,3206.0,0.0,0.0,0.0,0.9934924078091106,-0.09972594412739517,0.0,0.5372510668966444,0.37814208097930857
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.26,0.1,0.45,0.0,0.0,0.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4265585741689141,0.3703117148337828
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.26,0.1,0.45,0.0,0.0,0.0,3031.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4626207319394574,0.37752414638789145
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.26,0.1,0.45,0.0,0.0,0.0,2932.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5859698825841719,0.4021939765168344
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.26,0.1,0.45,0.0,0.0,0.0,2834.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4375276803560705,0.37250553607121406
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.26,0.16,0.45,0.0,117.0,0.0,3307.0,0.0,0.0,0.0,0.9658294392523364,-0.30283360148930455,0.0,0.5749947727821219,0.35799097040779504
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.26,0.16,0.45,0.0,70.0,0.0,3255.0,0.0,0.0,0.0,0.9789473684210527,-0.2175794991332659,0.0,0.5490926307251334,0.36428686443293146
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.26,0.16,0.45,0.0,21.0,0.0,3206.0,0.0,0.0,0.0,0.9934924078091106,-0.09972594412739517,0.0,0.5372510668966444,0.37814208097930857
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.26,0.16,0.45,0.0,0.0,0.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4265585741689141,0.3703117148337828
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.26,0.16,0.45,0.0,0.0,0.0,3031.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4626207319394574,0.37752414638789145
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.26,0.16,0.45,0.0,0.0,0.0,2932.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5859698825841719,0.4021939765168344
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.26,0.16,0.45,0.0,0.0,0.0,2834.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4375276803560705,0.37250553607121406
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.26,0.16,0.65,0.0,270.0,0.0,3154.0,0.0,0.0,0.0,0.9211448598130841,-0.21609019782676883,0.0,0.5569810371499448,0.37186819177466524
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.26,0.16,0.65,0.0,219.0,0.0,3106.0,0.0,0.0,0.0,0.9341353383458647,-0.10573276992156762,0.0,0.5230789734836774,0.38034234537391387
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.26,0.16,0.65,0.0,163.0,0.0,3064.0,0.0,0.0,0.0,0.9494886891850015,0.0001676876270314355,0.0,0.5236487404700263,0.3948060323195598
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.26,0.16,0.65,0.0,0.0,0.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4265585741689141,0.3703117148337828
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.26,0.16,0.65,0.0,72.0,0.0,2959.0,0.0,0.0,0.0,0.976245463543385,0.09984993957486166,0.0,0.45433073849014394,0.39321909227991947
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.26,0.16,0.65,0.0,45.0,0.0,2887.0,0.0,0.0,0.0,0.9846521145975443,0.07472818682976104,0.0,0.5813912642307335,0.4140222694108564
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.26,0.16,0.65,0.0,20.0,0.0,2814.0,0.0,0.0,0.0,0.9929428369795342,0.047343605961177246,0.0,0.43541510819510587,0.3798902788352443
golden,phi,0.5820339887498948,-0.036,0.26,0.011,0.003,0.26,0.16,0.85,0.0,592.0,0.0,2832.0,0.0,0.0,0.0,0.8271028037383178,-0.07286947636987695,0.0,0.4982579008697875,0.3910108783446442
golden,phi,0.5940339887498948,-0.023999999999999997,0.26,0.011,0.003,0.26,0.16,0.85,0.0,485.0,0.0,2840.0,0.0,0.0,0.0,0.8541353383458646,-0.0020435131728633632,0.0,0.5013671001309772,0.39955335921567947
golden,phi,0.6060339887498948,-0.011999999999999997,0.26,0.011,0.003,0.26,0.16,0.85,0.0,405.0,0.0,2822.0,0.0,0.0,0.0,0.8744964363185621,0.08639330424404246,0.0,0.5062573614745238,0.4117608242996549
golden,phi,0.6180339887498948,3.469446951953614e-18,0.26,0.011,0.003,0.26,0.16,0.85,0.0,55.0,0.0,3074.0,0.0,0.0,0.0,0.9824224992010226,0.0011573715719304706,0.0,0.4169607022437085,0.37032349626442906
golden,phi,0.6300339887498948,0.012000000000000004,0.26,0.011,0.003,0.26,0.16,0.85,0.0,286.0,0.0,2745.0,0.0,0.0,0.0,0.9056417024084461,0.17682579519356803,0.0,0.4438457063460083,0.4097288403073923
golden,phi,0.6420339887498948,0.024000000000000004,0.26,0.011,0.003,0.26,0.16,0.85,0.0,238.0,0.0,2694.0,0.0,0.0,0.0,0.9188267394270123,0.1675555939090007,0.0,0.47818498367535267,0.4138876618787194
golden,phi,0.6540339887498948,0.036000000000000004,0.26,0.011,0.003,0.26,0.16,0.85,0.0,199.0,0.0,2635.0,0.0,0.0,0.0,0.9297812279463655,0.13673325153884963,0.0,0.4227988237722293,0.3970916296906368
silver,metallic,0.37821356237309517,-0.036,0.18,0.0,0.0,0.1,0.05,0.45,0.0,73.0,0.0,3024.0,0.0,0.0,0.0,0.9764288020665159,-0.4017248451712553,0.0,0.49691656984459154,0.3264817069865784
