flow,family,alpha,best_delay,best_slot_count,context_pressure,recall_window,recall_gain,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_slot_recall_rate,split_rate,context_distortion_rate,pollution,phase_lock_resistance,score
golden,phi,0.6180339887498948,13,13,0.36,21,0.2,0.44,0.94140625,0.48490945674044267,0.003952569169960474,0.1541501976284585,0.0,0.0,0.273784355179704,1.0,0.0941061543471182,0.4586559103915364,0.3740447249125604
silver,metallic,0.43821356237309517,21,13,0.0,13,0.06,0.3,0.8412017167381974,0.4568764568764569,0.08021390374331551,0.0021390374331550803,1.0,1.0,0.0,0.0,0.05437968088570498,0.5795348976314143,0.8398822843915583
silver,metallic,0.43821356237309517,21,13,0.0,13,0.12,0.3,0.8333333333333334,0.45454545454545453,0.07700534759358289,0.0053475935828877,1.0,1.0,0.0,0.0,0.05405405405405406,0.5799934225644439,0.8383016695836212
silver,metallic,0.43821356237309517,21,13,0.0,13,0.12,0.44,0.8333333333333334,0.45454545454545453,0.07700534759358289,0.0053475935828877,1.0,1.0,0.0,0.0,0.05405405405405406,0.5799934225644439,0.8383016695836212
silver,metallic,0.43821356237309517,21,13,0.0,21,0.06,0.44,0.8394004282655246,0.4563445867287544,0.07914438502673797,0.0021390374331550803,1.0,1.0,0.0,0.0,0.05503093454900684,0.5796450649148317,0.839521830437021
silver,metallic,0.43821356237309517,21,13,0.0,21,0.12,0.18,0.8195329087048833,0.45040840140023336,0.0748663101604278,0.008556149732620321,1.0,1.0,0.0,0.0,0.053728427222403126,0.5799817583711726,0.8354799718219958
silver,metallic,0.43821356237309517,21,13,0.0,21,0.12,0.3,0.8195329087048833,0.45040840140023336,0.0748663101604278,0.008556149732620321,1.0,1.0,0.0,0.0,0.053728427222403126,0.5799817583711726,0.8354799718219958
silver,metallic,0.43821356237309517,21,13,0.0,21,0.2,0.18,0.7991543340380549,0.44418331374853115,0.06951871657754011,0.020320855614973262,1.0,1.0,0.0,0.0,0.04916965157929013,0.5797136169018591,0.8311412495124393
silver,metallic,0.43821356237309517,21,13,0.0,21,0.2,0.3,0.7991543340380549,0.44418331374853115,0.06951871657754011,0.020320855614973262,1.0,1.0,0.0,0.0,0.04916965157929013,0.5797136169018591,0.8311412495124393
silver,metallic,0.43821356237309517,21,13,0.0,21,0.2,0.44,0.7991543340380549,0.44418331374853115,0.06951871657754011,0.020320855614973262,1.0,1.0,0.0,0.0,0.04916965157929013,0.5797136169018591,0.8311412495124393
silver,metallic,0.43821356237309517,21,13,0.1,13,0.06,0.18,0.773542600896861,0.4361567635903919,0.08449197860962566,0.06951871657754011,0.0,0.0,0.504,0.04,0.04884402474763921,0.5853011991505144,0.436130421096531
silver,metallic,0.43821356237309517,21,13,0.1,13,0.06,0.3,0.8219780219780219,0.451145958986731,0.08021390374331551,0.033155080213903745,0.0,0.0,0.22302158273381295,0.04316546762589928,0.05405405405405406,0.5833177004075663,0.48218368694063396
silver,metallic,0.43821356237309517,21,13,0.1,13,0.06,0.44,0.8293736501079914,0.45336481700118064,0.07700534759358289,0.017112299465240642,0.0,0.0,0.08208955223880597,0.029850746268656716,0.05307717355910127,0.5815906018100989,0.5272628224727338
silver,metallic,0.43821356237309517,21,13,0.1,13,0.12,0.18,0.7857142857142857,0.44,0.08663101604278074,0.08449197860962566,0.0,0.0,0.639344262295082,0.04918032786885246,0.04786714425268642,0.587771659805935,0.43633442462010896
silver,metallic,0.43821356237309517,21,13,0.1,13,0.12,0.3,0.7991266375545851,0.4441747572815534,0.07379679144385026,0.044919786096256686,0.0,0.0,0.3106060606060606,0.045454545454545456,0.05275154672745034,0.5840613354068465,0.45185859438906834
silver,metallic,0.43821356237309517,21,13,0.1,13,0.2,0.18,0.7830188679245284,0.43915343915343913,0.08877005347593583,0.10267379679144385,0.0,0.0,0.7786885245901639,0.040983606557377046,0.0475415174210355,0.5917132768595945,0.43753947517151165
silver,metallic,0.43821356237309517,21,13,0.1,13,0.2,0.3,0.7879464285714286,0.44069912609238454,0.07379679144385026,0.06951871657754011,0.0,0.0,0.4413793103448276,0.06206896551724138,0.04786714425268642,0.5858601870315343,0.4342044157460753
silver,metallic,0.43821356237309517,21,13,0.1,21,0.06,0.18,0.7659574468085106,0.43373493975903615,0.09518716577540107,0.10588235294117647,0.0,0.0,0.4647887323943662,0.07042253521126761,0.045262129599479,0.5938339796254981,0.42791958942972896
silver,metallic,0.43821356237309517,21,13,0.1,21,0.06,0.3,0.8116591928251121,0.44801980198019803,0.08128342245989305,0.05454545454545454,0.0,0.0,0.21161825726141079,0.058091286307053944,0.051123412569195704,0.586508613696169,0.47987093664399594
silver,metallic,0.43821356237309517,21,13,0.1,21,0.12,0.3,0.8054919908466819,0.4461343472750317,0.08021390374331551,0.07593582887700535,0.0,0.0,0.3080357142857143,0.05357142857142857,0.04884402474763921,0.5892884927726398,0.4517948389207149
silver,metallic,0.43821356237309517,21,13,0.1,21,0.2,0.3,0.806146572104019,0.4463350785340314,0.07807486631016043,0.10481283422459893,0.0,0.0,0.42857142857142855,0.0625,0.045913383262780855,0.5946491195222567,0.43776958249590386
silver,metallic,0.43821356237309517,21,13,0.1,21,0.2,0.44,0.825,0.4520547945205479,0.06844919786096257,0.07272727272727272,0.0,0.0,0.21862348178137653,0.044534412955465584,0.05079778573754477,0.586904049456195,0.4828498327670024
silver,metallic,0.43821356237309517,21,13,0.22,13,0.06,0.18,0.773542600896861,0.4361567635903919,0.08449197860962566,0.06951871657754011,0.0,0.0,0.504,0.528,0.04884402474763921,0.5853011991505144,0.34501930998541996
silver,metallic,0.43821356237309517,21,13,0.22,13,0.06,0.3,0.8197802197802198,0.4504830917874396,0.08128342245989305,0.033155080213903745,0.0,0.0,0.22794117647058823,0.4852941176470588,0.05307717355910127,0.5829361533480086,0.38991725014392103
silver,metallic,0.43821356237309517,21,13,0.22,13,0.12,0.18,0.7790432801822323,0.4379001280409731,0.08449197860962566,0.08021390374331551,0.0,0.0,0.6271186440677966,0.4915254237288136,0.04786714425268642,0.5894670068364172,0.34638641936806064
silver,metallic,0.43821356237309517,21,13,0.22,13,0.12,0.3,0.8087912087912088,0.4471445929526124,0.0748663101604278,0.044919786096256686,0.0,0.0,0.3007518796992481,0.48120300751879697,0.05307717355910127,0.5844126548053348,0.3667209824580467
silver,metallic,0.43821356237309517,21,13,0.22,13,0.12,0.44,0.8250539956803455,0.45207100591715976,0.07165775401069518,0.02459893048128342,0.0,0.0,0.14285714285714285,0.5142857142857142,0.05177466623249756,0.584284768349747,0.4158714525557105
silver,metallic,0.43821356237309517,21,13,0.22,13,0.2,0.3,0.779510022271715,0.4380475594493116,0.07272727272727272,0.07272727272727272,0.0,0.0,0.4527027027027027,0.4864864864864865,0.04786714425268642,0.5859748704427963,0.3462195132890408
silver,metallic,0.43821356237309517,21,13,0.22,13,0.2,0.44,0.8142548596112311,0.4488095238095238,0.06631016042780749,0.03529411764705882,0.0,0.0,0.15827338129496402,0.4748201438848921,0.05177466623249756,0.5843740345228252,0.4089340484791342
silver,metallic,0.43821356237309517,21,13,0.22,21,0.06,0.18,0.7677725118483413,0.4343163538873995,0.0962566844919786,0.10588235294117647,0.0,0.0,0.4647887323943662,0.431924882629108,0.045262129599479,0.5938644812685032,0.3479507948126439
silver,metallic,0.43821356237309517,21,13,0.22,21,0.06,0.3,0.8031319910514542,0.445409429280397,0.07807486631016043,0.059893048128342244,0.0,0.0,0.23529411764705882,0.4369747899159664,0.05144903940084663,0.5872333038617221,0.38712149557207104
silver,metallic,0.43821356237309517,21,13,0.22,21,0.06,0.44,0.8199566160520607,0.4505363528009535,0.0748663101604278,0.027807486631016044,0.0,0.0,0.1016260162601626,0.45121951219512196,0.05437968088570498,0.5799572013091012,0.42572708176747076
silver,metallic,0.43821356237309517,21,13,0.22,21,0.12,0.18,0.7632850241545893,0.4328767123287671,0.09090909090909091,0.12834224598930483,0.0,0.0,0.5687203791469194,0.44549763033175355,0.041028980788016936,0.5972485657377786,0.3438562573840817
silver,metallic,0.43821356237309517,21,13,0.22,21,0.12,0.3,0.8077803203661327,0.4468354430379747,0.08021390374331551,0.0748663101604278,0.0,0.0,0.30493273542600896,0.4304932735426009,0.04786714425268642,0.5886549935947762,0.36935175463027664
silver,metallic,0.43821356237309517,21,13,0.22,21,0.12,0.44,0.827433628318584,0.45278450363196127,0.07379679144385026,0.0427807486631016,0.0,0.0,0.13114754098360656,0.4385245901639344,0.04916965157929013,0.5858705209642165,0.42186415339075284
silver,metallic,0.43821356237309517,21,13,0.22,21,0.2,0.44,0.8329519450800915,0.4544319600499376,0.07165775401069518,0.07165775401069518,0.0,0.0,0.22983870967741934,0.4435483870967742,0.04819277108433735,0.5859448401095106,0.392526788823823
silver,metallic,0.43821356237309517,21,13,0.36,13,0.06,0.18,0.773542600896861,0.4361567635903919,0.08449197860962566,0.06951871657754011,0.0,0.0,0.5,0.753968253968254,0.048518397915988276,0.5862479049856903,0.34518380799231413
silver,metallic,0.43821356237309517,21,13,0.36,13,0.06,0.3,0.8197802197802198,0.4504830917874396,0.08128342245989305,0.033155080213903745,0.0,0.0,0.22794117647058823,0.7205882352941176,0.05437968088570498,0.582541825824977,0.3898020574471718
silver,metallic,0.43821356237309517,21,13,0.36,13,0.12,0.18,0.780045351473923,0.43821656050955415,0.08235294117647059,0.07807486631016043,0.0,0.0,0.5901639344262295,0.7540983606557377,0.047215890589384565,0.5875876957382824,0.34639564453911753
