flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,sheath_gain,bleed_rate,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_slot_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,pollution,phase_lock_resistance,score
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.08,0.12,0.12,0.24,0.6933962264150944,0.40947075208913647,0.06737967914438503,0.16470588235294117,0.46938775510204084,0.46938775510204084,0.2653061224489796,0.0,0.5306122448979592,0.042005861282969716,0.5988478369264731,0.7382531874030381
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.14,0.12,0.08,0.36,0.7364705882352941,0.4241192411924119,0.06417112299465241,0.146524064171123,0.4238095238095238,0.4238095238095238,0.11904761904761904,0.0,0.5761904761904761,0.04005210029306415,0.5943285537843492,0.795049877679803
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.2,0.12,0.04,0.36,0.7215777262180975,0.4191374663072776,0.06417112299465241,0.14224598930481283,0.41379310344827586,0.41379310344827586,0.14285714285714285,0.0,0.5862068965517241,0.041028980788016936,0.5938944978086953,0.7843697131978999
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.08,0.04,0.04,0.24,0.7712264150943396,0.43541944074567246,0.08021390374331551,0.11657754010695187,0.8333333333333334,0.8333333333333334,0.42424242424242425,0.10606060606060606,0.16666666666666666,0.045913383262780855,0.5934930669701581,0.6786775193040219
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.14,0.04,0.04,0.24,0.7546728971962616,0.43009320905459386,0.08021390374331551,0.11657754010695187,0.8253968253968254,0.8253968253968254,0.42857142857142855,0.1111111111111111,0.1746031746031746,0.045262129599479,0.5929549028208974,0.6763567587091092
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.14,0.04,0.12,0.24,0.7546728971962616,0.43009320905459386,0.08021390374331551,0.11657754010695187,0.8253968253968254,0.8253968253968254,0.42857142857142855,0.1111111111111111,0.1746031746031746,0.045262129599479,0.5929549028208974,0.6763567587091092
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.14,0.08,0.04,0.24,0.7060301507537688,0.41384388807069217,0.07379679144385026,0.2,0.8176795580110497,0.8176795580110497,0.4585635359116022,0.09944751381215469,0.18232044198895028,0.039400846629762294,0.6011559373513293,0.6701908972518924
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,0.04,0.04,0.36,0.7613365155131265,0.43224932249322495,0.07272727272727272,0.13796791443850268,0.825,0.825,0.28,0.1,0.175,0.04265711494627157,0.5933233350487181,0.6860610854931677
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,0.04,0.08,0.36,0.7613365155131265,0.43224932249322495,0.07272727272727272,0.13796791443850268,0.825,0.825,0.28,0.1,0.175,0.04265711494627157,0.5933233350487181,0.6860610854931677
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.2,0.04,0.12,0.24,0.7540603248259861,0.4298941798941799,0.08021390374331551,0.11122994652406418,0.6692307692307692,0.6692307692307692,0.4153846153846154,0.0,0.33076923076923076,0.045262129599479,0.5941378545414815,0.7344863414687544
silver,metallic,0.43821356237309517,21,13,0.08,0.68,21,0.2,0.08,0.12,0.24,0.7339901477832512,0.42329545454545453,0.07379679144385026,0.17326203208556148,0.6288659793814433,0.6288659793814433,0.3556701030927835,0.0,0.3711340206185567,0.0429827417779225,0.6010873264239109,0.7343259046509306
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,0.04,0.12,0.24,0.7727272727272727,0.4358974358974359,0.08021390374331551,0.0855614973262032,0.48717948717948717,0.48717948717948717,0.3076923076923077,0.0,0.5128205128205128,0.045587756431129924,0.5900495722617412,0.7425302713617326
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,0.08,0.12,0.36,0.7657657657657657,0.4336734693877551,0.07272727272727272,0.08877005347593583,0.44,0.44,0.152,0.0,0.56,0.046890263757733634,0.5918108753746327,0.7906859928662897
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,0.12,0.04,0.24,0.7545871559633027,0.4300653594771242,0.06951871657754011,0.11229946524064172,0.5045871559633027,0.5045871559633027,0.29357798165137616,0.0,0.4954128440366973,0.0475415174210355,0.5942032027611661,0.7410291546265666
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,0.12,0.12,0.24,0.7545871559633027,0.4300653594771242,0.06951871657754011,0.11229946524064172,0.5045871559633027,0.5045871559633027,0.29357798165137616,0.0,0.4954128440366973,0.0475415174210355,0.5942032027611661,0.7410291546265666
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.14,0.04,0.12,0.36,0.7837837837837838,0.4393939393939394,0.07700534759358289,0.07593582887700535,0.4492753623188406,0.4492753623188406,0.15217391304347827,0.0,0.5507246376811594,0.04786714425268642,0.5883458758162583,0.7938305966401268
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.14,0.12,0.08,0.36,0.7644341801385681,0.43324607329842935,0.06951871657754011,0.11336898395721925,0.47107438016528924,0.47107438016528924,0.1652892561983471,0.0,0.5289256198347108,0.04428524910452621,0.5917194564292372,0.7853368732590706
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.2,0.12,0.08,0.36,0.740909090909091,0.4255874673629243,0.06844919786096257,0.11229946524064172,0.46551724137931033,0.46551724137931033,0.13793103448275862,0.0,0.5344827586206896,0.04265711494627157,0.5905973983042594,0.7900089119090213
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.08,0.12,0.08,0.36,0.7577197149643705,0.43108108108108106,0.06737967914438503,0.1411764705882353,0.4232558139534884,0.4232558139534884,0.13023255813953488,0.0,0.5767441860465117,0.04135460761966786,0.5919498607973932,0.795063071615794
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.14,0.08,0.12,0.36,0.7611241217798594,0.4321808510638298,0.07272727272727272,0.12299465240641712,0.4252336448598131,0.4252336448598131,0.14018691588785046,0.0,0.5747663551401869,0.044610875936177144,0.5901479167954413,0.7925720824224672
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.2,0.04,0.04,0.24,0.7511627906976744,0.42895086321381143,0.07807486631016043,0.11657754010695187,0.44545454545454544,0.44545454545454544,0.2636363636363636,0.0,0.5545454545454546,0.045913383262780855,0.5984729125427783,0.7508917057342793
silver,metallic,0.43821356237309517,21,13,0.12,0.58,13,0.08,0.04,0.08,0.24,0.7712264150943396,0.43541944074567246,0.08021390374331551,0.11657754010695187,0.8333333333333334,0.8333333333333334,0.42424242424242425,0.3712121212121212,0.16666666666666666,0.045913383262780855,0.5934930669701581,0.6256472162737189
silver,metallic,0.43821356237309517,21,13,0.12,0.58,13,0.08,0.12,0.08,0.36,0.7189695550351288,0.41825613079019075,0.06844919786096257,0.146524064171123,0.7169811320754716,0.7169811320754716,0.2358490566037736,0.3018867924528302,0.2830188679245283,0.043308368609573426,0.5934610847440094,0.6769395027852847
silver,metallic,0.43821356237309517,21,13,0.12,0.58,13,0.14,0.04,0.08,0.24,0.7546728971962616,0.43009320905459386,0.08021390374331551,0.11657754010695187,0.8253968253968254,0.8253968253968254,0.42857142857142855,0.38095238095238093,0.1746031746031746,0.045262129599479,0.5929549028208974,0.6223885047408552
silver,metallic,0.43821356237309517,21,13,0.12,0.58,13,0.14,0.12,0.04,0.24,0.7091346153846154,0.4149085794655415,0.07165775401069518,0.1679144385026738,0.8217821782178217,0.8217821782178217,0.4752475247524752,0.40594059405940597,0.1782178217821782,0.042005861282969716,0.5958907513982437,0.6098727343727275
